"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","sex"
"210","2020-05-25 15:13:54-03","FSU","FSU","000078601","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"H. Maxwell, H. S. Irwin, D. C. Wasshausen","21345a",NA,NA,NA,NA,"Brazil",NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2009-06-26 21:04:00-03","MO","MOBOT","2362138","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cearana","Utricularia cearana","Steyerm.","P. Taylor","Hugh C. Cutler","Cutler 8365","1945","6","10","South America","Brazil","Acre","4 km. north of Soure (Caucaia), Ceara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"212","2017-06-05 10:53:00-03","MO","MOBOT","100974637","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","R. Gonto","Reina Gonto|Ángel Fernández","Gonto 6699","2015","12","28","South America","Venezuela","Apure","Parque Nacional Santos Luzardo (Cinaruco-Capanaparo). Entre La Macanilla en el río Capanaparo y el Caño La Pica.","-67.5597222","6.9813889",NA,NA,NA,NA,"Pedro Camejo","58.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"213","2018-06-26 15:28:00-03","MO","MOBOT","1742182","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Gerrit Davidse","Davidse 3793","1973","11","6","South America","Venezuela","Guárico","Ca. 32 km SSE of Calabozo on Finca Becerra.",NA,NA,NA,NA,NA,NA,NA,"65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666","1",NA
"214","2008-05-27 22:02:00-03","MO","MOBOT","1877945","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard",NA,"Stephan G. Beck","Beck 5111",NA,NA,NA,"South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2012-04-13 08:57:00-03","MO","MOBOT","2452184","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard",NA,"Roberto M. Klein|A. Bresolin","Klein 6280","1965","10","19","South America","Brazil","Santa Catarina","Florianópolis. Canasvieiras",NA,NA,NA,NA,NA,NA,NA,"2.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2008-05-27 22:02:00-03","MO","MOBOT","3061255","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","J.J. Wurdack","STEWARD","STEWARD 144","1977","11","21","South America","Brazil","Roraima","Estrada Manaus-Boa Vista, between Mucajai and Boa Vista. On west side of Rio Branco opposite Serra Grande. Bamp savanna on sand.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2014-01-03 14:27:00-02","MO","MOBOT","3061422","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Cyril Allen","Allen 642","1924","9","10","South America","Colombia","Magdalena","Swamp, exposed, La Jugua, Magalena Valley. Plant 9 in.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"218","2011-02-17 11:16:00-02","MO","MOBOT","3061452","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21345","1968",NA,NA,"South America","Brazil","Goiás","Gallery forest and adjacent cerrado, 10 km S. of Guara, Goias.",NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2010-10-07 15:19:00-03","MO","MOBOT","3061648","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 17005","1966",NA,NA,"South America","Brazil",NA,"Peridically flooded campo, ca. 30 km. S. of Xavantina, Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2012-12-30 12:40:00-02","MO","MOBOT","3061695","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P.Taylor","Leandro Aristeguieta","Aristeguieta 7334","1970","1",NA,"South America","Venezuela","Guárico","Sabanas húmedas del Bajo Llano. Paso del Caballo-Cazorla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2016-09-14 05:18:00-03","MO","MOBOT","3061868","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Paul J. M. Maas|L. Y. T. Westra","Maas 3697","1979","10","21","South America","Guyana",NA,"Manari. Dense herbaceous vegetation in wet savanna.","-59.6833333","3.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"222","2014-08-23 05:35:00-03","MO","MOBOT","3062160","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","L. Coradín|Manoel dos R. Cordeiro","Coradín 531","1977",NA,NA,"South America","Brazil","Roraima","Nurupu region, along Boa Vista-BV 8 road (BR 174) km. 25. Savanna (campo). Bank of raod; moist, sandy soil.",NA,NA,NA,NA,NA,NA,NA,"107.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2010-01-29 10:43:00-02","MO","MOBOT","3080745","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard",NA,"C. D. K. Cook","Cook 257","1957","12","16","South America","Guyana",NA,"20 miles NE of [Leihem].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","498269","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","H. van der Werff|Bruce K. Holst","van der Werff 7822","1985","11","7","South America","Venezuela","Bolívar","Distr. Cedeño. In morichal, 14 km S of Caicara de L'Orinoco.","-66.25","7.58333",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-39","5",NA
"225","2013-07-28 05:58:00-03","MO","MOBOT","498638","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard",NA,"Gunnar Wilhelm Harling","Harling 11065",NA,NA,NA,"South America","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2009-09-14 21:05:00-03","MO","MOBOT","3061045","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11276","1981","12",NA,"South America","Venezuela","Guárico","Dtto: Infante: Parque Nacional Aguaro-Guariquito: Saladillal Los Galapagos.","-67.86666","9.06666",NA,NA,NA,NA,NA,"62.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-10-30 04:39:00-03","MO","MOBOT","3061875","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","P. Taylor","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 16114","1974",NA,NA,"South America","Brazil","Bahia","9 km. S.W. of Mucugé, on road from Cascavel. Waste ground by Rio Paraguacú, with damp grassland and scattered woodland.","-41.41666","-13.03333",NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-19 10:26:00-03","MO","MOBOT","101165856","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. Taylor","J.S. de la Cruz","de la Cruz 1543","1922","6","16","South America","Guyana",NA,"Upper Rupununi River, near Dadanawa, Lat. 2° 45' N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"229","2009-09-24 11:05:00-03","MO","MOBOT","3062968","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","PTaylor","Julian A. Steyermark|Ronald L. Liesner","Steyermark 127508","1982","12","2","South America","Venezuela","Bolívar","Dtto: Roscio; sabana pantanosa al borde de un moichal seco, al margen de la carretera princiapl (mano izquierda saliendo al Norte sese Santa Elena de Uairen), 13 kms al Noreste de Santa Elena de Uairen.","-61.08333","4.75",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2009-09-24 11:05:00-03","MO","MOBOT","3063182","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Taylor","Julian A. Steyermark|Ronald L. Liesner","Steyermark 127550","1982","12","2","South America","Venezuela","Bolívar","Dtto: Roscio; sabana pantanosa al borde de un morichal seco, al margen de la carretera principal (mano izquierda saliendo al Norte desde Santa Elena de Uairen) 13 kms al Noreste de Santa Elena de Uairen.","-61.08333","4.75",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2008-05-27 22:02:00-03","MO","MOBOT","3063563","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Vahl","BURGESS","BURGESS 2",NA,NA,NA,"South America","Guyana",NA,"Tapaleuma; Marsh of lake; prevalent where roots inundated with water.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2016-09-14 05:18:00-03","MO","MOBOT","3063672","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Vahl","Paul J. M. Maas|L. Y. T. Westra","Maas 4421","1979","11","13","South America","Guyana",NA,"Pakaraima Mts. Kako Amerindian village; Kako R. white sand savana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"233","2010-02-24 11:09:00-03","MO","MOBOT","3063731","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","A. Fleischmann (M)","Carol L. Kelloff","Kelloff 880","1993","7","11","South America","Guyana",NA,"Region: Potaro-Siparuni. Kaiteur Falls National Park, around airstrip. Savanna","-59.4833333","5.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"234","2016-09-14 05:18:00-03","MO","MOBOT","3063802","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Vahl","Paul J. M. Maas|L. Y. T. Westra","Maas 3681","1979","10","20","South America","Guyana",NA,"Manari; swamp","-59.6833333","3.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"235","2014-03-01 20:53:00-03","MO","MOBOT","3395249","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. Taylor","Terry W. Henkel|M. Chin|R. Williams|R. James","Henkel 4557","1994","2","18","South America","Guyana",NA,"Region: U. Takutu-U. Essequibo. Gunn's strip savanna; 1 km W of village. Inundated white sand savanna.","-58.63333","1.66666",NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2011-10-07 13:03:00-03","MO","MOBOT","498061","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. Taylor","Ronald L. Liesner","Liesner 19342","1985","11","2","South America","Venezuela","Bolívar","El Pauji. Brocchinia swamp and wet savannah E of town. Elev. 900 m, 40º30'N, 61º35'W.","-61.5833333","4.5",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-46","3",NA
"237","2014-10-07 11:19:00-03","MO","MOBOT","498137","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P.G.Taylor(FVG)","Ronald L. Liesner|Bruce K. Holst","Liesner 20651","1986","5","5","South America","Venezuela","Bolívar","Río Acanán, Guarumo. 5 km W of Amaruay-tepui. 1 to 2 km S of base camp at Guadequen.","-62.2833333","5.9333333",NA,NA,NA,NA,"Piar","470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-18","3",NA
"238","2011-10-07 13:03:00-03","MO","MOBOT","498186","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P.G.Taylor(FVG)","Ronald L. Liesner","Liesner 19340","1985","11","2","South America","Venezuela","Bolívar","El Pauji. Brocchinia swamp and wet savannah E of town. Elev. 900 m, 40º30'N, 61º35'W.","-61.5833333","4.5",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-46","3",NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","498668","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. Taylor","Bruce K. Holst|Ronald L. Liesner","Holst 2318","1985","10","18","South America","Venezuela","Bolívar","ROSCIO: El Pauji, Brocchinia swamp nest to village and wet savanna on border. 900 m; 4º30'N, 61º35'W.","-61.58333","4.5",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-43","3",NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","1718374","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","P.Taylor","Marielos Peña","Peña 159","1995","5","24","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","1825711","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|Pablo Solíz","Ritter 4298","1998","6","21","South America","Bolivia","Santa Cruz","The road from the campamento at La Toledo towards Bahia Toledo","-61.15","-14.71666",NA,NA,NA,NA,"Velasco","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2008-05-27 22:02:00-03","MO","MOBOT","1825715","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow","Ritter 4385","1998","6","27","South America","Bolivia","Santa Cruz","Seasonally inundated termite savanna west of the facilities at Flor de Oro","-61.01277","-13.55666",NA,NA,NA,NA,"Velasco","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2008-08-07 03:32:00-03","MO","MOBOT","3061719","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","N Ritter","Nur Ritter|Garrett E. Crow|Marisol Garvizu|Pablo Solíz","Ritter 4289","1998","6","21","South America","Bolivia",NA,"Prov: Velasco; the road from the campamento at La Toledo toward Bahia Toledo. Robust emergent bladderwort. Growing in seasonally inundated savanna. Abundant locally in at least two areas.",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2010-02-24 11:12:00-03","MO","MOBOT","3062681","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","A. Fleischmann (M)","Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-208","1987","7","14","South America","Brazil","Goiás","Formoso do Araguaia. 130 km W from Gurupi.",NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"245","2008-05-27 22:02:00-03","MO","MOBOT","934237","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","P. Taylor (K)","Timothy J. Killeen|Jean Wellens","Killeen 6614","1994","6","18","South America","Bolivia","Santa Cruz","Reserva Forestal Bajo Paragúa; Pampa húmeda con termiteros, muy abierta, los termiteros con pocos arboles y arbustos suelos muy arenosos.","-61.39722","-13.73194",NA,NA,NA,NA,"Velasco","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2012-03-18 05:12:00-03","MO","MOBOT","942273","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","N. Ritter (NHA)","E. Gutiérrez|R.C. Quevedo|Fabiana Mamani M.","Gutiérrez Crespo 1148","1994","5","25","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Flor de Oro. Pampa húmeda. SW del campamento.","-61.05861","-13.55083",NA,NA,NA,NA,"Velasco","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2013-01-28 05:13:00-02","MO","MOBOT","979362","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","meyeri","Utricularia meyeri","Pilg.","P. Taylor (K)","René Guillén V.|et al.","Guillén Villarroel 3905","1995","8","11","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Pampa Grande de Bella Vista; pampa termitera anegado temporalmente. Suelos franco arcillosos. ** Parque Nacional Noel Kempff Mercado. Pampa Grande de Bella Vista; pampa termitera anegado temporalmente. Suelos franco arcillosos.","-61.53277","-13.70277",NA,NA,NA,NA,"Velasco","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"248","2020-08-31 08:59:15-03","INPA","INPA","26711","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Taylor, PG","Prance, GT","9574","1969","02","01","Southern America","Brasil","Roraima","BR174, 85 Km north of Boa Vista, Fazenda União; savanna.","-60.65","3.62",NA,NA,"INPA0026711","INPA0026711 INPA0026711_e","Boa Vista",NA,NA,"1970",NA,NA,"-60.65","3.62",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-08-31 08:59:15-03","INPA","INPA","117882","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Wurdack, JJ","Steward, WC","144","1977","11","21","Southern America","Brasil","Roraima","BR174, BR-174, Manaus-Venezuela Highway. Estrada Manaus-Boa Vista, between Mucajai & Boa Vista. On west side of Rio Branco opposite Serra Grande. Damp savanna on sand.","-61.1","1.6",NA,NA,"INPA0117882","INPA0117882 INPA0117882_e",NA,NA,NA,"1980",NA,NA,"-61.1","1.6",NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-08-31 08:59:15-03","INPA","INPA","117981","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Rodrigues, K","Steward, WC","250","1977","12","04","Southern America","Brasil","Roraima","Malacacheta., Malacacheta, East of Boa Vista. Wet savanna on sand.","-60","2.7",NA,NA,"INPA0117981","INPA0117981 INPA0117981_e INPA0117981_nd",NA,NA,NA,"2016","11","28","-60","2.7",NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-08-31 08:59:15-03","INPA","INPA","187163","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"Miranda, IS","412","1995","01","23","Southern America","Brasil","Roraima","Lago Caracaranã, Ao redor do Lago Caracaranã","-59.7","3.8",NA,NA,"INPA0187163",NA,"Normândia",NA,NA,NA,NA,NA,"-59.7","3.8",NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-08-31 08:59:15-03","INPA","INPA","26257","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Taylor, PG","Prance, GT","9124","1969","01","08","Southern America","Brasil","Roraima","Rio Murupu, Rio Murupu, 28Km; NW of Boa Vista, road to Taiano; savanna swamp.","-60.960081","3.07941",NA,NA,"INPA0026257","INPA0026257 INPA0026257_e","Boa Vista",NA,NA,"1969",NA,NA,"-60.960081","3.07941",NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-08-31 08:59:15-03","INPA","INPA","187233","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"Miranda, IS","534","1995","03","26","Southern America","Brasil","Roraima","Lago Caracaranã, Lago Caracaranã","-59.7","3.8",NA,NA,"INPA0187233",NA,"Mormandia",NA,NA,NA,NA,NA,"-59.7","3.8",NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-08-31 08:59:15-03","INPA","INPA","122392","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Rodrigues, K","Amaral, IL do","1590","1984","02","15","Southern America","Brasil","Amazonas","Serra do Aracá, Platô da Serra Aracá, parte SE da Serra Norte; mata de galeria e campo rupestre ao longo do rio Grande.","-63.366667","0.85",NA,NA,"INPA0122392","INPA0122392 INPA0122392_e","Barcelos","1150","1250","2013","12","15","-63.366667","0.85",NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-08-31 08:59:16-03","INPA","INPA","127359","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Rodrigues, K","Ferreira, CAC","5894","1985","04","30","Southern America","Brasil","Amazonas","BR 230 entre os km 350 e 400 km L de Humaitá, BR-230, Rodovia Transamazônica entre kms 350 e 400 ao leste de Humaitá.","-60.449692","-5.201556",NA,NA,"INPA0127359","INPA0127359 INPA0127359_d INPA0127359_e","Novo Aripuanã",NA,NA,"2016","12","20","-60.449692","-5.201556",NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-08-31 08:59:16-03","INPA","INPA","139089","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Rodrigues, K","Kubitzki, K","79-187","1979","09","08","Southern America","Brasil","Amazonas","Rio Curicuriari, State of Amazonas, Rio Negro, Rio Curicuriary, 10 Km upstream of mouth.","-67.887641","-0.638415",NA,NA,"INPA0139089","INPA0139089 INPA0139089_d INPA0139089_e","São Gabriel da Cachoeira",NA,NA,"2016","12","20","-67.887641","-0.638415",NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-08-31 08:59:16-03","INPA","INPA","235571","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Costa, SM","Costa, SM","746","2010","09","15","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Grade do PPBio, entre L1-L2/N2-N3","-61","1.28",NA,NA,"INPA0235571","INPA0235571 INPA0235571_e","Caracaraí",NA,NA,"2011","08",NA,"-61","1.28",NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-08-31 08:59:16-03","INPA","INPA","235585","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Costa, SM","Costa, SM","760","2010","09","16","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Estrada Perdida, próximo a 2ª bueira","-61","1.28",NA,NA,"INPA0235585","INPA0235585 INPA0235585_e","Caracaraí",NA,NA,"2011","08",NA,"-61","1.28",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-08-31 08:59:16-03","INPA","INPA","237654","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Costa, SM","Costa, SM","826","2011","01","19","Southern America","Brasil","Roraima","Parque Nacional do Viruá, após a 3ªbueira na Estrada Perdida","-60.978694","1.344056",NA,NA,"INPA0237654","INPA0237654 INPA0237654_e","Caracaraí","55","55","2011","08",NA,"-60.978694","1.344056",NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-08-31 08:59:16-03","INPA","INPA","237692","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Costa, SM","Costa, SM","868","2011","01","24","Southern America","Brasil","Roraima","Parque Nacional do Viruá, grade do PPBio, N3/L1-L2.","-61.020167","1.48225",NA,NA,"INPA0237692","INPA0237692 INPA0237692_e","Caracaraí","77","77","2011",NA,NA,"-61.020167","1.48225",NA,NA,NA,NA,NA,NA,NA,NA
