"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","929828","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"D. R. Hunt","5827","1966","06","06","South America","Brazil","Mato Grosso","Xavantina-Cachimbo road, 60 km. from Xavantina.","-52.1583","-14.0503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929828","NY00929828_01","Água Boa","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929831","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","P. G. Taylor","H. S. Irwin","21345a","1968","03","18","South America","Brazil","Tocantins","10 km S. of Guará.","-48.52","-8.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929831","NY00929831_01","Guaraí","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3857199","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"O. Huber","6610","1982","09","24","South America","Venezuela","Bolívar","sabanas en los alrededores del Hato Terecay, aprox. 16 km al N de El Manteco","-62.45","7.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133875' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857199",NA,"Piar","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01173217","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","P. G. Taylor","W. C. Steward","250","1977","12","04","South America","Brazil","Roraima","Malacacheta, east of Boa Vista; BR 174, Manaus-Venezuela Highway.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173217","NY01173217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3857197","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"O. Huber","6699","1982","10","06","South America","Venezuela","Bolívar","sabanas húmedas, morichales y bosques de gelaría en el Hato La Divina Pastora aprox. 8 km al N de Santa Elena de Uairén","-61.03","4.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133873' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857197",NA,"Roscio","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","400645","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"P. G. Taylor","16380",NA,NA,NA,"South America","Ecuador","Pastaza","Mera, about 15 km W of Puyo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=326773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400645",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03857195","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"L. Aristeguieta","7334","1970","01",NA,"South America","Venezuela","Guárico","Sabanas húmedas del Bajo Llano. Paso del Caballo - Cazorla",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133870' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01173221","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","J. J. Wurdack","W. C. Steward","144","1977","11","21","South America","Brazil","Roraima","Estrada Manaus-Boa Vista, between Mucajai & Boa Vista. On west side of Rio Branco opposite Serra Grande. Damp savanna on sand.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387505' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173221","NY01173221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3857198","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"L. Aristeguieta","7334","1970","01",NA,"South America","Venezuela","Guárico","Sabanas húmedas del Bajo Llano. Paso del Caballo - Cazorla",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133874' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3857196","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"J. J. Wurdack","39960","1955","12","17","South America","Venezuela","Bolívar","Morichal, 2 km. east of Rio Orinoco between Rio Horeda and Cerro Gavilan (Cerro Carichana)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133872' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857196",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01173220","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","P. G. Taylor","G. T. Prance","9574","1969","02","01","South America","Brazil","Roraima","85 km N of Boa Vista, Fazenda União.","-60.65","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387504' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173220","NY01173220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","400639","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. G. Taylor","N. L. Britton","2929","1921","04","14","South America","Trinidad and Tobago",NA,"Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3857535","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","58629","1944","09","25","South America","Venezuela","Bolívar","Mount Roraima, Glycon Swamp and vicinity, southwest-facing slopes",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134541' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857535",NA,NA,"1830","1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02706187","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"G. H. H. Tate","269","1927",NA,NA,"South America",NA,NA,"British Guiana and Northern Brazil. Mt. Roraima: Arabupu",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995784' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706187",NA,NA,"4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3857523","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"B. Maguire","46189A","1961","09","16","South America","Guyana",NA,"Sukabi River, affl. Ireng River",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134529' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857523",NA,NA,"732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","686994","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. Taylor","R. M. Harley","18464","1977","02","02","South America","Brazil","Bahia","5 km SE of Maraú at the junction with the new road North to Ponta do Mutá.","-39","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686994","NY00686994_01",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3857532","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","75255","1953","04","30","South America","Venezuela","Bolívar","Large savanna, vicinity of Urimán",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134538' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857532",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3857533","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","11","1955","01","08","South America","Venezuela","Bolívar","Savanna and morichal, 0.5 km. northeast and east of Urimán",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134539' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857533",NA,NA,"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3857542","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","689","1960","04","24","South America","Venezuela","Bolívar","vicinity of road campamento 150 at km. 150 in valley of savanna of Río Uarama below Uarama-tepui, northeast of Luepa",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134548' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857542",NA,NA,"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3857529","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","127508","1982","12","02","South America","Venezuela","Bolívar","sabana pantanosa al borde de un morichal seco, al margen de la carretera principal (mano izquierda saliendo al Norte desde Santa Elena de Uairén), 13 kms al Noreste de Santa Elena de Uairén","-61.08","4.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134535' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857529",NA,"Roscio","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3857510","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. S. de la Cruz","1543","1922","06","16","South America","Guyana",NA,"Upper Rupununi River, near Dadanawa",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134516' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3857534","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","59268","1944","10","03","South America","Venezuela","Bolívar","between Divina Pastora on Río Kukenán and Santa Elena, south of Mount Roraima",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134540' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857534",NA,"Gran Sabana","915","1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3857541","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"J. A. Steyermark","776","1960","04","25","South America","Venezuela","Bolívar","vicinity of km. 150, northeast of Luepa",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134547' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857541",NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","111440","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. G. Taylor","A. Fendler","548","1877",NA,NA,"South America","Trinidad and Tobago",NA,"Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00111440","NY00111440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01173264","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. G. Taylor","J. M. Pires","52124",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","684699","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. G. Taylor","R. M. Harley","18465","1977","02","02","South America","Brazil","Bahia","5 km SE of Maraú at the junction with the new road North to Ponta do Mutá.","-39","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684699","NY00684699_01",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","03857505","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"B. Maguire","23315","1944","05","08","South America","Guyana",NA,"Kaieteur Plateau",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134493' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3857531","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"O. Huber","8557","1983","12","11","South America","Venezuela","Bolívar","Cerro El Venado, aprox. 20 km al E de Canaima. Vegetación sobre rocas y arbustales en la Cumbre Sur","-62.68","6.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134537' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857531",NA,"Piar","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","400616","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","P. G. Taylor","S. A. Mori","13698","1981","04","21","South America","Brazil","Bahia","Road from olivença to Una, 18 km S of Olivença","-39.0017867","-15.1062976","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400616","NY00400616_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3857540","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"G. T. Prance","28456","1983","08","31","South America","Venezuela","Bolívar","Sabana de Medio Carrao, 8-10 km NNE of the Carrao-Churun confluence","-62.62","6.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134546' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857540",NA,NA,"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3857521","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"B. Maguire","43828","1960","06","13","South America","Guyana",NA,"Upper Mazaruni River Basin, Partang Savannah, near mouth of Partang River, Merume Mountains",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134527' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857521",NA,NA,"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02706186","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"G. H. H. Tate","346","1927","11","11","South America",NA,NA,"British Guiana and northern Brazil. Mt. Roraima: Philip Swamp",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995783' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706186",NA,NA,"1554.5","1585.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3857539","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"O. Huber","10886","1985","09","25","South America","Venezuela","Bolívar","sabana y matorral ubicados en la cuenca alto del Río Trueno, sobre una altiplanicie inclinada hacia el N, aprox 20 km al NE de la punta septentrional del Cerro Guaiquinima","-63.37","6.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134545' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857539",NA,"Heres","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3857538","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"O. Huber","8259","1983","08","31","South America","Venezuela","Bolívar","amplias sabanas ubicadas cerca de la ribera Norte del Río Carrao medio, aprox. 8-10 km al NNE de la confluencia Carrao - Churún","-62.62","6.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134544' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857538",NA,"Piar","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
