"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","individualCount","class","typeStatus","fieldNumber","sex"
"13","2019-08-20 10:00:57-03","UNICAMP","UEC","139057","S","Plantae","Liliopsida",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Singer, RB","2003/25","2003","06","07",NA,"Brazil","Pedra Grande",NA,NA,"UEC027315","UEC027315","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:57-03","UNICAMP","UEC","140297","S","Plantae","Liliopsida",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"Faria, AD","s.n.","1998","03",NA,NA,"Brazil","Pedra Grande",NA,NA,"UEC027322","UEC027322","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:57-03","UNICAMP","UEC","122211","S","Plantae","Liliopsida",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Pansarin, ER","Pansarin, ER","904","2002",NA,NA,NA,"Brazil","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,"UEC027319","UEC027319","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","2004","05",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-23 12:17:42-03","UFOP","OUPR","35186","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Pedrosa, L.G.","Pedrosa, L.G.","2616","2020","02","09",NA,"Brasil","Parque Estadual do Itacolomi",NA,"Erva ca. 30cm, flores verdes. Campo rupestre",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","2020","02",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:56:52-03","UFOP","OUPR","31038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Silva, M.A.","Pedrosa, L.G.","238","2018","04","27",NA,"Brasil","Parque Estadual do Itacolomi, Serra do Itacolomi.",NA,"Erva, ca. 60cm. Flores verdes/alvas. Campo úmido.",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","2018","04","30",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:38:42-03","MBM","MBM","24832","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera angustifolia","Hoehne","Pabst, G.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31407","1973","02","10","Southern America","Brazil","Parque Nacional de Caparaó",NA,NA,"MBM024832","MBM024832","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,"15056","auto",NA,NA,"angustifolia",NA,NA,NA,NA,NA
"19","2020-12-21 16:38:42-03","MBM","MBM","24809","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. & Warm.) Schltr.","Buzatto, C.R.","Hatschbach, G.","30505","1972","10","17","Southern America","Brazil","Cidade Anhanduí",NA,"Ereta, flor creme, campo limpo. Unicata","MBM024809","MBM024809","Minas Gerais","Campo Grande",NA,NA,"2010","11","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:38:42-03","MBM","MBM","50128","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. & Warm.) Schltr.","Pabst, G.","Hatschbach, G.; et al.; et al.","13738","1966","02","12","Southern America","Brazil","Rio Lajeado",NA,"Do brejo. Flor esverdeada, labelo base amarelada ápice alvecente com estrias verdes. Unicata","MBM050128","MBM050128","Paraná","General Carneiro","-51.315601348877","-26.4274997711182","1966","12","11",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:42-03","MBM","MBM","24821","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. & Warm.) Schltr.","Pabst, G.","Hatschbach, G.","26647","1971","04","19","Southern America","Brazil","Rio Campo Real",NA,"Flor verde, labelo base amarelado, ápice alvecente. Unicata","MBM024821","MBM024821","Paraná","Guarapuava","-51.4580993652344","-25.395299911499","1973","05","13",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:38:42-03","MBM","MBM","50137","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. & Warm.) Schltr.","Schinini, A.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8130","1963","11","23","Southern America","Brazil","Vila Velha",NA,"Fl. esverdeada, labelo amarelado e alvo, campo seco","MBM050137","MBM050137","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","2006",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:38:42-03","MBM","MBM","24832","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera angustifolia","Hoehne","Pabst, G.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31407","1973","02","10","Southern America","Brazil","Parque Nacional de Caparaó",NA,NA,"MBM024832","MBM024832","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,"15056","auto",NA,NA,"angustifolia",NA,NA,NA,NA,NA
"24","2020-10-01 14:26:07-03","JBB","HEPH","6884","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Meneguzzo, TEC","Salles, AEH","1513","1989","10","16","Southern America","Brasil","Margem do Vicente Pires no Zoológico",NA,NA,NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","2009","12","20",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:44:48-03","UFMG","BHCB","125465","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Carmo, FF","2596","2008","02","21","Southern America","Brasil","PE Rola Moça/C1",NA,"Coletado em fendas e depressões; afloramento de canga.",NA,NA,"Minas Gerais","Nova Lima","-44.033333","-20.066667",NA,NA,NA,"-44.033333","-20.066667",NA,NA,"1450","1450",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:44:48-03","UFMG","BHCB","125691","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Carmo, FF","3345","2008","07","26","Southern America","Brasil","PE do Itacolomi",NA,"coletado blocos de quartzito.",NA,NA,"Minas Gerais","Ouro Preto","-43.482778","-20.417222",NA,NA,NA,"-43.482778","-20.417222",NA,NA,"1650","1650",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:48-03","UFMG","BHCB","71505","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Oliveira, AM","50","2002","03","26","Southern America","Brasil","Canga na Mina Brucutu/CVRD",NA,"erva ereta de 70cm de altura, em canga couraçada.",NA,NA,"Minas Gerais","Barão de Cocais","-43.4872016906738","-19.94580078125",NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:48-03","UFMG","BHCB","105146","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Mota, RC da; Fontana, AP; Brahim, KA; Severino, JL","3124","2006","09","15","Southern America","Brasil","Parque Estadual do Rio Preto",NA,"Planta coletada em cerrado; erva terrestre; flores esverdeadas.",NA,NA,"Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:48-03","UFMG","BHCB","26114","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Teixeira, WA","s.n.","1994","05","18","Southern America","Brasil","Pico do Itabirito",NA,"Flores esbranquiçadas com istras verdes nas extremidades das pétalas, sépalas e labelo.; coletada em afloramento de quartzito, MBR","BHCB001462","BHCB001462","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","2006","03",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:44:48-03","UFMG","BHCB","52423","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Vasconcelos, MF de","s.n.","2000","04","20","Southern America","Brasil","Serra do Batatal",NA,"Campo rupestre. Herbáceo, flores verdes.",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto","1500","1500",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:48-03","UFMG","BHCB","100438","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb & Warm.) Schltr.",NA,"Marino, F; et al.","31","2006","04","22","Southern America","Brasil","Serra do Rola Moça",NA,"Campo Hidromórfico em área de cerrado (meia encosta). Herbáceo.",NA,NA,"Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:21:00-03","UFPR","UPCB","76406","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.F. & Warm.) Schltr.","Fontana, A. P.","Fraga, C.N.","1986","2008","05","02",NA,"Brasil","Parque Estadual do Forno Grande. Trilha das piscinas para o mirante. Floresta Ombrófila Densa Altomontana com inselbergues. 1100-1400m",NA,"Terrestre, sépalas verdes, labelo branco com laterais amarelas..",NA,NA,"Espírito Santo","Castelo","-41.084","-20.516","2010","04",NA,"-41.084","-20.516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-07-09 17:05:00-03","MO","MOBOT","2482752","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.",NA,"Gert G. Hatschbach","Hatschbach 10727",NA,NA,NA,"South America","Brazil","Ponta Grossa",NA,NA,NA,NA,"Paraná",NA,"-50.1619444","-25.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","26484",NA,"Plantae",NA,NA,"Orchidaceae","Pachygenium","oestriferum","Pachygenium oestriferum","(Rchb.f. & Warm.) Szlach., R.González & Rutk.","C.R. Buzatto/Março-2014","L. Kollmann; et al","8965","2006","04","29",NA,"Brasil","Parque Estadual do Forno Grande",NA,"Rupestre no sol. Flores brancas.","MBML026484",NA,"Espírito Santo","Castelo","-41.100556","-20.519167",NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","38674",NA,"Plantae",NA,NA,"Orchidaceae","Pachygenium","oestriferum","Pachygenium oestriferum","(Rchb.f. & Warm.) Szlach., R.González & Rutk.","C.R. Buzatto/Março-2014","C. N. de Fraga; R.C.Forzza, A.P.Fontana. A.M.Amorim, R.Goldenberg, L.Kollmann, L.Daneu & J.Meirelles","2454","2009","04","07",NA,"Brasil","Parque Estadual do Forno Grande. Trilha para o mirante. Floresta Ombrófila Densa Altomontana com inselbergues.",NA,"Erva ca. 30cm. Folhas verde com pseudopecíolo avermelhado. Flores com sépalas verde, labelo branco com centro amarelado.","MBML038674",NA,"Espírito Santo","Castelo","-41.0875","-20.519444",NA,NA,NA,"41W5'15","20S31'10",NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","47583",NA,"Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","Schltr.",NA,"Chiron","13147","2013","03","07",NA,"Brasil","Ribeirão do Meio",NA,NA,"MBML047583",NA,"Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","47518",NA,"Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","Schltr.",NA,"Chiron","13147","2013","03","07",NA,"Brasil","Ribeirão do Meio",NA,NA,"MBML047518",NA,"Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-26 13:57:03-03","IMA","MAC","33884","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","E.C.O.Chagas","Chagas-Mota","1064","2008","08","27",NA,"Brasil","Dunas do Cavalo Russo.",NA,"Erva ca. 30 cm de altura. Flores verdes.; Restinga.","MAC0033884",NA,"Alagoas","Marechal Deodoro","-35.893333","-9.697778","2008","08","27","-35.893333","-9.697778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-26 13:57:03-03","IMA","MAC","34697","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","E.C.O.Chagas","Chagas-Mota","1419","2008","09","25",NA,"Brasil","Dunas do Cavalo Russo, Margem do Riacho Maceiozinho.",NA,"Erva ca. 40 cm de altura. Flores verdes com branco.; Restinga.","MAC0034697",NA,"Alagoas","Marechal Deodoro","-35.893411","-9.697808","2008","09","25","-35.893411","-9.697808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-26 13:57:03-03","IMA","MAC","62817","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","V.Brito-NOA","M.C.S.Mota; E.C.O.Chagas","12212","2013","09","14",NA,"Brasil","Dunas do cavalo Russo.",NA,"Erva ca. 30 cm de alt. Flores verdes.; Restinga.","MAC0062817",NA,"Alagoas","Barra de São Miguel","-35.947886","-9.813219","2019","05","30","-35.947886","-9.813219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-09-02 16:35:18-03","Cenargen","CEN","15130","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","Anajúlia Elizabete Heringer Salles","1513","1989","10","16",NA,"Brasil","Às margens do córrego Viecente Pires, no Jardim Zoológico de Brasilia.","Exsicatas","Labelo com lobo branco s laterais amarela. Demais peças florais verde. Flora do Brasil - Distrito Federal - Herbário Ezechias Paulo Heringer.","CEN00015130","CEN00015130","DF","BRASILIA","-47.9296989440918","-15.7797002792358","2009","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA,NA
"42","2020-09-02 16:35:18-03","Cenargen","CEN","39041","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","798","1996","10","28",NA,"Brasil","Campo às margens do córrego do Gama, atrás do aeroporto, do outro lado do córrego, a nordeste e um pouco após a quadra 25 do SMPW em direção à QI 17 do lago sul.","Exsicatas","Área anteriormente queimada. Folhas observadas (ausentes na antese). Em plena floração. Sépalo dorsal verde, laterais verde esbranquiçados. Base dos pétalos esverdeada, ápice branco com uma estria verde mais pronunciada, Região meidana do labelo amarela, ápice branco com estrias verde. 1-2.","CEN00039041","CEN00039041 CEN00039041_1","DF","BRASILIA","-47.9296989440918","-15.7797002792358","2009","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA,NA
"43","2020-09-02 16:35:18-03","Cenargen","CEN","18500","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","Bruno Machado Teles Walter","2294","1994","11","25",NA,"Brasil","Fazenda Água Limpa - UnB. Margem esquerda da porção final da mata de galeria do Córrego da Onça.","Exsicatas","Ocorrendo em populações concentradas. Sépalas e pétalas branca com verde. Labelo amarelo, de ápice branco com faixas verde. Nectário verde com pêlos alvo. Doação do Projeto Biogeografia do Bioma Cerrado. Convênio SEPLAN/FUB/IBGE/EMBRAPA/FZDF.","CEN00018500","CEN00018500","DF","BRASILIA","-47.9296989440918","-15.7797002792358","1995",NA,NA,NA,NA,"70570","auto","1050","1050",NA,"1",NA,NA,NA,NA
"44","2020-09-02 16:35:18-03","Cenargen","CEN","45586","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","1311","2002","10","05",NA,"Brasil","Núcleo Bandeirante RA-VIII. Santuário Ecológico do Riacho Fundo, entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do zoológico. Área próxima às chácaras, ao lado da pista (DF003) para o N. Bandeirante, do lado oposto à sede do santuário.","Exsicatas","Área anteriormente queimada, talvez a cerca de 2 meses. Não observado qualquer indício das folhas durante a floração. Em plena floração. Ovário e pedicelo branco esverdeado. Sépala dorsal verde clara. Sépalas laterais esbranquiçadas com o ápice esverdeado. Cálcar verde claro. Pétalas da base ao meio verde, do meio para o ápice com uma faixa verde central. Labelo com a base verde, meio amarelo e o ápice branco com faixas longitudinais verde. Flora do Distrito Federal - Brasil .","CEN00045586","CEN00045586","DF","BRASILIA","-47.9296989440918","-15.7797002792358","2010","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA,NA
"45","2020-09-02 16:35:18-03","Cenargen","CEN","18225","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","338","1992","10","18",NA,"Brasil","Santuário Ecológico do Riacho Fundo.","Exsicatas","Observado uma população relativamente grande no local. Todas as plantas crescendo em área queimada durante a seca.","CEN00018225","CEN00018225","DF","BRASILIA","-47.9296989440918","-15.7797002792358","2009","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA,NA
