"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount"
"21","2019-11-21 14:39:39-03","UFJF","CESJ","31520","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","R.C. Forzza","R.C. Forzza; L.D. Meireles","1685","2000","11","25","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arvoreta, 2m, com folhas discolores com tricomas creme na face abaxial, com inflorescência creme.","CESJ031520",NA,NA,NA,NA,"11991","auto",NA,NA,"2002","04",NA,NA,NA,NA,NA
"22","2019-11-21 14:39:39-03","UFJF","CESJ","31195","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","R.C. Forzza","F.R.G. Salimena; L.D. Meireles; P.C. Zampa; F. Magalhães; P.O. Costa; L.F.Fazza","180","2000","06","10","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arvoreta com frutos azulados.","CESJ031195",NA,NA,NA,NA,"11991","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:39:39-03","UFJF","CESJ","31126","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","R.C. Forzza","P.C.L. Faria; P.C. Zampa; F. Magalhães; P.O. Costa; L.F.Fazza; L.D. Meireles; S.M.S. Verardo","125","2000","04","15","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arvoreta, 2m, sub-bosque. (Coleta 125).","CESJ031126",NA,NA,NA,NA,"11991","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA
"24","2019-11-21 14:39:39-03","UFJF","CESJ","777","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana",NA,"L. Krieger","CESJ777","1943","12","06","América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,"CESJ000777",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:39:39-03","UFJF","CESJ","42168","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","R. Goldenberg","K. Antunes; J.F.S. Pessôa; O.J. Bastos Neto; F.R.G. Salimena","91","2004","04",NA,"América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Arvoreta, 3m alt., borda de mata, próximo ao curso d'água, folhas discolores, tricomas ferrugíneos, frutos verde-claros.","CESJ042168",NA,NA,NA,NA,"20815","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:39:39-03","UFJF","CESJ","41830","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","R. Godenberg","K. Antunes; A.J. Fernandes Júnior; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; F.R.G. Sa","43","2004","02",NA,"América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Arvoreta, 3m alt., interior de mata, indumento ferrugíneo, frutos verdes.","CESJ041830",NA,NA,NA,NA,"20815","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"27","2020-02-28 19:10:02-03","UFJF","CESJ","14661","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","S.A.C. Chiea","L. Roth","CESJ14661","1955","10","23","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Arbusto do cerrado sujo, flores brancas 1-2m.","CESJ014661",NA,NA,NA,NA,"17082","auto",NA,NA,"1990","10","17",NA,NA,NA,NA
"28","2019-11-21 14:39:39-03","UFJF","CESJ","10838","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","S.A.C. Chiea","L. Krieger","CESJ10838","1971","10","04","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,"Arbusto na mata secundária. Flores brancas, frutos novos.","CESJ010838",NA,NA,NA,NA,"36144","auto",NA,NA,"1987","03","05",NA,NA,NA,NA
"29","2019-11-21 14:39:39-03","UFJF","CESJ","48892","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","C.N. Silva","A.S.M. Valente; L. Menini Neto; P.O. Garcia","436","2006","11","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,"Arbusto ca. 3m alt., na borda da mata de encosta, em local de meia luz. Frutos maduros roxos e imaturos verdes. Flores discolores verdes.","CESJ048892",NA,NA,NA,NA,"36144","auto",NA,NA,"2011","10","05",NA,NA,NA,NA
"30","2019-11-21 14:39:39-03","UFJF","CESJ","30377","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","S.A.C. Chiea","R.G. Silveira; M.L.G. Lisboa","s.n.","1993","04","23","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Arbusto frequente na subamata (material de trabalho de fitossociologia) p.17.88.","CESJ030377",NA,NA,NA,NA,"36144","auto",NA,NA,"1993","11",NA,NA,NA,NA,NA
"31","2019-11-21 14:39:39-03","UFJF","CESJ","23897","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","S.A.C. Chiea","L. Krieger; B.B.S. Coelho","CESJ23897","1987","01","15","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,"Arbusto nativo, na mata, com frutos maduros, negros.","CESJ023897",NA,NA,NA,NA,"36144","auto",NA,NA,"1993","11",NA,NA,NA,NA,NA
"32","2019-11-27 13:50:30-03","UFS","ASE","40350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","Meyer, FS","Caxambu, MG; et al.","4845",NA,NA,NA,"Southern America","Brasil","São Paulo","Cananéia","Propriedade do Sr. Flávio","-47.53005","-24.48047",NA,"Arbusto ca. 2,0 m, ciófilo. Botões florais alvo-tomentosos.; Floresta ombrófila densa submontana.","ASE0041867",NA,NA,"56","56",NA,NA,"-47.53005","-24.48047","2017","08","19",NA,NA,NA,NA
"33","2021-03-01 16:34:42-03","UNICAMP","UEC","157467","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Caddah, MK","Caddah, MK; Meireles, JE; Reginato, M","763","2010","01","24",NA,"Brazil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, Começo da trilha para o Pico do Alicate.","-43.16","-22.772778",NA,"Árvore ca. 3,5m, frutos imaturos. Coleta em sílica.","UEC015887","UEC015887",NA,"1050","1050",NA,NA,"-43.16","-22.772778","2010","02",NA,NA,NA,NA,NA
"34","2021-03-01 16:34:42-03","UNICAMP","UEC","179897","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.",NA,"Flores, TB; Mello, FNA; Braga, DPP; Bettinardi, ML; Souza, VC; Rodrigues, RR","1797","2013","03","26",NA,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.533472","-24.033917",NA,"Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","UEC081858","UEC081858",NA,"480","480",NA,NA,"-47.533472","-24.033917",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:34:42-03","UNICAMP","UEC","188859","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.",NA,"Silva, BG","158","2014","07","03",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999167","-24.065278",NA,"Árvore, 3 m de altura e 3,2 cm de DAP; Floresta Ombrófila Densa","UEC119457","UEC119457",NA,"800","800",NA,NA,"-47.999167","-24.065278",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:34:42-03","UNICAMP","UEC","188862","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","184","2015","01","06",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999167","-24.065278",NA,"Floresta Ombrófila Densa","UEC119458","UEC119458",NA,"800","800",NA,NA,"-47.999167","-24.065278",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-29 14:21:45-03","UNICAMP","UEC","85782","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.",NA,"Souza, VC; Capellari Jr, L; Ivanauskas, NM; Linnaeus, C; Pereira, VF; Moncaio, E; Miyagi,","s.n.","1994","04","22",NA,"Brazil","São Paulo","Iporanga","Arredores do Rio Bethary e da Caverna Ou, Cerca de 23 km da cidade em direção a Apiaí.","-48.681944","-24.563889",NA,"fruto, Arbusto de cerca de 1,5 m de altura, frutos imaturos verdes.","UEC169765","UEC169765",NA,"250","250",NA,NA,"-48.681944","-24.563889",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-12 10:03:51-03","UNICAMP","UEC","91268","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Caddah, MK","Ferretti, AR; Souza, VC; Vanini, A; Rodrigues, RR; Tamashiro, JY; Nave, AG; Peneireiro, FM","34","1996","12","12",NA,"Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar., Trilha da Barra do Rio.","-44.9599990844727","-23.0699996948242",NA,"flor, Árvore de 6 m, casca grossa, rendilhada. Floresta ombrófila densa, ao longo do Rio Paraibúna.","UEC056932","UEC056932",NA,NA,NA,"38855","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"39","2019-10-29 14:21:45-03","UNICAMP","UEC","84641","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Kawasaki, ML; Franco, GADC","600","1994","08","18",NA,"Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar - Estrad","-44.9599990844727","-23.0699996948242",NA,"fruto, Arbusto de 4 m de altura, frutos verdes e alguns alaranjados.","UEC169768","UEC169768",NA,NA,NA,"38855","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"40","2020-02-18 09:35:12-03","UNICAMP","UEC","96354","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Romaniuc","720","1987","11","01",NA,"Brazil","São Paulo","Ibiúna","Morro Água do Tamanduazinho, Próximo à Represa da Fumaça.","-47.2200012207031","-23.6499996185303",NA,"flor, Árvore de cerca de 6 m de altura. Botões esverdeados.","UEC083878","UEC083878",NA,NA,NA,"43112","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"41","2019-10-29 14:21:45-03","UNICAMP","UEC","73531","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Pastore, JFB; Baitello, JB","615","1995","07","21",NA,"Brazil","São Paulo","Ibiúna","Parque Estadual de Jurupará - Caminho da","-47.2200012207031","-23.6499996185303",NA,"fruto, Arvoreta de 2 m de altura, frutos imaturos verdes. Na mata.","UEC169762","UEC169762",NA,NA,NA,"43112","auto",NA,NA,"1997","01",NA,NA,NA,NA,NA
"42","2019-10-29 14:21:45-03","UNICAMP","UEC","96359","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Kirizawa, M; Kawasaki, ML; Sugiyama, M","3041","1995","04","24",NA,"Brazil","São Paulo","Iporanga","Fazenda Intervales - Base do Carmo, Estr","-48.5900001525879","-24.5799999237061",NA,"fruto, Arvoreta de cerca de 3,0 m de altura. Folhas ferrugíneas; frutos verdes ou escuros. Vegetação secundária com trechos de mata atlântica original preservada.","UEC169763","UEC169763",NA,NA,NA,"38740","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"43","2019-10-29 14:21:45-03","UNICAMP","UEC","75651","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Sugiyama, M; Kirizawa, M; Kawasaki, ML","1309","1995","04","25",NA,"Brazil","São Paulo","Iporanga","Fazenda Intervales - Base do Carmo, Trilha do Carmo.","-48.5900001525879","-24.5799999237061",NA,"fruto, Arvoreta, cerca de 2,5 m de altura, frutos verdes. Mata secundária com árvores de 8,0-10,0 m de altura, delgados, com presença de Euterpe edulis.","UEC169766","UEC169766",NA,NA,NA,"38740","auto",NA,NA,"1997","01",NA,NA,NA,NA,NA
"44","2019-10-29 14:21:45-03","UNICAMP","UEC","77166","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.",NA,"Shirasuna, RT; Rossi, L; Simão-Bianchini, R; Kiyama, CY","48","1994","09","07",NA,"Brazil","São Paulo","Salesópolis","Reserva Biológica de Boracéia, Próximo à Represa do Rio Claro.","-45.8400001525879","-23.5300006866455",NA,"fruto, Arvoreta de 2 m de altura. Frutos imaturos verdes, maduros vinho enegrecidos.","UEC169764","UEC169764",NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-29 14:21:45-03","UNICAMP","UEC","131958","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","Cogn.","Goldenberg, R","Mariano Neto, E; Sugiyama, M","40","1996","01","30",NA,"Brazil","São Paulo","Suzano","Área da Companhia Suzano de Papel e Celu","-46.310001373291","-23.5400009155273",NA,"fruto, Árvore de 3 m de altura, frutos verdes. Capoeira.","UEC169767","UEC169767",NA,NA,NA,"22625","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:02:59-03","FURB","FURB","7237","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","Caddah, MK","Gasper, A.L. de; Brogni, E.","1488","2008","02","23",NA,"Brasil","Santa Catarina","Mirim Doce","Culto Volta Grande.","-50.2177778","-27.1825",NA,"Florística IFFSC 507(Erva Terrícola) Habitat: Floresta Ombrófila Densa; Habito: herbácea; Fruto verde;","FURB02273","FURB02273",NA,NA,NA,NA,NA,"-50.2177778","-27.1825000","2010","06",NA,NA,NA,NA,NA
