"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"238","2019-10-07 09:20:39-03","UEFS","HUEFS","65260","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.L.Wanderley","Alves, L.J.","9","2000","03","30",NA,"Brasil","Bahia","Serra do Jerônimo.",NA,NA,NA,"Caatinga arbórea, ca. 7,0 de altura.","HUEFS0065260","HUEFS0065260","Uauá","-39.332222","-9.723056","2006","03",NA,"39W19'56''","9S43'23''","Lilianae",NA,NA,NA,NA,NA,NA
"239","2019-10-07 09:20:39-03","UEFS","HUEFS","99344","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","D.Cardoso","Queiroz, L.P.de","10848","2005","08","20",NA,"Brasil","Bahia","Serra do Orobó, caminho para o Pátio das Orquídeas.","550","550",NA,"Floresta estacional semidecidual.","HUEFS0099344","HUEFS0099344","Rui Barbosa","-40.487222","-12.302778","2006","12",NA,"40W29'14''","12S18'10''","Lilianae",NA,NA,NA,NA,NA,NA
"240","2019-10-07 09:20:39-03","UEFS","HUEFS","974","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.V.Coffani-Nunes","Grupo Pedra do Cavalo","450","1980","07",NA,NA,"Brasil","Bahia",NA,"40","120",NA,NA,"HUEFS0000974","HUEFS0000974","Cachoeira","-39.083333","-12.533333","2002","07",NA,"39W5'","12S32'","Lilianae",NA,NA,NA,NA,NA,NA
"241","2019-10-07 09:20:39-03","UEFS","HUEFS","126801","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Querino, R.N.","70","2004","01","23",NA,"Brasil","Bahia","Distrito de Lagoa, Região de Brotas. Faz. Flor de Brotas.",NA,NA,NA,"Região do agreste baiano.","HUEFS0126801","HUEFS0126801","Irará","-38.7667007446289","-12.0500001907349","2009","12",NA,NA,NA,"Lilianae","14755","auto",NA,NA,NA,NA
"242","2019-10-07 09:20:39-03","UEFS","HUEFS","137055","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Pereira, R.","2520","2006","02","20",NA,"Brasil","Pernambuco","Serra das Varas. Mata da Torre- na Subida da Trilha.","938","938",NA,"Caatinga.","HUEFS0137055","HUEFS0137055","Arcoverde","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,NA,"Lilianae","23066","auto",NA,NA,NA,NA
"243","2019-10-07 09:20:39-03","UEFS","HUEFS","209506","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.Nogueira","Fonseca, W.O.","50","2012","06","10",NA,"Brasil","Bahia","Vale do Capão, Parque Nacional da Chapada Diamantina, no riachinho próximo a pousada das fadas.",NA,NA,NA,NA,"HUEFS0209506","HUEFS0209506","Palmeiras","-41.5588989257812","-12.5289001464844","2014","11",NA,NA,NA,"Lilianae","20767","auto",NA,NA,NA,NA
"244","2019-10-07 09:20:39-03","UEFS","HUEFS","221159","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Carvalho, D.N.","540","2014","09","10",NA,"Brasil","Bahia","Serra do Mucambo.",NA,NA,NA,NA,"HUEFS0221159","HUEFS0221159","Conceição do Coité","-39.2827987670898","-11.5638999938965",NA,NA,NA,NA,NA,"Lilianae","39025","auto",NA,NA,NA,NA
"245","2019-07-09 12:56:09-03","F","FMNH-SEEDPLANTS","V0411623F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,NA,"J. A. Steyermark","62141","1945","4","17","South America","Venezuela",NA,NA,NA,NA,NA,NA,"V0411623F","V0411623F_01",NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"246","2019-07-09 12:56:09-03","F","FMNH-SEEDPLANTS","V0411624F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,NA,"B. E. Dahlgren","838","1935",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"V0411624F","V0411624F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"247","2019-01-25 15:39:07-02","IAC","IAC","54186","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","D.A. Estevan","D.A. Estevan","1928","2009","12","02",NA,"Brasil","Paraná","Reserva do Apucaraninha",NA,NA,NA,NA,NA,NA,"Londrina","-51.1628","-23.3103","2009","12","02","-51.1628","-23.3103",NA,NA,NA,NA,NA,NA,NA
"248","2020-08-04 09:17:19-03","CEPLAC","CEPEC","19449","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"R. Moura","G. Martinelli","6655","1980","03","15",NA,"Brasil","Bahia","6Km ao SW de Maracás. Estrada para Contendas do Sincorá.",NA,NA,NA,NA,NA,NA,"MARACÁS","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,"13/09/2001",NA
"249","2020-07-23 12:01:00-03","CEPLAC","CEPEC","28121","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"G. M. Sousa","Grupo Pedra do Cavalo","450","1980","07","01",NA,"Brasil","Bahia","Ao NE Barragem de Bananeiras. Vale dos Rios Paraguaçu/Jacuipe.",NA,NA,NA,NA,NA,NA,"CACHOEIRA","-39.083333","-12.533333",NA,NA,NA,"39W5'","12S32'",NA,NA,NA,NA,NA,"30/12/1996",NA
"250","2020-07-23 12:01:00-03","CEPLAC","CEPEC","104274","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"M. das G. L. Wanderley","L. J. Alves","9","2000","03","30",NA,"Brasil","Bahia","Serra do Jerônimo.",NA,NA,NA,NA,NA,NA,"UAUÁ","-39.332222","-9.723056",NA,NA,NA,"39W19'56","9S43'23",NA,NA,NA,NA,NA,NA,NA
"251","2020-07-23 12:01:00-03","CEPLAC","CEPEC","106264","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"M. das G. L. Wanderley","W. W. Thomas","13912","2006","02","09",NA,"Brasil","Bahia","Fazenda Boa Esperança (Sr. Alberto S. Vitória), 7Km de Poções na Rod. Duas Vendas.",NA,NA,NA,NA,NA,NA,"POÇÕES","-40.359722","-14.597222",NA,NA,NA,"40W21'35","14S35'50",NA,NA,NA,NA,NA,"05/12/2007",NA
"252","2020-07-23 12:01:00-03","CEPLAC","CEPEC","121715","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"M. G. C. Nogueira","F. M. Ferreira","1849","2007","11","17",NA,"Brasil","Bahia","Faz. Lagia do Morro.",NA,NA,NA,NA,NA,NA,"Brejões","-39.884167","-13.120556",NA,NA,NA,"39W53'3","13S7'14",NA,NA,NA,NA,NA,"17/02/2012",NA
"253","2020-07-23 12:01:00-03","CEPLAC","CEPEC","60526","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"E. M. C. Leme","A. L. Costa",NA,"2002","11","02",NA,"Brasil","Bahia","Sem informação.",NA,NA,NA,NA,NA,NA,"CRUZ DAS ALMAS","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,"28/02/1987",NA
"254","2020-08-04 09:17:19-03","CEPLAC","CEPEC","118518","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia",NA,"Uwe Scharf","R. N. Querino","70","2004","01","23",NA,"Brasil","Bahia","Distrito de Lagoa. Região de Brotas. Faz. Flor de Brotas.",NA,NA,NA,NA,NA,NA,"IRARÁ","-38.7667007446289","-12.0500001907349",NA,NA,NA,NA,NA,NA,"14755","auto",NA,NA,"30/05/2009",NA
"255","2021-04-08 17:13:21-03","UESB","HUESB","12926","S","Plantae","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Moreira, R.S.","Macedo, G.E.L.","2621","2017","09","07",NA,"Brasil","Bahia","Fazenda Terra Nova, Fazenda de Roberto Botelho.","625","625",NA,"Bromélia. Folha suculenta. Fruto verde.; Mata de Cipó","HUESB000012926",NA,"Irajuba","-40.014833","-13.215111","2017","11",NA,"-40.014833","-13.215111",NA,NA,NA,NA,NA,NA,NA
"256","2021-04-08 17:13:21-03","UESB","HUESB","10803","S","Plantae","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Souza, R.S.","Souza, R.S.; Oliveira, M.N.; Reis, D.P.; Silva, G.S.; Oliveira, M.N.; Reis, D.P.; Silva, G.S.","796","2014","08","24",NA,"Brasil","Bahia","Chapada Diamantina",NA,NA,NA,"Epífita.#?#Simples, rosuladas, crassas, roxo acizentado. Inflorescência com presença de brácteas verde avermelhado. Botões florais roxos, estames amarelos.; Caatinga.","HUESB000010803",NA,"Lajedinho","-40.9056015014648","-12.3557996749878","2015","02",NA,NA,NA,NA,"35716","auto",NA,NA,NA,NA
"257","2021-04-08 17:13:21-03","UESB","HUESB","7169","S","Plantae","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","L.P. Félix; A.M. Miranda, J Semir et; A.M. Miranda, J Semir et","8416","1998","06","11",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita; folhas roxo-acizentadas; brácteas e frutos imaturos verdes.","HUESB000007169",NA,"Camocim de São Félix","-35.7619018554688","-8.35861015319824","2000","02","08",NA,NA,NA,"7991","auto",NA,NA,NA,NA
"258","2019-11-13 16:04:34-03","UNISANTA","HUSC","10985","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Martins, S.E.","Sampaio, P.S.P.; Castro, J.C.","1255","2015","10","13",NA,"Brasil","Minas Gerais","Pico do Gavião.",NA,NA,NA,"Epífita, brácteas do escapo avermelhadas, brácteas florais verdes, flores com pétalas violeta e filetes violeta.; Mata Nebular.",NA,NA,"São Thomé das Letras","-44.9852981567383","-21.7222003936768","2015","10",NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"259","2020-11-04 17:28:49-03","UEM","HUEM","30348","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","749","2016","05","23",NA,"Brasil","Paraná","UHE Mauá.",NA,NA,NA,NA,"HUEM000002708","HUEM000002708","Telêmaco Borba","-50.707222","-24.061944","2016","06",NA,"-50.707222","-24.061944",NA,NA,NA,NA,NA,NA,NA
"260","2020-11-04 17:28:49-03","UEM","HUEM","31948","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","1061","2017","10","04",NA,"Brasil","Paraná",NA,NA,NA,NA,"Flores azuis.","HUEM000015943","HUEM000015943","Telêmaco Borba","-50.6156005859375","-24.3239002227783","2017","10",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA
"261","2020-11-04 17:28:49-03","UEM","HUEM","28139","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Tardivo, R","S.C.Herreiro","s.n.","2012","11","23",NA,"Brasil","Paraná","UHE Mauá.",NA,NA,NA,"Epífita.","HUEM000015904","HUEM000015904","Telêmaco Borba","-50.6156005859375","-24.3239002227783","2012","12",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA
"262","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P",NA,"Daly, DC","9210",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P","Daly, D C","Daly, D C; Silveira, M; Saraiva, R; Walthier, F; SILVA, D; Pardo, M","7963",NA,NA,NA,NA,"Brasil","Acre","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antônio and Ig. Boa Esperança.",NA,NA,NA,"Tree 22m x 30cm; plank buttresses; inner bark orange, resin cream; flowers cream, immature fruits rust.; Near high-water mark. Vegetation dominated by Heliconia, Cordia, Hura, Sloanea, Theobroma.",NA,NA,"Sena Madureira","-69","-10","2002","03","09","-69","-10",NA,NA,NA,NA,NA,NA,NA
"264","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P","Daly, D C","Daly, D C; Silveira, M; Saraiva, R; Walthier, F; SILVA, D; Pardo, M","7953",NA,NA,NA,NA,"Brasil","Acre","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança.",NA,NA,NA,"Tree 15m x 30cm; outer bark brownish-gray, rough, fissured, shed in thick plates at base; inner bark orange; flowers cream.; Near high-water mark. Vegetation dominated by Heliconia, Cordia, Hura, Sloanea, Theobroma.",NA,NA,"Sena Madureira","-69","-10","2002","03","09","-69","-10",NA,NA,NA,NA,NA,NA,NA
"265","2020-09-18 09:33:47-03","UFAC","UFACPZ","19125","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P",NA,"Pereira-Silva, G; Santos, AJB dos; Moreira, AM; Pereira, JB; Amaral, JP do; Simon, MF;","15780","2010","10","25",NA,"Bolívi","Rondônia","Ramal arrependido. Local com presença de babaçú. Floresta Ombrófila Mista (FOM), relevo plano, solo areno-argiloso.",NA,NA,NA,"Árvore com 24 m de altura x 60 cm de DAP. Pétalas e filete branca, cálice verde claro, anteras amarela clara. Presença de sapopema. Tronco liso, casca viva avermelhada ao corte. Látex branco em gotas.","UFACPZ019125",NA,"Porto Velho","-65","-9",NA,NA,NA,"-65","-9",NA,NA,NA,NA,NA,NA,NA
"266","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P",NA,"Veloso, AOD","134",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P",NA,"Ehringhaus, C; TORRES, C; BARTH, E; OLIVEIRO, E C; Lima, L; AQUINO, S","1070",NA,NA,NA,NA,"Brasil","Acre","Reserva Extrativista Chico Mendes, Seringal São Cristóvão, Colocação Vá Quem Quer.",NA,NA,NA,"Árvore, 22 m de altura, 24 cm de diâmetro, flores com pétalas verde-branco e gineceu branco. Casca marroma, soltando placas grandes, fissuras verticais no tronco, entrecasca laranja com linhas verticais bege com líquido bege gosmento. Madeira branca,",NA,NA,"Brasiléia","-69","-11",NA,NA,NA,"-69","-11",NA,NA,NA,NA,NA,NA,NA
"268","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P","Daly, D C","Figueiredo, C S","10454",NA,NA,NA,NA,"Brasil","Acre","Igarapé Humaitá, afluente da margem direita do Rio Juruá, Colocaçao Várzea Grande.",NA,NA,NA,"Árvore de 15 m x 25 cm de diâmetro. Frutos imaturos marrons.; Mata de terra firme. Solo areno-argiloso.",NA,NA,"Cruzeiro do Sul","-72.6699981689453","-7.63111019134521","1998",NA,NA,NA,NA,NA,"123037","auto",NA,NA,NA,NA
"269","2020-09-18 09:33:47-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tillandsia","polystachia","Tillandsia polystachia","Lisboa, P; MACIEL, W; SILVA, M G; BAHIA, B P","Daly, D C","Figueiredo, C S","10457",NA,NA,NA,NA,"Brasil","Acre","Igarapé Humaitá, afluente da margem direita do Rio Juruá, Colocaçao Várzea Grande.",NA,NA,NA,"Árvore de 15 m x 30 cm. Frutos imaturos verde-avermelhado.; Mata de terra firme. Solo areno-argiloso.",NA,NA,"Cruzeiro do Sul","-72.6699981689453","-7.63111019134521","1998",NA,NA,NA,NA,NA,"123037","auto",NA,NA,NA,NA
"270","2020-11-12 17:02:25-03","UEL","FUEL","50237","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Estevan, DA","Estevan, DA","1847","2009","09","01",NA,"Brasil","Paraná","Salto do Apucaraninha",NA,NA,NA,NA,NA,NA,"Londrina","-50.901028","-23.7505","2009",NA,NA,"-50.901028","-23.7505",NA,NA,NA,NA,NA,NA,NA
"271","2020-11-12 17:02:25-03","UEL","FUEL","50306","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Estevan, DA","Estevan, DA","1858","2009","10","30",NA,"Brasil","Paraná","Parque Ecológico Samuel Klabin",NA,NA,NA,NA,NA,NA,"Telêmaco Borba","-50.583333","-24.333333","2009",NA,NA,"-50.583333","-24.333333",NA,NA,NA,NA,NA,NA,NA
"272","2020-11-12 17:02:25-03","UEL","FUEL","50289","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Estevan, DA","Estevan, DA","1928","2009","12","02",NA,"Brasil","Paraná","Reserva do Apucaraninha",NA,NA,NA,NA,NA,NA,"Londrina","-51.1627998352051","-23.3103008270264","2009",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
"273","2020-11-12 17:02:25-03","UEL","FUEL","50236","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Estevan, DA","Estevan, DA","1846","2009","09","01",NA,"Brasil","Paraná","Salto do Apucaraninha",NA,NA,NA,NA,NA,NA,"Londrina","-51.1627998352051","-23.3103008270264","2009",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
"274","2020-11-12 17:02:25-03","UEL","FUEL","15694","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Félix, LP; Miranda, AM; Semir, J; Perreira, R","8416","1998","06","11",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"Camocim de São Félix","-35.7619018554688","-8.35861015319824","2000","02","08",NA,NA,NA,"7991","auto",NA,NA,NA,NA
"275","2019-11-01 15:13:21-03","UnB","UB","200332","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Lima, JH","13","2012","10","14","Southern America","Brasil","Distrito Federal","Floresta Nacional de Brasília (Área 1)","1180","1180",NA,"Epífita. Encontrada em galho caído. Indivíduos vegetando entre 2 e 10m de altura; Mata de galeria","UB0004650","UB0004650","Taguatinga","-48.151111","-16.317222",NA,NA,NA,"-48.151111","-16.317222",NA,NA,NA,NA,NA,NA,NA
"276","2019-11-01 15:13:21-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Lima, JH","14","2012","10","14","Southern America","Brasil","Distrito Federal","Floresta Nacional de Brasília (Área 1)","1180","1180",NA,"Epífita. Encontrada em galho caído. Indivíduos vegetando entre 2 e 10m de altura; Mata de galeria","UB0004648","UB0004648","Taguatinga","-48.151111","-16.317222",NA,NA,NA,"-48.151111","-16.317222",NA,NA,NA,NA,NA,NA,NA
"277","2019-11-01 15:13:21-03","UnB","UB","200333","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Lima, JH","14","2012","10","14","Southern America","Brasil","Distrito Federal","Floresta Nacional de Brasília (Área 1)","1180","1180",NA,"Epífita. Encontrada em galho caído. Indivíduos vegetando entre 2 e 10m de altura; Mata de galeria","UB0004652","UB0004652","Taguatinga","-48.151111","-16.317222",NA,NA,NA,"-48.151111","-16.317222",NA,NA,NA,NA,NA,NA,NA
"278","2019-11-01 15:13:21-03","UnB","UB","200349","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Lima, JH","Lima, JH","30","2013","05","24","Southern America","Brasil","Distrito Federal","Floresta Nacional de Brasília (Área 1)","1200","1200",NA,"Epífita vegetando a 3m do solo. Flores azuis.&nf;Floresceu em cultivo em 31/VIII/2013; Mata de galeria",NA,NA,"Taguatinga","-48.121111","-16.316944","2013","05","24","-48.121111","-16.316944",NA,NA,NA,NA,NA,NA,NA
"279","2019-05-06 11:54:38-03","UFU","HUFU","9927","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Wanderley, M.G.L.","Nakajima, J.N.; Romero, R.; Klein, V.L.G. & Alcantara, M.B.","1354","1995","09","25",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Morro atrás do centro de visitantes.",NA,NA,NA,"Rupícola, ca. 0,8m. Corola arroxeada, fauce branca, tubo internamente amarelado.; Campo rupestre.","HUFU00051642","HUFU00051642","São Roque de Minas","-46.3657989501953","-20.2453002929688","1998","09",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"280","2021-04-05 12:31:14-03","UNIVASF","HVASF","1451","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","J.A. Siqueira Filho","925","1999","05","17","América do Sul","Brasil","Paraíba","Fazenda Pau Branco","342","342",NA,"Epífita em Jurema (Mimosa).","HVASF001451",NA,"Caturité",NA,NA,"1999","05","17","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"281","2021-04-05 12:31:14-03","UNIVASF","HVASF","10043","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","A.P. Fontana","7247","2010","10","31","América do Sul","Brasil","Bahia","Serra do Monte Santo, caminho para Santuário de Santa Cruz, Caatinga. Campo rupestre.","730","730",NA,"Epífita. Inflorescência verde.","HVASF010043",NA,"Monte Santo",NA,NA,"2010","10","31","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"282","2021-04-05 12:31:14-03","UNIVASF","HVASF","1404","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","G.S. Baracho","J.A. Siqueira Filho","826","1998","08","27","América do Sul","Brasil","Paraíba","Distrito de Cajá, PB 54","450","450",NA,"Planta florida ca. 68cm comp., epífita, isolada ou reunida em pequenos grupos e sintópica com outras espéciesodo gênero. Escapo floral ca. 55cm, 37mc até a formação de 6 ramos florais, terminais. Em frutificação, com frutos elipsóides, ca. 6cm, esverdeados.","HVASF001404",NA,"Gurinhém",NA,NA,"1998","08","27","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"283","2021-04-05 12:31:14-03","UNIVASF","HVASF","1569","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","J.A. Siqueira Filho","1276","2002","08","15","América do Sul","Brasil","Pernambuco","REBIO Serra Negra","1109","1109",NA,"Epífita em frutificação. Folhas esverdeadas. Inflorescência dística.","HVASF001569",NA,"Tacaratu",NA,NA,"2002","08","15","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"284","2021-04-05 12:31:14-03","UNIVASF","HVASF","9965","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","A.P. Fontana","6974","2010","07","14","América do Sul","Brasil","Pernambuco","Mata Redonda","1033","1033",NA,"Epífita sobre Tamboril. Frutos imaturos verdes. Emcultivo VIVASF. FOTO.","HVASF009965",NA,"Triunfo",NA,NA,"2010","12","14","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"285","2021-04-05 12:31:14-03","UNIVASF","HVASF","9385","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","A.P. Fontana","7092","2010","08","05","América do Sul","Brasil","Pernambuco","REBIO Serra Negra, próximo a Pedra da Espia","1063","1063",NA,"Epífita. Frutos imaturos verdes.","HVASF009385",NA,"Floresta",NA,NA,"2010","10","07","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"286","2021-04-05 12:31:14-03","UNIVASF","HVASF","1464","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","G.S. Baracho","J.A. Siqueira Filho","947","1999","06","15","América do Sul","Brasil","Paraíba","UFPB, Mata de Pau-ferro","622","622",NA,"Indivíduo 25-45cm comp., epífito, isolado ou em pequena população, em frutificação, simpátrico com outras espécies do gênero. Escapo floral 22-39cm comp., 15-23cm até a formação dos ramos, 1-4 ramos terminais. Frutos elipsóides, esverdeados.","HVASF001464",NA,"Areia",NA,NA,"1999","06","15","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
