"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"89","2019-08-20 09:59:14-03","UNICAMP","UEC","63733","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Leme, EMC","Sazima, M; Sazima, I","31028","1994","01","30",NA,"Brazil","São Paulo","Fazenda Atalaia, Souzas.",NA,NA,NA,NA,"UEC043609","UEC043609","Campinas","-47.060001373291","-22.8999996185303","1999","03",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"90","2021-03-01 16:19:09-03","UNICAMP","UEC","86431","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Leme, EMC","Sazima, I","35348","1995","09",NA,NA,"Brazil","São Paulo","Fazenda Atalaia, Souzas.",NA,NA,NA,"Epífita a 1,0 - 4,0 m. Flores roxas.","UEC043610","UEC043610","Campinas","-47.060001373291","-22.8999996185303","1999","03",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"91","2019-11-19 14:05:24-03","UFRPE","PEUFR","42212","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.L. Wanderley","J.R.R. Cantarelli; D.S. Pimentel; L.M. Nascimento","10","1996","08","02",NA,"Brasil","Pernambuco","Floresta; Reserva Biológica de Serra Negra","1100","1100",NA,"Epífita sobre árvores; cerca de 30 cm de altura; haste floral de cerca de 28 cm","PEUFR042212",NA,"Inajá","-37.154167","-8.625","1998","08","05","37°09'15''W","08°37'30''S",NA,NA,NA,NA,NA,NA,NA
"92","2020-02-14 14:01:07-03","UFRPE","PEUFR","48154","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","G. Martinelli","G. Martinelli; T. Barbará; S. Barreto; R. Azoury","15045","1998","08","08",NA,"Brasil","Pernambuco","Reserva Biológica de Serra Negra","900","1100",NA,"Epífita; heliófila; inflorescência com brácteas escapais e brácteas primárias verdes argênteas; brácteas florais; cálice e capsula dos frutos verdes; emcultivo JBRJ","PEUFR048154",NA,"Inajá","-38.013056","-8.657222","1998","10",NA,"38°00'47''W","08°39'26''S",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-19 14:05:23-03","UFRPE","PEUFR","17227","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","A.M. Miranda; L.P. Félix; S.C. Rodrigues","1800","1994","06","19",NA,"Brasil","Pernambuco","Serra do Catimbau",NA,NA,NA,"Epífitas; flores arroxeadas; brácteas estéreis roxas; as férteis verdes; frutos verdes","PEUFR017227",NA,"Buíque","-37.1557998657227","-8.62306022644043","1998","06","07",NA,NA,NA,"38964","auto",NA,NA,NA,NA
"94","2019-11-19 14:05:23-03","UFRPE","PEUFR","18156","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L. Fiorato","L.P. Félix; M. de Paula","6496","1994","04","02",NA,"Brasil","Pernambuco","Socavão",NA,NA,NA,"Epífita; folhas abaxial verde-acinzentada; adaxial verde brilhante; brácteas e frutos verdes; frequente","PEUFR018156",NA,"Camocim de São Félix","-35.7619018554688","-8.35861015319824","2008","02","27",NA,NA,NA,"7991","auto",NA,NA,NA,NA
"95","2019-11-19 14:05:23-03","UFRPE","PEUFR","19430","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.L. Wanderley","G.M. Sousa; A. Laurênio; A.P.S. Gomes; M. Oliveira","71","1995","03","08",NA,"Brasil","Pernambuco","Inajá; Reserva Biológica de Serra Negra",NA,NA,NA,"Epífita; folhas com bastante escamas; escapo floral com cerca de 0,60 m; pétalas esverdeadas","PEUFR019430",NA,"Floresta","-38.5685997009277","-8.60111045837402","1995","09","27",NA,NA,NA,"87756","auto",NA,NA,NA,NA
"96","2019-11-19 14:05:24-03","UFRPE","PEUFR","36186","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","B.S.B. Maciel","J.I.M. Melo","119","1999","01","27",NA,"Brasil","Pernambuco","Fazenda Monteiro",NA,NA,NA,"Epífita","PEUFR036186",NA,"Garanhuns","-36.4928016662598","-8.89027976989746","2004","03","05",NA,NA,NA,"21839","auto",NA,NA,NA,NA
"97","2020-04-22 16:26:02-03","UFPB","JPB","28153","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Barbosa, MR; et al.","1983","2000","02","16","Southern America","Brasil","Paraíba","Mata do Pau-Ferro","618","618",NA,NA,NA,NA,"Areia","-35.691389","-6.963333","2004","10",NA,"-35.691389","-6.963333",NA,NA,NA,NA,NA,NA,NA
"98","2020-04-22 16:26:02-03","UFPB","JPB","21748","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Martinelli, G","Agra, MF; Rocha, EA; Baracho, GS; Cabral, S","3908","1997","01","18","Southern America","Brasil","Paraíba","Pico do Jabre, Vegetação arbustivo-arbórea, semicaducifolia, subxerofítica, com elementos da caatinga e da mata úmida. 200 m S, em direção à Sede da Telpa.","800","1010",NA,"; DESC: Erva rupícula. População numerosa, estéril.",NA,NA,"Maturéia","-37.431389","-7.186111","1998","08","01","-37.431389","-7.186111",NA,NA,NA,NA,NA,NA,NA
"99","2020-04-22 16:26:02-03","UFPB","JPB","35658","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Vieira, CM","Martinelli, G; Bárbara, T; Daniel","15096","1998","11","23","Southern America","Brasil","Paraíba","Mata do Junco","500","500",NA,"; DESC: Epífita, heliófila; folhas concolores com indumento argênteo; frutos imaturos de cor verde, brácteas escapais verdes; infl. Passada paleacea. Em cultivo no JBRJ.",NA,NA,"Areia","-35.796667","-6.8875","2002","10",NA,"-35.796667","-6.8875",NA,NA,NA,NA,NA,NA,NA
"100","2020-04-22 16:26:02-03","UFPB","JPB","36276","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; et al.","7","2000","12","06","Southern America","Brasil","Paraíba","Fazenda Morada Tartyou, Ca. de 5 Km da rodovia PB 097",NA,NA,NA,"; DESC: Planta epífita sobre Myrtaceae, em pleno sol. Inflorescência jovem.",NA,NA,"Matinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-04-22 16:26:02-03","UFPB","JPB","57069","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Gadelha Neto, PC; Mendonça, JDL","3760","2014","01","22","Southern America","Brasil","Paraíba","Cachoeira do Ouricuri",NA,NA,NA,"; HABITAT: Mata Serrana; DESC: Epífita mesófila. Folhas dispostas em rosetas abertas. Lâmina cartácea. Escapo cilíndrico, ereto. Inflorescência em espigas compostas. Flor lilás.","JPB0057069",NA,"Pilões","-35.585833","-6.891667","2014","03","06","-35.585833","-6.891667",NA,NA,NA,NA,NA,NA,NA
"102","2020-04-22 16:26:02-03","UFPB","JPB","53677","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Moura, R","Kiill, LHP","3821","2009","10","19","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"JPB0053677",NA,"Morro do Chapéu","-41.1561012268066","-11.5500001907349","2016","12","16",NA,NA,NA,"98143","auto",NA,NA,NA,NA
"103","2020-04-22 16:26:02-03","UFPB","JPB","35990","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; Santiago, A; Lima, M","120","2004","10","26","Southern America","Brasil","Paraíba","Campus II da UFPB, Jardim próximo a biblioteca",NA,NA,NA,"; DESC: Epífita abundante na área. Brácteas do escapo e florais verdes. Corola lilás.",NA,NA,"Areia","-35.6916999816895","-6.96332979202271","2004",NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA
"104","2020-04-22 16:26:02-03","UFPB","JPB","35964","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA","88","2004","08","29","Southern America","Brasil","Paraíba","Campus II da UFPB, Próximo ao dormitório",NA,NA,NA,"; DESC: Epífita ca. De 3m do solo, comum na área. Em frutificação.",NA,NA,"Areia","-35.6916999816895","-6.96332979202271","2005",NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA
"105","2020-04-22 16:26:02-03","UFPB","JPB","36273","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; et al.","2B","2000","12","06","Southern America","Brasil","Paraíba","Fazenda Ipuarana, PB 097, ca. de 10 Km de Campina Grande.",NA,NA,NA,"; DESC: Planta epífita sobre mangueira, local sombreado. Estéril.",NA,NA,"Lagoa Seca","-35.8535995483398","-7.17082977294922",NA,NA,NA,NA,NA,NA,"10323","auto",NA,NA,NA,NA
"106","2020-04-22 16:26:02-03","UFPB","JPB","36274","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; et al.","3","2000","12","06","Southern America","Brasil","Paraíba","Fazenda Ipuarana, Rodovia PB 097, ca. de 10 Km de Campina Grande",NA,NA,NA,"; DESC: Planta epífita sobre mangueira, ca. de 82cm, inflorescência ca. de 35cm, escapo longo ca. de 33cm. Frutos maduros.",NA,NA,"Lagoa Seca","-35.8535995483398","-7.17082977294922",NA,NA,NA,NA,NA,NA,"10323","auto",NA,NA,NA,NA
"107","2020-04-22 16:26:02-03","UFPB","JPB","35963","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA","252","2005","05","15","Southern America","Brasil","Paraíba","Mata do esquecido",NA,NA,NA,"; DESC: Epífita no interior da mata alterada. Pouco frequente na área. Em frutificação.",NA,NA,"Natuba","-35.5499992370605","-7.64138984680176","2005",NA,NA,NA,NA,NA,"24999","auto",NA,NA,NA,NA
"108","2020-04-22 16:26:02-03","UFPB","JPB","36012","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; Gadelha Neto, PC","289","2005","07","05","Southern America","Brasil","Paraíba","APA das Onças, Sítio Lagoa dos Pedros, lajedo dos Pedros",NA,NA,NA,"; DESC: Rupícola, rara. Em frutificação.",NA,NA,"São João do Tigre","-36.8478012084961","-8.07917022705078","2005",NA,NA,NA,NA,NA,"29531","auto",NA,NA,NA,NA
"109","2020-04-22 16:26:02-03","UFPB","JPB","36013","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Pontes, RA","Pontes, RA; Gadelha Neto, PC","288","2005","07","05","Southern America","Brasil","Paraíba","APA das Onças, Sítio Lagoa dos Pedros, lajedo dos Pedros",NA,NA,NA,"; DESC: Rupícola, rara. Em frutificação.",NA,NA,"São João do Tigre","-36.8478012084961","-8.07917022705078","2005",NA,NA,NA,NA,NA,"29531","auto",NA,NA,NA,NA
"110","2019-11-05 16:46:30-03","UFOP","OUPR","13879","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Coffani - Nunes, J.V.","Araújo, A.C.","s.n.","1895",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Rio Novo","-43.125301361084","-21.4575004577637","2002","07","12",NA,NA,NA,"14119","auto",NA,NA,NA,NA
"111","2019-11-05 16:46:30-03","UFOP","OUPR","14322","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Coffani - Nunes, J.V.","Magalhães-Gomes, F.; Ilegível","s.n.","1897","09","08",NA,"Brasil","Minas Gerais","Ad. Cara de Pedra",NA,NA,NA,NA,NA,NA,"São João Del Rei","-44.2616996765137","-21.1355991363525","2002","07","12",NA,NA,NA,"39093","auto",NA,NA,NA,NA
"112","2020-10-14 10:00:12-03","FURB","FURB","50521","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Favoreto, FC","Favoreto, F.C.; Ademar","112","2011","08","16",NA,"Brasil","Espírito Santo","Estrada próxima à lavoura de seringueira do INCAPER.20°45#?#12.4'S 41°17#?#15.0'W.","79","79",NA,"Epífita, heliófila. Folhas verdes-acizentadas, face adaxial da bainha arroxeada, escapo e brácteas do escapo verdes. Bracteas primárias vermelhas, brácteas florais e sépalas verdes com ápice vermelho, Pétalas roxas","FURB50521","FURB50521","Cachoeiro de Itapemirim","-41.2875","-20.7533333","2011","10",NA,"-41.2875000","-20.7533333",NA,NA,NA,NA,NA,NA,NA
"113","2020-04-27 16:09:06-03","UFES","VIES","26313","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Vieira, C.M.","Martinelli, G.; Heron, L. & Azoury R.","15748","1999","08","16",NA,"Brasil","Espírito Santo","Fazenda Cafundó.",NA,NA,NA,NA,"VIES026313","VIES026313","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086","2002","06","20",NA,NA,NA,"35694","auto",NA,NA,NA,NA
"114","2019-06-27 10:24:22-03","UFES","VIES","30113","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Favoreto, F.C.","Favoreto, F.C.","199","2012","08","08",NA,"Brasil","Espírito Santo","Pacotuba.","77","77",NA,NA,"VIES030113","VIES030113","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA
"115","2020-06-29 09:29:55-03","UFRRJ","RBR","44824","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","N.M. Corrêa","N.M. Corrêa; L.N. Martins","215","2017","08","27",NA,"Brasil","Rio de Janeiro","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à casa do Sr Anibal.","95","95",NA,NA,"RBR00044824","RBR00044824","Cachoeiras de Macacu","-42.7525","-22.431111","2017","08",NA,"42º45'9''W","22º25'52''S",NA,NA,NA,NA,NA,NA,NA
"116","2020-06-29 09:29:55-03","UFRRJ","RBR","44825","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","N.M. Corrêa","N.M. Corrêa; L.N. Martins","214","2017","08","27",NA,"Brasil","Rio de Janeiro","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à casa do Sr Anibal.","95","95",NA,NA,"RBR00044825","RBR00044825","Cachoeiras de Macacu","-42.7525","-22.431111","2017","08",NA,"42º45'9''W","22º25'52''S",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-21 19:40:03-03","UFC","EAC","31501","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Lima-Verde, L.W.","Lima-Verde, L.W.","2431","1996","10","05","Southern America","Brasil","Ceará","Sítio Olho d'Água dos Tangarás",NA,NA,NA,"Erva epífita originária do carrasco de Ubajara, flor azul.; Mata úmida","EAC0031501","EAC0031501","Pacoti","-38.9233016967773","-4.22499990463257","2003","02","19",NA,NA,NA,"9622","auto",NA,NA,NA,NA
"118","2021-03-21 19:40:03-03","UFC","EAC","31450","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Lima-Verde, L.W.","Lima-Verde, L.W.","s.n.","2000","01","01","Southern America","Brasil","Ceará","Sítio Olho d'Água dos Tangarás",NA,NA,NA,"Erva rizomatosa; substrato: Inga spp. ; material em cultivo (originário do carrasco da Ibiapaba); Mata úmida","EAC0031450","EAC0031450","Pacoti","-38.9233016967773","-4.22499990463257","2004","04","22",NA,NA,NA,"9622","auto",NA,NA,NA,NA
"119","2021-03-21 19:40:03-03","UFC","EAC","31526","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Martinelli, G.","Lima-Verde, L.W.","2447","1998","06","17","Southern America","Brasil","Ceará","Sítio Olho d'Água dos Tangarás, Substrato: Inga spp.",NA,NA,NA,"Erva epífita, flor azul; Mata úmida","EAC0031526","EAC0031526","Pacoti","-38.9233016967773","-4.22499990463257","1998","08","08",NA,NA,NA,"9622","auto",NA,NA,NA,NA
"120","2021-03-21 19:40:03-03","UFC","EAC","45747","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Lima-Verde, L.W.","Lima-Verde, L.W.","1713","1999","10","04","Southern America","Brasil","Ceará","Flona do Araripe",NA,NA,NA,"Corola azul.; Carrasco","EAC0045747","EAC0045747_1 EAC0045747_2","Crato","-39.4094009399414","-7.23416996002197","1999","10","04",NA,NA,NA,"30071","auto",NA,NA,NA,NA
"121","2021-03-21 19:40:03-03","UFC","EAC","22276","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Fontana, A.P.","Araújo, F.S.","711","1994","05","17","Southern America","Brasil","Ceará","Jaburuna/sul, Planalto da Ibiapaba.",NA,NA,NA,"Erva epífita.","EAC0022276","EAC0022276","Ubajara","-40.9211006164551","-3.85443997383118","2010","09","22",NA,NA,NA,"27385","auto",NA,NA,NA,NA
"122","2020-12-21 16:19:29-03","MBM","MBM","385399","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Michelon, C.","Michelon, C.","1517","2012","08","23",NA,"Brasil","Paraná","UHE Mauá","520","750",NA,"Resgate de flora da UHE Mauá; Epífita, flores roxas com estames arroxeados.; interior de floresta","MBM385399","MBM385399","Telêmaco Borba","-50.756944","-24.100556","2012","08","23","-50.756944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:19:29-03","MBM","MBM","385523","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Ariati, V.","Ariati, V.","508","2011","12","05",NA,"Brasil","Paraná","UHE Mauá","520","750",NA,"Resgate de flora da UHE Mauá; Epífita, pétalas roxas, brácteas verdes.","MBM385523","MBM385523","Telêmaco Borba","-50.706944","-24.100556","2011","12","05","-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:19:29-03","MBM","MBM","387378","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Michelon, C.","Michelon, C.","1556","2012","10","08","Southern America","Brazil","Paraná","UHE Mauá","520","750",NA,"Epífita, flores roxas, estiletes roxos, anteras amarelas.","MBM387378","MBM387378","Telêmaco Borba","-50.706944","-24.100556",NA,NA,NA,"-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"125","2019-08-15 09:04:27-03","UESC","UESC","1274","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Querino, R.N.","70","2004","01","23",NA,"Brasil","Bahia",NA,NA,NA,NA,"Região do agreste baiano.; Epífita, ca. 2m de alt.","UESC0001274",NA,"Irará","-38.7667007446289","-12.0500001907349",NA,NA,NA,NA,NA,"Monocotyledoneae","14755","auto",NA,NA,NA,NA
"126","2015-09-03 19:48:59-03","MNHN","RECOLNAT_MNHN_P","P00438687","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Glaziou, A.",NA,"1881","7","29",NA,"Brésil",NA,"Rio de Janeiro : Boa Vista, à la base du Picú",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438687' target='other'> <mi>dwc_moreinfo</mi></a>","P00438687","P00438687_01 P00438687_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13258",NA,NA,NA
"127","2015-09-04 09:44:34-03","MNHN","RECOLNAT_MNHN_P","P00438688","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Glaziou, A.",NA,"1881","7","29",NA,"Brésil",NA,"Rio de Janeiro : Boa Vista, à la base du Picú",NA,NA,"hb","Reçu le 12 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438688' target='other'> <mi>dwc_moreinfo</mi></a>","P00438688","P00438688_01 P00438688_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13258",NA,NA,NA
"128","2015-09-03 21:05:26-03","MNHN","RECOLNAT_MNHN_P","P01641227","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Viana|Archeri, T.|Smith, L.B.",NA,NA,NA,NA,NA,"Colômbia",NA,"Colombia, Vallé de Cauca. Prov. de Cauca. Colômbia, América do Sul","1000",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641227' target='other'> <mi>dwc_moreinfo</mi></a>","P01641227","P01641227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"557",NA,NA,NA
"129","2015-09-03 21:05:26-03","MNHN","RECOLNAT_MNHN_P","P01641228","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Geay, F.",NA,"1893","1","1",NA,"Venezuela",NA,"Haut Apure",NA,NA,"hb",". . Reçu 7-1-97 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641228' target='other'> <mi>dwc_moreinfo</mi></a>","P01641228","P01641228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-09-03 21:05:26-03","MNHN","RECOLNAT_MNHN_P","P01641229","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Moraes, J.C.",NA,"1958","12","11",NA,"Brasil","Paraíba",". Paraíba, Nordeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641229' target='other'> <mi>dwc_moreinfo</mi></a>","P01641229","P01641229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA
"131","2015-09-03 21:05:26-03","MNHN","RECOLNAT_MNHN_P","P01641230","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Claes, F.",NA,NA,NA,NA,NA,"Colômbia",NA,". Colômbia, América do Sul",NA,NA,"hb",". s.d. Post. sep. con. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641230' target='other'> <mi>dwc_moreinfo</mi></a>","P01641230","P01641230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-11 11:43:34-03","UFMG","BHCB","184448","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Mota, RC da; Vasconcelos, MF de","3832","2016","08","24","Southern America","Brasil","Minas Gerais","Fazenda Cachoeira Cabo do guarda chuva","930","930",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva terrestre sobre serrapilheira; brácteas do escapo róseas, brácteas florais verdes com ápice róseo, corola roxa.; Coletada em Carrasco sobre Campo Rupestre Ferruginoso","BHCB041636",NA,"Rio Pardo de Minas","-42.71","-16.025278","2016","08","24","-42.71","-16.025278",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-11 11:43:34-03","UFMG","BHCB","29784","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Joanésia","-42.6786003112793","-19.1721992492676",NA,NA,NA,NA,NA,NA,"21197","auto",NA,NA,NA,NA
"134","2020-12-11 11:43:34-03","UFMG","BHCB","29784","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Joanésia","-42.6786003112793","-19.1721992492676",NA,NA,NA,NA,NA,NA,"21197","auto",NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","601397","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Baltasar Trujillo","Trujillo 13067",NA,NA,NA,"South America","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2011-10-08 14:24:00-03","MO","MOBOT","3015123","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Foster's 1958 catalog notes file","Erich Werdermann","Werdermann 2299","1926","9",NA,"South America","Bolivia","Beni","Umgebung von Trinidad. Misiones Guarayos","250.00000000",NA,NA,NA,NA,NA,NA,"-63.19","-15.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","602198","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","H. Luther (SEL)","Harry E. Luther|et al.","Luther 2773",NA,NA,NA,"South America","Ecuador","Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
