"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","monthIdentified","continentOcean","dayIdentified","individualCount","preparationType","typeStatus","class","order"
"29","2020-12-11 11:43:19-03","UFMG","BHCB","112427","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Ouro Preto","Serra de Capanema, C1.","-43.574306","-20.209861","-43.574306","-20.209861","1904","1904","Monocotyledon","Ravenna",NA,"1048","2007","09","11","BHCB012686","BHCB012686",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"2011","06","Southern America",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:43:19-03","UFMG","BHCB","112846","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Moeda","Marinho da Serra, C2.","-43.937528","-20.332361","-43.937528","-20.332361","1540","1540","Monocotyledon","Ravenna",NA,"1291","2007","11","03","BHCB055110","BHCB055110",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:43:19-03","UFMG","BHCB","112847","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Santa Bárbara","Serra da Gandarela, C2.","-43.691278","-20.056667","-43.691278","-20.056667","1637","1637","Monocotyledon","Ravenna",NA,"1345","2007","12","04","BHCB055109","BHCB055109",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:43:19-03","UFMG","BHCB","149019","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mansur, T; Vidal, CV","Brasil","Minas Gerais","Caeté","Serra Gandarela","-49.689478","-20.050928","-49.689478","-20.050928","1515","1515","Monocotyledon","Ravenna",NA,"220","2011","02","28","BHCB055102","BHCB055102",NA,"Projeto Mina Apolo.; Herbáceo.; Campo rupestre sobre canga couraçada.",NA,"2011","03","Southern America",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:43:19-03","UFMG","BHCB","119730","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Batista, JAN; Martins, CAN","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, ca. 33km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040. À esquerda da pista em direção a Moeda, ca. 2km após o entroncamento com a BR-040.","-43.956444","-20.277806","-43.956444","-20.277806","1331","1331","Monocotyledon","Ravenna",NA,"2049","2007","04","26","BHCB055111","BHCB055111",NA,"Plantas do Brasil; Morros; campo limpo seco em encosta pedregosa. Solo areno-argiloso, raso, com algum cascalho sobre a superfície. Área queimada durante a seca.",NA,"2010","12","Southern America",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:43:19-03","UFMG","BHCB","119827","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Batista, JAN; Martins, CAN","Brasil","Minas Gerais","Brumadinho","Serra da Moeda, Entrada para o condominio Retiro do Chalé e as torres de transmissão no local conhecido como Topo do Mundo, cerca de 24 km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040, morros no entorno da pista.","-43.978722","-20.196806","-43.978722","-20.196806","1501","1501","Monocotyledon","Ravenna",NA,"2146","2007","11","01","BHCB055118","BHCB055118",NA,"Abundante.; Erva terrestre. Flores lilases.; Campo rupestre com afloramento de minério de ferro. Área queimada durante a seca.",NA,"2010","12","Southern America",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:43:19-03","UFMG","BHCB","119866","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Batista, JAN; Martins, CAN","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, cerca de 33 km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 2 km após o entroncamento com a BR-040, campos nas encostas acim","-43.956444","-20.277806","-43.956444","-20.277806","1331","1331","Monocotyledon","Ravenna",NA,"2185","2007","11","01","BHCB055117","BHCB055117",NA,"Ocasionalmente, comum em alguns pontos.; Erva terrestre. Flores rosas. Bulbo completamente enterrado.; Campo em encosta ou campo rupestre em encosta. Área queimada durante a seca. Solo arenoso-argiloso, escuro.",NA,"2010","12","Southern America",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:43:19-03","UFMG","BHCB","138767","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Camargos, JC; Nunes, GFS; Silva, MS; Castro, EDP","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.970556","-20.284514","-43.970556","-20.284514","1000","1200","Monocotyledon","Ravenna",NA,"152","2010","05","02","BHCB055101","BHCB055101",NA,"Granito.",NA,"2010",NA,"Southern America",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:43:19-03","UFMG","BHCB","138913","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Castro, EDP; Nunes, GFS; Ferreira, DS; Camargos, JC","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.970556","-20.284514","-43.970556","-20.284514","1000","1200","Monocotyledon","Ravenna",NA,"36","2009","09","19","BHCB055115","BHCB055115",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:43:19-03","UFMG","BHCB","139797","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Moeda","Serra da Moeda., GR3.","-43.957778","-20.283333","-43.957778","-20.283333","1260","1260","Monocotyledon","Ravenna",NA,"5052","2010","03","17","BHCB055108","BHCB055108",NA,"Afloramento de gnaisse.",NA,"2010","05","Southern America",NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:43:19-03","UFMG","BHCB","140106","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Moeda","Marinho da Serra, GR1.","-43.958611","-20.33","-43.958611","-20.33","1135","1135","Monocotyledon","Ravenna",NA,"5106","2010","01","07","BHCB050880","BHCB050880",NA,"Ilhas de vegetação. Afloramento gnaisse.",NA,"2010","07","Southern America","06",NA,NA,NA,NA,NA
"40","2020-12-11 11:43:19-03","UFMG","BHCB","172353","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Perillo, LN","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha para o Pico do Sol.","-43.765433","-20.192131","-43.765433","-20.192131","1830","1830","Monocotyledon","Ravenna",NA,"461","2010","03","03","BHCB047181","BHCB047181",NA,"Herbácea, 15 cm, flor roxa clara.; Afloramento rochoso de quartzito.",NA,"2018","08","Southern America","22",NA,NA,NA,NA,NA
"41","2020-12-11 11:43:19-03","UFMG","BHCB","149337","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Carmo, FF","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa, QTZ.","-43.701389","-20.1045","-43.701389","-20.1045","1390","1390","Monocotyledon","Ravenna",NA,"4438","2009","03","16","BHCB035664","BHCB035664",NA,"Afloramento de quartzito.",NA,"2011","07","Southern America",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:43:19-03","UFMG","BHCB","159780","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mansur, T; Paula, RL","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983906","-20.107833","-43.983906","-20.107833",NA,NA,"Monocotyledon","Ravenna",NA,"230","2011","10","06","BHCB055106","BHCB055106",NA,"Herbáceo.; Campo rupestre sobre canga.",NA,"2011","10","Southern America",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:43:19-03","UFMG","BHCB","177966","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Barros, AM; Vasconcelos, FB","Brasil","Minas Gerais","Caeté",NA,"-43.698611","-20.056944","-43.698611","-20.056944","1584","1584","Monocotyledon","Ravenna",NA,"2524","2015","02","02","BHCB030443","BHCB030443 BHCB030443_v1 BHCB030443_v2",NA,"Flores róseos. Aprox. 10 cm de altura.; Herbáceo. Campo rupestre sobre canga.",NA,"2015","05","Southern America","06",NA,NA,NA,NA,NA
"44","2020-12-11 11:43:19-03","UFMG","BHCB","178798","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222","-43.605","-20.197222",NA,NA,"Monocotyledon","Ravenna",NA,"797","2015","09","24","BHCB055122","BHCB055122",NA,"Prensado em álcool.; Erva, flor rosa.; Campo Rupestre Quartzítico.",NA,"2015","11","Southern America",NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:43:19-03","UFMG","BHCB","183957","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Paiva, JAM; Souza, LS; Silva, E","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.649444","-20.172222","-43.649444","-20.172222","1278","1278","Monocotyledon","Ravenna",NA,"1152","2016","11","24","BHCB055116","BHCB055116",NA,"Herbáceo, 0,5m alt. Terrestre. Flores rosas e estames amarelos.; Campo Rupestre Quartizito.",NA,"2016","12","Southern America","15",NA,NA,NA,NA,NA
"46","2020-12-11 11:43:19-03","UFMG","BHCB","194903","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Vidal, CV","Brasil","Minas Gerais","Catas Altas",NA,"-43.711447","-20.536664","-43.711447","-20.536664","1543","1543","Monocotyledon","Ravenna",NA,"s.n.","2018","08","14","BHCB194903","BHCB194903",NA,"Campo Rupestre sobre Canga.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:43:19-03","UFMG","BHCB","22540","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Borba, EL","Brasil","Minas Gerais",NA,"Serra do Rola-Moça",NA,NA,NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"46","1993","09","19",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:43:19-03","UFMG","BHCB","22540","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Borba, EL","Brasil","Minas Gerais",NA,"Serra do Rola-Moça",NA,NA,NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"46","1993","09","19",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
