"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","monthIdentified","continentOcean","dayIdentified","individualCount","preparationType","typeStatus","class","order"
"98","2019-05-06 11:51:46-03","UFU","HUFU","5217","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Nakajima, J.N.; Romero, R.","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","153","1994","02","21","HUFU00053250","HUFU00053250","57119","Herbáceo, ca. 0,10m. Corola rósea, anteras amarelas, filetes e estames brancos. Parte vegetativa subterrânea.; Campo rupestre recém queimado.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 11:51:46-03","UFU","HUFU","6692","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Nakajima, J.N.; et al.","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo à sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","501","1994","10","15","HUFU00053255","HUFU00053255","57119","Herbácea, ca. 0,30m. Perigônio róseo.; Campo limpo alterado.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"100","2019-05-06 11:51:46-03","UFU","HUFU","10506","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","Brasil","Minas Gerais","São Roque de Minas","Próxmo ao córrego da Fazenda","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","3154","1995","11","20","HUFU00053251","HUFU00053251","57119","Planta, ca. 0,15m. Tépalas róseas, tubo branco. Estigmas, estilete e filetes brancos. Anteras amareladas.; Campo limpo com afloramentos rochosos, 3 meses após a queimada.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"101","2019-05-06 11:51:46-03","UFU","HUFU","9970","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","Brasil","Minas Gerais","São Roque de Minas","Corrego da Fazenda., Morro após o vale do São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","2781","1995","09","26","HUFU00053249","HUFU00053249","57119","Herbáceo, ca. 0,3m. Cálice verde. Corola rósea. Anteras amarelas.; Campo rupestre área recem queimada.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:51:46-03","UFU","HUFU","28762","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Pacheco, R.A.; Romero, R.; Nakajima, J.N. & Volpi, R.L.","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a cachoeira Casca D'Anta, parte de cima.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","210","2002","09","26","HUFU00053254","HUFU00053254","57119","Erva ca. 0,15m. Base do cálice vinho, corola lilás.; Campo limpo.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:51:46-03","UFU","HUFU","9843","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Nakajima, J.N.; Romero, R.; Klein, V.L.G. & Alcantara, M.B.","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","1279","1995","09","25","HUFU00053252","HUFU00053252","57119","Planta ca. 0,3m. Cálice e corola lilases. Perianto com base avermelhada. Estames amarelados. Estilete branco.; Beira da estrada.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-28 15:44:41-03","UFU","HUFU","10806","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Araújo, G.M.","Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","1232","1993","08","27","HUFU00027161","HUFU00027161","58223","Herbácea, ca. 0,25 m alt. Pétalas rosa-claro, estames amarelos.; Mata decídua em solo de origem basáltica.","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:51:46-03","UFU","HUFU","10807","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Araújo, G.M.; et al","Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","1232","1993","08","27","HUFU00027162","HUFU00027162","58223","Herbácea, 025m. Pétalas rosa-claro, estames amarelos.; Mata decídua em solo de origem basáltica.","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"106","2019-11-28 15:44:41-03","UFU","HUFU","10808","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Araújo, G.M.","Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","1234","1993","08","27","HUFU00027163","HUFU00027163","58223","Herbácea, ca. 0,25 m alt. Pétalas rosa-claro, estames amarelos.; Mata decídua em solo de origem basáltica.","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-28 15:44:41-03","UFU","HUFU","10809","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Araújo, G.M.","Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","1235","1993","08","27","HUFU00027165","HUFU00027165","58223","Herbácea, ca. 0,25 m alt. Pétalas rosa-claro, estames amarelos.; Mata decídua em solo de origem basáltica.","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"108","2020-11-05 09:51:19-03","IBt","SP","453756","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Francener, A; Hall, CF; Guimarães, L; Vieira, TL","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.70098","-20.48973","-43.70098","-20.48973","1409","1409",NA,"Ravenna","Oliveira, RS","1381","2013","09","14",NA,NA,NA,NA,NA,"2013","09",NA,"23",NA,NA,NA,NA,NA
