"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","phylum","order","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","class","individualCount","sex"
"11","2019-11-25 16:50:25-03","UFBA","ALCB","106101","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Roque, N; Quaresma, AS","3751","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 1m alt. Brácteas involucrais cinéreo-lanosas, corola alva.",NA,"2012","09","27","Trilha das Campinas","Dicotyledon",NA,"(Baker) N.Roque","1193","1193",NA,"-43.356667","-18.479167","Santo Antônio do Itambé","-43.356667","-18.479167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-25 16:50:25-03","UFBA","ALCB","106117","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Franco, I; Quaresma, AS; Costa, FN; Araújo, IM; Costa, MMT","357","Southern America","Brasil","Minas Gerais",NA,NA,"em solo areno-pedregoso. Flores brancas.",NA,"2010","04","23","Capivari, entorno do P.E. do Pico do Itambé","Dicotyledon",NA,"(Baker) N.Roque","1220","1220",NA,"-43.385833","-18.395278","Serro","-43.385833","-18.395278","Roque, N","2011","06",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-25 16:50:25-03","UFBA","ALCB","106118","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Franco, I; Silva, AP; Costa, FN","884","Southern America","Brasil","Minas Gerais",NA,NA,"Invólucro verde, brácteas inolucrais mais externas cinéreas. Corola creme, estiletes alvos, anteras alvas a marrons, pápus bege. Folha cartácea a subcoriácea.; Solo arenoso.",NA,"2011","08","26","Campus JK da UFVJM","Dicotyledon",NA,"(Baker) N.Roque","1342","1342",NA,"-43.565833","-18.201111","Diamantina","-43.565833","-18.201111","Franco, IM","2011","10",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-25 16:50:25-03","UFBA","ALCB","106119","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Costa, FN; Silva, BG; Souza, AM; Costa, CJ","1149","Southern America","Brasil","Minas Gerais",NA,NA,"Flores e lígulas alvas.; Planta em solo arenoso.",NA,"2009","09","24","Estrada ao lado da usina eólica na rodovia BR 259","Dicotyledon",NA,"(Baker) N.Roque","1161","1161",NA,"-43.8975","-18.539167","Gouveia","-43.8975","-18.539167","Roque, N","2011","06",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-25 16:50:25-03","UFBA","ALCB","106120","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Franco, I; Quaresma, AS; Loeuille, B; Lusa, MG; Gonella, PM","582","Southern America","Brasil","Minas Gerais",NA,NA,"em solo arenoso úmido. Capítulos com flores brancas e anteras amarelas.",NA,"2010","08","10","P.E. do Biribiri. Antes da descida da Serra do Gombô","Dicotyledon",NA,"(Baker) N.Roque","1267","1267",NA,"-43.541667","-18.1775","Diamantina","-43.541667","-18.1775","Roque, N; Franco, IM","2011","06",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-25 16:50:25-03","UFBA","ALCB","108355","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Quaresma, AS; Goncalves, DJP; Cota, MMT; Costa, FN","267","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 60 cm. Involucro cinereo, flores e estigmas alvos, anteras amarelas.",NA,"2011","12","14","Estrada para Chapada do Couto, logo apos a bifurcaçao para Covao","Dicotyledon",NA,"(Baker) N.Roque","1370","1370",NA,"-43.6","-18.233333","Diamantina","-43.6","-18.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-25 16:50:25-03","UFBA","ALCB","118499","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Roque, N; Sano, PT; Trovó, MLO; Andrino, CO; et al.","4598","Southern America","Brasil","Minas Gerais",NA,NA,"em solo arenoso-alagado, ca. 40cm alt., folhas discolores. Brácteas involucrais cinéreas. Flores com corola alva.; campo rupestre",NA,"2014","11","28","Fazenda Gavião, Baliza.","Dicotyledon",NA,"(Baker) N.Roque","1197","1197",NA,"-43.713056","-17.89","Diamantina","-43.713056","-17.89","Roque, N","2014","11",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-25 16:50:25-03","UFBA","ALCB","122511","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Barres, L; Alves, M; Campos, L; Roque, N","227","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70 cm. alt. Folhas em roseta, eretas, oblanceoladas, lanadas, capítulo solitario, escapo floral lanado.","ALCB007950","2015","10","02","Parque Estadual de Biribiri, cachoeira do Sentinela.","Dicotyledon",NA,"(Baker) N.Roque","1094","1094",NA,"-43.638611","-18.1825","Diamantina","-43.638611","-18.1825","Barres, L","2015","10",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-25 16:50:25-03","UFBA","ALCB","129569","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Oliveira, CT; Siniscalchi, CM; Santos, MF","538","Southern America","Brasil","Minas Gerais",NA,NA,"ca de 40 cm de altura, capítulos com flores brancas e estames amarelos; Campo de solo arenoso","ALCB047166","2011","10","23","Estrada entre Itambé do Mato Dentro e Santana do Rio Petro (Cabeça de boi). Campo de solo pedregoso.","Dicotyledon",NA,"(Baker) N.Roque","760","760","ALCB047166","-43.373611","-19.405","Itambé do Mato Dentro","-43.373611","-19.405","Oliveira, CT","2011","10",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-25 16:50:25-03","UFBA","ALCB","19531","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Almeida, EF de","221","Southern America","Brasil","Minas Gerais",NA,NA,"Com folhas rosuladas; escapo longo, monocéfalo; capítulos com flores alvas. Frequente.",NA,"1982","05","21","Serra do Cipó, MG - 010","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,NA,"-43.616667","-19.333333","Santana do Riacho","-43.616667","-19.333333","Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-25 16:50:25-03","UFBA","ALCB","122510","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Barres, L; Alves, M; Campos, L; Roque, N","224","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70 cm alt. Folhas em roseta, eretas, oblanceoladas, lanadas, capítulo solitario, escapo floral lanado.","ALCB007949","2015","10","01","Estrada para Barão de Guacuí.","Dicotyledon",NA,"(Baker) N.Roque","1416","1416",NA,"-43.704444","-18.376667","Diamantina","-43.704444","-18.376667","Barres, L","2015","10",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-25 16:50:25-03","UFBA","ALCB","122505","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Barres, L; Alves, M; Campos, L; Roque, N","219","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70 cm alt. Folhas em roseta, eretas, oblanceoladas, lanadas, capítulo solitario, escapo floral lanado.","ALCB007944","2015","10","01","estrada da terra de Diamantina a Sao Gonçalo, ao redor da casa abandonada.","Dicotyledon",NA,"(Baker) N.Roque","1199","1199",NA,"-4.558333","-18.336111","Diamantina","-4.558333","-18.336111","Barres, L","2015","10",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-25 16:50:25-03","UFBA","ALCB","122494","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Barres, L; Alves, M; Campos, L; Roque, N","207","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70 cm alt. Folhas em roseta, eretas,Capítulo solitario.","ALCB007933","2015","09","29","a 4km da entrada para Serra Morena em direçao Chapeu do Sol (km 104 da estrada principal).","Dicotyledon",NA,"(Baker) N.Roque","1205","1205",NA,"-4.563889","-19.283333","Santana do Riacho","-4.563889","-19.283333","Barres, L","2015","09",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-25 16:50:25-03","UFBA","ALCB","58990","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Farinnaccio, MA; Furlan, A; Scatena, VL; Cardoso, VA; Rosa, MM","26","Southern America","Brasil","Minas Gerais",NA,NA,"Brácteas brancas com estames amarelos.; Campo Rupestre.","ALCB033009","1997","06","07","Cardeal. Serra do cipó. Próximo as duas pontinhas Km 111 (atual).","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,"ALCB033009","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N","2016","07","26557","auto",NA,NA,NA,NA,NA
"25","2019-11-25 16:50:25-03","UFBA","ALCB","122507","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Barres, L; Alves, M; Campos, L; Roque, N","221","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70 cm alt. Folhas em roseta, eretas, oblanceoladas, lanadas, capítulo solitario, escapo floral lanado.","ALCB007946","2015","10","01","strada de Serro para Datas. Cachoeira do Moinhio de Esteira.","Dicotyledon",NA,"(Baker) N.Roque","1064","1064",NA,"-43.493611","-18.571944","Diamantina","-43.493611","-18.571944","Barres, L","2015","10",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:02:11-03","ESALQ","ESA","97922","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32820.0",NA,"Brasil","Minas Gerais",NA,NA,"Erva, capítulos creme","ESA097922","2007","02","19","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.","Magnoliophyta",NA,"(Baker) Roque","1300","1300","ESA097922","-437.498","-189.422","Santana do Pirapama.","-437,498","-189,422","Roque, N.","2016","07",NA,NA,"06",NA,NA,NA,NA
"27","2020-11-04 11:02:11-03","ESALQ","ESA","7875","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Sakuragui, C.M. ; Souza, V.C.","56.0",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA007875","1990","08","02",NA,"Magnoliophyta",NA,"(Baker) Roque",NA,NA,"ESA007875","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N.",NA,NA,"26557","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:02:11-03","ESALQ","ESA","28324","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11553.0",NA,"Brasil","Minas Gerais",NA,NA,"Erva; botões alaranjados; flores alvas.","ESA028324","1996","07","03","Serra do Cipó. Cerca de 1-2 km acima do Córrego Chapéu de Sol. Campo rupestre.","Magnoliophyta",NA,"(Baker) Roque",NA,NA,"ESA028324","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N.",NA,NA,"26557","auto",NA,NA,NA,NA,NA
"29","2019-08-20 10:06:34-03","UNICAMP","UEC","117147","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Martins, AB; Matsumoto, K; Faria, AD; Lopes, CA; Belinello, R","35679",NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC129478","1997","10","09","Estrada de acesso à Serra do Moleque,","Magnoliopsida",NA,"(Baker) Roque","1100","1100","UEC129478","-44.659167","-21.576667","Carrancas","-44.659167","-21.576667","Franco, IM","2013","04",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:25:10-03","UNICAMP","UEC","125443","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Tozzi, AMGA; Kinoshita, LS","607",NA,"Brazil","Minas Gerais",NA,NA,"Erva, flores brancas.; Campo rupestre.","UEC129472","2000","11","23","Lapinha, Pico do Breu, Serra do Cipó.","Magnoliopsida",NA,"(Baker) Roque","1126","1126","UEC129472","-43.7","-19.166667","Santana do Riacho","-43.7","-19.166667","Franco, IM","2013","04",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:25:10-03","UNICAMP","UEC","125505","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Tozzi, AMGA; Kinoshita, LS","608",NA,"Brazil","Minas Gerais",NA,NA,"Erva ca. 50 cm, capítulos brancos.; Campo rupestre.","UEC129477","2000","11","23","Lapinha, alto do Pico do Breu, Serra do Cipó.","Magnoliopsida",NA,"(Baker) Roque","1126","1126","UEC129477","-43.7","-19.166667","Santana do Riacho","-43.7","-19.166667","Franco, IM","2013","04",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:25:10-03","UNICAMP","UEC","125506","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Tozzi, AMGA; Kinoshita, LS","570",NA,"Brazil","Minas Gerais",NA,NA,"Erva ca. 50 cm, capítulos brancos.; Campo rupestre.","UEC129475","2000","11","23","Lapinha, alto do Pico do Breu, Serra do Cipó.","Magnoliopsida",NA,"(Baker) Roque","1126","1126","UEC129475","-43.7","-19.166667","Santana do Riacho","-43.7","-19.166667","Franco, IM","2013","04",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:06:34-03","UNICAMP","UEC","129817","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Prado, P; Lewinsohn, TM; Buys, B; Motta, V","PIC95788",NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC093994","1995","07","25","Estrada Diamantina-Mendanha","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC093994","-43.577222","-18.195556","Diamantina","-43.577222","-18.195556","Franco, IM","2014",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:25:10-03","UNICAMP","UEC","137814","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Mansanares, ME; Verola, CF","332",NA,"Brazil","Minas Gerais",NA,NA,"Flores creme, pappus paleáceo alaranjado.; Crescendo entre pedras em solo pedregoso.","UEC129480","2003","08","14","Estrada para Conselheiro Mata, afloramento a 2 km do asfalto.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129480","-43.709111","-18.200472","Diamantina","-43.709111","-18.200472","Franco, IM","2013","04",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:25:10-03","UNICAMP","UEC","2751","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Joly, AB; Sendulsky, T; Pereira, SM; Joly, AM; Martins, F; Giulietti, AM","1412",NA,"Brazil","Minas Gerais",NA,NA,"Erva acaule, escapo floral até 40 cm, capítulo alvo.","UEC129464","1972","04","15","Km 112,5 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque","1020","1020","UEC129464","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"36","2021-03-01 16:25:10-03","UNICAMP","UEC","2756","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Semir, J; Sazima, M","4264",NA,"Brazil","Minas Gerais",NA,NA,"Capítulos alvos. Acaule.","UEC129466","1973","07","21","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129466","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"37","2021-03-01 16:25:10-03","UNICAMP","UEC","2750","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Joly, AB; Semir, J","2930",NA,"Brazil","Minas Gerais",NA,NA,"Escapo 40 cm.","UEC129479","1972","08","20","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129479","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Franco, IM","2013","04","31264","auto",NA,NA,NA,NA,NA
"38","2021-03-01 16:25:10-03","UNICAMP","UEC","2747","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","2504",NA,"Brazil","Minas Gerais",NA,NA,"Altura 50 cm.","UEC129465","1972","05","29","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129465","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"39","2021-03-01 16:25:10-03","UNICAMP","UEC","2754","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Joly, AB; Semir, J; Ugadim, Y","118",NA,"Brazil","Minas Gerais",NA,NA,"Capítulos brancos.","UEC129468","1970","06","06","Km 116 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque","1175","1175","UEC129468","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"40","2021-03-01 16:25:10-03","UNICAMP","UEC","2746","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Joly, AB; Semir, J; Ugadim, Y","118",NA,"Brazil","Minas Gerais",NA,NA,"Capítulos brancos.","UEC129471","1970","06","06","Km 116 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque","1175","1175","UEC129471","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"41","2021-03-01 16:25:10-03","UNICAMP","UEC","2752","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Semir, J; Sazima, M","2583",NA,"Brazil","Minas Gerais",NA,NA,"Acaule.","UEC129467","1972","07","18","Km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129467","-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N","1999",NA,"31264","auto",NA,NA,NA,NA,NA
"42","2021-03-01 16:25:10-03","UNICAMP","UEC","152842","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Moraes, MD","683",NA,"Brazil","Minas Gerais",NA,NA,"Flores brancas.; Campo úmido.","UEC129481","2005","03","01","Serra do Cipó, km 112 da estrada Lagoa Santa para Conceição do Mato Dentro.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129481","-43.8897018432617","-19.6271991729736","Lagoa Santa",NA,NA,"Moraes, MD",NA,NA,"12338","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:25:10-03","UNICAMP","UEC","51247","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Leitão Filho, HF; Carvalho-Okano, RM; et al.","21752",NA,"Brazil","Minas Gerais",NA,NA,"Erva ca. 0,5 m alt. com escapo, flores roxas.; Campo rupestre.","UEC129469","1989","07","02","Cadeia do Espinhaço, Serra do Cipó.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129469","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N","1999",NA,"26557","auto",NA,NA,NA,NA,NA
"44","2021-03-01 16:25:10-03","UNICAMP","UEC","193411","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Kinoshita, LS; Matsumoto, K","00539",NA,"Brazil","Minas Gerais",NA,NA,"Flores liguladas brancas.","UEC129476","2000","11","22","Estátua do Juca.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129476","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Franco, IM","2013","04","26557","auto",NA,NA,NA,NA,NA
"45","2021-03-01 16:25:10-03","UNICAMP","UEC","66770","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Kameyama, C; Simão, RC; Cordeiro, I; Zappi, DC","CFSC10558",NA,"Brazil","Minas Gerais",NA,NA,"Erva ca. 50 cm alt., flores do disco alvas, anteras alaranjadas.; Campo rupestre.","UEC129474","1978","09","10","Parque Nacional da Serra do Cipó. Serra da Bandeirinha.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129474","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Franco, IM","2013","04","26557","auto",NA,NA,NA,NA,NA
