"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber"
"101","2021-03-01 16:30:34-03","UNICAMP","UEC","181057","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Martins, MV; Thane, L","186","2010","09","08",NA,"Brazil","São Paulo","São Paulo","Avenida Rebouças, entre a Av. Paulista e a Av. Henrique Shaumann; cultivada","-46.6300010681152","-23.5400009155273",NA,"Árvore de 2,5m alt., botões florais vermelhos, cálice recoberto com tricomas ferrugíneos","UEC042287","UEC042287",NA,NA,"53584","auto","2010","09",NA,NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:13:33-03","UNICAMP","UEC","92262","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Sendulsky, T","841","1969","09","03",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"UEC060657","UEC060657",NA,NA,"53584","auto","2011","01",NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:13:33-03","UNICAMP","UEC","92266","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Hoehne, FC","Hoehne, FC","s.n.","1933","09","19",NA,"Brazil","São Paulo","São Paulo","Morro Vermelho","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:30:34-03","UNICAMP","UEC","92302","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MY","Hoehne, W","s.n.","1946","03","26",NA,"Brazil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"Árvore grande. Só folhas.","UEC060655","UEC060655",NA,NA,"53584","auto","2011","01",NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:30:34-03","UNICAMP","UEC","92296","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Hoehne, W","s.n.","1945","09","17",NA,"Brazil","São Paulo","São Paulo","Parque Estadual de S. Paulo.","-46.6300010681152","-23.5400009155273",NA,"Parte usada: cascas do tronco. &nf;Usos: hipnótico e sedativo de ação suave; combate a histéria e insônia; usado nas dores reumáticos,, asma, coqueluche.","UEC012460","UEC012460",NA,NA,"53584","auto","2011","11",NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:30:34-03","UNICAMP","UEC","100293","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Garcia, RJF; Izumisawa, CM; Koga, DJ","1239","1997","07","31",NA,"Brazil","São Paulo","São Paulo","Parque Ibirapuera, Jardim das Esculturas","-46.6300010681152","-23.5400009155273",NA,"Árvore, ca. de 8m alt. DAP = 25cm; trnco rugoso com estrias verticais claras; sem folhas, flores vermelho-alaranjadas.","UEC012459","UEC012459",NA,NA,"53584","auto","2011","11",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:30:34-03","UNICAMP","UEC","181054","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Martins, MV; Thane, L","184","2010","09","08",NA,"Brazil","São Paulo","São Paulo","Rua Matão dentro da USP São Paulo, ao lado do bolsão da Biologia; cultivada","-46.6300010681152","-23.5400009155273",NA,"Árvore de 5m alt., botões florais vermelhos, cálice recoberto com tricomas ferrugíneos","UEC042291","UEC042291",NA,NA,"53584","auto","2010","09",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-06 09:55:32-03","UFOP","OUPR","18952","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Badini, J.","s.n.","1971",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"Terreno cultivado. Árvore. Flores vermelhas",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-06 09:55:32-03","UFOP","OUPR","11112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Lima, H.C.","Schwacke, C.A.W.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,NA,NA,"14119","auto","2009","05","27",NA,NA,NA,NA,NA,NA
"110","2020-04-27 16:09:51-03","UFES","VIES","21615","S","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Couto, D.R.","Couto, D.R.; Fontana, A.P.; Manhães, V.C.; Kollmann, L.J.C. & Leite, V.R.","703","2008","07","24",NA,"Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,"VIES021615","VIES021615",NA,NA,"26101","auto","2008","07","24",NA,NA,NA,NA,NA,NA
"111","2021-04-05 11:06:06-03","UNESP-IBB","BOTUW","2312","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Fab.","Erythrina","verna","Erythrina verna","Vell.",NA,"Ceccantini, G.C.T.","336","1994","03","24",NA,"Brasil","Minas Gerais","Araxá","Árvores às margens da estrada que circunda a lagoa ao lado da igreja, Barreiro","-46.950833","-19.645278",NA,NA,"BOTUW002312",NA,NA,NA,NA,NA,NA,NA,NA,"46º 57'03'' W","19º 38' 43'' S",NA,NA,NA,NA
"112","2020-06-29 09:30:25-03","UFRRJ","RBR","30499","S","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","I.M. Silva","A.C. Lisboa","s.n.","2008","03","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Pedra Branca, FIOCRUZ - Campus da Taquara","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00030499",NA,NA,NA,"57442","auto","2008","07","02",NA,NA,NA,NA,NA,NA
"113","2020-06-29 09:30:40-03","UFRRJ","RBR","27996","S","Plantae",NA,NA,"Leguminosae","Erythrina","verna","Erythrina verna","Vell.","H.C. Lima","H.C. Lima","5843","2001","09","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Próx. a sede da administração, atrás do alojamento.","-43.388056","-22.585556",NA,NA,"RBR00027996","RBR00027996 RBR00027996_1","170","170",NA,NA,"2015","09","16","43º23'17''W","22º35'8''S",NA,NA,NA,NA
"114","2020-06-29 09:30:25-03","UFRRJ","RBR","43047","S","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"L.H. Soares",NA,"2015","09","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F02/53.","-43.393333","-22.881944",NA,NA,"RBR00043047",NA,NA,NA,NA,NA,NA,NA,NA,"43º23'36''W","22º52'55''S",NA,NA,NA,NA
"115","2020-06-29 09:30:25-03","UFRRJ","RBR","17632","S","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","V. Rudd","J.P. Lanna-Sobrinho","s.n.","1969","08","16",NA,"Brasil","Minas Gerais","Simonésia",NA,"-42.0013999938965","-20.1238994598389",NA,NA,"RBR00017632",NA,NA,NA,"37999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-06-29 09:30:40-03","UFRRJ","RBR","26374","S","Plantae",NA,NA,"Leguminosae","Erythrina","verna","Erythrina verna","Vell.","H.C. Lima","I.S. Santos","10","1994","10","20",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Estrada do Comércio, atrás da sede da Reserva.","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026374","RBR00026374",NA,NA,"25743","auto","2015","09","16",NA,NA,NA,NA,NA,NA
"117","2021-03-21 19:35:20-03","UFC","EAC","24613","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Pereira, B.A.S.","Pereira, B.A.S.; Alvarenga, D.","2820","1995","08","13","Southern America","Brasil","Goiás","Guarani de Goiás","Km 38 da estrada Posse/Guarani de Goiás","-46.4803009033203","-13.9357995986938",NA,"Árvore.; Floresta decídua","EAC0024613","EAC0024613",NA,NA,"35901","auto","1995","08",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:26:31-03","MBM","MBM","32406","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukoff, B.A.","Hatschbach, G.","34560",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Frutal","Rod. BR-153","-48.940601348877","-20.0247001647949",NA,NA,"MBM032406","MBM032406",NA,NA,"46367","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:26:31-03","MBM","MBM","50504","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Burkart, A.","Hatschbach, G.","2453",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM050504",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:26:31-03","MBM","MBM","292956","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Mecenas, V.V.","Mecenas, V.V.; et al.; et al.","206","1998","07",NA,"Southern America","Brazil","Distrito Federal",NA,"Fazenda Palestina, Brasília",NA,NA,NA,NA,"MBM292956","MBM292956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:26:31-03","MBM","MBM","405054","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Lima, H.C.","Lima, H.C.; Oliveira, A.S.; Lima, I.O.; Oliveira, A.S.; Lima, I.O.","7700","2013","07","27","Southern America","Brazil","Rio de Janeiro","Duas Barras","Monerat, Rodovia RJ-116, Km 116","-42.405278","-22.080556",NA,"Árvore com 18 m alt. Tronco com casca lisa, levemente sulcada, pardo-acinzentada, DAP ca. 60 cm. Copa caducifólia, mas com folhas nos ramos basais de rebroto. Inflorescência pêndula; flores com vexilo e alas de coloração vermelho-cor","MBM405054","MBM405054","643","643",NA,NA,"2013","07","27","-42.405278","-22.080556",NA,NA,NA,NA
"122","2020-12-21 16:26:31-03","MBM","MBM","57399","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Hatschbach, G.; Kummrow, R.","Pereira, C.","637",NA,NA,NA,"Southern America","Brazil","Distrito Federal",NA,"Brasília",NA,NA,NA,"=71920","MBM057399","MBM057399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:26:31-03","MBM","MBM","71920","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Hatschbach, G.; Kummrow, R.","Pereira, C.","637",NA,NA,NA,"Southern America","Brazil","Distrito Federal",NA,"Brasília",NA,NA,NA,"=57399","MBM071920","MBM071920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:26:31-03","MBM","MBM","299363","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukf, B.A.","Koscinsky, M.","104",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,"MBM299363",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:26:31-03","MBM","MBM","299364","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukf, B.A.","Wanhschaffe","s.n.","1932","09",NA,"Southern America","Brazil","São Paulo","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM299364","MBM299364",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-09-04 02:09:26-03","MNHN","RECOLNAT_MNHN_P","P00312271","PreservedSpecimen",NA,NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Ferreira",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00312271' target='other'> <mi>dwc_moreinfo</mi></a>","P00312271","P00312271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-11 11:36:01-03","UFMG","BHCB","130162","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Felix, DF","245","2007","08","23","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coletada próxima ao presépio do pipirpau. Área 7.","-43.915972","-19.891611",NA,"Arbórea de 18 metros de altura. Corola de vexilo vermelho. Eritrina.",NA,NA,"810","810",NA,NA,NA,NA,NA,"-43.915972","-19.891611",NA,NA,NA,NA
"128","2020-12-11 11:36:01-03","UFMG","BHCB","24755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-11 11:36:01-03","UFMG","BHCB","11001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Andrade, PM de; Lopes, MA","s.n.","1984","10","19","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-11 11:36:01-03","UFMG","BHCB","6321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Lopes, MA; et al.","515",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica;arbóreo-15m;flores vermelhas;",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-11 11:36:01-03","UFMG","BHCB","7634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Andrade, PM de; et al.","680","1985","09","04","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica;arbóreo;flores vermelhas;",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-11 11:36:01-03","UFMG","BHCB","12125","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Andrade, PM de; Lopes, MA","s.n.","1984","10","19","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-11 17:19:00-03","UFPR","UPCB","76683","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, M. V.","Kollmann, L.","11099","2008","07","16",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para o mirante. Inselbergue. Elev.: 1123-1400m","-41.084","-20.516",NA,"Árvore 6m no sol. Flores vermelhas..",NA,NA,NA,NA,NA,NA,"2011","05","16","-41.084","-20.516",NA,NA,NA,NA
"134","2021-02-11 17:19:22-03","UFPR","UPCB","94731","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Erythrina","verna","Erythrina verna","Vell.",NA,"Forzza, R.C. | Amorim, A.M. | Paixão, J.L. | Gomes, L.C.J.","5204","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de proteção ambiental da pedra do Elefante","-40.443889","-18.776944",NA,"Floresta Estacional Semidecidual. Árvore ca. 28 m alt., sem folhas. Flores com pedicelo vermelho; cálice verde avermelhado; pétalas vermelhas; filetes verdes e anteras amarelas","UPCB0043179","UPCB0043179","168","168",NA,NA,NA,NA,NA,"-40.443889","-18.776944",NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","1323253","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","fide Killeen","Timothy J. Killeen","Killeen 2136","1986","8","23","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Pueblo of Concepción; Estancia El Recreo, north fence adjacent to San Jasocito. Habital: curatella savanna an forest/savanna transition zone. not heavicy grazed for last 10 year.","-62.13333","-16.08333",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2011-08-29 15:04:00-03","MO","MOBOT","1719003","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","B.Krukoff, 93","José Steinbach","Steinbach G. 6700","1928","11","22","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"137","2009-10-24 06:14:00-02","MO","MOBOT","3188655","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Ezechias P. Heringer|George Eiten","Heringer 15166","1975","9","23","South America","Brazil","Minas Gerais",NA,"Município de Bom jesus do Galho: on east bank of the rio Doce, ca.25km east of Marlieria, in small village at Ponte Queimada Just across river from east boundary of Parque Estadual do Rio Doce. Evergreen broadleaf forest region, now, except for the park, all planted to Eucalyptus.","-42.46666","-19.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2013-02-12 12:50:00-02","MO","MOBOT","3188847","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Anajúlia E. Heringer Salles","Heringer Salles 69","1979","7","1","South America","Brazil",NA,NA,"Coleta feita na mata ciliar do corrego Papuda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2014-12-28 15:38:00-02","MO","MOBOT","3190199","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Neill","B.A.S. Pereira|V.V. Mecenas","Pereira 2137","1992","7","23","South America","Brazil","Distrito Federal",NA,"APA de Cafuringa, Fazenda da Palestina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2014-11-10 19:38:00-02","MO","MOBOT","3190311","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Neill","B.A.S. Pereira|D. Alvarenga","Pereira 2153","1992","8","10","South America","Brazil","Distrito Federal",NA,"Campus da universidade de Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2013-02-12 12:41:00-02","MO","MOBOT","3190949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukoff","Ezechias P. Heringer","Heringer 14751","1975","7","2","South America","Brazil","Distrito Federal",NA,"Cultivada em Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2008-05-27 22:02:00-03","MO","MOBOT","3191697","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukoff","* PATO","PATO 2867","1950","8","23","South America","Brazil","Minas Gerais",NA,"Catiara, Estacao.",NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2013-02-18 09:47:00-03","MO","MOBOT","3191838","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Neill","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 7293","1981","7","30","South America","Brazil","Distrito Federal",NA,"Bacia do Rio Sao Bartolomeu, adjacencias do córrego Lage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2013-02-18 09:57:00-03","MO","MOBOT","3191932","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Neill","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 7250","1981","7","29","South America","Brazil","Distrito Federal",NA,"Goiás, Rio Vermelho, 11km abaixo da cidade de Luziania.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","3195036","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Neill","M. Silva","Silva 3054","1996","8","8","South America","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE.","-47.88527","-15.94472",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","3192095","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Killip","Boris A. Krukoff","Krukoff 5334","1933","8","8","South America","Brazil","Acre",NA,"Near mouth of Rio Macauhan (tributary of rio Yaco) on terra firma.","-69","-9.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2015-08-01 05:59:00-03","MO","MOBOT","3190887","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukoff","F.R. Fosberg","Fosberg 44944","1964","1","31","South America","Ecuador","Galapagos",NA,"East side. Dominant in Erythrina grove.","-90.5",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-03-28 16:32:00-03","MO","MOBOT","3191539","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Pereira","B.A.S. Pereira|D. Alvarenga","Pereira 2820","1995","8","13","South America","Brazil","Distrito Federal",NA,"Goiás. Mun. de Guarani de Goiás","-46.5833333","-13.9166667",NA,NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"149","2020-08-31 09:16:02-03","INPA","INPA","109713","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Erythrina","verna","Erythrina verna","Vell.","Krukoff, BA","Lowrie, SR","573","1980","10","18","Southern America","Brasil","Acre","Rio Branco","Quixadá, Km 11 on Rio Branco-Quixada road.","-67.710339","-9.922417",NA,NA,"INPA0109713","INPA0109713 INPA0109713_e INPA0109713_e1",NA,NA,NA,NA,"1982",NA,NA,"-67.710339","-9.922417",NA,NA,NA,NA
"150","2020-08-31 09:16:02-03","INPA","INPA","215055","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Erythrina","verna","Erythrina verna","Vell.","Mecenas, VV","Mecenas, VV","206","1998","07","30","Southern America","Brasil","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina. Mata.","-48.1725","-15.523056",NA,NA,"INPA0215055","INPA0215055 INPA0215055_e","770","770",NA,NA,"2001",NA,NA,"-48.1725","-15.523056",NA,NA,NA,NA
"151","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","14965",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Erythrina","verna","Erythrina verna","Vell.","Robson D. Ribeiro/25-08-2009","L. Kollmann; et al","4266","2001","08","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada p/ o 25 de Julho","-40.615","-19.861111",NA,"Árvore 10m. DAP 55cm. Fuste 1,5m. Flores vermelhas.","MBML014965","MBML014965",NA,NA,NA,NA,NA,NA,NA,"40W36'54","19S51'40",NA,NA,NA,NA
"152","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","22778",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Erythrina","verna","Erythrina verna","Vell.","Robson D. Ribeiro/25-08-2009","R. Fardin; et al",NA,"2003","08","01",NA,"Brasil","Espírito Santo","Santa Teresa","Vale do Córrego São José","-40.576944","-19.963056",NA,"Árvore, 6m x 30cm. Flores vermelhas, frutos jovens. No pasto, a beira da estrada.","MBML022778","MBML022778",NA,NA,NA,NA,NA,NA,NA,"40W34'37","19S57'47",NA,NA,NA,NA
"153","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","25015",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Erythrina","verna","Erythrina verna","Vell.","Robson D. Ribeiro/25-08-2009","L. Kollmann; et al","8058","2005","07","14",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,"Árvore 10m, no sol. Flores vermelhas.","MBML025015","MBML025015",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"154","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","27493",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Erythrina","verna","Erythrina verna","Vell.","V. Demuner & L.F.S. Magnago, 18-out-06","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2993","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778",NA,"Árvore 12m, fuste 5m, Dap 40cm, frutos maduros. Área aberta.","MBML027493","MBML027493","170","170",NA,NA,"2006","10","18","40W39'56","18S58'40",NA,NA,NA,NA
"155","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","27953",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Erythrina","verna","Erythrina verna","Vell.","L.F.S. Magnago & V. Demuner, 5/9/2006","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1298","2006","09","05",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278",NA,"Árvore 12m de alt. DAP 30cm. Fuste 6m. Flores vermelhas. Borda da mata..","MBML027953","MBML027953_1 MBML027953_2","300","300",NA,NA,"2006","09","05","40W49'33","18S53'25",NA,NA,NA,NA
