"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","locality","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2016-09-27 07:29:00-03","NY","NYBG","402500","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum",NA,"A. G. M. W. A. Robyns",NA,NA,NA,"O. E. White","1921","07",NA,"Bolivia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402500","1371.6","1371.6",NA,"283","Canamina",NA,"Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","227698","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","1996","11","24","Brazil","Bahia","Una","-39.07","-15.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227698",NA,NA,"NY00227698_01","11397","Reserva Biologica de Una. Picada do Marimbondo.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","402493","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"A. M. V. de Carvalho","1981","12","01","Brazil","Bahia","Una","-39.0753","-15.2933",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402493",NA,NA,"NY00402493_01","871","Estrada Ilhéus/Una, km 27 do S de Olivença.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","402572","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","A. G. M. W. A. Robyns",NA,NA,NA,"R. Reitz","1953","11","28","Brazil","Santa Catarina","Brusque","-48.9172","-27.0983",NA,NA,"Separate Fruit <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402572","100","100","NY00402572_01","5824","Sta. Luzia, Brusque","Magnoliophyta","Malvales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00996776","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"K. B. Strier","1983","01","07","Brazil","Minas Gerais","Caratinga","-41.83","-19.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996776",NA,NA,"NY00996776_01","511","Estação Biologica de Caratinga. Atlantic forest.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","227697","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","1996","11","24","Brazil","Bahia","Una","-39.07","-15.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227697",NA,NA,"NY00227697_01","11397","Reserva Biologica de Una. Picada do Marimbondo.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402497","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","A. G. M. W. A. Robyns",NA,NA,NA,"A. F. M. Glaziou","1891",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402497",NA,NA,NA,"18143",NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402489","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"R. M. Klein","1955","05","12","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402489","10","10",NA,"1367","Cunhas, Itajaí","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402486","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","1992","11","15","Brazil","Bahia","Itacaré","-39.07","-14.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402486",NA,NA,"NY00402486_01","9472","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01552714","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. G. de Carvalho-Sobrinho",NA,NA,NA,"D. A. Folli","1978","08","17","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552714",NA,NA,"NY01552714_01","29","Reserva Florestal da CVRD. FLAMENGO, ant. X-1, Km 6.100, lado direito.","Magnoliophyta","Malvales","South America","sheet",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02704116","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Carlos D. M. Ferreira","2015","01","09","Brazil","Rio de Janeiro","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990751' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704116",NA,NA,"NY02704116_01","25","ARIE Formigueiro do Litoral, borda da ARIE, rua 85. ARIE Formigueiro do Litoral","Magnoliophyta","Malvales","South America","sheet",NA,NA,"17036","auto",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02704092","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Carlos D. M. Ferreira","2015","05","23","Brazil","Rio de Janeiro","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990727' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704092",NA,NA,"NY02704092_01","45","Jaconé, borda leste da ARIE- Formigueiro do Litoral. (IND.04).","Magnoliophyta","Malvales","South America","sheet",NA,NA,"17036","auto",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","402488","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"R. Reitz","1957","07","26","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"Foto em preto e côr <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402488","50","50",NA,"4032","Três Barras, Garuva, S. Francisco do Sul","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","402490","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"T. S. dos Santos","1971","09","18","Brazil","Bahia","Santa Cruz Cabrália","-39.1815805","-16.3721094",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402490",NA,NA,"NY00402490_01","1962","Reserva Biológica do pau-brasil.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00996774","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum majus","A.Robyns","A. G. M. W. A. Robyns",NA,NA,NA,"Y. E. J. Mexia","1930","10","16","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996774","675","675","NY00996774_01 NY00996774_02","5181","Upper Chacha road, just outside Agricultural College.","Magnoliophyta","Malvales","South America","sheet","majus",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","402494","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"A. M. V. de Carvalho","1982","01","08","Brazil","Bahia","Valença","-39.0731","-13.3706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402494",NA,NA,"NY00402494_01","1124","Estrada Valença/Guaibim, km 10 ap.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","778776","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","L. Rossi",NA,NA,NA,"W. Hoehne","1948","08","25","Brazil","São Paulo",NA,"-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778776",NA,NA,NA,"s.n.","Capital, Parque do Estado.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02704084","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Carlos D. M. Ferreira","2015","06","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990719' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704084",NA,NA,"NY02704084_01","48","Arquipélago das Cagarras, Ilhas de Palmas, vertente da ilha voltada para ilha Comprida. Mona Cagarras","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","402492","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki",NA,NA,NA,"D. M. Vital","1977","06","11","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"no collection number on label <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402492",NA,NA,NA,NA,"Parque Estadual das Fontes do Ipiranga.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","402499","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","A. G. M. W. A. Robyns",NA,NA,NA,"J. N. Rose","1915","07","20","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402499",NA,NA,NA,"20325","Nictheroy, Rio de Janeiro, Brazil","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","402491","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. G. de Carvalho-Sobrinho",NA,NA,NA,"T. S. dos Santos","1970","07","17","Brazil","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402491",NA,NA,"NY00402491_01","960","Linhares, Vale do Rio Doce","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01552715","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. G. de Carvalho-Sobrinho",NA,NA,NA,"D. A. Folli","1988","10","26","Brazil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552715",NA,NA,"NY01552715_01","809","Reserva Florestal de Porto Seguro - CVRD/BA. Est. Municipal, km 6.100, lado esquerdo","Magnoliophyta","Malvales","South America","sheet",NA,NA,"68835","auto",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02704115","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Carlos D. M. Ferreira","2015","01","09","Brazil","Rio de Janeiro","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990750' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704115",NA,NA,"NY02704115_01","25","ARIE Formigueiro do Litoral, borda da ARIE, rua 85. ARIE Formigueiro do Litoral","Magnoliophyta","Malvales","South America","sheet",NA,NA,"17036","auto",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02704086","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Carlos D. M. Ferreira","2015","05","07","Brazil","Rio de Janeiro","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990721' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704086",NA,NA,"NY02704086_01","47","Jaconé, borda leste da ARIE - Formigueiro do Litoral.","Magnoliophyta","Malvales","South America","sheet",NA,NA,"17036","auto",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00996775","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","A. G. M. W. A. Robyns",NA,NA,NA,"L. B. Smith","1952","04","04","Brazil","Distrito Federal","Brasília","-43.3469","-23.0036",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996775",NA,NA,"NY00996775_01","6354","Praia de Sernambetiba (Recreio dos Bandeirantes), near sea level.","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","402496","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. G. de Carvalho-Sobrinho",NA,NA,NA,"Grupo Pedra do Cavalo","1980","12",NA,"Brazil","Bahia","Cachoeira","-39.08","-12.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402496","40","120","NY00402496_01","998","Mata a NE da B. Bananeiras. Cachoeira/Bahia. Vale dos Rios. Paraguaçu e Jacuipe","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-03-20 11:47:17-03","MCN-PUC-MINAS","HPUC-MG","ANG2209","S","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum",NA,"Lemes, E.O.A. Rosa, J.D.",NA,NA,NA,"Rosa, J. D.","2014","08","25","Brasil","Minas Gerais","Belo Horizonte","-43.906944","-1.953056","43° 54' 25'' W","01° 57' 11''S","Flores com longos estames de coloração branca.",NA,"1107","1107",NA,"32","Parque das Mangabeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:07-03","UNESP-IBB","BOTU","21760","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns",NA,NA,NA,NA,"Salvador, J.L.G.","1998","06","20","Brasil","Mato Grosso do Sul","Brasilândia",NA,NA,"9999","9999",NA,"BOTU021760",NA,NA,NA,"101","Rio Taquarussú, est da Balsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:09:20-03","UNESP-IBB","BOTU","27691","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","Magalhães, J.H.R.","2010","04","20","Magalhães, J.H.R.","2010","04","20","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","Árvore 19m, caule com fissuras longitudinais, pétalas marrons aveludadas, muitos estames, filetes muito compridos, fuste muito longo","BOTU027691",NA,NA,NA,"50","Distrito de Rubião Júnior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:20:12-03","UFRJ","RFA","24658","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","C.M. Vieira","2000","10","07","F.B. Pereira","2000","08","21","Brasil","Rio de Janeiro","Guapimirim","-42.907778","-22.584444","42º54'28''W","22º35'4''S","Árvore 33 m de altura, 38 cm de DAP; flores brancas; frutos verdes, rara no local","RFA37081","48","48",NA,"20/29","1º distrito Fazendas Consorciadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:17-03","UFRJ","RFA","39770","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","R. Finotti",NA,NA,NA,"Finotti R.; Caruzo J.","2007","09","14","Brasil","Rio de Janeiro","Guapimirim","-42.8375","-22.541667","42º50'15''W","22º32'30''S","Árvore de 17 metros de altura e PAP de 93cm.","RFA24756","50","50",NA,"372","Interior de fragmento florestal de propriedade do Sr. Eli, Areal Santa Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:12-03","UFRJ","RFA","32520","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Sebastião José Silva Neto","2001",NA,NA,"Vânia Alves Garcia","1998","05","00","Brasil","Minas Gerais","Santana do Deserto","-43.1664009094238","-21.9500007629395",NA,NA,"Habitat: Mata","RFA21236",NA,NA,NA,"s.n.","Mata Bela Fama",NA,NA,NA,NA,NA,NA,"12740","auto",NA,NA,NA,NA,NA
