"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","relatedCatalogItem"
"11","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1128","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","E.R. Pansarin",NA,NA,NA,"E.R.Pansarin",NA,NA,NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.066667","-26.9","49°04'W","26°54'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:00:45-03","UNICAMP","UEC","86652","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Leitão Filho, HF; et al.; Rezende, RR","1995","02","14","Brazil","São Paulo","Jacupiranga","Parque Estadual de Jacupiranga, Núcleo Cedro. Mata Atlântica de encosta.","-48.414889","-24.962361","-48.414889","-24.962361","Epífita, flores em botão e fruto branco-esverdeado.","UEC002609","UEC002609","33478",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:20:10-03","UNICAMP","UEC","206524","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Nunes, CEP","2018","06",NA,"Nunes, CEP","2012","12","20","Brazil","São Paulo","São Luiz do Paraitinga","Trilha do Pau de Bala, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC097330","UEC097330","2012/16","80","1200","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:45-03","UNICAMP","UEC","140034","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,"Na parcela permanente sobre árvore número 21664.","UEC002612","UEC002612","349",NA,NA,"Liliopsida",NA,NA,NA,"37574","auto",NA,NA,NA
"15","2019-08-20 10:00:45-03","UNICAMP","UEC","140252","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Breier, TB",NA,NA,NA,"Breier, TB","2003","06","09","Brazil","São Paulo","Piedade","Procedente do Orquidário Biger - ESALQ - Piracicaba - SP, ESALQ 32981.","-47.4199981689453","-23.7099990844727",NA,NA,NA,"UEC002611","UEC002611","1367",NA,NA,"Liliopsida",NA,NA,NA,"30307","auto",NA,NA,NA
"16","2020-10-14 10:04:04-03","FURB","FURB","13369","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Mancinelli, WS","2010","01","25","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","Florística IFFSC 468(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB35216","FURB35216","2433","874","874",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-14 10:04:04-03","FURB","FURB","14988","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Cadorin, TJ","2009","10","13","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;","FURB35211","FURB35211","234","569","569",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:04:04-03","FURB","FURB","16945","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Cadorin, TJ","2009","11","23","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","Epífita IFFSC e578a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB35206","FURB35206","714","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:04:04-03","FURB","FURB","20025","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Schmitt, J","2010","03","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB35208","FURB35208","1260","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:04:04-03","FURB","FURB","21294","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","Epífita IFFSC e173a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB35213","FURB35213","994","526","526",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:04:04-03","FURB","FURB","22297","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Verdi, M","2010","03","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","Florística IFFSC 118 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor branca","FURB35215","FURB35215","3954","309","309",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:04:04-03","FURB","FURB","23205","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Stival-Santos, A","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","Florística IFFSC 467 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor verde","FURB35217","FURB35217","2227","639","639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:04:04-03","FURB","FURB","23354","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Cadorin, TJ","2010","04","07","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","Epífita IFFSC e8000b (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita de arbórea; flor botão floral branco","FURB35214","FURB35214","1929","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:04:04-03","FURB","FURB","23396","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Schmitt, J","2010","04","22","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea;","FURB35209","FURB35209","1872","569","569",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:04:04-03","FURB","FURB","26433","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Korte, A","2010","05","21","Korte, A.; Kniess, A.","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","Florística IFFSC 577 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor botão floral","FURB35212","FURB35212","3421","601","601",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:04:04-03","FURB","FURB","29027","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Schmitt, JL","2010","06","01","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","Epífita IFFSC e173b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB35210","FURB35210","2521","558","558",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:04:04-03","FURB","FURB","32080","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Korte, A","2010","11","09","Korte, A.; Kniess, A.","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","Florística IFFSC 255 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor botão floral","FURB02769","FURB02769","4636","558","558",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:04-03","FURB","FURB","44057","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Caetano, JO","2014","05",NA,"Caetano, J.O.; Schlemper, C.R.","2014","05","18","Brasil","Santa Catarina","Benedito Novo","próxima à CEESAN LIberdade.","-49.43","-26.7866666","-49.4300000","-26.7866666",NA,"FURB35207","FURB35207","68","396","396",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:04:04-03","FURB","FURB","62766","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Kassner-Filho, A.","2019","01","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.5427777","-48.9600000","-27.5427777","Coletada 28/7/18 floração 28/1/19 - Flor verde claro Habitat: Interior de unidade amostral Habito: Epífita","FURB62766","FURB62766","4522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:04:04-03","FURB","FURB","63703","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Lautert, M.","2019","04","04","Abreu; G.A.; Moreira, L.; Braga, J.; Lautert, M.","2019","03","08","Brasil","Santa Catarina","São Francisco do Sul","Final da rua Sobrio, Bairro Iberoba. Canteiro de obras ETE Ubatuba.","-48.5241667","-26.2361111","-48.5241667","-26.2361111","Epífita pendente Bracteas florais verdes, membranaceas, Flores verde clara a crème Habitat: Restinga arborea inicial Habito: Epífita","FURB63703","FURB63703","44","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:04-03","FURB","FURB","7489","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Ceolin, LM","2008","03","07","Ceolin, L.M.","2008","03","07","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667","Mono. Habitat: Floresta Ombrófila Densa; Habito: epífita; flor verde","FURB35219","FURB35219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:38:28-03","MBM","MBM","395715","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Engels, M.E.","2013","10","20","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","2013","10","20","Brazil","Paraná","Guaratuba","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Parati","-48.5746994018555","-25.8827991485596",NA,NA,"Epífita pendente. Folhas e frutos verde claros.; Floresta Ombrófila Densa.","MBM395715","MBM395715","1852",NA,NA,NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA
"33","2020-12-21 16:38:28-03","MBM","MBM","48981","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1964","01","24","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,"Epífita.","MBM048981","MBM048981","11068",NA,NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA
"34","2020-12-21 16:38:28-03","MBM","MBM","10704","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","04","14","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita.","MBM010704","MBM010704","21333",NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA
"35","2020-12-21 16:38:28-03","MBM","MBM","508","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1966","02","01","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita.","MBM000508","MBM000508","13653",NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA
"36","2020-12-21 16:38:28-03","MBM","MBM","48979","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Hatschbach, G.","1966","03","31","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita.","MBM048979","MBM048979","14979",NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA
"37","2020-12-11 11:44:31-03","UFMG","BHCB","98656","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,"2006","08",NA,"Salino, A; et al.","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","P.E. de Sete Salões, trilha para a Gruta de Sete S","-41.3800010681152","-19.3596992492676",NA,NA,"erva rupícola e pendente no interior de mata; Área com Floresta Estacional Semidecidual e Campo Rupestre","BHCB001372","BHCB001372","10972","770","770","Monocotyledon",NA,"Southern America",NA,"22522","auto",NA,NA,NA
"38","2021-02-11 17:20:56-03","UFPR","UPCB","72415","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Mancinelli, W.S.","2010","01","29","Mancinelli, W.S.","2010","01","29","Brasil","Santa Catarina","Balneário de Camboriú","Morro do Gavião",NA,NA,NA,NA,"Epífita, pendula, flor branca..",NA,NA,"1135b","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:20:56-03","UFPR","UPCB","77832","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Caglioni, E.","2012","04","15","Caglioni, E | Lazzaris, J.","2012","04","15","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí. Floresta Ombrófila Densa. Alt.: 320m.","-49.078244","-27.059083","-49.078244","-27.059083","Epífito em floresta secundária, com flores de coloração creme..",NA,NA,"262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:20:56-03","UFPR","UPCB","89650","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Caglioni, E.","2014","06","21","Caglioni, E. | Junckes, A.R.","2014","06","21","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.933889","-26.803333","-48.933889","-26.803333","Floresta Ombrófila Densa. Epífito em subosque de floresta; Frutos imaturos de coloração verde..","UPCB0029532","UPCB0029532","400","540","540",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22541","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","E.C. Smidt",NA,NA,NA,"Eric de Camargo Smidt",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,"Fenologia não observada;",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","América do Sul",NA,"34265","auto","Liliopsida",NA,NA
"42","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","14076",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","L. Kollmann/01-11-2001",NA,NA,NA,"V. Demuner; et al","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333","40W35'38","19S58'24","Epífita sobre árvore caída, botões florais e flores brancas, labelo com pintas rosadas. Terreno íngrime sombreado. Herb/Cult.","MBML014076","MBML014076","1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","14115",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","L. Kollmann/07-12-2000",NA,NA,NA,"L. Kollmann; et al","2000","12","07","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Epífita na sombra. Flores brancas.","MBML014115","MBML014115","3449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","16594",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","A. P. Fontana/07-12-2001",NA,NA,NA,"A. P. Fontana","2001","12","07","Brasil","Espírito Santo","Santa Teresa","Torre receptora de TV","-40.603611","-19.948611","40W36'13","19S56'55","Epífita, pendulosa; flores com labelo, sépalas e pétalas brancas com pintas lilás. Coluna e ovário verde.","MBML016594","MBML016594","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18643",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"R.R. Vervloet; et al","2002","12","04","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita a 2m do solo, flores totalmente brancas, baixada, dossel 20m, altitude 780m.","MBML018643","MBML018643","1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18918",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Fraga/15-07-2003",NA,NA,NA,"R.R. Vervloet; et al","2002","12","19","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita a 4m do solo, flores brancas com pintas rosa, topo de morro, dossel 20m, altitude 900m.","MBML018918","MBML018918","1597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18948",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Fraga/15-07-2003",NA,NA,NA,"R.R. Vervloet; et al","2002","12","03","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita, a 5m do solo, baixada, dossel 18m, beira de coórrego.","MBML018948","MBML018948","1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20395",NA,"Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Fraga/15-07-2003",NA,NA,NA,"R.R. Vervloet; et al","2003","04","10","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita, a 2m do solo, frutos imaturos de cor verde, meia encosta, dossel 7m.","MBML020395","MBML020395","2219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:31:06-03","UNESP-RC","HRCB","70749","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Marcusso, G.M.",NA,NA,NA,"Taxonomia de campo 2017/grupo verde",NA,NA,NA,"Brasil",NA,NA,"Parque Estadual da Serra do Mar, Núcleo Cunha",NA,"-23.233333","45º01O","23°14'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-28 11:37:23-03","IMA","MAC","17810","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","E.C.C.Chagas","2007","08","20","R.P.Lyra-Lemos","1997","09","02","Brasil","Alagoas","Flexeiras","Serra da Sela da Saudinha, Área remanescente de mata atlântica rodeada de cana de açúcar","-35.724414","-9.275003","-35.724414","-9.275003","Epífita no interior de mata (estéril); Mata Atlântica","MAC0017810",NA,"3784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
