"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","class","individualCount","sex"
"52","2019-10-07 09:12:01-03","UEFS","HUEFS","64742","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","Ribas, O.S.","3334","2001","03","03",NA,"Brasil","Santa Catarina","Serra do Quiriri.","-49.2655982971191","-26.1924991607666","1500",NA,"Campo de altitude; msolo turfoso.","HUEFS0064742","HUEFS0064742",NA,NA,"Campo Alegre","37493","auto",NA,NA,NA,NA,NA,"1500",NA,"Asteranae",NA,NA
"53","2019-09-04 18:46:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia",NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"54","2019-09-05 15:29:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia",NA,"E. Hassler","9979","1907",NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"55","2019-01-22 18:41:08-02","F","FMNH-SEEDPLANTS","V0051559F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia",NA,"E. Hassler","9979","1907",NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0051559F","V0051559F_01","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"56","2019-05-06 11:54:06-03","UFU","HUFU","71153","S","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Souza, V.C.; Miyagi, P.H.; Souza, J.P. & Scalon, V.R.","8648","1995","05","28",NA,"Brasil","São Paulo","Estrada Itararé-Itapeva, Itapeva, próximo à ponte do Rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,"Erva, até 60 cm alt. flores alvas.; Cerrado, com banhado adjacente.","HUFU00072421","HUFU00072421",NA,"Nakajima, J.N.","Itararé","27729","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-05-06 11:54:06-03","UFU","HUFU","25650","S","Plantae",NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","Ribas, O.S.; Poliquesi, C.B.; Barbosa, E. & Costa, E.F.","3334","2001","03","03",NA,"Brasil","Santa Catarina","Serra Quiriri","-49.2655982971191","-26.1924991607666","1500",NA,"Subarbusto, ca. 0,5 m. Capítulo lilás.; Campo de altitude, solo turfoso.","HUFU00055524","HUFU00055524",NA,"Robinson, H.","Campo Alegre","37493","auto","2001",NA,NA,NA,NA,"1500",NA,NA,NA,NA
"58","2020-08-20 14:55:20-03","UFSC","FLOR","50404","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","266","2013","01","19",NA,"Brasil","Paraná","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.608611","-26.533611","1305",NA,"Campo natural seco e pedregoso - relevo inclinado. Erva com flores roxas.","FLOR0050404",NA,NA,"Campestrini, S.","Palmas",NA,NA,"2013","06","05","51º36'31''W","26º32'1''S","1305",NA,NA,NA,NA
"59","2020-08-20 14:55:20-03","UFSC","FLOR","50523","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","385","2013","01","22",NA,"Brasil","Paraná","Interior de Palmas.","-51.981111","-26.385278","1035",NA,"Campo natural seco e pedregoso. Erva com inflorescências creme.","FLOR0050523",NA,NA,"Campestrini, S.","Palmas",NA,NA,"2013","06","05","51º58'52''W","26º23'7''S","1035",NA,NA,NA,NA
"60","2020-08-20 14:55:20-03","UFSC","FLOR","50587","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","457","2013","04","19",NA,"Brasil","Santa Catarina","Interior de Água Doce Próx. Eólicas. Unidade de amostragem UAP6UAL2.","-51.637222","-26.663056","1232",NA,"Campo natural seco e pedregoso. Erva com inflorescências lilases.","FLOR0050587",NA,NA,"Campestrini, S.","Água Doce",NA,NA,"2013","06","05","51º38'14''W","26º39'47''S","1232",NA,NA,NA,NA
"61","2020-08-20 14:55:20-03","UFSC","FLOR","50644","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","515","2013","01","21",NA,"Brasil","Paraná","Interior do município, local acessado sem comunicação com responsável pela propriedade.","-51.899722","-26.394167","1053",NA,"Campo natural seco e pedregoso. Erva com flores lilases.","FLOR0050644",NA,NA,"Campestrini, S.","Coronel Domingos Soares",NA,NA,"2013","03","14","51º53'59''W","26º23'39''S","1053",NA,NA,NA,NA
"62","2020-08-20 14:55:20-03","UFSC","FLOR","50657","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","528","2013","04","19",NA,"Brasil","Santa Catarina","Interior de Água Doce próx. Eólicas.","-51.637222","-26.663056","1232",NA,"Campo natural seco e pedregoso. Erva com flores vináceasÁrea recém queimada.","FLOR0050657",NA,NA,"Campestrini, S.","Água Doce",NA,NA,"2013","04","27","51º38'14''W","26º39'47''S","1232",NA,NA,NA,NA
"63","2020-08-20 20:38:17-03","UFSC","FLOR","58304","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Santos, E.D.; Trevisan, R. & Campestrini, S.","217","2013","03","04",NA,"Brasil","Santa Catarina","UAP8/UAL2.","-50.640556","-28.016389","982",NA,"Capítulos róseos","FLOR0058304",NA,NA,"Santos, E.D.","Capão Alto",NA,NA,"2013",NA,NA,"50º38'26''W","28º0'59''S","982",NA,NA,NA,NA
"64","2020-08-20 20:38:17-03","UFSC","FLOR","24130","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Silva, J.M.; Poliquesi, C.B.","1122","1992","05","13",NA,"Brasil","Paraná","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,"flor capítulos rosados","FLOR0024130",NA,NA,"Robinson, H.","Palmeira","35166","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-08-20 20:38:17-03","UFSC","FLOR","58125","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Santos, E.D.; Trevisan, R. & Campestrini, S.","37","2013","03","02",NA,"Brasil","Santa Catarina","UAP20/UAL2.","-50.326099395752","-27.8160991668701",NA,NA,"flor rósea","FLOR0058125",NA,NA,"Santos, E.D.","Lages","70701","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-04 15:42:40-03","IF","SPSF","28392","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia",NA,"O.S.Ribas","3334","2001","03","03","América do Sul","Brasil","SC","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo de altitude&nf;;",NA,NA,NA,NA,"Campo Alegre","37493","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"67","2021-02-08 12:38:35-03","UFRGS","ICN","186162","S","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Silva, JM; Souza, VC; Moraweta, J; Randle, C","8506","2014","03","27","América do Sul","Brasil","PR","Serra de São Luiz do Purumã.","-49.6356010437012","-25.5839004516602","1190",NA,"Herbácea; capítulos rosados.; Lajeado de pedra.",NA,NA,NA,"Larocca. P.","Balsa Nova","27346","auto","2014","05","14",NA,NA,"1190",NA,NA,NA,NA
"68","2021-02-08 12:38:35-03","UFRGS","ICN","180367","S","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Menezes, LS; Lucas, DB; Bonilha, CL; Overbeck, GE","s.n.","2014","02","11","América do Sul","Brasil","RS","Fazenda do Sr. Pedro Luz","-50.9338989257812","-28.5121994018555","89",NA,"erva; campo",NA,NA,NA,"Menezes, LS; Lucas, DB","Vacaria","63451","auto","2014","12","05",NA,NA,"89",NA,NA,NA,NA
"69","2021-02-08 12:38:35-03","UFRGS","ICN","197633","S","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","Vogel Ely, C; Lucas, DB; Coelho, G","CVE512","2018","02","15","América do Sul","Brasil","SC","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,"Vogel Ely, C","Campo Alegre","37493","auto","2018","02","15",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:01:23-03","IBt","SP","287765","S","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Miyagi, PH; et al.","283","1995","02","11",NA,"Brasil","São Paulo",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,"Nakajima, JN","Itapeva","42926","auto","1999","01",NA,NA,NA,NA,NA,NA,NA,NA
"71","2010-08-16 16:38:00-03","GH","HU-HERB","GH 00012875","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassler","T. Rojas","9979","1907","1",NA,"South America","Paraguay",NA,"Sierra de Amambay",NA,NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9979",NA,NA,"undetermined"
"72","2010-08-16 16:38:00-03","GH","HU-HERB","GH 00012876","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassler","T. Rojas","9979","1907","1",NA,"South America","Paraguay",NA,"Sierra de Amambay, pr. Estrella",NA,NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9979",NA,NA,"undetermined"
