"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount","class","order","typeStatus","sex"
"11","2020-09-12 05:00:02-03","US","US","3491936","PreservedSpecimen","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L. Rob.) R.M. King & H. Rob.","R. Romero, J. N. Nakajima, E. Zanini & D. Simao","3139","South America - Neotropics","Brazil","US01667781","US01667781_01","1995","11","20","Minas Gerais",NA,"Procedencia: Chapadao do Diamante, Sao Roque de Minas, Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae","Asterales",NA,NA
"12","2018-05-14 17:00:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Chromolaena","costatipes","Chromolaena costatipes",NA,"R. Romero","3052","South America","Brazil",NA,NA,"1995","11","18","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"3052",NA,NA,"Dicotyledoneae",NA,NA,NA
"13","2019-09-04 19:33:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Eupatorium","costatipes","Eupatorium costatipes",NA,"A. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA
"14","2019-05-06 11:52:55-03","UFU","HUFU","32891","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Heluey, M.A.; Forzza, R.C. & Araújo, F.C.","29",NA,"Brasil","HUFU00044183","HUFU00044183","2001","02","08","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417","Erva com flores roxas.; Campo encharcável.","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-05-06 11:52:55-03","UFU","HUFU","10345","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3052",NA,"Brasil","HUFU00057560","HUFU00057560","1995","11","18","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688","57119","Herbáceo, ca. 0,3 m. Brácteas verdes, corola e estigmas arroxeados.; Campo limpo associado a afloramentos rochosos.","auto","Nakajima, J.N.","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-05-06 11:52:55-03","UFU","HUFU","9890","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3024",NA,"Brasil","HUFU00057563","HUFU00057563","1995","11","18","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688","57119","Herbáceo, ca. 0,4 m. Brácteas verdes, corola e estigmas lilás.; Campo limpo associado a afloramentos rochosos.","auto","Nakajima, J.N.","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-05-06 11:52:55-03","UFU","HUFU","10491","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3139",NA,"Brasil","HUFU00057559","HUFU00057559","1995","11","20","Minas Gerais","São Roque de Minas","Chapadão do Diamante","-46.3657989501953","-20.2453002929688","57119","Herbácea, ca. 0,15 m. Brácteas esverdeadas, ápice vinho, corola com tubo vinho, lacínios e estigmas lilás.; Campo sujo.","auto","Nakajima, J.N.","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-05-06 11:52:55-03","UFU","HUFU","6702","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Nakajima, J.N.; et al.","514",NA,"Brasil","HUFU00057558","HUFU00057558","1994","10","15","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo à sede administrativa.","-46.3657989501953","-20.2453002929688","57119","Herbácea, ca. 0,2 m. Corola e estiletes e anteras arroxeadas.; Campo limpo alterado, 8 mêses após queimado.","auto","Nakajima, J.N.","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-05-06 11:52:55-03","UFU","HUFU","13331","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R.; Nakajima, J.N.","3785",NA,"Brasil","HUFU00057562","HUFU00057562","1996","11","20","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Saramento, 3 km da sede administrativa.","-46.3657989501953","-20.2453002929688","57119","Herbáceo, ca. 0,25 m. Brácteas verdes, ápice vinho, corola e ramos do estilete róseos, anteras creme.; Campo limpo, 1 mês após queimada.","auto","Nakajima, J.N.","1998","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-05-06 11:52:55-03","UFU","HUFU","12919","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R.; Nakajima, J.N.","3734",NA,"Brasil","HUFU00057557","HUFU00057557","1996","09","25","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Serra das Sete Voltas.","-46.3657989501953","-20.2453002929688","57119","Herbáceo, ca. 0,3 m. Brácteas creme, ápice vinho, corola com tubo esverdeado, lacíneos lilases, ramos do estilete lilases.; Campo limpo antes do primeiro cerrado, 2 mêses após queimada.","auto","Nakajima, J.N.","1998","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-05-06 11:52:55-03","UFU","HUFU","7086","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Nakajima, J.N.; Romero, R.","684",NA,"Brasil","HUFU00057561","HUFU00057561","1994","12","07","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Vale do Rio São Francisco.","-46.3657989501953","-20.2453002929688","57119","Herbácea, ca. 0,3 m. Brácteas esverdeadas, corola e estiletes lilás.; Campo úmido, 2 mêses após queimada.","auto","Nakajima, J.N.","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-17 09:29:05-03","IBt","SP","406236","S","Plantae",NA,"Asteraceae","Chromolaena","costatipes","Chromolaena costatipes","(B.L.Rob.) R.M.King & H.Rob.","Romero, R; Nakajima, JN","3734",NA,"Brasil","SP032298","SP032298","1996","09","25","Minas Gerais","São Roque de Minas","Serra das Sete Voltas, Parque Nacional da Serra a Canastra.","-46.3657989501953","-20.2453002929688","57119",NA,"auto","Christ, AL","2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-08-16 16:35:49-03","GH","HU-HERB","GH 00007615","PreservedSpecimen","Plantae",NA,"Asteraceae","Eupatorium","costatipes","Eupatorium costatipes","B. L. Robinson","A. F. C. P. Saint-Hilaire","826","South America","Brazil",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"826","Sheet",NA,NA,NA,"Isotype","undetermined"
"24","2010-08-16 16:37:21-03","GH","HU-HERB","GH 00257071","PreservedSpecimen","Plantae",NA,"Asteraceae","Eupatorium","costatipes","Eupatorium costatipes","B. L. Robinson","A. F. C. P. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,"Isotype","undetermined"
