"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-29 11:56:00-03","NY","NYBG","164707","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. A. Silva","564","1986","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164707",NA,"Estrada da Serra Grande.","Magnoliophyta","Magnoliales","Roraima",NA,"-60.67","2.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2017-01-12 13:20:00-02","NY","NYBG","00836974","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. Ramos","R & S.6","1967","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836974",NA,"Xavantina-Cachimbo Expedition; Collected near the base camp of the expedition, ca. 270 km N of Xavantina","Magnoliophyta","Magnoliales","Mato Grosso",NA,"-51.87","-12.9","NY00836974_01",NA,"M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 01:30:00-03","NY","NYBG","1147675","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","C. R. Sperling","6278","1982","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147675",NA,"Serra dos Carajas. 6 km northeast of AMZA camp N-5","Magnoliophyta","Magnoliales","Pará",NA,"-50.1","-6.05","NY01147675_01 NY01147675_02",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00836960","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","D. Philcox","3367","1967","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836960",NA,"Km. 247, East of road","Magnoliophyta","Magnoliales","Mato Grosso",NA,NA,NA,"NY00836960_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","395851","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. Guillen","151","1996","08","06","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395851",NA,"Alrededores de la Hacienda San Roque","Magnoliophyta","Magnoliales","Santa Cruz","José Miguel de Velasco","-61.1283","-15.0103",NA,"(Lam.) Mart.","P. J. M. Maas","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 01:30:00-03","NY","NYBG","1147705","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","E. L. S. da Silva","723","1986","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147705",NA,"Margem do Rio Mucajaí","Magnoliophyta","Magnoliales","Roraima","Mucajaí","-60.916667","2.5","NY01147705_01",NA,"J. F. Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00837575","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. A. Ratter","R193","1967","07","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837575",NA,"1 km. W. of Xavantina","Magnoliophyta","Magnoliales","Mato Grosso","Nova Xavantina","-52.33","-14.73","NY00837575_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 01:30:00-03","NY","NYBG","1147704","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. J. G. Hopkins","806","1986","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309523' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147704",NA,"Ilha de Maracá. Road between Estação and Boa Vista-Ilha de Maracá. On road between SEMA. Estação and Boa Vista, 14 km from Island","Magnoliophyta","Magnoliales","Roraima","Alto Alegre","-61.333333","3.3","NY01147704_01",NA,"J. M. de S. Miralha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00837587","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. M. Magalhaes","19495","1960","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837587",NA,"40 km Sul da cidade de Cristais (Area de interesse da represa da Furnas) (Pindaíba)","Magnoliophyta","Magnoliales","Minas Gerais",NA,NA,NA,"NY00837587_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","503372","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. Pereira de Souza","s.n.","1977","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503372",NA,"Pirassununga, Emas","Magnoliophyta","Magnoliales","São Paulo","Pirassununga","-47.370228","-21.932532","NY00503372_01","(Lam.) Mart.","J. Pereira de Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00837572","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. T. Prance","59387","1964","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837572",NA,"Serra do Roncador, 46 km north of Chavantina, Rio Vau.","Magnoliophyta","Magnoliales","Mato Grosso","Água Boa","-52.1583","-14.0503","NY00837572_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","395849","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. J. Jansen-Jacobs","5451","1997","09","10","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395849",NA,"Rupununi. S Rupununi Savanna, Wakadaawa Savanna","Magnoliophyta","Magnoliales",NA,NA,"-59.57","1.98",NA,"(Lam.) Mart.","P. J. M. Maas","290","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","395853","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. V. Godoi","285","1993","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395853",NA,"Mata ciliar proxima a cidade","Magnoliophyta","Magnoliales","São Paulo","Moji-Guaçu",NA,NA,"NY00395853_01","(Lam.) Mart.","C. E. O. Lohmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00837586","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. G. Hatschbach","31489","1975","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837586",NA,"Pedro Leopoldo","Magnoliophyta","Magnoliales","Minas Gerais","Pedro Leopoldo","-44.0431","-19.6183","NY00837586_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1039509","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","P. G. Windisch","7092","1992","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487569' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039509",NA,"Bacia do Rio Araguaia, ca. 12 km W da balsa, rodovia MT 326.","Magnoliophyta","Magnoliales","Mato Grosso","Cocalinho","-51.17","-14.25","NY01039509_01","(Lam.) Mart.","R. de Mello-Silva","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 01:30:00-03","NY","NYBG","1147658","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","B. W. Nelson","1417",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147658",NA,NA,"Magnoliophyta","Magnoliales","Amazonas",NA,NA,NA,"NY01147658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","395848","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","S. López-Palacios","4363","1984","06","05","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395848",NA,"Entre La Guabina y Túriba","Magnoliophyta","Magnoliales","Bolívar",NA,NA,NA,NA,"(Lam.) Mart.","P. J. M. Maas; A. K. van Setten","70","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00836973","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. Gardner","2770","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836973",NA,"Piauhy","Magnoliophyta","Magnoliales","Piauí",NA,NA,NA,"NY00836973_01","(Lam.) Mart.","L. Aristeguieta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","40158","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","S. Tiwari","946","1992","09","15","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040158",NA,"Essequibo. Essequibo: Groete creek, 27 km from Bartica","Magnoliophyta","Magnoliales",NA,NA,"-57.75","6.6",NA,"(Lam.) Mart.","P. J. M. Maas","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837595","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. C. G. Argent","6603","1967","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837595",NA,"Base Camp","Magnoliophyta","Magnoliales","Mato Grosso",NA,"-51.77","-12.82","NY00837595_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","395852","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","L. P. de Queiroz","2042","1987","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395852",NA,"13 km N do entroncamento da BR. 242 para a Cachoeira do Acaba-vida (a 68 km W de Barreiras)","Magnoliophyta","Magnoliales","Bahia","Barreiras","-45.4953","-11.9547","NY00395852_01","(Lam.) Mart.","L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00837567","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","R. Goodland","140","1965","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837567",NA,"Paraopeba, Horto Florestal","Magnoliophyta","Magnoliales","Minas Gerais","Paraopeba","-44.4042","-19.2744","NY00837567_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1182653","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","D. Sasaki","2043","2008","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182653",NA,"Parque Estadual Cristalino. Extremo NE do parque, próximo à divisa com a Base da Força Aérea no Pará.","Magnoliophyta","Magnoliales","Mato Grosso","Novo Mundo","-55.14997","-9.49439","NY01182653_01","(Lam.) Mart.","P. J. M. Maas","351","351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00836964","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","R. Kral","75766","1988","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836964",NA,"Estrada para ca 20 km da sede do IBDF","Magnoliophyta","Magnoliales","Goiás",NA,NA,NA,"NY00836964_01","(Lam.) Mart.","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","395863","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. Eiten","5933","1965","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395863",NA,"Along road 5 km SW of center of city of Paraguaçú Paulista","Magnoliophyta","Magnoliales","São Paulo","Paraguaçú Paulista","-50.6","-22.43","NY00395863_01","(Lam.) Mart.","J. H. Kirkbride Jr.","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 01:30:00-03","NY","NYBG","1147720","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. Silva","981",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309529' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147720",NA,NA,"Magnoliophyta","Magnoliales","Amazonas",NA,NA,NA,"NY01147720_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00837600","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. A. Ratter","R519","1967","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837600",NA,"5 km S. of Xavantina","Magnoliophyta","Magnoliales","Mato Grosso",NA,"-52.33","-14.73","NY00837600_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00836967","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","W. W. Thomas","4316","1985","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836967",NA,"Lake 2 km NW of Luciara.","Magnoliophyta","Magnoliales","Mato Grosso","Luciara","-50.73","-11.18","NY00836967_01","(Lam.) Mart.","D. M. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1147651","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","I. L. do Amaral","172","1982","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309540' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147651",NA,"Rio Solimões, magem direita, lago de Tefé.","Magnoliophyta","Magnoliales","Amazonas","Tefé","-64.8792887","-3.4491668","NY01147651_01 NY01147651_02","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","503375","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. Mattos","8665","1960","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503375",NA,"Sao Simao, Fazenda Bocaina","Magnoliophyta","Magnoliales","São Paulo","Sao Simao","-47.5497","-21.47","NY00503375_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00836983","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","B. Maguire","56094","1963","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836983",NA,"Gaucho Camp","Magnoliophyta","Magnoliales","Tocantins","Araguaína","-48.2069","-7.1911","NY00836983_01","(Lam.) Mart.","M. C. Dias","152","152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 01:30:00-03","NY","NYBG","1147697","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","R. de Lemos Fróes","32163",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309571' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147697",NA,NA,"Magnoliophyta","Magnoliales","Pará",NA,NA,NA,"NY01147697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 01:30:00-03","NY","NYBG","1147647","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","A. L. Mesquita","156",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147647",NA,NA,"Magnoliophyta","Magnoliales","Pará",NA,NA,NA,"NY01147647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1147684","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","L. S. Coêlho","56","1985","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309580' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147684",NA,"Cachoeira Porteira, margem esquerda e direita do Rio Trombetas.","Magnoliophyta","Magnoliales","Pará","Oriximiná","-57.0516345","-1.0837999","NY01147684_01 NY01147684_02","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
