"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:33:57-03","EAO","IAN","134679","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Silva, NT da","2855","1969","11","24","Southern America","Brasil","Pará","Estrada entre Planalto A e Tinguelim, km 21; mata de terra firme.",NA,NA,NA,NA,NA,NA,"IAN134679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:33:57-03","EAO","IAN","135027","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Silva, NT da","3172","1970","05","29","Southern America","Brasil","Pará","Estrada entre Tinguelim e Braço. Mata de terra firme.",NA,NA,NA,NA,NA,NA,"IAN135027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:33:57-03","EAO","IAN","129043","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Pires, JM; Belém, RP","12944","1970","09",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,"IAN129043",NA,"-50.216667","-5.516667","2016","12","23",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:33:57-03","EAO","IAN","136537","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Oliveira, E","5529","1971","03","11","Southern America","Brasil","Pará","L.1 - Q.4 - Levantamento de Mosqueiro.",NA,NA,NA,NA,NA,NA,"IAN136537",NA,NA,NA,"2015","12","07",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:33:57-03","EAO","IAN","136569","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, ASS","Oliveira, E","5562","1971","03","13","Southern America","Brasil","Pará","L.1 - Q.15 - Levantamento de Mosqueiro.",NA,NA,NA,NA,NA,"Árvore de 11m e 35cm circ.","IAN136569",NA,NA,NA,"2015","04","09",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:33:57-03","EAO","IAN","142177","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Oldeman, B; Sastre, C","106","1968","02","08",NA,"Guiana Francesa",NA,"Rivière Camopi, pente E montagne Yanioué.",NA,NA,NA,NA,NA,NA,"IAN142177",NA,NA,NA,"2015","12","11",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:33:57-03","EAO","IAN","142182","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Oldeman, B; Sastre, C","180","1968","02","12",NA,"Guiana Francesa",NA,"Riviére camopi, embouchure crique Grand Tamouri.",NA,NA,NA,NA,NA,NA,"IAN142182",NA,NA,NA,"2016","12","19",NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:36:52-03","EAO","IAN","XILO277","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Pires, JM; Belém, RP","12944","1970","09",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,"IANXILO277",NA,"-50.216667","-5.516667","2016","12","23",NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:36:52-03","EAO","IAN","XILO275","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Pires, JM; Belém, RP","12699","1970","08",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,"IANXILO275",NA,"-50.216667","-5.516667","2016","12","19",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:33:57-03","EAO","IAN","95366","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, ASS","Black, GA","18872","1956","11","09","Southern America","Brasil","Pará","Estrada São Miguel do Guamá-Imperatriz, km 7, mata de terra firme originária de capoeira. Pérfil de solo nº1 feito por J.Pedro Filho.",NA,NA,NA,NA,NA,"Árvore pequena, látex amarelo.","IAN095366",NA,NA,NA,"2015","04","09",NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:36:52-03","EAO","IAN","XILO276","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, A","Pires, JM; Belém, RP","12913","1970","08",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,NA,NA,NA,"IANXILO276",NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:36:52-03","EAO","IAN","XILO301","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Silva, NT da","3172","1970","05","29","Southern America","Brasil","Pará","Estrada entre Tinguelim e Braço. Mata de terra firme.",NA,NA,NA,NA,NA,NA,"IANXILO301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:57-03","EAO","IAN","115931","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pires, JM","Oliveira, E","3148","1964","09","21","Southern America","Brasil","Pará","Cafezal; Contagem feita na área cedida ao SESP.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN115931",NA,NA,NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA
"24","2021-03-30 12:33:57-03","EAO","IAN","163829","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, ASS","Cordeiro, MR","2077","1986","11","12","Southern America","Brasil","Pará","EMBRAPA, Reserva do Mocambo, mata de terra firme.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 16m.","IAN163829",NA,NA,NA,"2015","04","09","Belém","48462","auto",NA,NA,NA,NA
"25","2021-03-30 12:33:57-03","EAO","IAN","126173","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Silva, NT da","Pires, JM; Silva, NT da","11892","1968","07","17","Southern America","Brasil","Pará","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN126173",NA,NA,NA,"1972","03",NA,"Belém","48462","auto",NA,NA,NA,NA
"26","2021-03-30 12:33:57-03","EAO","IAN","126188","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pires, JM","Pires, JM; Silva, NT da","11907","1968","08","05","Southern America","Brasil","Pará","Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN126188",NA,NA,NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA
"27","2021-03-30 12:33:57-03","EAO","IAN","126183","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pires, JM","Pires, JM; Silva, NT da","11902","1968","07","31","Southern America","Brasil","Pará","Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN126183",NA,NA,NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA
"28","2021-04-08 17:36:52-03","EAO","IAN","XILO300","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pires, JM","Pires, JM; Silva, NT da","11902","1968","07","31","Southern America","Brasil","Pará","Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IANXILO300",NA,NA,NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA
"29","2021-03-30 12:33:57-03","EAO","IAN","135733","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Silva, NT da","Pires, JM; Fróes, RL","5060","1956","07","07","Southern America","Brasil","Pará","Perto do Igarapé Arapijó. Transecto para inventário florestal.","-50.4803009033203","-1.68221998214722",NA,NA,NA,NA,"IAN135733",NA,NA,NA,"1972","03",NA,"Breves","134266","auto",NA,NA,NA,NA
"30","2021-04-08 17:36:52-03","EAO","IAN","XILO270","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, ASS","Silva, NT da","3961","1975","08","25","Southern America","Brasil","Pará","Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Amostra 1-P. 15-218.","IANXILO270",NA,NA,NA,"2015","04","09","Moju","186920","auto",NA,NA,NA,NA
"31","2021-03-30 12:33:57-03","EAO","IAN","150831","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, ASS","Silva, NT da","3961","1975","08","25","Southern America","Brasil","Pará","Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Amostra 1-P. 15-218.","IAN150831",NA,NA,NA,"2015","04","09","Moju","186920","auto",NA,NA,NA,NA
"32","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1078857","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Ellenberg H",NA,"1957","09","11","Southern America","Peru","Loreto","(near Iquitos)",NA,NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078857","NL-U1078857",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079039","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,NA,NA,"1971","11","12","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079039","NL-U1079039",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0048847",NA,NA
"34","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262418","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262418",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5148",NA,NA
"35","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262521","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262521",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5412",NA,NA
"36","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050573","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050573","NL-L1050573",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5153",NA,NA
"37","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050572","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050572","NL-L1050572",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5153",NA,NA
"38","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050568","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050568","NL-L1050568",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050569","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050569","NL-L1050569",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5412",NA,NA
"40","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050570","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam","Para","Jodensavanne-Mapanekreek near camp 8","-54.966667","5.416667",NA,NA,NA,"in high forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050570","NL-L1050570","-54.966667","5.416667",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4570",NA,NA
"41","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050571","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam","Para","Jodensavanne-Mapanekreek near camp 8","-54.966667","5.416667",NA,NA,NA,"in high forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050571","NL-L1050571","-54.966667","5.416667",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4570",NA,NA
"42","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050574","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050574","NL-L1050574",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0050392 | Uw5412",NA,NA
"43","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.1050575","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050575","NL-L1050575",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5412",NA,NA
"44","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.3718305","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Behari-Ramdas J; et al.",NA,"2008","04","09","Southern America","Surinam",NA,"Flora of Suriname. Suriname, Brokopondo, van Blommensteijn Lake, Tonka Island, Tonka Island, forest edge at North-Eastern part of emplacement.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3718305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3718305","NL-L3718305",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.3718306","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Behari-Ramdas J; et al.",NA,"2008","04","06","Southern America","Surinam",NA,"Flora of Suriname. Suriname, Brokopondo, van Blommensteijn Lake, Tonka Island, Tonka Island, forest edge at North-Eastern part of emplacement (behind new house).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3718306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3718306","NL-L3718306",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.3718307","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Behari-Ramdas J; et al.",NA,"2008","04","06","Southern America","Surinam",NA,"Flora of Suriname. Suriname, Brokopondo, van Blommensteijn Lake, Tonka Island, Tonka Island, forest edge at North-Eastern part of emplacement (behind new house).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3718307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3718307","NL-L3718307",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0048846","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Maas PJM; et al.",NA,"1988","09","19","Southern America","Guyana",NA,"Guyana. Trail from Abandoned balata bleeders' camp to top of Mt. Makarapan.","-58.95","3.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200048846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0048846",NA,"-58.95","3.983333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0050392","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050392",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 5412",NA,NA
"49","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0050393","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050393",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 5412",NA,NA
