"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"17","2021-03-30 12:53:23-03","EAO","IAN","62854","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Chase, A","1930","01","09","Southern America","Brasil",NA,NA,NA,"IAN062854","Monocotiledônea",NA,"Kunth",NA,"10563","Minas Gerais",NA,"São Miguel, NW, Formiga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:23-03","EAO","IAN","65817","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Hoehne, FC","1911","03",NA,"Southern America","Brasil",NA,NA,NA,"IAN065817","Monocotiledônea",NA,"Kunth",NA,"4947114",NA,NA,"Caxipó da Ponte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:23-03","EAO","IAN","75415","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Black, GA; Cordeiro, E","1952","06","08","Southern America","Brasil",NA,NA,"Rastejante.","IAN075415","Monocotiledônea",NA,"Kunth",NA,"14771","Rondônia",NA,"Rio Guaporé; Serra Conceição; campo com Caembê.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:23-03","EAO","IAN","96036","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Maguire, B; Phelps, KD","1951","02","05","Southern America","Venezuela",NA,NA,NA,"IAN096036","Monocotiledônea",NA,"Kunth","Swallen, JR","31788",NA,NA,"Abundant in dry lowland savanna, sometimes dominant.",NA,NA,"200","200",NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:23-03","EAO","IAN","65813","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Chase, A","1930","03","27","Southern America","Brasil",NA,NA,NA,"IAN065813","Monocotiledônea",NA,"Kunth",NA,"11536","Goiás","Goiandira",NA,"-48.0849990844727","-18.1317005157471",NA,NA,NA,NA,NA,NA,"21032","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:23-03","EAO","IAN","58953","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Pires, JM; Black, GA","1950","06","01","Southern America","Brasil",NA,NA,NA,"IAN058953","Monocotiledônea",NA,"Kunth",NA,"2533","Maranhão","Carolina","Campo.","-47.4693984985352","-7.33277988433838",NA,NA,NA,NA,NA,NA,"99438","auto",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:17:31-03","NBC","NL-BOTANY","L.1261489","PreservedSpecimen","Plantae","Gramineae","Eriochloa","distachya","Eriochloa distachya","Smith HH","1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1261489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1261489",NA,"Poales","Kunth",NA,NA,NA,NA,"Santa Marta.",NA,NA,NA,NA,"NL-L1261489",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 10:17:31-03","NBC","NL-BOTANY","U.1489237","PreservedSpecimen","Plantae","Gramineae","Eriochloa","distachya","Eriochloa distachya","Mexia YEJ","1931","04","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489237",NA,"Poales","Kunth",NA,NA,NA,NA,"State of Minas Geraes. Corinto. Fazenda do Diamante; Pasto de Matta.",NA,NA,NA,NA,"NL-U1489237",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 10:17:31-03","NBC","NL-BOTANY","U.1489280","PreservedSpecimen","Plantae","Gramineae","Eriochloa","distachya","Eriochloa distachya","Williams L; Alston AHG","1938","11","29","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489280",NA,"Poales","Kunth",NA,NA,NA,NA,"around San Juan de los Morros, Guarico.",NA,NA,NA,NA,"NL-U1489280",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:17:31-03","NBC","NL-BOTANY","U.1489281","PreservedSpecimen","Plantae","Gramineae","Eriochloa","distachya","Eriochloa distachya","Santa Marta Exp","1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1489281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1489281",NA,"Poales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1489281",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-11-04 12:18:37-03","ESALQ","ESA","44795","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","1997","05","24",NA,"Brasil",NA,NA,"Erva, até 1,5 m alt.; espiguetas verdes.","ESA044795","Magnoliophyta",NA,NA,"Filgueiras, T.S.","17157.0","Mato Grosso","Nobres","Arredores do Lago Azul. Cerca de 42 Km ENE (em linha reta) de Nobres. Mata Estacional Semidecidual sobre terreno calcáreo.","-56.12","-14.35",NA,NA,"ESA044795","2016","-56.12","-14.35",NA,NA,NA,"02","26",NA,NA,NA
"28","2020-11-19 10:24:50-03","CPAP","CPAP","13579","PreserverdSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Schessl, M.","1989","04","24",NA,"Brasil",NA,NA,"Erva. AMBIENTE: Cerrado.",NA,NA,NA,"Kunth","Filgueiras","2745","MT","Barão de Melgaço","Poconé a Porto Cercado, km 16,9","-56.5","-17","110","110",NA,"1999","56°30' W","17°00' S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:57-03","UFV","VIC","2987","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Chase, A.","1930","01","09",NA,"Brasil",NA,NA,"Subereto.","VIC002987",NA,NA,"Kunth",NA,"10563","Minas Gerais",NA,"São Miguel - noroeste de Formiga, Campo. Solo seco e duro.",NA,NA,NA,NA,"VIC002987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:20:29-03","UNICAMP","UEC","203193","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Oliveira, RC; Valls, JFM; Carvalho, AM","2010","06","29",NA,"Brazil",NA,NA,"Cerrado Rupestre.Relevo acidentado.Substrato sedimentar.","UEC169752","Liliopsida",NA,"Kunth","Valls, JFM","2529","Goiás","Alto Paraíso de Goiás","Brasil, Goías, Alto Paraíso, Distrito de São Jorge, Vale da Lua.","-47.790278","-14.184444",NA,NA,"UEC169752","2010","-47.790278","-14.184444",NA,NA,NA,"07","01",NA,NA,NA
"31","2020-12-21 16:40:23-03","MBM","MBM","34511","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM034511",NA,NA,"Kunth","Renvoize, S.A.","36086","Mato Grosso","Santo Antônio do Leverger","Santo Antônio do Leverger, arredores","-56.0766983032227","-15.8655996322632",NA,NA,"MBM034511",NA,NA,NA,"183847","auto",NA,NA,NA,NA,NA,NA
"32","2015-10-03 22:40:43-03","MNHN","RECOLNAT_MNHN_P","P00669345","PreservedSpecimen",NA,"Poaceae","Eriochloa","distachya","Eriochloa distachya","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,"[Venezuela]","hb",NA,"Le dessin original de la gravure (pl. 30) du Nov. gen. sp. 1 (1816) est joint à la part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669345' target='other'> <mi>dwc_moreinfo</mi></a>","P00669345",NA,NA,"Kunth","Kunth",NA,NA,NA,"s.loc. [Nov. gen. sp. : Crescit in ripa Orinoci fluminis inter Santa Barbara et Esmeraldam]",NA,NA,NA,NA,"P00669345_01 P00669345_02",NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA
"33","2015-09-03 22:59:26-03","MNHN","RECOLNAT_MNHN_P","P01882645","PreservedSpecimen",NA,"Poaceae","Eriochloa","distachya","Eriochloa distachya","Mexia, Y.","1931","4","11",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01882645' target='other'> <mi>dwc_moreinfo</mi></a>","P01882645",NA,NA,"Kunth",NA,NA,"Minas Gerais","Corinto","Fazenda do Diamante; Pasto de Matta.","-44.4564018249512","-18.3808002471924",NA,NA,"P01882645_01",NA,NA,NA,"49021","auto",NA,NA,NA,NA,"5595",NA
"34","2020-10-01 14:26:54-03","JBB","HEPH","36335","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Oliveira, RC; Valls, JFM; Carvalho, AM de","2010","06","29","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon","Poales","Kunth","Valls, JFM","2529","Goiás","Alto Paraíso de Goiás","Distrito de São Jorge, Vale da Lua","-47.790278","-14.184444",NA,NA,NA,"2010","-47.790278","-14.184444",NA,NA,NA,"07","01",NA,NA,NA
"35","2020-05-25 15:13:54-03","FSU","FSU","000066913","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","William R. Anderson",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Kunth",NA,"9773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-07-15 15:22:00-03","MO","MOBOT","213104","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1991","4","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Killeen 2821A","Beni","Gral. Ballivian","Estación Biological de Beni, 40 km al East de San Bonja. Savana de altura - Estacionalmente húmida dominada por sujo, Imperata sp., con áreas de inundacion permemente. Muestras preservadas en alcohol.","-66.6666667","-14.8333333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6"
"37","2008-05-27 22:02:00-03","MO","MOBOT","211672","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Julian A. Steyermark",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Steyermark 57545","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-09-03 17:30:00-03","MO","MOBOT","2925872","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Henry H. Rusby",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Foster's catalog note file","Rusby 215","La Paz","Larecaja","Guanay","-67.88333","-15.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1233284","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Simon Lægaard","1988","6","7","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Kunth","S. Laegaard (AAU)","Lægaard 71400","Imbabura",NA,"Km 35 Lita - Salinas. Grass-slope.","-78.25","0.71666","1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2010-07-04 20:18:00-03","MO","MOBOT","1800827","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","William Andrew Archer",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Archer 1045","Antioquia","Medellín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1920066","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Renate Seidel|et al.","1986","5","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","T. Killeen","Seidel 403","Santa Cruz","Velasco","San Ignacio 2 km. hacia SE Arboleda (todos los años quemada).",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2010-10-07 15:19:00-03","MO","MOBOT","1922584","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","1966","4","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse (MO)","Irwin 15175","Goiás",NA,"Serra do Morcêgo. Flooded campo, Côrrego Estrema, ca. 38 km NE of Formosa",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-02-28 21:02:00-03","MO","MOBOT","1922585","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","M. Schessl","1992","6","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse (MO)","Schessl 129/1-1","Mato Grosso",NA,"Mun. Poconé: highway Poconé-Porto Cercado aprox. at km 21. Seasonally inundated earthmound (murundum) savanna. The elevated murunduns are grown by Cerrado trees and shrubs and dominated by Curatella americana, the seasonally inundated grassy campo is dominated by Paspalum stellatum, Panicum stenodes and Andropogon selloanus. Campo is completely dried up","-56.5","-16.36666","100.00000000","110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2014-09-14 20:48:00-03","MO","MOBOT","1922603","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Francisco Tamayo","1960","1","10","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse (MO)","Tamayo 4560","Carabobo",NA,"Habite en suelo pantamoso de lugar abrigado, sabanas inter Bryumo y Valencic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1928508","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1986","4","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","T. Killeen","Killeen 1999","Santa Cruz","Nuflo de Chavez","20 km SW of San Javier on road to San Ramon. Hills, precambrian shield, soils generally rocky; mosaic of low forest, wooded savanna and savanna wetland. Common in hillside seepage zone","-62.5","-16.41666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-12-27 21:25:00-02","MO","MOBOT","1933461","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Mauricio Ramia","1964","11","18","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse (MO)","Ramia 2925",NA,NA,"En banes. Región de Torunos, Llanos de Barinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-12-06 16:27:00-02","MO","MOBOT","1933463","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Llewelyn Williams|A.H.G. Alston","1938","11","29","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse (MO)","Williams 98","Guárico",NA,"On savanna, around San Juan de los Morros",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","211651","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Bassett Maguire|et al.",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Maguire 31788","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","211662","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Bassett Maguire|et al.",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Maguire 31625","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2013-06-04 05:51:00-03","MO","MOBOT","211681","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Beatriz Garófalo",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Garófalo 332","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-09-03 17:30:00-03","MO","MOBOT","2925871","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Henry H. Rusby",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Foster's catalog note file","Rusby 214","La Paz","Larecaja","Guanay","-67.88333","-15.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
