"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00498844","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","S. A. Mori","12434","1979","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498844","Magnoliophyta","Lamiales","Bahia","Rio de Contas","6-10 km ao NW de Rio de Contas, na estrada para o Pico das Almas","-41.88","-13.53","1000","1000","NY00498844_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00571475","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","D. J. N. Hind","H51419","1992","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571475","Magnoliophyta","Lamiales","Bahia","Abaíra","Gerais do Pastinho","-41.75","-13.25","900","1000","NY00571475_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 13:29:00-03","NY","NYBG","2099685","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. Atkinson","PCD2376","1996","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2239371' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099685","Magnoliophyta","Lamiales","Bahia","Morro do Chapéu","5 km. ao sul de Morro do Chapéu.","-41.2081","-11.5914","1400","1400","NY02099685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00526974","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. M. Harley","27260","1988","12","16","South America","Brazil","sheet",NA,"Material em álcool. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00526974","Magnoliophyta","Lamiales","Bahia",NA,"Agua Quente. Pico das Almas. Vertente norte. Vale ao oeste da Serra do Pau Queimado.","-41.98","-13.5","1500","1500","NY00526974_01","(Pohl ex Benth.) Harley","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00857103","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","G. J. Shepherd","3851","1976","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857103","Magnoliophyta","Lamiales","Minas Gerais",NA,"Estrada Santo Hipólitoa Diamantina, Km. 81.",NA,NA,NA,NA,"NY00857103_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00778322","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","W. Ganev","2610","1993","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778322","Magnoliophyta","Lamiales","Bahia","Abaíra","Caminho Capao de Levi-Serrinha","-41.85","-13.32","1260","1340","NY00778322_01","(Pohl ex Benth.) Harley","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00498849","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","H. S. Irwin","30819","1971","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498849","Magnoliophyta","Lamiales","Bahia","Seabra","Serra da Agua de Rega. Cut-over semi-deciduous forest on slopes, ca. 26 km N. of Seabra, road to Agua de Rega, near Rio Riachao","-41.7703","-12.4186","1000","1000","NY00498849_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00526976","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","W. Ganev","1798","1993","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00526976","Magnoliophyta","Lamiales","Bahia","Abaíra","Catolés de Cima-Bem Querer.","-41.88","-13.28","1350","1350","NY00526976_01","(Pohl ex Benth.) Harley","R. Atkinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00571476","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","B. L. Stannard","H52115","1992","02","19","South America","Brazil","sheet",NA,"SPF, CEPEC, HUEFS, K - Patrocínio Nat. Geographic Soc. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571476","Magnoliophyta","Lamiales","Bahia","Abaíra","Campo da Pedra Grande","-41.9","-13.23","1400","1400","NY00571476_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00857102","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","H. S. Irwin","22326","1969","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857102","Magnoliophyta","Lamiales","Minas Gerais",NA,"Serra do Espinhaço, ca. 24 km S.W. of Diamantina, on road to Gouveia","-43.6791","-18.4002","1250","1250","NY00857102_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00498846","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. M. Harley","20951","1980","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498846","Magnoliophyta","Lamiales","Bahia",NA,"Serra do Sincorá. 133 km N. of Cascavel on the road to Mucugé","-41.37","-13.1","1200","1200","NY00498846_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00498850","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","H. S. Irwin","27062","1970","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498850","Magnoliophyta","Lamiales","Minas Gerais",NA,"Serra do Cabral. Cerrado, ca. 3 km S. of Joaquim Felício, at E. base",NA,NA,"650","650","NY00498850_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00498848","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. M. Harley","20088","1977","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498848","Magnoliophyta","Lamiales","Bahia",NA,"Serra do Rio de Contas. Between 2.5 and 5 km. S. of the Vila do Rio de Contas on side road to W. of the road to Livramento, leading to the Rio Brumado","-41.83","-13.6","980","980","NY00498848_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00526973","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. M. Harley","27260","1988","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00526973","Magnoliophyta","Lamiales","Bahia",NA,"Agua Quente. Pico das Almas. Vertente norte. Vale ao oeste da Serra do Pau Queimado.","-41.98","-13.5","1500","1500","NY00526973_01","(Pohl ex Benth.) Harley","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00527158","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","R. R. Brooks","BRASPEX #142","1988","04","21","South America","Brazil","sheet",NA,"Brazilian Serpentine Plant Expedition <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527158","Magnoliophyta","Lamiales","Goiás","Niquelândia","Macedo, about 15 km N of Niquelândia. About 500-800 m east of nickel workings.","-48.38","-14.3","1000","1000","NY00527158_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01128530","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","G. J. Shepherd","3851","1976","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128530","Magnoliophyta","Lamiales","Minas Gerais",NA,"Estrada Santo Hipólito a Diamantina, Km. 81",NA,NA,NA,NA,"NY01128530_01","(Pohl ex Benth.) Harley","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00778319","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","W. Ganev","2839","1994","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778319","Magnoliophyta","Lamiales","Bahia","Abaíra","Guarda-Mor","-41.87","-13.3","1200","1200","NY00778319_01","(Pohl ex Benth.) Harley","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01014588","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","G. G. Hatschbach","64413","1996","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132963' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014588","Magnoliophyta","Lamiales","Minas Gerais","Joaquim Felício","Rio da Onça.","-44.1719","-17.7575",NA,NA,"NY01014588_01","(Pohl ex Benth.) Harley","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00857104","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","H. S. Irwin","23260","1969","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857104","Magnoliophyta","Lamiales","Minas Gerais","Grão Mogol","Serra do Espinhaço, ca. 50 km N.E. of Francisco Sá, on road to Salinas","-43.11745","-16.32455","1000","1000","NY00857104_01","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:17:57-03","UFBA","ALCB","55909","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, RM; Hind, DJN; Nic Lughadha, E; Souza, VC; et al.","50383","1991","12","26","Southern America","Brasil",NA,NA,"Até 1,0m, com caules eretos e ascendentes, herbáceos, saíndo do sistema subterrâneo lenhoso desenvolvido. Caules pruinosos. Folhas verde-escuras acinzentadas na face inferior. Corola roxa estrias nos lobos anteriores.; Campo, em solo arenoso úmido.",NA,"Dicotyledon",NA,"Bahia","Piatã","Quebrada da Serra do Atalho. Alt. 1600 - 1700m.","-41.833333","-13.216667",NA,NA,NA,"(Pohl ex Benth.) Harley","Harley, RM","1999","-41.833333","-13.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:17:57-03","UFBA","ALCB","55874","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Ganev, W","1798","1993","01","05","Southern America","Brasil",NA,NA,"De até 1,2m. Folhas verdes discolor, pedúnculo, pedicelo verde, capítulo verde vináceo, corola roxa, filetes lilás, anteras castanho, pilosidade alva.; Campo Rupestre de encosta.",NA,"Dicotyledon",NA,"Bahia","Abaíra","Catolés de Cima - Bem Querer.","-41.883333","-13.283333","1350","1350",NA,"(Pohl ex Benth.) Harley","Harley, RM","1999","-41.883333","-13.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:18:02-03","UFBA","ALCB","60235","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Alunos de Botânica III","s/n","2003","03","07","Southern America","Brasil",NA,NA,"de ca. 70 cm de altura. Caule com densos pêlos. Folhas aromáticas, discolores, com a face superior ferde e a inferior com tomentos brancos. Inflorescência terminal , panícula, flores purpúrea.; Acesso a sede.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, Lizardo","-41.25","-12.991111",NA,NA,NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2003","-41.25","-12.991111","03",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:18:02-03","UFBA","ALCB","60235","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Alunos de Botânica III","s/n","2003","03","07","Southern America","Brasil",NA,NA,"de ca. 70 cm de altura. Caule com densos pêlos. Folhas aromáticas, discolores, com a face superior ferde e a inferior com tomentos brancos. Inflorescência terminal , panícula, flores purpúrea.; Acesso a sede.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, Lizardo","-41.25","-12.991111",NA,NA,NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2003","-41.25","-12.991111","03",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:18:02-03","UFBA","ALCB","028501","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Atkins, S; Giulietti, AM","2500","1996","02","21","Southern America","Brasil",NA,NA,"1,50 m, caule com tricomas alvos na base, muito aromático. Botões amarelo-acastanhado, passando a purpúreos quando abertos, flores purpúreas com linhas no lábio superior; filetes com tricomas alvos. População utilizada para estudos de biologia floral",NA,"Dicotyledon",NA,"Bahia","Rio de Contas","Chapada Diamantina, Arredores da cidade Rio de Contas na estrada para Pico das Almas","-41.45","-12.466667","600","600",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Giulietti, AM; Atkins, S","1996","-41.45","-12.466667","02",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:18:02-03","UFBA","ALCB","035517","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD2032","1995","06","29","Southern America","Brasil",NA,NA,"tomentoso. Folhas longo-pecioladas, simples, discolores, aromáticas. Inflorescência em panícula, flores de corola lilás. Ocasional.; Afloramentos rochosos de arenito.",NA,"Dicotyledon",NA,"Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, Caminho para o Cercado","-41.491667","-12.428611","870","870",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Harley, RM","1997","-41.491667","-12.428611","07",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:18:02-03","UFBA","ALCB","035554","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Atkins, S; Salimena-Pires, FR; Conceição, AA; Lima, R; Roque, N; Nobre, PH; Stannard, B; W","PCD2376","1996","03","14","Southern America","Brasil",NA,NA,"2,0 m, caule verde com linhas purpúreas. Folhas discolores, muito aromáticas. Flores de cálice cinza-esverdeado, corola lilás, fauce alva; estilete e filetes alvos; anteras castanho-escuro. Frequente.; Solo arenoso com afloramentos rochosos",NA,"Dicotyledon",NA,"Bahia","Morro do Chapéu","Piemonte da Diamantina, A 5 km ao sul de Morro do Chapéu","-41.208056","-11.591389","1400","1400",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Harley, RM","1997","-41.208056","-11.591389","07",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:18:02-03","UFBA","ALCB","035576","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Harley, RM; Roque, N; Bautista, HP; Hind, DJN","PCD4559","1996","11","21","Southern America","Brasil",NA,NA,"0,80 m, caules vináceo-escuros. Folhas muito aromáticas, discolores, face abaxial verde-acinzentado, adaxial verde-escuro. Flores com cálice vináceo-escuro; corola roxa, estrias mais escuras no lábio superior; estames com anteras vináceas. Ocasional.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, Próximo ao Sítio Abóbora","-41.539167","-13.288611","1160","1160",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Harley, RM","1996","-41.539167","-13.288611","11",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:18:02-03","UFBA","ALCB","035659","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Harley, RM; Atkins, S; Saar, E; Guedes, ML; Stannard, B; Passos Júnior, LA","PCD5566","1997","02","13","Southern America","Brasil",NA,NA,"1,0 m. Folhas membranáceas, discolores. Inflorescência com flores azuladas. Ocasional.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, Caminho para Abaíra","-41.374444","-13.006667","970","970",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Antar, GM","2018","-41.374444","-13.006667","03",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:18:02-03","UFBA","ALCB","69717","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Velozo, ES","11822","2005","03","25","Southern America","Brasil",NA,NA,"de 2m., tomentosa. Folhas membranáceas, discolores, vilosas. Inflorescência com flores liláses. Ocasional.",NA,"Dicotyledon",NA,"Bahia","Abaíra","Chapada Diamantina, Catolés, Trilha para a Serra do Barbado","-41.888611","-13.285278",NA,NA,NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2005","-41.888611","-13.285278","11",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:18:02-03","UFBA","ALCB","78100","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Alunos de Botânica Econômica","13313","2007","05","01","Southern America","Brasil",NA,NA,"de ca 1,40m. Caule com tomentos esbranquiçados. Folhas cartáceas, discolores com a face abaxial vilosa esbranquiçada. Inflorescência com flores roxas. Ocasional.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, Próximo ao cemitério","-41.340833","-12.988333","1200","1200",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2007","-41.340833","-12.988333","05",NA,NA,NA,NA,NA,NA,NA,NA
