"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount"
"11","2019-11-19 14:04:56-03","UFRPE","PEUFR","37212","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker","R. Barros","R. Barros; R.R. Farias; A.R. França","681","2000","05","22",NA,"Brasil","Piauí","Currais",NA,"-44.811639","-8.852139","465","465",NA,"Subarbusto 1 m; folha coriácea discolor; face adaxial verde escuro; face abaxial marrom claro; pouco frequente","PEUFR037212",NA,NA,"2000","06","15","44°48'41,9''W","08°51'7,7''S",NA,NA,NA,NA
"12","2019-11-19 14:04:56-03","UFRPE","PEUFR","39798","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker","R. Barros","R. Barros; R.R. Farias; A.R. França","681","2000","05","22",NA,"Brasil","Piauí","Currais","Descida da Serra de Uruçuí","-44.811639","-8.852139","465","465",NA,"Subarbusto 1 m; flor coriácea; discolor; face adaxial verde escuro; face abaxial marrom claro; pouco frequente","PEUFR039798",NA,NA,"2000","06","15","44°48'41,9''W","08°51'07,7''S",NA,NA,NA,NA
"13","2014-10-14 15:56:24-03","BS","M","M-0029424","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in adscensu M. Serra do Caraça; Provinciae M. G.",NA,NA,NA,NA,NA,NA,"M0029424",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"14","2020-09-02 16:21:40-03","Cenargen","CEN","41952","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Strophopappus","bicolor","Strophopappus bicolor","DC.","J. B. Bringel","Luciano Coelho Milhomens Fonseca","163","2001","05","05",NA,"Brasil","TO","MATEIROS","Dunas (ponto turístico) originadas da degradação dos platôs de arenito circundantes. Curso d'água com elementos de vereda (buriti) e elementos de mata.","-46.4211006164551","-10.5474996566772","470","470","Exsicatas","Arbusto solitário sobre duna. Filárias levemente arroxeadas nas extremidades e ao longo dos bordos; corola rosa pálido. Doação - Flora do Tocantins - Brasil.","CEN00041952","CEN00041952",NA,"2020","07",NA,"-4663333.0","-1055000.0","87923","auto",NA,"1"
"15","2020-09-02 16:21:40-03","Cenargen","CEN","42704","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Strophopappus","bicolor","Strophopappus bicolor","DC.","J. B. Bringel","Pedro Luiz Simpson Jr.","9","2001","05","04",NA,"Brasil","TO","MATEIROS","Região do Japalão. Dunas provenientes da erosão da Serra do Espírito Santo.","-46.4211006164551","-10.5474996566772",NA,NA,"Exsicatas","Esta vegetação torna-se mais densa as margens de curso d'água que cortam as dunas ou em locais onde o lençol freático aflora. Arbusto com 2 a 2,5 m de largura. Doação.","CEN00042704","CEN00042704",NA,"2020","07",NA,"-4666667.0","-1058333.0","87923","auto",NA,"1"
"16","2019-10-07 09:12:01-03","UEFS","HUEFS","66671","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Gardner, G.","2894","1839","09",NA,NA,"Brasil","Bahia",NA,"Rio Preto. Santa Rosa.",NA,NA,NA,NA,NA,NA,"HUEFS0066671",NA,"Tipo",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"17","2019-10-07 09:12:01-03","UEFS","HUEFS","66672","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Gardner, G.","2894","1839","09",NA,NA,"Brasil","Bahia",NA,"Rio Preto. Santa Rosa.",NA,NA,NA,NA,NA,NA,"HUEFS0066672",NA,"Tipo",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"18","2019-09-04 19:58:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"19","2019-11-01 14:54:35-03","UnB","UB","124370","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Strophopappus","bicolor","Strophopappus bicolor","(DC.) DC.",NA,"Simpson, PL","9","2001","05","04","Southern America","Brasil","Tocantins","Mateiros","Região do Jalapão","-46.666667","-10.583333",NA,NA,NA,"Flor branca e lilás; Arbusto 0,7m; Relevo bastante ondulado",NA,NA,NA,NA,NA,NA,"-46.666667","-10.583333",NA,NA,NA,NA
"20","2019-11-01 14:54:35-03","UnB","UB","124371","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Strophopappus","bicolor","Strophopappus bicolor","(DC.) DC.","Nakajima, JN","Milhomens, LC","163","2001","05","05","Southern America","Brasil","Tocantins","Mateiros","Dunas (ponto turístico) originadas da desagregação dos platôs","-46.633333","-10.55",NA,NA,NA,"Filárias levemente arroxeadas nas extremidades e ao longo dos bordos. Corola rosa pálido.; Arbusto ramificado 0,7m.",NA,NA,NA,"2002","09",NA,"-46.633333","-10.55",NA,NA,NA,NA
"21","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Gardner, G","2894",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat prov. Piauhy in collibus siccis prope Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Gardner, G","4188",NA,NA,NA,"Southern America","Brazil",NA,NA,"similibus locis prov. Goyaz ad Campo S. Domingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prov. Minas Geraes in adscensu montis da Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stilpnopappus","bicolor","Stilpnopappus bicolor","(DC.) Mart. ex Baker",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prov. Minas Geraes in adscensu montis da Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2014-09-23 11:01:11-03","G","G-DC","G00464294","S","Plantae",NA,NA,"Asteraceae","Strophopappus","bicolor","Strophopappus bicolor","DC.","CAT.HERB.PRODR.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00464294",NA,"ISOTYPUS of Strophopappus bicolor DC.","2013","01","01","-45.44222222","-18.78777778",NA,NA,NA,NA
