"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","imagecode","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"13","2020-02-08 10:13:50-03","NBC","NL-BOTANY","WAG.1762558","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rambo B",NA,"1955","11","11","Brazil",NA,NA,"Rio Grande do Sul. Esteio p. Porto Alegre, in paludosis.",NA,NA,NA,NA,NA,NA,"NL-WAG1762558","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1762558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-WAG1762558","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:13:50-03","NBC","NL-BOTANY","AMD.57464","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Herter WG",NA,"1926","09","01","Uruguay",NA,NA,"Plantae Uruguayenses. Cerro Casabo. Departemento de Montevideo.",NA,NA,NA,NA,NA,NA,"NL-AMD57464","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.57464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-AMD57464","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379041","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1959","10","03","Argentina",NA,NA,"Estanica,,Santa Teresa'', Dep. Mburucuyá, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L1379041","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379041","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379042","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1964","11","26","Argentina",NA,NA,"Estancia ''Las Aguadas'', Distr. Crucecitas-Dep. Nogoyá, Prov. Entre Rios.",NA,NA,NA,NA,NA,NA,"NL-L1379042","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379042","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379043","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1971","11","25","Argentina",NA,NA,"Estancia ''La Pastoril'', Dep. Lavalle, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L1379043","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379043","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379045","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1964","10","18","Argentina",NA,NA,"Estancia,,La Yela'', Estancia ,,Las Tres Marias'', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L1379045","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379045","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379051","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1974","11","02","Argentina",NA,NA,"Quebrada del Gallinato, Dep. Caldera, Prov. Salta.",NA,NA,NA,NA,NA,NA,"NL-L1379051","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379051","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379053","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1969","10","10","Argentina",NA,NA,"Estancia,,Garruchos'', Dep. Santo Tomé, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L1379053","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379053","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379054","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1964","11","19","Argentina",NA,NA,"Estancia ''La Selmira'', Dep. Uruguay, Prov. Entre Rios.",NA,NA,NA,NA,NA,NA,"NL-L1379054","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379054","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379055","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lorentz PG",NA,"1878","11","01","Uruguay",NA,NA,"Entreriana, Concepcion del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-L1379055","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379055","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1379056","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lorentz PG",NA,"1877","11","01","Uruguay",NA,NA,"Entreriana, Concepcion del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-L1379056","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L1379056","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.3759072","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1989","03","16","Argentina",NA,NA,"Arrequintin. Dep. Iglesia. Prov. San Juan.",NA,NA,NA,NA,NA,NA,"NL-L3759072","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3759072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-L3759072","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238807","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gallinal JP; et al.",NA,NA,NA,NA,"Uruguay",NA,NA,"Soriano, Juan Jackson, Estancia: Monzón - Heber.",NA,NA,NA,NA,NA,NA,"NL-U1238807","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238807","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238808","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Monetti L",NA,"1913","10","13","Argentina",NA,NA,"Provincia Tucuman, Dep. Chichigasta, Yacuchire.",NA,NA,NA,NA,NA,NA,"NL-U1238808","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238808","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238809","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rodriguez",NA,"1912","10","25","Argentina",NA,NA,"Provincia Buenos Aires, Bernal - Partido de Quilwes.",NA,NA,NA,NA,NA,NA,"NL-U1238809","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238809","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238810","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Castillón L",NA,"1917","12","27","Argentina",NA,NA,"Provincia Jujuy, Dep. Capital, Capital.",NA,NA,NA,NA,NA,NA,"NL-U1238810","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238810","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238811","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1954","08","13","Argentina",NA,NA,"Wet ground, clayey soil, Estancia 'La Yela', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-U1238811","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238811","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238812","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Herter WGF",NA,"1926","09","01","Uruguay",NA,NA,"Uruguayenses, camp. argill, Dict. Cerro Casab, Departamento de Montevideo, Republica Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-U1238812","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238812","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1238813","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1951","04","03","Argentina",NA,NA,"Betw. Miramar and Mar del Sud, Partido Gral. Alvarado. Prov. de Buenos Aires.",NA,NA,NA,NA,NA,NA,"NL-U1238813","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1238813","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296340","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lindeman JC; Irgang BE",NA,"1971","10","17","Brazil",NA,NA,"Pequeno banhado no campo 13 km NE de lavras do Sul.",NA,NA,NA,NA,NA,NA,"NL-U1296340","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1296340","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296341","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","03","Brazil",NA,NA,"Campo com poca d'agua entre Sta. Maria e Sao Sepe.",NA,NA,NA,NA,NA,NA,"NL-U1296341","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1296341","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296342","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","14","Brazil",NA,NA,"Barra do Quarai, beira do Rio Quarai inundada periodicamente ao lado da ponte internacional.",NA,NA,NA,NA,NA,NA,"NL-U1296342","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296342 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1296342","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296343","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","03","Brazil",NA,NA,"Numa vala entre Sta. Maria e Sao Sepe.",NA,NA,NA,NA,NA,NA,"NL-U1296343","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1296343","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296344","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Lindeman JC; et al.",NA,"1971","12","04","Brazil",NA,NA,"Rocinha, campo na margemdo planalto, fronteira, R.G.S.-S.C. entre Bom Jesus e Turvo em tufos com rizomas curtas, ramos.",NA,NA,NA,NA,NA,NA,"NL-U1296344","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-U1296344","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:13:50-03","NBC","NL-BOTANY","WAG.1762557","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen TM",NA,"1989","03","16","Argentina",NA,NA,"Arrequintin. Dep. Iglesia. Prov. San Juan.",NA,NA,NA,NA,NA,NA,"NL-WAG1762557","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1762557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","NL-WAG1762557","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:05:43-03","ESALQ","ESA","108821","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis",NA,"Rodrigues, M.E.F.",NA,"Rodrigues, M.E.F.","431.0","2008","10","16","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA108821",NA,NA,NA,NA,"Magnoliophyta",NA,"ESA108821",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:25:33-03","IAP","PACA-AGP","44637","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Rambo, B.",NA,"1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA044637",NA,NA,NA,"Habitat: In paludosis. Fenofase: flor","Magnoliophyta","Cyperales",NA,"Liliatae","49662","auto","01","19",NA,NA,NA,NA
"40","2019-08-27 13:25:33-03","IAP","PACA-AGP","44374","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Rambo, B.",NA,"1949","11","14","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"PACA044374",NA,NA,NA,"Habitat: In paludosis. Fenofase: flor","Magnoliophyta","Cyperales",NA,"Liliatae","7214","auto","01","19",NA,NA,NA,NA
"41","2019-08-27 13:25:33-03","IAP","PACA-AGP","38306","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Rambo, B.",NA,"1948","11","24","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"PACA038306",NA,NA,NA,"Habitat: In paludosis. Fenofase: flor","Magnoliophyta","Cyperales",NA,"Liliatae","7214","auto","01","19",NA,NA,NA,NA
"42","2019-08-27 13:25:33-03","IAP","PACA-AGP","57159","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Rambo, B.",NA,"1955","11","11","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"PACA057159",NA,NA,NA,"Habitat: In paludosis. Fenofase: fruto","Magnoliophyta","Cyperales",NA,"Liliatae","7214","auto","01","19",NA,NA,NA,NA
"43","2019-08-27 13:25:33-03","IAP","PACA-AGP","59550","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Camargo, O. R.","856","1956","10","22","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA059550",NA,NA,NA,"Habitat: In paludosis. Fenofase: fruto","Magnoliophyta","Cyperales",NA,"Liliatae","19545","auto","01","19",NA,NA,NA,NA
"44","2019-08-27 13:25:33-03","IAP","PACA-AGP","70128","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2008","Bertels, A.","1430","1957","02","05","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"PACA070128",NA,NA,NA,"Na exsicata há, também, Eleocharis sellowiana Kunth, identificada por R. Trevisan em 22.12.2008. &nf;Herb PEL 10942 Habitat: em arrozais","Magnoliophyta","Cyperales",NA,"Liliatae","51462","auto","12","22",NA,NA,NA,NA
"45","2019-08-27 13:25:33-03","IAP","PACA-AGP","38263","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan","2004","Rambo, B.",NA,"1948","11","24","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038263",NA,NA,NA,"Habitat: In paludosis. Fenofase: flor","Magnoliophyta","Cyperales",NA,"Liliatae","29946","auto","03","11",NA,NA,NA,NA
