"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"23","2021-03-15 16:37:00-03","NY","NYBG","423978","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"P. K. H. Dusén","7615","1909","01","17","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=109739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423978","NY00423978_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","423974","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"K. Kubitzki","8559","1985","04","09","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.8342","-25.4769",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423974","NY00423974_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","423970","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"L. C. Prazeres","UPCB19056","1984","10","02","Brazil","Paraná","Curitiba","Universidade Federal do Paraná, Campus do Centro Politécnico","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423970","NY00423970_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","423967","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"G. G. Hatschbach","17118","1967","09","07","Brazil","Paraná","Ponta Grossa","Piriquitos","-50.1617","-25.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423967","NY00423967_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","424057","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"P. K. H. Dusén","1033a","1914","10","04","Brazil","Paraná","Almirante Tamandaré","Tamandaré (statio viae ferreae)","-49.31","-25.3247",NA,NA,"875","875","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=109745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424057","NY00424057_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","423976","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"G. G. Hatschbach","30293","1972","09","13","Brazil","Paraná","Inácio Martins","Inacio Martins","-51.0789","-25.5711",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423976","NY00423976_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","423965","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"L. B. Smith","8295","1956","12","05","Brazil","Santa Catarina","Curitibanos","14 km from Cidade Municipial Curitibanos and Campos Novos: West of Curitibanos toward Campos Novos","-50.5842","-27.2831",NA,NA,"850","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423965","NY00423965_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","423977","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"P. K. H. Dusén","10306","1910","10","16","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=109747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423977","NY00423977_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","423966","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","J. Salazar",NA,"L. B. Smith","12847","1964","10","23","Brazil","Santa Catarina","Abelardo Luz","12 km north of Abelardo Luz","-52.33","-26.53",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423966","NY00423966_01",NA,NA,"Magnoliophyta","Canellales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","28640","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","Schwacke","Bosio, F.","2013","Bosio, F.","124","2012","12","26","Brasil","Santa Catarina","Campo Belo do Sul","Sítio São João","-50.725833","-27.886389","50°43'33w","27°53'11s",NA,NA,"Árvore, planta com frutos com coloração esverdeado-avermelhado, em fase de maturação na ocasião da coleta, conhecida como pimenteira","BOTU028640",NA,"01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","25978","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisii","Cinnamodendron dinisii","Schwacke","Verdi, M.","2009","Verdi, M.","1369","2009","01","21","Brasil","Santa Catarina","Anita Garibaldi","Arrozal","-51.162778","-27.633333","51°09'46w","27°38'00s",NA,NA,"Fruto maduro vermelho","BOTU025978",NA,"01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:18-03","UFRJ","RFA","14487","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schw.) Occhioni","P. Occhioni","1972","G.G. Hatschbach","30273","1972","08","29","Brasil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,"50","50","Árvore 20 m de altura. tronco 60 cm. Flor boudeaux","RFA36714",NA,"08","26",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:18-03","UFRJ","RFA","12122","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schw.) Occhioni","G.G. Hatschbach","1962","G.G. Hatschbach","7338","1960","10","20","Brasil","Paraná","Guarapuava","Serra da Esperança","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Árvore","RFA36713",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:19:18-03","UFRJ","RFA","14461","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schw.) Occhioni","G.G. Hatschbach",NA,"G.G. Hatschbach","30293","1972","09","13","Brasil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854",NA,NA,NA,NA,"Árvore 10 m de altura. Flor bordeaux","RFA36711",NA,NA,NA,NA,NA,NA,NA,NA,"35964","auto",NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:29:45-03","UFRJ","RFA","13414","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schw.) Occhioni","P. Occhioni","1989","P. Occhioni","5366","1972","11","26","Brasil","Paraná","Ponta Grossa","Estrada Café","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arvoreta 6 m de altura. fruto imaturo","RFA36712",NA,"09","27",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:18-03","UFRJ","RFA","Foto 17358","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schw.) Occhioni",NA,NA,"P. Occhioni",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"RFA-Foto35383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:36:26-03","EAO","IAN","40164","PreservedSpecimen","Plantae","Canellaceae","Cinnamodendron","dinisis","Cinnamodendron dinisis","Schwacke",NA,NA,"Schwacke, J","12273",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN040164",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:01-03","PUCPR","HUCP","1086","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni","Jaszczerski, JC","1984","Correia, D; Stange, CE","020",NA,NA,NA,"Brasil","Paraná","Colombo","Estrada da Ribeira","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00009616","HUCP00009616","09","20","Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"41","2020-10-27 11:21:59-03","PUCPR","HUCP","140","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni",NA,NA,"Jaszczerski, JC","020","1985","11","20","Brasil","Paraná","Colombo","Estrada da Ribeira","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00009564","HUCP00009564",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:01-03","PUCPR","HUCP","20002","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni","Selusniaki, M",NA,"Penteado, A","017","2007","09","14","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00009758","HUCP00009758",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:01-03","PUCPR","HUCP","16631","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni","Jaszczerski, JC",NA,"Selusniaki, M","157","2004","10","20","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009710","HUCP00009710_1 HUCP00009710_2",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:01-03","PUCPR","HUCP","10849","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni","Dunaiski, A",NA,"Dunaiski, A","s.n.","1990","10","06","Brasil","Paraná","Curitiba","Ahú","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009748","HUCP00009748",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:01-03","PUCPR","HUCP","17106","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni",NA,NA,"Beltrami, L; Selusniaki, M; Moledo, R","613","2005","10","22","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009791","HUCP00009791_1 HUCP00009791_2",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:01-03","PUCPR","HUCP","18963","S","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni","Selusniaki, M",NA,"Bonaldi, R","306","2007","12","05","Brasil","Paraná","Curitiba","Centanário","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009837","HUCP00009837",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"47","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.1084462","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni",NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil",NA,NA,"Santa Catarina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084462","NL-L1084462",NA,NA,NA,"Canellales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.1084463","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni",NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil",NA,NA,"Santa Catarina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084463","NL-L1084463",NA,NA,NA,"Canellales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"49","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.1084464","PreservedSpecimen","Plantae","Canellaceae","Capsicodendron","dinisii","Capsicodendron dinisii","(Schwacke) Occhioni",NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil",NA,NA,"Santa Catarina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084464","NL-L1084464",NA,NA,NA,"Canellales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
