"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"294","2020-09-12 05:00:02-03","US","US","3202862","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Morrison","16834","South America","Chile","Valparaíso (V)","Chile, Prov. Valparaiso, Depto. Valparaiso, El Tranque, Vina del Mar, 12 km of Valparaiso","50",NA,NA,NA,NA,"US02221484",NA,"Cyperales","Lam.",NA,"1938","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"295","2020-09-12 05:00:02-03","US","US","2531446","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. T. Solbrig, H. Moore & J. Walker","3871","South America","Chile","Valparaíso (V)","Juan Fernandez Islands, Masatierra: From Cumberland Bay to Quebrada Puerto Frances over Centinela Ridge to head of Quebrada Piedra Aguajereada",NA,NA,NA,NA,NA,"US02221489",NA,"Cyperales","Lam.",NA,"1965","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"296","2020-09-12 05:00:02-03","US","US","1233103","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","E. Werdermann","174","South America","Chile","Coquimbo (IV)","Prov. Coquimbo, Rivadavia","800",NA,NA,NA,NA,"US02221491",NA,"Cyperales","Lam.",NA,"1923","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"297","2020-09-12 05:00:02-03","US","US","1907596","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. H. Bartlett","19266","South America","Argentina","Buenos Aires","Delta marshland, Tigre, Provincia de Buenos Aires",NA,NA,NA,NA,NA,"US02221533",NA,"Cyperales","Lam.",NA,"1942","12","21",NA,NA,NA,"US02221533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"298","2020-09-12 05:00:02-03","US","US","1142552","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","E. P. Killip & T. E. Hazen","837","South America - Neotropics","Colombia","Valle del Cauca","Department of El Valle, Guayabal Zarzal, Cauca Valley","900","920",NA,NA,NA,"US02221556",NA,"Cyperales","Lam.",NA,"1922","7","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"299","2020-09-12 05:00:02-03","US","US","1175410","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Buchtien","s.n.","South America","Chile",NA,"Sud-Chile, Valdivia",NA,NA,NA,NA,NA,"US02221479",NA,"Cyperales","Lam.",NA,"1901","12",NA,NA,NA,NA,"US02221479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"300","2020-09-12 05:00:02-03","US","US","1193726","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. M. Smith","73","South America","Uruguay","San Jose","San Jose",NA,NA,NA,NA,NA,"US02221561",NA,"Cyperales","Lam.",NA,"1922","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"301","2020-09-12 05:00:02-03","US","US","3202859","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. J. Eyerdam & A. A. Beetle","23170","South America","Argentina","Buenos Aires","Argentina, Prov. Buenos Aires, At. G.E. Hudson, between La Plata and Buenos Aires",NA,NA,NA,NA,NA,"US02221519",NA,"Cyperales","Lam.",NA,"1938","12","3",NA,NA,NA,"US02221519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"302","2020-09-12 05:00:02-03","US","US","2223679","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","ex herb. Hort. Reg. Kew","6177","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"US02221558",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"303","2020-09-12 05:00:02-03","US","US","3375734","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Universidad Nacional de San Agustin","0529","South America - Neotropics","Peru","Arequipa","Departamento: Arequipa, Caraveli, Lomas de Atiquipa","200","900",NA,NA,NA,"US02221538",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"304","2020-09-12 05:00:02-03","US","US","3202860","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Barros","1980","South America","Argentina","Mendoza","Prv. de Mendoza, alrededores de la ciudad",NA,NA,NA,NA,NA,"US02221518",NA,"Cyperales","Lam.",NA,"1925","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"305","2020-09-12 05:00:02-03","US","US","3498415","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Torres Robles","374","South America","Argentina","Buenos Aires","Procedencia: Argentina, Pcia. de Buenos Aires, Pdo. de Magdalena, Estancia San Isidro",NA,NA,NA,NA,NA,"US02221513",NA,"Cyperales","Lam.",NA,"2001","3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"306","2020-09-12 05:00:02-03","US","US","1545711","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","6843","South America","Argentina","Tucuman","(R.A.) Departamento Chicligasta, Estancia Las Pavas","3200",NA,NA,NA,NA,"US02221525",NA,"Cyperales","Lam.",NA,"1925","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"307","2020-09-12 05:00:02-03","US","US","1193783","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. M. Smith","130","South America","Uruguay","Maldonado","Lobos Island, Maldonado",NA,NA,NA,NA,NA,"US02221560",NA,"Cyperales","Lam.",NA,"1922","12","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"308","2020-09-12 05:00:02-03","US","US","704393","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. Fischer","200","South America","Argentina",NA,"River Valley, General Roca and vicinity, Rio Negro valley","250","360",NA,NA,NA,"US02221522",NA,"Cyperales","Lam.",NA,"1914","12","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"309","2020-09-12 05:00:02-03","US","US","1545719","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","8272","South America","Argentina","Chaco","(R.A.) Departamento Resistancia, Colonia Tirol","150",NA,NA,NA,NA,"US02221526",NA,"Cyperales","Lam.",NA,"1929","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"310","2020-09-12 05:00:02-03","US","US","1093741","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C. Skottsberg & I. Skottsberg","426","South America","Chile","Valparaíso (V)","Juan Fernandez, Masafuera, along the beach betw. Casas aud Vacas",NA,NA,NA,NA,NA,"US02221487",NA,"Cyperales","Lam.",NA,"1917","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"311","2020-09-12 05:00:02-03","US","US","1059214","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","1197","South America","Chile",NA,"Costa",NA,NA,NA,NA,NA,"US02221475",NA,"Cyperales","Lam.",NA,"1920","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"312","2020-09-12 05:00:02-03","US","US","1545742","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","8825","South America","Argentina","Tucuman","(R.A.) Departamento Burroyaco, Cerro El Nogalito","1000",NA,NA,NA,NA,"US02221527",NA,"Cyperales","Lam.",NA,"1929","4","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"313","2020-09-12 05:00:02-03","US","US","1459549","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. L. Cabrera","5152","South America","Argentina","Buenos Aires","Provincia de Buenos Aires, Republica Argentina, Bosque de La Plata",NA,NA,NA,NA,NA,"US02221531",NA,"Cyperales","Lam.",NA,"1939","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"314","2020-09-12 05:00:02-03","US","US","1474905","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Macbride, -- & -. Featherstone","1419","South America - Neotropics","Peru",NA,"Mito","2743",NA,NA,NA,NA,"US02221541",NA,"Cyperales","Lam.",NA,"1922","7","8",NA,NA,NA,"US02221541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"315","2020-09-12 05:00:02-03","US","US","2249308","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L. Smith & R. Reitz","9776","South America","Brazil","Santa Catarina","Santa Catarina, Mun. Xanxere: Pinheiral, Faxinal dos Guedes","700","900",NA,NA,NA,"US02221554",NA,"Cyperales","Lam.",NA,"1957","1","3",NA,NA,NA,"US02221554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"316","2020-09-12 05:00:02-03","US","US","1545713","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","6840","South America","Argentina","Tucuman","(R.A.) Departamento Trancas, Leocadio Paz","1000",NA,NA,NA,NA,"US02221524",NA,"Cyperales","Lam.",NA,"1926","1","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"317","2020-09-12 05:00:02-03","US","US","2751128","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C. Skottsberg & I. Skottsberg","211","South America","Chile","Valparaíso (V)","Juan Fernandez, Masafuera: between Quebrada de las vacas a playa aneka",NA,NA,NA,NA,NA,"US02221490",NA,"Cyperales","Lam.",NA,"1955","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"318","2020-09-12 05:00:02-03","US","US","1594607","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Santoro","768","South America - Neotropics","Brazil","São Paulo","Campinas, S.P.",NA,NA,NA,NA,NA,"US02221553",NA,"Cyperales","Lam.",NA,"1936","10","23",NA,NA,NA,"US02221553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"319","2020-09-12 05:00:02-03","US","US","1545812","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","4367","South America","Argentina","Tucuman","(R.A.) Departamento Tafi, El Banero","1650",NA,NA,NA,NA,"US02221514",NA,"Cyperales","Lam.",NA,"1926","5","1",NA,NA,NA,"US02221514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"320","2020-09-12 05:00:02-03","US","US","1545886","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","4049","South America","Argentina","Tucuman","(R.A.) Departamento Chicligasta, Estancia Los Pavas","1200",NA,NA,NA,NA,"US02221521",NA,"Cyperales","Lam.",NA,"1925","12","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"321","2020-09-12 05:00:02-03","US","US","818652","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. H. Rusby","106","South America","Chile",NA,"Near Valparaiso, Chili",NA,NA,NA,NA,NA,"US02221483",NA,"Cyperales","Lam.",NA,"1885","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"322","2020-09-12 05:00:02-03","US","US","1564029","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. Krapovickas","2569","South America","Argentina","Buenos Aires","Buenos Aires",NA,NA,NA,NA,NA,"US02221532",NA,"Cyperales","Lam.",NA,"1945","10","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"323","2020-09-12 05:00:02-03","US","US","818630","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","ex. herb. R.A. Philippi","s.n.","South America","Chile",NA,"Santiago",NA,NA,NA,NA,NA,"US02221473",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"324","2020-09-12 05:00:02-03","US","US","2504879","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","R. M. Klein","3671","South America","Brazil","Santa Catarina","Santa Catarina, Fazenda Frei Rogerio, Porto Uniao, Campo umido","750",NA,NA,NA,NA,"US02221555",NA,"Cyperales","Lam.",NA,"1962","12","10",NA,NA,NA,"US02221555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"325","2020-09-12 05:00:02-03","US","US","3375732","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Universidad Nacional de San Agustin","0992","South America - Neotropics","Peru","Arequipa","Departamento Arequipa, Provincia Islay, Cochendo-Mejia","490","560",NA,NA,NA,"US02221536",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"326","2020-09-12 05:00:02-03","US","US","3202861","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Barros","1934","South America","Argentina","Buenos Aires","Prov. de Buenos Aires, Vicente Lopez",NA,NA,NA,NA,NA,"US02221520",NA,"Cyperales","Lam.",NA,"1928","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"327","2020-09-12 05:00:02-03","US","US","3202869","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. G. F. Herter","99386","South America","Uruguay","Montevideo","Montevideo, Uruguay, La Palma","100",NA,NA,NA,NA,"US02221546",NA,"Cyperales","Lam.",NA,"1938","4","11",NA,NA,NA,"US02221546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"328","2020-09-12 05:00:02-03","US","US","1175416","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Buchtien","s.n.","South America","Chile",NA,"Sud-Chile, Valdivia",NA,NA,NA,NA,NA,"US02221480",NA,"Cyperales","Lam.",NA,"1905","2",NA,NA,NA,NA,"US02221480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"329","2020-09-12 05:00:02-03","US","US","3202858","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. L. Cabrera","5152","South America","Argentina","Buenos Aires","Prov. Buenos Aires: Bosque de La Plata",NA,NA,NA,NA,NA,"US02221517",NA,"Cyperales","Lam.",NA,"1939","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"330","2020-09-12 05:00:02-03","US","US","1059213","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","1196","South America","Chile",NA,"Costa",NA,NA,NA,NA,NA,"US02221476",NA,"Cyperales","Lam.",NA,"1920","10","20",NA,NA,NA,"US02221476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"331","2020-09-12 05:00:02-03","US","US","3165585","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","P. Orth","2859","South America","Brazil",NA,"In viis, Porto Alegre",NA,NA,NA,NA,NA,"US02221535",NA,"Cyperales","Lam.",NA,"1937","12","15",NA,NA,NA,"US02221535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"332","2020-09-12 05:00:02-03","US","US","3202867","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. R. Leal","2365","South America","Argentina","Mendoza","Prov. de Mendoza, dep. Tupungato",NA,NA,NA,NA,NA,"US02221516",NA,"Cyperales","Lam.",NA,"1933","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"333","2020-09-12 05:00:02-03","US","US","1545714","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Venturi","6839","South America","Argentina","Tucuman","(R.A.) Departamento Trancas, Leocadio Paz","1000",NA,NA,NA,NA,"US02221523",NA,"Cyperales","Lam.",NA,"1927","3","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"334","2020-09-12 05:00:02-03","US","US","1175347","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","ex herb. Cornelius Osten","5319","South America","Uruguay","Canelones","Dep. Canelones, La Paz, in saxosis locis humidis",NA,NA,NA,NA,NA,"US02221562",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"335","2020-09-12 05:00:02-03","US","US","1177420","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Buchtien","4157","South America - Neotropics","Bolivia",NA,"Millagueja in Nord-Yungas","1300",NA,NA,NA,NA,"US02221540",NA,"Cyperales","Lam.",NA,"1917","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"336","2020-09-12 05:00:02-03","US","US","2100232","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Acosta Solis","17167","South America - Neotropics","Ecuador","Pichincha","Nanegalito al No. de Tandayapa, Secc. Occ. de la Prov. Pichinha","1300",NA,NA,NA,NA,"US02221534",NA,"Cyperales","Lam.",NA,"1950","7","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"337","2020-09-12 05:00:02-03","US","US","530428","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","G. Hastings","549","South America","Chile",NA,"From the vicinity of Santiago, Mts., near Rio Colorado","914",NA,NA,NA,NA,"US02221474",NA,"Cyperales","Lam.",NA,"1902","2","15",NA,NA,NA,"US02221474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"338","2020-09-12 05:00:02-03","US","US","2717528","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Del Puerto","4018","South America","Uruguay","San Jose","Corresponde a muestra, Colonia Wilson, Dpto. San Jose",NA,NA,NA,NA,NA,"US02221529",NA,"Cyperales","Lam.",NA,"1965","1","5",NA,NA,NA,"US02221529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"339","2020-09-12 05:00:02-03","US","US","3202868","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. G. F. Herter","99385","South America","Uruguay","Montevideo","Montevideo, Uruguay, La Palma","100",NA,NA,NA,NA,"US02221545",NA,"Cyperales","Lam.",NA,"1938","4","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"340","2020-09-12 05:00:02-03","US","US","1907607","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. H. Bartlett","20708","South America","Uruguay","Colonia","Near coast, Riachuelo to Artilleros, Departamento de Colonia",NA,NA,NA,NA,NA,"US02221559",NA,"Cyperales","Lam.",NA,"1943","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"341","2020-09-12 05:00:02-03","US","US","1283635","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","3458","South America","Chile",NA,NA,NA,NA,NA,NA,NA,"US02221470",NA,"Cyperales","Lam.",NA,"1926","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"342","2020-09-12 05:00:02-03","US","US","2372175","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. J. Eyerdam","10696","South America","Chile",NA,"Two miles northeast of Florida, Province Concepcion",NA,NA,NA,NA,NA,"US02221477",NA,"Cyperales","Lam.",NA,"1958","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"343","2020-09-12 05:00:02-03","US","US","619476","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus trigonus","O. Kuntze","s.n.","South America - Neotropics","Bolivia",NA,"Yapacani.",NA,NA,NA,NA,NA,"US00086828",NA,"Cyperales","Kuntze",NA,"1892","6",NA,NA,NA,NA,NA,"trigonus","Isolectotype",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"344","2020-09-12 05:00:02-03","US","US","1675018","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","J. Chapin","1015","South America","Chile","Valparaíso (V)","Easter Is., Rano Kao: Edge of marshy crater floor","125",NA,NA,NA,NA,"US02230487",NA,"Cyperales",NA,NA,"1935","1","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"345","2020-09-12 05:00:02-03","US","US","619476","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus trigonus","O. Kuntze","s.n.","South America - Neotropics","Bolivia",NA,"Yapacani.",NA,NA,NA,NA,NA,"US00086828",NA,"Cyperales","Kuntze",NA,"1892","6",NA,NA,NA,NA,NA,"trigonus","Isolectotype",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"346","2020-09-02 16:23:39-03","Cenargen","CEN","14363","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Addison Brown","289",NA,"Brasil",NA,"Argentina.",NA,NA,"Exsicatas",NA,"Doação do Ex-Instituto de Botanica Darwinion (SI) - Flora Argentina.&nf;Salta: Depto. Anta. Parque Nacional El Rey.","CEN00014363",NA,NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,"CEN00014363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"347","2020-09-02 16:23:39-03","Cenargen","CEN","14381","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Elena B. Rosa","71",NA,"Brasil",NA,"Argentina. San Luis: Depto. Junin, camino de Merlo a El Rincón.",NA,NA,"Exsicatas",NA,"Caída de água-sombrio. Doação do Ex-Instituto de Botânica Darwinion, San Isidro, Argentina.","CEN00014381",NA,NA,"Lam.","E. R. Guaglianone","1982","01","22",NA,NA,NA,"CEN00014381",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,"1",NA
"348","2020-09-02 16:23:39-03","Cenargen","CEN","14396","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Ana Maria Ragonese",NA,NA,"Brasil",NA,"Argentina. Buenos Aires, San Isidro cerca del rio, al fondo calle Primera Junta.",NA,NA,"Exsicatas",NA,"Doação do Ex-Instituto de Botânica Darwinion, San Isidro, Argentina. SI ( 26.207).","CEN00014396",NA,NA,"Lam.",NA,"1967","11","27",NA,NA,NA,"CEN00014396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"349","2020-09-02 16:23:39-03","Cenargen","CEN","34654","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Efigênia de Melo","1708",NA,"Brasil","BA","Lagoa 6.","130","130","Exsicatas",NA,"Inflorescência esverdeada. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (24357). Feira de Santana - Bahia.","CEN00034654",NA,NA,"Lam.","M. Alves - ALCB","1996","09","15","ANGUERA","-39.2463989257812","-12.1511001586914","CEN00034654",NA,NA,"2005","12",NA,"20202","auto","-3915000.0","-1218333.0",NA,"1",NA
