"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-04-05 14:33:34-03","UNESC","CRI","9250","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Birgit Harter Marques","Birgit Harter Marques; Ricardo Vicente",NA,"2006","04","20","Brasil","Santa Catarina","Siderópolis","Malha II leste.","-49.419167","-28.594167","49º25'9''W","28º35'39''S",NA,NA,NA,"CRI007875","CRI007875","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:22-03","UNESC","CRI","3347","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke",NA,"Vanilde Citadini-Zanette; Clair Maria Martinello","1947","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI007873","CRI007873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:22-03","UNESC","CRI","14094","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Amanda Matiola","Valdemar Boff & Vanilde Citadini",NA,"1998","01","28","Brasil","Santa Catarina","Araranguá","Morro dos Conventos","-49.486389","-28.935556","49º29'11''W","28º56'8''S",NA,NA,"Habitat: Terrestre Habito: Arbóreo","CRI012744",NA,"2018","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:34-03","UNESC","CRI","14926","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Gasper, AL de","Uller, H.F.","136","2009","05","03","Brasil","Santa Catarina","Salete","Cipriano. Cipriano.","-50.004167","-26.978056","50º0'15''W","26º58'41''S","416","416","Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto alaranjado;","CRI014275","CRI014275","2010","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:22-03","UNESC","CRI","3336","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke",NA,"Vanilde Citadini-Zanette; Clair Maria Martinello",NA,"1991","04","11","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI007874","CRI007874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:34-03","UNESC","CRI","3787","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Vanilde C. Zanette","Zenaide P. Topanotti","16","1995","08","28","Brasil","Santa Catarina","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S","111","111","Habito: arvoreta","CRI003275","CRI003275","1995","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:22-03","UNESC","CRI","3592","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Marcos Sobral","Vanilde C. Zanette","1991","1995","01","16","Brasil","Santa Catarina","Morro Grande","Pingador - Três Barras.","-49.721111","-28.801111","49º43'16''W","28º48'4''S","400","400","Floresta Ombrófila Densa Montana Habitat: interior da mata Habito: erva","CRI003280","CRI003280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:22-03","UNESC","CRI","11182","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","A. L. de Gasper","M. Verdi; D.h. klettenberg e G. Klemz","3692","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.499722","-28.35","49º29'59''W","28º21'0''S","449","449","Floresta Ombrófila Densa Habito: arbustiva","CRI003342","CRI003342","2010","03","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:22-03","UNESC","CRI","12556","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Aline Votri Guislon & Renato colares","Alexandre Medeiros",NA,"2017","05","09","Brasil","Santa Catarina","Balneário Camboriú","(Quilombola)","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 314. Habito: Arbóreo","CRI010763",NA,"2017","07","25","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:40:03-03","E","E","198861","PreservedSpecimen","Plantae","Labiatae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"Pennington, T.D.; Pennington, R.T.; Daza, A.","17345","2002","02","17","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00198861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00198861",NA,NA,NA,NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:208566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:40:03-03","E","E","114657","PreservedSpecimen","Plantae","Labiatae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"Davis, P.H., Shepherd, G.J., Makino, H., Silvestre, M.S. & Jung, S.L.",NA,"1976","08","21","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00114657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114657",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:122985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:40:03-03","E","E","114660","PreservedSpecimen","Plantae","Labiatae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"Spruce, R.",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00114660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114660",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:122990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:40:03-03","E","E","114659","PreservedSpecimen","Plantae","Labiatae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"Schomburgk, Robert Hermann","404","1905","01","10","GY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00114659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114659",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:122988","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:40:03-03","E","E","33361","PreservedSpecimen","Plantae","Labiatae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"Guillén, R. & Roca, V.","3324","1995","04","25","BO","Departamento Santa Cruz","Velasco Province","Reserva ecologica El Refugio, a 2500 m al NW del campamento Refugio sobre el Rio Paragua HAcia la bahia Las Petas. Bosque ribereño anegado temporalmente.","-61.041389","-14.761667","-61.041389","-14.761667","160","160","<a href=http://data.rbge.org.uk/herb/E00033361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00033361",NA,NA,NA,NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:39420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:40:03-03","E","E","114639","PreservedSpecimen","Plantae","Labiatae","Aegiphila","parviflora","Aegiphila parviflora",NA,NA,"Bridgewater, S.; Sanaiotti, T. & Rosário, C.",NA,"1993","08","03","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00114639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114639",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:122332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:40:03-03","E","E","114641","PreservedSpecimen","Plantae","Labiatae","Aegiphila","parviflora","Aegiphila parviflora",NA,NA,"Bridgewater, S.; Sanaiotti, T. & Rosário, C.",NA,"1993","08","01","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00114641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114641",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:122344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:40:03-03","E","E","194939","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Pirani, J.R.; Campos, M.T.V.A.; Nunes, J.V.C.; Parra, L.R.",NA,"1992","02","02","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00194939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00194939",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:203216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:40:03-03","E","E","196166","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Atkins, S.; Giulietti, A.M.; Sakuragui, C.M.; Harley, R.M. & Souza, V.C.","13612","1994","01","12","BR","Minas Gerais",NA,"Sao Roque de Minas",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00196166 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00196166",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:202368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:40:03-03","E","E","194940","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Stannard, B.; Ganev, W.; Queiroz, R.F.",NA,"1992","03","02","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00194940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00194940",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:203206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:40:03-03","E","E","194809","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Giulietti, A.M., Sakuragui, C.M., Harley, R.M., Atkins, S. & Souza, V.C.","13613","1994","01","12","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00194809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00194809",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:201942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:40:03-03","E","E","189438","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Ganev, W.","1608","1992","12","02","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00189438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00189438",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:202463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:40:03-03","E","E","165330","PreservedSpecimen","Plantae","Labiatae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"Ganev, W.","1785","1998","01","05","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00165330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00165330",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:203502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","103738","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","amazonica","Aegiphila amazonica","Moldenke",NA,"J. G. Kuhlmann","22546","1924","03","17","Brazil","Amazonas",NA,"Maués","-57.711871","-3.3920171",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103738","NY00103738_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"type","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01857346","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","arborescens","Aegiphila arborescens","(Aubl.) J.F.Gmel.",NA,"A. B. Anderson","1131","1984","10","08","Brazil","Pará","Barcarena","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857346","NY01857346_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","103750","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","conturbata","Aegiphila conturbata","Moldenke","H. N. Moldenke","J. Newman","s.n.",NA,NA,NA,"Brazil",NA,NA,"Maranham (=Maranhao?)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103750","NY00103750_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"type fragment","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","103763","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","dentata","Aegiphila dentata","Moldenke","H. N. Moldenke","G. Edwall","15614","1898","12",NA,"Brazil",NA,NA,"Raiz Nova da Serra",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103763","NY00103763_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"type","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","755975","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.","L. Coêlho","L. Coêlho","1936","1982","12","04","Brazil","Acre","Rio Branco","Margem do Lago Amapá.","-67.81","-9.97472",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755975","NY00755975_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1746912","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.","P. Pedraza-Peñalosa","P. Pedraza-Peñalosa","2361","2011","07","25","Colombia","Antioquia","Frontino","Parque Nacional Natural Las Orquídeas; vereda Venados Abajo, después de la Finca Vista Hermosa; divisoria de aguas entre el Río Venado y Quebrada La Selva. Bosque al lado de potrero.","-76.31508","6.55036",NA,NA,"1240","1280","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746912","NY01746912_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02687425","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.",NA,"E. G. A. Martins","281","2011","10","29","Brazil","São Paulo","Cubatão","Parque Ecológico do Perequê. 200 m após travessia do rio no sentido da cachoeira, trilha secundaria ao interior da mata.","-46.41664","-23.84867",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962829' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687425","NY02687425_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1015163","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.","F. França","L. Riedel","s.n.","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015163","NY01015163_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01857429","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia guianensis","(Moldenke) López-Pal.",NA,"W. A. Ducke","14281","1904","05","25","Brazil","Pará",NA,"Rio Oyapoe [Oiapoque?]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2086122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857429","NY01857429_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales","guianensis",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01055244","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.","F. França","L. M. M. Carreira","918","1983","05","07","Brazil","Mato Grosso",NA,"Estrada para a Fazenda Arrozal km 5 da estrada Vila Bela - Pontes e Lacerda.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055244","NY01055244_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01857414","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.",NA,"N. A. Rosa","4260","1982","04","07","Brazil","Amapá",NA,"Próximo de Santana. Campos de terra firme.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2086092' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857414","NY01857414_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01857411","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.",NA,"N. T. da Silva","1790","1969","03","11","Brazil","Pará","Jari","Estrada entre Planalto A e Braço.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2086089' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857411","NY01857411_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1181915","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) B.D.Jacks.","F. França","C. A. Cid Ferreira","4126","1983","07","14","Brazil","Amazonas","Maués","Rio Parauarí, margem direita, próximo ao lugar chamado Água Mineral","-57.92","-4.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1311069' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181915","NY01181915_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
