"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","individualCount","phylum","order","infraspecificEpithet","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2019-08-27 13:26:31-03","IAP","PACA-AGP","63576","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.","V.F. Nunes","1996","11","26","Rambo, B.","1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,"VULNERÁVEL Habitat: In silva Fenofase: flor","PACA063576",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"27350","auto","Liliatae",NA,NA,NA,NA,NA
"12","2019-08-27 13:26:31-03","IAP","PACA-AGP","99781","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.",NA,NA,NA,NA,"Ohlweiler, A. A.","1999","12","24","Brasil","RS","Porto Alegre","Lami","-51.2299995422363","-30.0331001281738",NA,NA,"HASU 8466.&nf;Pétalas marrom-esverdeadas, com pintas púrpuras, labelo carmim. Habitat: Sobre figueira na beira do lago. Fenofase: flor","PACA099781",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"13","2019-08-27 13:26:31-03","IAP","PACA-AGP","39273.1","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.","V.F. Nunes","1996","11","26","Rambo, B.","1946","12","28","Brasil","RS","Porto Alegre","Morro do Sabiá","-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: In silvula riparia, epifítia Fenofase: flor","PACA039273-1",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"14","2019-08-27 13:26:31-03","IAP","PACA-AGP","109","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.","V.F. Nunes","1996","11","26","C. Orth SJ","1932","01","06","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: In silva campestri Fenofase: flor Hábito: epífito","PACA000109",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","37883","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.","V.F. Nunes","1996","11","26","Rambo, B.","1948","09","29","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: In silva campestri Fenofase: fruto maturo","PACA037883",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"16","2019-08-27 13:26:31-03","IAP","PACA-AGP","99782","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich.",NA,NA,NA,NA,"Ohlweiler, A. A.","1999","12","24","Brasil","RS","Triunfo","Próximo ao Rio Caí","-51.7181015014648","-29.9433002471924",NA,NA,"HASU 8465.","PACA099782",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"41194","auto","Liliatae",NA,NA,NA,NA,NA
"17","2016-07-05 11:14:16-03","FFCLRP","LBMBP","114","S","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-07-05 11:14:16-03","FFCLRP","LBMBP","147","S","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-07-05 11:14:16-03","FFCLRP","LBMBP","78","S","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-07-05 11:14:16-03","FFCLRP","LBMBP","81","S","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-27 13:51:17-03","UFS","ASE","39744","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Menezes, TSA",NA,NA,NA,"Menezes, TSA","2012","07","13","Brasil","Sergipe","Riachão do Dantas",NA,"-37.49462","-11.04309","-37.49462","-11.04309","Epífita.","ASE0041901",NA,NA,"Magnoliophyta",NA,NA,"1","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:03:58-03","FURB","FURB","62405","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Kassner-Filho, A.","2019","01","09","Kassner-Filho, A.; Medeiros, A.S.","2019","01","09","Brasil","Santa Catarina","Balneário Camboriú","Praia de Taquaras.","-48.5830556","-27.0044444","-48.5830556","-27.0044444","tépalas castanho-escuro com pintas pretas, labelo violeta-púrpura Habitat: restinga arbórea Habito: epífita","FURB62405","FURB62405",NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,"8","8",NA,NA,NA
"23","2021-03-16 17:50:18-03","UCS","HUCS","38129","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Richards ex Beer","Valduga, E.","2012","01",NA,"Gonzatti, F.","2012","01","10","Brasil","Rio Grande do Sul","Cidreira","Fazenda Azaléia","-50.233611","-30.085833","-50.233611","-30.085833","epífita; mata de estinga",NA,NA,NA,"Angiospermae","Asparagales",NA,"319",NA,NA,NA,NA,NA,"8","8",NA,NA,NA
"24","2019-08-15 09:04:37-03","UESC","UESC","10602","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,NA,NA,NA,NA,"João Eduardo dos Santos","2005","10","14","Brasil","Bahia","Itapebi",NA,"-39.5339012145996","-15.9507999420166",NA,NA,NA,"UESC0010602",NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,"43726","auto","Monocotyledoneae",NA,NA,NA,NA,NA
"25","2019-08-15 09:04:37-03","UESC","UESC","19980","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,NA,NA,NA,NA,"Florêcncio,F.J;","2014","11","25","Brasil","Bahia","Ilhéus",NA,"-39.149444","-14.8025","39W8'58''","14S48'9''","Epífita, aprox. 0,5 m de altura. Pseudobulbo estreito.; Ornamental. Unicata.","UESC0019980",NA,NA,"Angiospermae","Florideophycidae",NA,"30",NA,NA,NA,NA,"Monocotyledoneae","45","45",NA,NA,NA
"26","2015-09-03 19:56:52-03","MNHN","RECOLNAT_MNHN_P","P00407301","PreservedSpecimen",NA,"Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.",NA,NA,NA,NA,"s.c.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00407301' target='other'> <mi>dwc_moreinfo</mi></a>","P00407301","P00407301_01 P00407301_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"holotype",NA,NA
"27","2015-09-05 07:46:28-03","MNHN","RECOLNAT_MNHN_P","P00407302","PreservedSpecimen",NA,"Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.",NA,NA,NA,NA,"Peixoto","1838",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"Cultivé au Jardin Botanique de la faculté de Médecine. Récolté par A. Rivière en juillet 1847 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00407302' target='other'> <mi>dwc_moreinfo</mi></a>","P00407302","P00407302_01 P00407302_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"isotype",NA,NA
"28","2015-09-04 11:30:05-03","MNHN","RECOLNAT_MNHN_P","P00407303","PreservedSpecimen",NA,"Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.",NA,NA,NA,NA,"Peixoto","1844","8",NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00407303' target='other'> <mi>dwc_moreinfo</mi></a>","P00407303","P00407303_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"29","2014-11-06 16:18:19-02","UFPB","EAN","5681","S","Plantae","Orchidaceae","Cattleya","leopoldi","Cattleya leopoldi","Vers. ex Lem","L. P. Felix","1989","11","27","L. P. Felix ; G. V. Dornelas","1986","01","01","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Erva; flores marrom-avermelhado. Esta planta estava sob cultivo no orquidário..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:17:08-03","CEPLAC","CEPEC","134319","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"Carvalho, D.N.",NA,NA,NA,"M.M. Coelho","2011","11","03","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra.","-39.536111","-14.770278","39W32'10","14S46'13","(Unicata)",NA,NA,NA,NA,NA,NA,"421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-23 12:17:08-03","CEPLAC","CEPEC","8075","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"C. van den Berg",NA,NA,NA,"T. S. dos Santos","1975","04","20","Brasil","Bahia","GONGOGI","Barragem do Funil.","-39.4646987915039","-14.3221998214722","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,"2156",NA,NA,"25835","auto",NA,NA,NA,NA,"28/07/2003",NA
"32","2020-07-23 12:17:08-03","CEPLAC","CEPEC","76962","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"C. van den Berg",NA,NA,NA,"J. G. Jardim","1977","03","19","Brasil","Bahia","ILHÉUS","Ao NW do CEPEC. Fazenda. Área de cacau cabruca.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1169",NA,NA,"61245","auto",NA,NA,NA,NA,"02/09/2002",NA
"33","2020-07-23 12:17:08-03","CEPLAC","CEPEC","45505","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"C. van den Berg",NA,NA,NA,"A. M. de Carvalho","1989","11","27","Brasil","Bahia","ILHÉUS","Ca. 2Km na estrada p/ Uruçuca.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2566",NA,NA,"61245","auto",NA,NA,NA,NA,"02/09/2002",NA
"34","2020-07-23 12:17:08-03","CEPLAC","CEPEC","25512","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"D. T. da Cruz",NA,NA,NA,"J. L. Hage","1981","10","27","Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1499",NA,NA,"61245","auto",NA,NA,NA,NA,"10/03/2003",NA
"35","2020-07-23 12:17:08-03","CEPLAC","CEPEC","7125","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"C. van den Berg",NA,NA,NA,"T. S. dos Santos","1989","12","28","Brasil","Bahia","JUSSARÍ","Km 5 da Rod. Jussari/Palmira.","-39.4953002929688","-15.1913995742798","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,"1898",NA,NA,"21386","auto",NA,NA,NA,NA,"02/09/2002",NA
"36","2020-07-23 12:17:08-03","CEPLAC","CEPEC","75421","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina",NA,"C. van den Berg",NA,NA,NA,"T. S. dos Santos","1980","05","22","Brasil","Bahia","UNA","Km 9 da BR-101, de São José a Una.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3887",NA,NA,"36070","auto",NA,NA,NA,NA,"02/09/2002",NA
"37","2015-02-26 09:30:53-03","NHMLondon","NHM-LONDON-BOT","BM000099507","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","Beer ex A.Rich.","Cassio van den Berg; Universidade Estadual de Feira de Santana; b.1971; Van den Berg","2012","07",NA,"Anon.",NA,NA,NA,"Brasil","São Paulo",NA,NA,"-46.332289","-23.961956","-46.332289","-23.961956",NA,NA,NA,NA,NA,"Asparagales",NA,"S.N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2720193"
"38","2020-08-20 20:37:52-03","UFSC","FLOR","2552","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","Pabst, G.","1971",NA,NA,"Bresolin, A.","1970","12","28","Brasil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"epífito, flor roxa com salpico de marrom. Floresceu no Horto Botânico.","FLOR0002552",NA,NA,NA,"Asparagales",NA,"73",NA,NA,"27000","auto",NA,"300","300",NA,NA,NA
"39","2020-08-20 14:54:43-03","UFSC","FLOR","2454","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","Pabst, G.","1971","06","20","Klein, R.M.; Bresolin, A.","1970","12","20","Brasil","Santa Catarina","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"flor labelo roxo; pétalas esverdeadas","FLOR0002454",NA,NA,NA,"Asparagales",NA,"9275",NA,NA,"11115","auto",NA,"5","5",NA,NA,NA
"40","2020-08-20 20:37:52-03","UFSC","FLOR","2433","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","Pabst, G.","1971",NA,NA,"Bresolin, A.; Souza Sobrinho, R.J. de","1970","12","19","Brasil","Santa Catarina","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"epífito, flor roxa","FLOR0002433",NA,NA,NA,"Asparagales",NA,"71",NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA
"41","2020-08-20 20:37:52-03","UFSC","FLOR","2557","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","Pabst, G.","1971",NA,NA,"Bresolin, A.","1970","12","28","Brasil","Santa Catarina","Garopaba","Siriú.","-48.6133003234863","-28.0233001708984",NA,NA,"epífito sobre arvoretas, flor roxa salpicada de marrom. Floresceu no Horto Botânico.","FLOR0002557",NA,NA,NA,"Asparagales",NA,"75",NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA
"42","2020-08-20 20:37:52-03","UFSC","FLOR","2432","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.","Pabst, G.","1971",NA,NA,"Bresolin, A.; Souza Sobrinho, R.J. de","1970","12","19","Brasil","Santa Catarina","Garopaba","Siriú.","-48.6133003234863","-28.0233001708984",NA,NA,"epífito, flor roxo salpicado, labelo roxo-claro","FLOR0002432",NA,NA,NA,"Asparagales",NA,"63",NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA
"43","2020-08-20 20:37:52-03","UFSC","FLOR","54651","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Siqueira, C.E.","2012",NA,NA,"Siqueira, C.E.","2012","12","28","Brasil","Santa Catarina","Florianópolis","Morro do Lampião, Campeche, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"rupícola, com 20 pseudobulbos, cada um com 9 a 15 entrenós, duas folhas com cerca de 20x8cm, 9 a 15 flores por inflorescência. Bainhas alvas cobrindo mais de 2/3 do entrenósomente flores","FLOR0054651",NA,NA,NA,"Asparagales",NA,"322",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"44","2020-01-31 10:39:14-03","IFAM","EAFM","16707","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Alzate, N.F.","2016",NA,NA,"Blanco, G.D.; Carmes, A.","2015","09","24","Brasil","Santa Catarina","Palhoça","Aldeia Morro dos Cavalos, Proximo ao o rio Maciambú Pequeno","-49.086692","-28.339044","-49.086692","-28.339044","; DESC: Epifita; folhas grandes(7cm), opostas, carnudas, verdes, com presença de ramicaule longo(10cm)que dá origem a duas folhas opostas sempre, nervura mediana bem evidenciada.",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"48","48",NA,NA,NA
"45","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Linden, JJ",NA,NA,NA,"Brazil","Pernambuco",NA,"in prov. Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Linden, JJ",NA,NA,NA,"Brazil","Pernambuco",NA,"in prov. Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Lietze",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Lietze",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Porte, M",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Porte, M",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","leopoldii","Cattleya leopoldii","Verschaff. ex Lem.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat supra arbores in insul. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
