"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"49","2020-09-12 05:00:02-03","US","US","3411359","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","67712","South America - Neotropics","Brazil",NA,NA,"US01636296","US01636296_01","Bahia","1998","3","12",NA,"Brotas de Macaúbas, estrada para Buriti (Mun. Brotas de Macaúbas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2019-11-13 11:16:25-03","USP","SPF","217534","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Ogasawara, HA","316",NA,"Brasil",NA,NA,"SPF00217534",NA,"Bahia","2013","01","22","Licínio de Almeida","Serra Geral, Xaxá, trilha para a gruta.","-42.544917","-14.654333","942","Afonso, F","2013","02","-42.544917","-14.654333","942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-07 09:11:39-03","UEFS","HUEFS","194950","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Santana, F.A.","56",NA,"Brasil",NA,"Cerrado.","HUEFS0194950","HUEFS0194950","Bahia","2011","09","15","Licínio de Almeida","Serra Geral, Curral do Estevão.","-42.568611","-14.586111","1041",NA,NA,NA,"42W34'7''","14S35'10''","1041","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:11:39-03","UEFS","HUEFS","194964","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Santana, F.A.","70",NA,"Brasil",NA,"Cerrado.","HUEFS0194964","HUEFS0194964","Bahia","2011","09","16","Licínio de Almeida","Serra Geral, Fazenda Santa Clara.","-42.544722","-14.570556","1020",NA,NA,NA,"42W32'41''","14S34'14''","1020","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:11:39-03","UEFS","HUEFS","194990","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Santana, F.A.","97",NA,"Brasil",NA,"Cerrado.","HUEFS0194990","HUEFS0194990","Bahia","2011","12","22","Licínio de Almeida","Serra Geral, Espinhaço.","-42.535556","-14.481389","1007",NA,NA,NA,"42W32'8''","14S28'53''","1007","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:11:39-03","UEFS","HUEFS","195054","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Santana, F.A.","179",NA,"Brasil",NA,"Cerrado.","HUEFS0195054","HUEFS0195054","Bahia","2012","07","19","Licínio de Almeida","Serra Geral, Cascarrento.","-42.555556","-14.553889","970",NA,NA,NA,"42W33'20''","14S33'14''","970","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-09-04 19:35:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Haplostephium","ramosissimum","Haplostephium ramosissimum",NA,"G. Gardner","4821","South America","Brazil",NA,NA,NA,NA,NA,"1842",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA
"56","2020-07-23 11:59:14-03","CEPLAC","CEPEC","80976","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima",NA,"G. Hatschbach","67712",NA,"Brasil",NA,NA,NA,NA,"Bahia","1998","03","12","BROTAS DE MACAÚBAS","Estrada para Buriti.","-42.6258010864258","-11.9989004135132",NA,"H. Robinson",NA,NA,NA,NA,NA,NA,"63558","auto",NA,NA,NA,NA,"30/12/1998",NA,NA
"57","2016-08-23 10:58:50-03","NHMLondon","NHM-LONDON-BOT","BM001009189","S","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","George Gardner; b.1812; d.1849; Gardner","4821",NA,"Brasil",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/365295334cc87df3cf71d03ed69772864bad880d/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1840","07",NA,NA,NA,"-53.08982","-10.773109",NA,"Collaboration; S. B. Jones & N. C. Coile","1980",NA,"-53.08982","-10.773109",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,"NHMUK:ecatalogue:557187",NA
"58","2019-11-01 14:54:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Roque, N","3801","Southern America","Brasil",NA,"Arbusto 0,4m; muito ramificado. Brácteas involucrais verdes. Corola lilás. Pápus de páleas alvas, evidentes; Campo rupestre",NA,NA,"Bahia","2012","10","28","Licínio de Almeida",NA,"-42.557778","-14.553611","1003","Santana, FA","2012","12","-42.557778","-14.553611","1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:53:41-03","UFU","HUFU","58550","S","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Petacci, F.","11",NA,"Brasil",NA,"Arbusto pequeno (ca. 1 m alt.), com folhas verdes e flores brancas e azuis na ponta dos galhos.; Ambiente seco, mas não rupestre.","HUFU00048000","HUFU00048000","Minas Gerais","2004","10","04","Medanha","Estrada que dá acesso a cachoeira da cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Haplostephium","ramosissimum","Haplostephium ramosissimum","(Gardner) Sch.Bip.","Gardner, G","4821","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat prov. Minas Geraes in collibus montosis ditionis Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:36:24-03","UFRGS","ICN","021299","S","Plantae","Dicotyledon",NA,"Asteraceae","Haplostephium","ramosissimum","Haplostephium ramosissimum","(Gardner) Sch.Bip.","Magalhães, M","17283","América do Sul","Brasil",NA,NA,NA,NA,"MG",NA,NA,NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2012-04-03 16:26:42-03","GH","HU-HERB","GH 00009911","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","George Gardner","4821","South America","Brazil","Sheet",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","4821",NA,NA,NA,NA,"undetermined"
