"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","yearIdentified","monthIdentified","typeStatus","recordNumber","continentOcean","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","occurrenceRemarks","fieldNumber","preparationType","class","order","individualCount"
"11","2015-09-04 22:15:14-03","MNHN","RECOLNAT_MNHN_P","P05238859","PreservedSpecimen",NA,"Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Giaretta","Glaziou, A.","1888","1","8","Brésil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"P05238859","P05238859_01 P05238859_02",NA,NA,NA,NA,NA,NA,NA,"(Rio Janeiro) Alto Macahé",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238859' target='other'> <mi>dwc_moreinfo</mi></a>","19350","hb",NA,NA,NA
"12","2015-09-04 22:15:14-03","MNHN","RECOLNAT_MNHN_P","P05238860","PreservedSpecimen",NA,"Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Giaretta","Glaziou, A.","1888","1","8","Brésil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"P05238860","P05238860_01 P05238860_02",NA,NA,NA,NA,NA,NA,NA,"(Rio Janeiro) Alto Macahé",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238860' target='other'> <mi>dwc_moreinfo</mi></a>","19350","hb",NA,NA,NA
"13","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","53587",NA,"Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","L.F. Gonçalves","L.F. Gonçalves","2017","03","01","Brasil","Rio de Janeiro","Teresópolis","-43.002222","-22.458333","43W0'8","22S27'30","MBML053587",NA,NA,NA,NA,NA,"389",NA,NA,"Parque Nacional da Serra dos Órgãos. Trilha do Rancho Frio","1251","1251",NA,NA,"Árvore aprox. 20m. DAP 35cm. Flores ainda em botões caule não descamante",NA,NA,NA,NA,NA
"14","2020-11-18 11:41:00-03","UERJ","HRJ","12419","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","M.C. Souza","L. P. G. Rosa; W. Silva, C. Dias","2011","09","04","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012869",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Ilha Grande.","828","828","32988","auto",NA,NA,NA,NA,NA,NA
"15","2020-09-12 05:00:02-03","US","US","2579696","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","amblymitra","Mitranthes amblymitra","Burret",NA,"M. Kuhlmann","1946","8","17","Brazil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"US01890032","US01890032_01 US01890032_02",NA,NA,NA,NA,"2826","South America - Neotropics",NA,"Estação Biológica.",NA,NA,"27258","auto",NA,NA,NA,"Dicotyledonae","Myrtales","1"
"16","2020-09-12 05:00:02-03","US","US","2757945","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","amblymitra","Mitranthes amblymitra","Burret",NA,"M. Kuhlmann","1946","8","17","Brazil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"US01890031","US01890031_01 US01890031_02",NA,NA,NA,NA,"2826","South America - Neotropics",NA,"Estação Biológica.",NA,NA,"27258","auto",NA,NA,NA,"Dicotyledonae","Myrtales","1"
"17","2020-09-12 05:00:02-03","US","US","1124160","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","apiculata","Mitranthes apiculata","Burret",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US00169644","US00169644_01",NA,NA,NA,"Type collection","19350","South America - Neotropics",NA,"Alto Macahe.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Myrtales","1"
"18","2019-11-13 11:27:20-03","USP","SPF","226450","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Souza, MC","Pardo, CS","2004","03","09","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"SPF00226450","SPF00226450",NA,"2005",NA,NA,"531",NA,NA,"Parque Nacional da Serra dos Órgãos, Matas do Rio Paquequer, próximo ao km 2.0 da estrada para Barragem.","1120","1120","38539","auto",NA,NA,NA,NA,NA,NA
"19","2019-10-07 09:35:50-03","UEFS","HUEFS","186223","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos",NA,"Pardo, C.S.","2004","03","09","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"HUEFS0186223","HUEFS0186223","Angiospermae",NA,NA,NA,"531",NA,NA,"Parque Nacional da Serra dos Órgãos. Matas do Rio Paquequer próximo ao Km 2,0 da estrada para Barragem.","1120","1120","38539","auto",NA,NA,NA,"Rosanae","Myrtales",NA
"20","2020-07-23 12:16:30-03","CEPLAC","CEPEC","137912","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra",NA,"M. C. Souza","C. S. Pardo",NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA,NA,NA,NA,"38539","auto","<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA
"21","2009-11-26 13:54:47-02","INPA","INPAW","2610","S","Plantae","Myrtaceae","Mitranthes","amblymitra","Mitranthes amblymitra","Burret","J.C. Gomes","Kuhlmor, M.","1946","07","01","Brasil","S&#227;o Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-01 15:05:56-03","UnB","UB","6150","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","apiculata","Mitranthes apiculata","Burret","Proença, CEB","Glaziou, AM",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"UB0037630","UB0037630","Dicotyledoneae",NA,NA,"isotype","19875","Southern America",NA,NA,NA,NA,NA,NA,"Flor branca; .",NA,NA,NA,NA,NA
"23","2019-11-01 15:06:43-03","UnB","UB","185840","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Faria, JEQ","Kuhlman, M","1946","07","01","Brasil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","2009","03",NA,"66048","Southern America","28","Estação Biológica do Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Gonçalves, LF","Gonçalves, LF","2017","03","01","Brasil","Rio de Janeiro","Teresópolis","-43.002222","-22.458333","-43.002222","-22.458333",NA,NA,"Dicotyledoneae",NA,NA,NA,"389","Southern America",NA,"Parque Nacional da Serra dos Órgãos. Trilha do Rancho Frio","1251","1251",NA,NA,"Árvore aprox. 20m., D.A.P. 35cm., flores ainda em botões caule não descamante",NA,NA,NA,NA,NA
"25","2019-10-03 10:04:22-03","UFSCar","SORO","1173","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","Burret",NA,NA,"1946","07","01","Brasil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estação Biológica do Alto da Serra.",NA,NA,NA,NA,"madeira lisada para caibro.",NA,NA,NA,NA,NA
"26","2019-11-21 10:11:50-03","IBt","SP","6843","S","Plantae","Myrtaceae","Mitranthes","amblymitra","Mitranthes amblymitra","Burret","Burret, M","Lemos, D","1922","04","04","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"SP001354","SP001354",NA,"1941",NA,"Holotype","s.n.",NA,NA,"Alto da Serra, Estação Biológica",NA,NA,"27258","auto","Árvore grande, flores alvas",NA,NA,NA,NA,NA
"27","2019-11-21 10:12:31-03","IBt","SP","37587","S","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Kirizawa, M","Kuhlmann, M","1946","08","17","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"2000","06",NA,"2826",NA,"27","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"27258","auto","Frutos roxos",NA,NA,NA,NA,NA
"28","2019-11-21 10:12:31-03","IBt","SP","66048","S","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos","Kirizawa, M","Kuhlmann, M","1946","07","01","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"1991","09",NA,"s.n.",NA,"06","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"27258","auto","Madeira lisada para caibro",NA,NA,NA,NA,NA
"29","2019-11-21 10:12:31-03","IBt","SP","24144","S","Plantae","Myrtaceae","Neomitranthes","amblymitra","Neomitranthes amblymitra","(Burret) Mattos",NA,"Lemos, D","1928","08","02","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
