"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount"
"13","2020-10-14 09:58:34-03","FURB","FURB","47727","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Barboza, E","Engels, M.E.; Lozano, E.D.","1955","2013","11","02",NA,"Brasil","Paraná","Carambeí","estrada para rio São João.","-50.0971984863281","-24.9178009033203",NA,NA,"FURB47727","FURB47727",NA,NA,"26641","auto","2015","02","12",NA,NA,NA,NA,NA
"14","2021-03-16 17:50:13-03","UCS","HUCS","40473","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","microspadix","Butia microspadix","Burret","Barbosa, E.; Felitto, G.","Barbosa, E.","3112","2011","08","27",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"herbácea com 18 pares de folhas; campo graminoso",NA,NA,NA,NA,"56988","auto","2011",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:38:23-03","UTFPR","HCF","15217","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","M.G. Caxambu","M.G. Caxambu","5640","2014","10","24",NA,"Brasil","PR","Tibagi","Sítio Sete Quedas","-50.254111","-24.5815",NA,"palmeira acaule, ca. 0,50 m. Flores amarelas. Frutos imaturos verdes.",NA,NA,"1039","1039",NA,NA,"2014","11","07","50°15'14,8 W","24°34'53,4 S",NA,NA,NA
"16","2019-08-16 08:38:23-03","UTFPR","HCF","19123","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","P. Ferreira","J.M. Silva","8730","2014","12","03",NA,"Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha, próximo","-49.992778","-25.231389",NA,"palmeira de 50 cm de altura, flor amarela. Campo recém queimado.",NA,NA,"1013","1013",NA,NA,"2015","01","16","49°59'34 W","25°13'53 S",NA,NA,NA
"17","2019-08-16 08:38:23-03","UTFPR","HCF","8254","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","M.G. Caxambu","M.G. Caxambu","2724","2009","10","16",NA,"Brasil","PR","Ponta Grossa","Arredores do Buraco do Padre","-49.974167","-25.181667",NA,"palmeira heliófita, ca. 0,30 m. Em barranco na estrada. Flores avermelhadas. frutos imaturos verdes.",NA,NA,"887","887",NA,NA,"2009","11","12","49°58'27 W","25°10'54 S",NA,NA,NA
"18","2019-08-16 08:38:23-03","UTFPR","HCF","17287","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","E. Barboza","M.E. Engels","1955","2013","11","02",NA,"Brasil","PR","Carambeí","estrada para o Rio Sâo João, Alto","-50.0971984863281","-24.9178009033203",NA,"palmeira com caule subterrâneo. Folha verde. Espara castanha. Espádice com flores vináceas claras. Floresta Ombrófila Mista. Em campo.",NA,NA,NA,NA,"26641","auto","2015","02","12",NA,NA,NA,NA,NA
"19","2019-08-16 08:38:23-03","UTFPR","HCF","1657","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","M.G. Caxambu","M.G. Caxambu","721","2004","11","07",NA,"Brasil","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Caule curto, simples e subterrâneo. Folhas compostas, pinadas. Brácteas densamente castanho-tomentosas. Campo seco.",NA,NA,NA,NA,"35166","auto","2004","12","16",NA,NA,NA,NA,NA
"20","2019-08-16 08:38:23-03","UTFPR","HCF","24161","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","G. Felitto & E. Barbosa","E. Barboza","3112","2011","08","27",NA,"Brasil","PR","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"herbácea com 18 pares de folhas, cerca de 70 cm, frutos imaturos. Campo graminoso.",NA,NA,NA,NA,"56988","auto","2011",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:13:34-03","MBM","MBM","395812","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Barboza, E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1955","2013","11","02","Southern America","Brazil","Paraná","Carambeí","Alto Carambeí, estrada para rio São João","-50.0971984863281","-24.9178009033203",NA,"Palmeira com caule subterrâneo. Folha verde. Espara castanha. Espádice com flores vináceas claras.; Floresta Ombrófila Mista. Em campo.","MBM395812","MBM395812 MBM395812_1",NA,NA,"26641","auto","2015","02","12",NA,NA,NA,NA,NA
"22","2020-12-21 16:13:34-03","MBM","MBM","24135","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Noblick, L.R.","Hatschbach, G.","29229","1972","02","17","Southern America","Brazil","Paraná","Sengés","Fazenda Morungava","-49.4636001586914","-24.1128005981445",NA,NA,"MBM024135",NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:13:34-03","MBM","MBM","387621","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1723","2013","11","02","Southern America","Brazil","Paraná","Carambeí","Estrada para o Rio São João, Alto Carambeí","-50.123083","-25.906028",NA,"Herbácea, 50 cm, frutos verdes, barranco a beira da estrada, campo seco.; Campos Gerais","MBM387621",NA,NA,NA,NA,NA,"2013",NA,NA,"-50.123083","-25.906028",NA,NA,NA
"24","2020-12-21 16:13:34-03","MBM","MBM","387791","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Lozano, E.D.","Lozano, E.D.","2393","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.004194","-25.247167",NA,"Arbusto, 60 cm, flores creme, frutos verdes, campo seco.; Campos Gerais","MBM387791",NA,NA,NA,NA,NA,"2013",NA,NA,"-50.004194","-25.247167",NA,NA,NA
"25","2020-12-21 16:13:34-03","MBM","MBM","394922","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ferreira, P.","Silva, J.M.; Motta, J.T.; Motta, J.T.","8730","2014","12","03","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Próximo à Fortaleza","-49.992778","-25.231431",NA,"Palmeira de 50cm de altura, flor amarela.; Campo recém queimado.","MBM394922","MBM394922","1013","1013",NA,NA,"2015","01","16","-49.992778","-25.231431",NA,NA,NA
"26","2020-12-21 16:13:34-03","MBM","MBM","416497","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Anna-Santos, B.F.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3154","2018","11","19","Southern America","Brazil","Paraná","Jaguariaíva","Rodovia PR-151, na margem","-49.574722","-24.152778",NA,"Palmeira sem estipe aparente, com 60 cm de altura; flores brancas.; Em remanescente degradado de Savana (Cerrado sensu stricto).","MBM416497",NA,"955","955",NA,NA,"2019","06",NA,"-49.574722","-24.152778",NA,NA,NA
"27","2020-12-21 16:13:34-03","MBM","MBM","416485","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Anna-Santos, B.F.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3142","2018","11","19","Southern America","Brazil","Paraná","Sengés","Rodovia PR-151, na margem","-49.574722","-24.152778",NA,"Palmeira sem estipe aparente; folha com aprox. 90 cm de comprimento.; Em remanescente degradado de Savana (Cerrado sensu stricto).","MBM416485",NA,"955","955",NA,NA,"2019","06",NA,"-49.574722","-24.152778",NA,NA,NA
"28","2020-12-21 16:13:34-03","MBM","MBM","428381","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Lozano, E.D.","Lozano, E.D.; Silva, J.M.; Reis-Silva, G.A.; Silva, J.M.; Reis-Silva, G.A.","4032","2017","11","23","Southern America","Brazil","Paraná","Balsa Nova","Recanto dos Papagaios, no entorno","-49.768167","-25.468528",NA,"Palmeira acaule, 70 cm, flores com tépalas rosadas e estames creme, frutos verdes, em campo sujo.; Campos Gerais.","MBM428381",NA,NA,NA,NA,NA,"2017",NA,NA,"-49.768167","-25.468528",NA,NA,NA
"29","2020-12-21 16:13:34-03","MBM","MBM","44941","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Ana-Santos, B.F.","Hatschbach, G.","11668","1964","10","03","Southern America","Brazil","Paraná","Carambeí","Rio São João","-50.0971984863281","-24.9178009033203",NA,"Palmeira caule, do campo seco, flor creme; Palmeira acaule, flor creme.; Campo seco.","MBM044941","MBM044941",NA,NA,"26641","auto","2019","06",NA,NA,NA,"ISOTYPE",NA,NA
"30","2020-12-21 16:13:34-03","MBM","MBM","66420","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Noblick, L.R.","Hatschbach, G.","43024","1980","07","08","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM066420",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:13:34-03","MBM","MBM","322207","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ribas, O.S.","Barboza, E.; Silva, J.M.; Cunha, E.M.; Silva, J.M.; Cunha, E.M.","1700","2006","10","14","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Samambaia","-49.7057991027832","-24.2511005401611",NA,"Estipe 1m, 41 pares de folíolos. Flor alvacenta.; Solo arenoso. No campo.","MBM322207","MBM322207",NA,NA,"44368","auto","2011","07","28",NA,NA,NA,NA,NA
"32","2020-12-21 16:13:34-03","MBM","MBM","359510","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Ana-Santos, B.F.","Marinero, F.","144","2007","02","14","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Acaule, frutos verdes.; Campo limpo seco.","MBM359510","MBM359510",NA,NA,"46557","auto","2020","01",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:13:34-03","MBM","MBM","44942","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Noblick, L.R.","Hatschbach, G.","8091","1961","07","30","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Arroia Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,"MBM044942",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:13:34-03","MBM","MBM","149592","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Noblick, L.R.","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","103","1991","10","23","Southern America","Brazil","Paraná","Ponta Grossa","Ponta Grossa, arredores","-50.1618995666504","-25.0949993133545",NA,NA,"MBM149592",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:17:55-03","UFPR","UPCB","47889","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Cervi, A.C.","Cervi, A.C.","6844","1999","09","30",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Planta xilopodífera anã, inflorescência composta..",NA,NA,NA,NA,"44368","auto","1999","01","01",NA,NA,NA,NA,NA
"36","2021-02-11 17:17:56-03","UFPR","UPCB","55067","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Cervi, A.C.","Schwartsburd, P.B.","377","2004","10","23",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, campos em frente à Administração do Parque","-50","-25.233333",NA,"Sem tronco aéreo, corola roxa, campos gerais..",NA,NA,"100","100",NA,NA,"2006","01","01","-50","-25.233333",NA,NA,NA
"37","2021-02-11 17:17:56-03","UFPR","UPCB","80214","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Domahovski & Wunsche","Dal Prá, B.V. | Gambetta, E.","23","2014","10","01",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7226","-24.2379",NA,"Terrestre, arbusto, 0,7m. Flores roxas..",NA,NA,NA,NA,NA,NA,"2014","11","14","-49.7226","-24.2379",NA,NA,NA
"38","2021-02-11 17:17:55-03","UFPR","UPCB","54414","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Anna-Santos, B.F.","Dombrowski, L.T.","9996","1978","10","11",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,"Em campo cerrado, frequente..","UPCB0036318","UPCB0036318",NA,NA,"44368","auto","2018","09",NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:17:55-03","UFPR","UPCB","31698","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Cervi, A.C.","Cervi, A.C.","6311","1997","09","10",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Palmeira anã, inflorescência vinosa, espata com tricomas marrons. Do campo..",NA,NA,NA,NA,"46557","auto","1997","09",NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:17:56-03","UFPR","UPCB","9293","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Sant'Anna-Santos, B.F.","Moreira Filho, H.","468","1968","10","18",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"No campo..","UPCB0036286","UPCB0036286",NA,NA,"46557","auto","2018","09",NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:17:55-03","UFPR","UPCB","22509","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Cervi, A.C.","Cervi, A.C.","4154","1993","10","27",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Palmeira anã. Inflorescênca violácea. Espata pubescente, pelos sedosos. Campo cerrado..",NA,NA,NA,NA,"44368","auto","1993","01","01",NA,NA,NA,NA,NA
"42","2021-02-11 17:17:54-03","UFPR","UPCB","92671","PreservedSpecimen","Plantae",NA,NA,"Aracaceae","Butia","microspadix","Butia microspadix","Burret","Bohn, A. | Lannoy, L.C.","LAnnoy, L.C. | Bohn, A. | Labiak, P.","47","2017","10","04",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Borda de estrada, aproximadamente 40cm, flor rosada","UPCB0035780","UPCB0035780 UPCB0035780_1",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-09 17:05:00-03","MO","MOBOT","2456980","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii","Glassman",NA,"Gert G. Hatschbach","Hatschbach 11668",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-08-26 09:16:03-03","UFSM","HDCF","6232","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Soares, K. P.","Soares, K. P.; Flores, T. B.","8",NA,NA,NA,"América","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Bráctea peduncular e folha",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","6576",NA,"Plantae",NA,NA,"Palmae","Butia","microspadix","Butia microspadix","Burret","H. Q. B. Fernandes/25-07-1990","L. Krieger","11286","1971","12","18",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha, Reserva Estadual","-50.1618995666504","-25.0949993133545",NA,"No campo arenoso, quase sem caule, flores creme, folhas glaucas, em espiga.","MBML006576",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","2449910","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","microspadix","Butia microspadix",NA,NA,"G. Hatschbach","8091","1961","7","30","South America","Brazil","Paraná",NA,"Ponta grossa, parque vila velha, arroio guavirova",NA,NA,NA,NA,"US00059668","US00059668_01","790","790",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"47","2020-09-12 05:00:02-03","US","US","2572909","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","microspadix","Butia microspadix",NA,NA,"L. B. Smith & R. M. Klein","14890","1965","1","20","South America","Brazil","Paraná",NA,"Ponta grossa, parque vila velha",NA,NA,NA,NA,"US00059669","US00059669_01","800","920",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"48","2020-09-12 05:00:02-03","US","US","2644141","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii",NA,NA,"R. Reitz & R. M. Klein","17477",NA,NA,NA,"South America","Brazil","Paraná",NA,"Rio tibagi, ponta grossa",NA,NA,NA,NA,"US00292652","US00292652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"49","2020-09-12 05:00:02-03","US","US","3684720","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii",NA,NA,"R. Reitz & D. Klein",NA,"1965","12","12","South America - Neotropics","Brazil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"US01906918","US01906918_01","900",NA,"46557","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","3684719","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii",NA,NA,"R. Reitz & D. Klein",NA,"1965","12","12","South America - Neotropics","Brazil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"US01906919","US01906919_01","900",NA,"46557","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"51","2020-09-12 05:00:02-03","US","US","3684722","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii",NA,NA,"R. Reitz & D. Klein",NA,"1965","12","12","South America - Neotropics","Brazil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"US01906917","US01906917_01","900",NA,"46557","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"52","2019-12-09 17:29:21-03","UFPR","EFC","15410","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Souza, I.","Souza, I.",NA,"2016","12","09",NA,"Brasil","Paraná","Ponta Grossa","P.E. de Vila Velha","-50.0212","-25.2463",NA,"Estepe gramíneo-lenhosa","EFC015410",NA,"800","800",NA,NA,"2017","02","14","-50.0212","-25.2463",NA,NA,NA
"53","2019-12-09 17:29:21-03","UFPR","EFC","11678","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Roderjan, C.V.","Vieira, R.S.; Kuniyoshi, Y.S.; Roderjan, C.V.","269","2013","06","06",NA,"Brasil","Paraná","Ponta Grossa","PE Vila Velha","-50.0028","-25.2414",NA,"palmeira anã em meio a vegetação campestre. Com frutos.","EFC011678",NA,NA,NA,NA,NA,"2013","06","06","-50.0028","-25.2414",NA,NA,NA
"54","2019-12-09 17:29:21-03","UFPR","EFC","15607","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ferreira, P.","Silva, J.M.","8730","2014","12","03",NA,"Brasil","Paraná","Ponta Grossa","P.E. de Vila Velha","-49.9928","-25.2314",NA,"Palmeira de 50cm, flor amarela. Estepe Gramíneo-Lenhosa ","EFC015607",NA,"1013","1013",NA,NA,"2015","01","16","-49.9928","-25.2314",NA,NA,NA
