"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","typeStatus","individualCount","class"
"94","2019-05-06 11:53:49-03","UFU","HUFU","71281","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Fontelas, J.C.; Silva, E.P.; Gobbo, M.S.L.A.; Medeiros, N.F.; Maciel, T.A. & Pimenta, V.R.A.","52","2015","10","05",NA,"Brasil","Minas Gerais","Estrada Conselheiro Mata, Km 187, proximo a grande afloramento rochoso",NA,"Arbusto, ca 0,5 m. Brácteas involucrais verdes, capítulos vináceos a amarelados; Campo Rupestre","HUFU00052403","HUFU00052403","Diamantina","-43.706944","-19.066111","1358","1358",NA,NA,NA,"-43.706944","-19.066111",NA,NA,NA,NA,NA,NA,NA
"95","2020-11-27 11:33:30-03","UFU","HUFU","71803","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Chaves, D.A.","Chaves, D.A.; Gonçalves, M.F.","439","2014","05","03",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos.",NA,"Complexo Rupestre.","HUFU00055199","HUFU00055199",NA,"-43.319444","-18.161389","1028","1028",NA,"2014","07","-43.319444","-18.161389",NA,NA,"29",NA,NA,NA,NA
"96","2019-05-06 11:53:49-03","UFU","HUFU","73384","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Chaves, D.A.","Faria, J.E.Q.","6588","2016","09","24",NA,"Brasil","Minas Gerais","Margem da estrada para a Formação, Próximo à motopista Gabriela",NA,"Subarbusto ca. 0,4m de altura, botões florais verdes rosados, flores rosas claras e frutos maduros cremes.; CAMPO RUPESTRE.","HUFU00070486","HUFU00070486","Diamantina","-43.6125","-18.261389","1225","1225",NA,"2016","09","-43.6125","-18.261389",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-08 09:59:28-03","UFU","HUFU","73415","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Martinelli, G.; Baez, C.","18875","2015","10","13",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Campo do Mocambo",NA,"Heliófila, saxícola; folhas argenteas, concolores; inflorescências com capítulos passados de cor castanho-amarelo; Campos rupestres.","HUFU00071271","HUFU00071271","São Gonçalo do Rio Preto","-43.375","-18.141667","1155","1155",NA,NA,NA,"-43.375","-18.141667",NA,NA,NA,NA,NA,NA,NA
"98","2020-11-27 11:33:30-03","UFU","HUFU","75091","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Nakajima, J.N.","Romero, R.; Versiane, A.F.A.; Brito, R.V.; Souza, L.P. & Silva, K.R.S.","8966","2017","10","17",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, entre Km 184. Próximo aos Eucaliptos.",NA,"Erva, ca. 0,4m. Brácteas involucrais creme.; Campo rupestre.","HUFU00072818","HUFU00072818","Diamantina","-43.850556","-18.295833","1250","1250",NA,"2017","11","-43.850556","-18.295833",NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 11:53:49-03","UFU","HUFU","76202","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Costa, F.N.; Fonseca, S.N. & Lucca, M.","1694","2015","09","11",NA,"Brasil","Minas Gerais","Parque Nacional das Sempre Vivas. Campos São Domingos, próximo ao alojamento.",NA,"Arbusto. Flores lilases.; Afloramento rochoso. Campo rupestre.","HUFU00074011","HUFU00074011","Buenópolis","-43.784722","-17.916111","1273","1273",NA,NA,NA,"-43.784722","-17.916111",NA,NA,NA,NA,NA,NA,NA
"100","2019-05-06 11:53:49-03","UFU","HUFU","71480","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serrra, A.C.; Silva, L.C. & Rosa, B.B.","8703","2015","10","05",NA,"Brasil","Minas Gerais","km 172 Estrada Diamantina Conselheiro Mata",NA,"Subarbusto, ca. 0,4m. Capitulos secos.; Campo rupestre.","HUFU00052410","HUFU00052410","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"101","2019-05-06 11:53:49-03","UFU","HUFU","51528","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Marques, D.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","299","2008","05","18",NA,"Brasil","Minas Gerais","Parque do Biribiri, Cachoeira dos Cristais.",NA,"Subarbusto, ca. 0,2 m. Brácteas involucrais verdes a marrons, corola creme e anteras lilás, ramos do estilete creme.; Campo rupestre.","HUFU00048686","HUFU00048686","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"2011","07",NA,NA,"101169","auto","19",NA,NA,NA,NA
"102","2019-05-06 11:53:49-03","UFU","HUFU","24588","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Robinson, H.","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68220","1998","07","25",NA,"Brasil","Minas Gerais","BR 259, Próximo ao trevo para Presidente Kubitschek.",NA,"Ereta, ca. 1 m. Capítulo lilás.; Campo rupestre, solo rochoso.","HUFU00048675","HUFU00048675","Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,NA,"1998",NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"103","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker",NA,"Gardner, G","4820",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in prov. Minas Geraes, in montibus altis et rupestribus ditionis Adamantium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:01:06-03","IBt","SP","179442","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Franco, IM","Pirani, JR; Cordeiro, I; Longhi Wagner, HM; Hensold, N","CFSC8025","1982","03","21",NA,"Brasil","Minas Gerais","Serra do Cipó, Faz. Inhame (Serra Mineira)",NA,NA,NA,NA,"Santana de Pirapama","-43.9","-18.916667",NA,NA,NA,"2013","04","-43.9","-18.916667",NA,NA,"25",NA,NA,NA,NA
"105","2019-11-21 10:01:06-03","IBt","SP","489125","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Chaves, DA","Faria, JEQ","6588","2016","09","24",NA,"Brasil","Minas Gerais","Margem da estrada para a Formação, próximo à motopista Gabriela",NA,NA,NA,NA,"Diamantina","-43.6125","-18.261389","1225","1225",NA,"2016","09","-43.6125","-18.261389",NA,NA,NA,NA,NA,NA,NA
"106","2021-02-25 09:37:53-03","IBt","SP","204450","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Barros, F","1119","1985","06","05",NA,"Brasil","Minas Gerais","Estrada Diamantina - Biribiri",NA,NA,NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"107","2019-11-21 10:01:06-03","IBt","SP","143778","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Leitão Filho, HF","Menezes, NL","CFSC4247","1973","07","11",NA,"Brasil","Minas Gerais","Km 129, à esquerda, ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,"Flor lilás. Altura 30cm",NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"108","2019-11-21 10:01:06-03","IBt","SP","143776","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Franco, IM","Joly, AB; Semir, J","CFSC3164","1972","08","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato dentro - Diamantina",NA,NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,"2013","04",NA,NA,"31264","auto","25",NA,NA,NA,NA
"109","2019-11-21 10:01:06-03","IBt","SP","143777","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Franco, IM","Semir, J; Sazima, M","CFSC1998","1972","04","30",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato dentro - Diamantina",NA,NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,"2013","04",NA,NA,"31264","auto","25",NA,NA,NA,NA
"110","2019-11-21 10:01:06-03","IBt","SP","386540","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"Hatschbach, G; Schinini, A; Silva, JM","64718","1996","04","14",NA,"Brasil","Minas Gerais","Serra do Cabral, Inicio da subida",NA,NA,NA,NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242","900","900",NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
