"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","typeStatus","individualCount","class"
"11","2019-11-21 14:32:04-03","UFJF","CESJ","47299","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","M. Dematteis","L.P. Viana; F.R.G. Salimena; T.U.P. Konno; L. Menini Neto","2134","2006","06","13","América do Sul","Brasil","Minas Gerais","Estrada Serro - Diamantina",NA,"Planta em roseta, entre rochas em campo rupestre. Flores roxas.","CESJ047299",NA,"Datas","-43.6557998657227","-18.4456005096436",NA,NA,NA,"2007",NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA
"12","2019-11-21 14:32:04-03","UFJF","CESJ","39909","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","G. Hatschbach","G. Hatschbach; M. Hatschbach; E. Barbosa","72032","2001","05","15","América do Sul","Brasil","Minas Gerais","Serra do Cabral",NA,"Inflorescência ereta, capítulo lilás. Campo rupestre arenoso e úmido. Alt: 950-1000 m.","CESJ039909",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"2001",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"13","2019-11-21 14:32:04-03","UFJF","CESJ","37811","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","G. Hatschbach","G. Hatschbach; M. Hatschbach; E. Barbosa","72032","2001","05","15","América do Sul","Brasil","Minas Gerais","Serra do Cabral",NA,"Inflorescência ereta, capítulo lilás. Campo rupestre arenoso e úmido. Alt: 950-1000 m.","CESJ037811",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"2001",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"14","2021-04-07 11:41:30-03","UFMS","CGMS","45073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","H. Robinson","G. Hatschbach; A. Schinini; J.M. Silva","64718","1996","04","14",NA,"Brasil","Minas Gerais","Serra do Cabral, inicio da subida.",NA,"Capítulo lilás. Fruto ausente. Habitat: Campo rupestre. Habito: Erva ereta.","CGMS1075037",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242","900","900",NA,"2000",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"15","2019-08-20 10:06:17-03","UNICAMP","UEC","119779","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Loeuille, BFP","Lewinsohn, TM; Prado, PIKL; Solferini, VN; Jesus, FF","PIC97024","1997","01","29",NA,"Brazil","Minas Gerais","Estrada Diamantina / Conselheiro Mata.",NA,"População grande sobre pedras, maioria em botão; roseta com xilopódio.","UEC069272","UEC069272","Diamantina","-43.842222","-18.305278",NA,NA,NA,"2011",NA,"-43.842222","-18.305278",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:06:17-03","UNICAMP","UEC","119781","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J","Lewinsohn, TM; Solferini, VN; Jesus, FF; Prado, PI","PIC97036","1997","04","29",NA,"Brazil","Minas Gerais","Estrada Guinda-S.J., Campo arenoso encharcado com pedras.",NA,NA,NA,NA,"Diamantina","-43.726667","-18.166111",NA,NA,NA,NA,NA,"-43.726667","-18.166111",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:06:17-03","UNICAMP","UEC","119782","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Loeuille, BFP","Lewinsohn, TM; Prado, PIKL; Solferini, VN; Jesus, FF","PIC97048","1997","05","01",NA,"Brazil","Minas Gerais","Próximo à Copasa, Lageado subindo ao longo do riacho.",NA,NA,NA,NA,"Diamantina","-43.656944","-18.2625",NA,NA,NA,"2011",NA,"-43.656944","-18.2625",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:06:17-03","UNICAMP","UEC","119783","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Loeuille, BFP","Lewinsohn, TM; Prado, PIKL; Solferini, VN; Jesus, FF","PIC97045","1997","05","01",NA,"Brazil","Minas Gerais","Rib. das Pedras, Próximo à Copasa; sobre pedras.",NA,"População pequena, maioria em botão, estolões.","UEC069271","UEC069271","Diamantina","-43.656389","-18.263889",NA,NA,NA,"2011",NA,"-43.656389","-18.263889",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:06:17-03","UNICAMP","UEC","124522","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, MD","219","2002","03","02",NA,"Brazil","Minas Gerais","Estrada para São João da Chapada, 15 km do asfalto.",NA,"Roseta com botões florais, até 1m, crescendo sobre rochas.",NA,NA,"Diamantina","-43.719778","-18.176778",NA,NA,NA,NA,NA,"-43.719778","-18.176778",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:06:17-03","UNICAMP","UEC","137809","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Mansanares, ME","Mansanares, ME; Verola, CF","337","2003","08","14",NA,"Brazil","Minas Gerais","Estrada Conselheiro da Mata, Afloramneto na beira da estrada.",NA,"Roseta crescendo em pedras.",NA,NA,"Diamantina","-43.843583","-18.306889",NA,NA,NA,"2003",NA,"-43.843583","-18.306889",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:06:17-03","UNICAMP","UEC","137818","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Mansanares, ME","Mansanares, ME; Verola, CF","326","2003","08","14",NA,"Brazil","Minas Gerais","Estrada Conselheiro da Mata, Afloramneto a 2km do asfalto.",NA,"Flores brancas a magenta. Roseta sobre pedras.",NA,NA,"Diamantina","-43.709111","-18.200472",NA,NA,NA,"2003",NA,"-43.709111","-18.200472",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:06:17-03","UNICAMP","UEC","169431","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J","Verola, CF; Costa, IR","612007","2007","05","17",NA,"Brazil","Minas Gerais","Estrada Diamantina Cons-Mata, Km 171, 4171- msm.",NA,NA,"UEC063076","UEC063076","Diamantina","-43.83875","-18.2985",NA,NA,NA,"2007",NA,"-43.83875","-18.2985",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:51-03","UNICAMP","UEC","196558","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Monge, M","Monge, M; Semir, J; Lopes, NP; Ernst, M; Pavarini, DP; Cota, M","1473","2013","02","19",NA,"Brazil","Minas Gerais","Próximo a Sopa",NA,"Erva, ereta. Capítulos velhos.; Campo rupestre","UEC170970","UEC170970","Diamantina","-43.707222","-18.212222",NA,NA,NA,NA,NA,"-43.707222","-18.212222",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:51-03","UNICAMP","UEC","28148","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J; Monge, M","Giulietti, AM; Menezes, NL; Semir, J; Giulietti, N; Matos, AJ","21633","1981","08","30",NA,"Brazil","Minas Gerais","24 Km na estrada Diamantina-Conselheiro.",NA,"Subarbusto, pápus vermelho, capítulo lilás.; Mata.","UEC128483","UEC128483","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"25","2021-03-01 16:24:51-03","UNICAMP","UEC","120380","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01130","2001","06","21",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata, 54 Km do asfalto, 18°15'52.5S e 43°42'08.7W, alt 1458m.",NA,"Botões florais.; Crescendo entre pedras.","UEC128480","UEC128480","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"26","2021-03-01 16:24:51-03","UNICAMP","UEC","120379","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01123","2001","06","20",NA,"Brazil","Minas Gerais","Estrada para Conselheiro mata, Km 188-189, 18°17'33.4S e 43°42'45.9W alt. 1434m.",NA,"Roseta, com botões florais.","UEC128482","UEC128482","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"27","2021-03-01 16:25:38-03","UNICAMP","UEC","27704","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8025","1982","03","21",NA,"Brazil","Minas Gerais","Fazenda Inhame (Serra Mineira).",NA,"Planta de folhas rosuladas, flores liláses-claro.","UEC130930","UEC130930","Santana de Pirapama","-43.9","-18.916667",NA,NA,NA,"1985","07","-43.9","-18.916667",NA,NA,"14",NA,NA,NA,NA
"28","2021-03-01 16:25:38-03","UNICAMP","UEC","40015","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Meira, RA","Tamashiro, JY; Martins, FR; Semir, J; Leitão Filho, HF","17411","1985","06","04",NA,"Brazil","Minas Gerais","Estrada Guida Conselheiro da Mata. KM 192.",NA,"Subarbusto folhas rosuladas, escapo floral 60 cm, flores roxas.","UEC130924","UEC130924",NA,NA,NA,NA,NA,NA,"1989","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:25:38-03","UNICAMP","UEC","28151","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Meira, RA","Menezes, NL; Semir, J; Furlan, A; Pirani, JR; Castro, NM","CFCR103","1980","07","18",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata. Km 190.",NA,"Subarbusto 50 cm.; Entre pedras.","UEC130923","UEC130923","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"1989","05",NA,NA,"101169","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:25:38-03","UNICAMP","UEC","21451","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker",NA,"Barros, F","s.n.","1980","04","07",NA,"Brazil","Minas Gerais","Serra de Samambaia.",NA,"Flores brancas na base e lilazes no ápice. Folhas em roseta sobre um pequeno caule de +/- 20 cm alt.; Nos campos arenosos.","UEC130931","UEC130931","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"31","2021-03-01 16:25:38-03","UNICAMP","UEC","3229","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Semir, J; Sazima, M","2604","1972","07","19",NA,"Brazil","Minas Gerais","KM 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,"Acaule. Capítulos púrpureos.","UEC130927","UEC130927","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"32","2021-03-01 16:25:38-03","UNICAMP","UEC","3227","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Semir, J; Sazima, M; Cássia, R","2757","1972","07","23",NA,"Brazil","Minas Gerais","KM 127 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,"Capítulos lilás. Acaule.","UEC130926","UEC130926","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"33","2021-03-01 16:25:38-03","UNICAMP","UEC","3228","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Joly, AB; Semir, J; Ugadim, Y","296","1970","06","07",NA,"Brazil","Minas Gerais","Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,"Inflorescência roxa, altura até 40 cm.","UEC130928","UEC130928","Jaboticatubas","-43.7449989318848","-19.513599395752","1280","1280",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"34","2021-03-01 16:25:38-03","UNICAMP","UEC","3226","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Menezes, N","4247","1973","07","11",NA,"Brazil","Minas Gerais","Km 129 ao londo da rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,"Flor lilás. Altura 30 cm.","UEC130925","UEC130925","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"35","2021-03-01 16:25:38-03","UNICAMP","UEC","3224","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Joly, AB; Semir, J","3164","1972","08","22",NA,"Brazil","Minas Gerais","KM 142 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,"Capítulo púrpureo.","UEC130921","UEC130921","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"36","2021-03-01 16:25:38-03","UNICAMP","UEC","3230","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Joly, AB; Semir, J","3164","1972","08","22",NA,"Brazil","Minas Gerais","KM 142 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,"Capítulo púrpureo.","UEC130922","UEC130922","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA
"37","2021-03-01 16:25:38-03","UNICAMP","UEC","3225","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Leitão Filho, HF","Semir, J; Sazima, M","1998","1972","04","30",NA,"Brazil","Minas Gerais","Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,"Acaule, Flor roxa.","UEC130929","UEC130929","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,"1975","07",NA,NA,"31264","auto","03",NA,NA,NA,NA
"38","2019-08-20 10:07:02-03","UNICAMP","UEC","51271","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","alpestris","Vernonia alpestris","(Gardner) Baker","Salino, A","Leitão Filho, HF; Santin, DA; Vieira, MF; Gomes, MJIR; Carvalho-Okano, RM; Araújo, GM","21778","1989","07","02",NA,"Brazil","Minas Gerais","Serra do Cipó, Palácio; campo rupestre.",NA,"Erva, cerca de 0,2-0,30 m. altura.; capítulo de flores lilás.","UEC069469","UEC069469","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,"1992","05",NA,NA,"26557","auto","07",NA,NA,NA,NA
"39","2021-03-16 17:50:58-03","UCS","HUCS","17979","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H. Rob.","Hatschbach, G.","Hatschbach, G.","72032","2001","05","15",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,"Herbario MBM; Campo rupestre arenoso e úmido",NA,NA,"Joaquim Felicio","-44.1721992492676","-17.7574996948242",NA,NA,NA,"2001",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"40","2021-03-16 17:50:58-03","UCS","HUCS","35800","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H. Rob.","Robinson, H.","Hatschbach, G.","64718","1996","04","14",NA,"Brasil","Minas Gerais","Serra do Cabral - início da subida",NA,"Herbario MBM; Campo rupestre arenoso e úmido",NA,NA,"Joaquim Felicio","-44.1721992492676","-17.7574996948242",NA,NA,NA,"2000",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:16:44-03","MBM","MBM","18728","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H. Rob.",NA,"Hatschbach, G.","27365","1971","09","07","Southern America","Brazil","Minas Gerais","Guinda",NA,NA,"MBM018728","MBM018728","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:16:44-03","MBM","MBM","33554","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H. Rob.","Robinson, H.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29976","1972","01","19","Southern America","Brazil","Minas Gerais","Guinda",NA,NA,"MBM033554","MBM033554","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:16:44-03","MBM","MBM","103296","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H. Rob.","Robinson, H.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49645","1985","09","13","Southern America","Brazil","Minas Gerais","Vargens dos Bastos, 5km O",NA,NA,"MBM103296","MBM103296","Datas","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA
"44","2015-09-04 14:49:57-03","MNHN","RECOLNAT_MNHN_P","P00682509","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","6",NA,"Brésil",NA,"Minas, Diamantina à Foraçaõ","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682509' target='other'> <mi>dwc_moreinfo</mi></a>","P00682509","P00682509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19546",NA,NA,NA
"45","2015-10-03 05:20:54-03","MNHN","RECOLNAT_MNHN_P","P00682510","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","6",NA,"Brésil",NA,"Minas, Diamantina à Foraçaõ","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682510' target='other'> <mi>dwc_moreinfo</mi></a>","P00682510","P00682510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19546",NA,NA,NA
"46","2015-10-03 05:20:34-03","MNHN","RECOLNAT_MNHN_P","P00682512","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","6",NA,"Brésil",NA,"Minas, Diamantina à Foraçaõ","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682512' target='other'> <mi>dwc_moreinfo</mi></a>","P00682512","P00682512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19546",NA,NA,NA
"47","2016-03-02 17:06:11-03","MNHN","RECOLNAT_MNHN_P","P00682635","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","2",NA,"Brésil",NA,"Minas, entre Biribury et Diamantina","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682635' target='other'> <mi>dwc_moreinfo</mi></a>","P00682635","P00682635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19548",NA,NA,NA
