"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"13","2019-11-21 14:44:02-03","UFJF","CESJ","25459","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","F.R.G. Salimena; G.M.Gomes; M.C.Alves; R.C. Oliveira","s.n.","1991","06","29","América do Sul","Brasil","Minas Gerais","Conceição do Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"CESJ025459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:44:02-03","UFJF","CESJ","66589","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","L.D. Santana","J.G.F. Mendonça; T.O. Orsi; L.D. Santana; J.H.C. Ribeiro","57","2015","06","19","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Subida para o Chapadão, próximo ao Vale das Araucárias","-44.723672","-22.147667","1730","1730",NA,"Arbustiva, 1m. Campo de Altitude Sujo. Folhas levemente pilosas e discolores, botões florais com base verde passando a róseo. Frutos pretos.","CESJ066589",NA,"2015","06","19","-44.723672","-22.147667",NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:44:02-03","UFJF","CESJ","66597","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","L.D. Santana","J.G.F. Mendonça; T.O. Orsi; L.D. Santana; J.H.C. Ribeiro","65","2015","06","20","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Topo do Morro da Fazenda Santa Rita","-44.731903","-22.1276","2028","2028",NA,"Subarbusto, 1,20m. Campo de Altitude Sujo. Caule um pouco piloso, tricomas na face abaxial das folhas, cálice verde e botões florais vermelhos.","CESJ066597",NA,"2015","06","19","-44.731903","-22.1276",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:44:02-03","UFJF","CESJ","8881","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","Marilene","s.n.","1970","07","29","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,"árvore pequena","CESJ008881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-30 18:32:50-03","UFJF","CESJ","30719","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","M.A. Manhães","s.n.","1999","03",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ030719",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"18","2020-06-30 18:32:50-03","UFJF","CESJ","30752","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","F.F. Mazine","M.A. Manhães","s.n.","1999","04","16","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ030752",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"19","2019-11-21 14:44:02-03","UFJF","CESJ","31989","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","F.S. Araújo","F.S. Araújo; R.C. Forzza; M.A. Heluey","28.","2001","02","10","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ031989",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"20","2019-11-21 14:44:02-03","UFJF","CESJ","33641","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","F.S. Araújo; L.C.S. Assis","75","2001","06","26","América do Sul","Brasil","Minas Gerais","Lima Duarte","Arredores do P.E. do Ibitipoca, estrada para o distrito de Moreiras.Setor oeste.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto com 1,5m, tronco liso, folhas cartáceas e discolores, flores axilares amarelo esverdeadas.Frutos amarronzados abaixo das folhas, comum na área.","CESJ033641",NA,"2003",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"21","2020-06-30 18:32:50-03","UFJF","CESJ","51289","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","B.R. Silva; et.al.","1307","2004","03","30","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha Monjolinho - Lagoa Seca. Coord.: 21º42'02S, 43º53'02W. Alt.: 1398m","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto ca. 1,5m alt. em solo argiloso, heliófita, entre gramíneas, frequente. Folhas discolores. Frutos verdes passando a atro-vináceos.","CESJ051289",NA,"2006",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"22","2019-11-21 14:44:02-03","UFJF","CESJ","8489","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","L. Krieger","CESJ8489","1970","05","02","América do Sul","Brasil","Minas Gerais","Rezende Costa","Fazenda do Tote","-44.2374992370605","-20.9221992492676",NA,NA,NA,NA,"CESJ008489",NA,NA,NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA
"23","2019-11-21 14:44:02-03","UFJF","CESJ","26211","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","R.C. Oliveira","110","1992","12","05","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"No campo rupestre, ca. 1,5m alt., indivíduos esparsos, frutos verdes com pintas marrons.","CESJ026211",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"24","2019-11-21 14:44:02-03","UFJF","CESJ","16640","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F. Freitas","L. Krieger","CESJ16640","1970","05","02","América do Sul","Brasil","Minas Gerais","Rezende Costa",NA,"-44.2374992370605","-20.9221992492676",NA,NA,NA,"árvore pequena","CESJ016640",NA,NA,NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA
"25","2019-11-21 14:44:02-03","UFJF","CESJ","64206","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","J.H.C. Ribeiro; L.D. Santana; I.I. Josué","J.H.C. Ribeiro; L.D. Santana","359","2014","05","12","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Chapadão.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Arbusto no campo de altitude. Flores amarelo esverdeadas.","CESJ064206",NA,"2014","08","20",NA,NA,"29865","auto",NA,NA,NA,NA
"26","2021-03-01 16:38:33-03","UNICAMP","UEC","115824","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Freitas, MF","Krieger, PL","13228","1973","11","03",NA,"Brazil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"No campo arenítico, subarbusto com frutos novos.",NA,NA,"2000","08","21",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:38:33-03","UNICAMP","UEC","115784","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Freitas, MF","Marilene","8881","1970","07","29",NA,"Brazil","Minas Gerais","Santa Rita De Jacutinga",NA,"-44.0950012207031","-22.1494007110596",NA,NA,NA,"Árvore pequena (2-3m), brejo-F1. Acastnahada.",NA,NA,"2000","08","21",NA,NA,"20148","auto",NA,NA,NA,NA
"28","2021-03-16 17:51:50-03","UCS","HUCS","47524","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Abreu, F.P.; Elias, D.C.","Gonzatti, F.","4048","2017","11","21",NA,"Brasil","Minas Gerais","Baependi","Entornos da sede do Parque Estadual da Serra do Papagaio","-44.728056","-22.139111","1646","1646",NA,"Arbusto em campo nativo bordo de mata, solo rochoso. Ca. 1,5 metros de altura",NA,NA,"2018","05","03","-44.728056","-22.139111",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:42:01-03","MBM","MBM","430107","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Abreu, F.P.; Elias, D.C.","Gonzatti, F.; Nogueira, L.; Coelho, G.P.; Nogueira, L.; Coelho, G.P.","4048","2017","11","21","Southern America","Brazil","Minas Gerais","Itamonte","Entornos da sede do Parque Estadual da Serra do Papagaio","-44.728056","-22.139167","1646","1646",NA,"Arbusto, ca 1.5 m de altura.; Em campo nativo, borda da floresta, solo rochoso.","MBM430107",NA,"2018","05","03","-44.728056","-22.139167",NA,NA,NA,NA,NA,NA
"30","2015-09-26 02:52:58-03","MNHN","RECOLNAT_MNHN_P","P00649860","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1887","11","19",NA,"Brésil",NA,NA,"Rio Janeiro, Haut des Orgàos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649860' target='other'> <mi>dwc_moreinfo</mi></a>","P00649860","P00649860_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","17122",NA
"31","2014-01-17 16:53:41-02","MNHN","RECOLNAT_MNHN_P","P00649861","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1887","11","19",NA,"Brésil",NA,NA,"Rio Janeiro, Haut des Orgàos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649861' target='other'> <mi>dwc_moreinfo</mi></a>","P00649861","P00649861_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","17122",NA
"32","2016-03-09 18:11:30-03","MNHN","RECOLNAT_MNHN_P","P04523722","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1884","6","10",NA,"Brasil","Rio de Janeiro",NA,"Près de Capanema.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523722' target='other'> <mi>dwc_moreinfo</mi></a>","P04523722","P04523722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15190",NA
"33","2016-03-09 18:11:30-03","MNHN","RECOLNAT_MNHN_P","P04523724","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1884","6","10",NA,"Brasil","Rio de Janeiro",NA,"Près de Capanema.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523724' target='other'> <mi>dwc_moreinfo</mi></a>","P04523724","P04523724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15190",NA
"34","2016-03-09 18:11:30-03","MNHN","RECOLNAT_MNHN_P","P04523725","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1884","6","10",NA,"Brasil","Rio de Janeiro",NA,"Prés de Capanema.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523725' target='other'> <mi>dwc_moreinfo</mi></a>","P04523725","P04523725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15190",NA
"35","2016-03-09 18:11:30-03","MNHN","RECOLNAT_MNHN_P","P04523726","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1869","8","8",NA,"Brasil","Rio de Janeiro",NA,"Haut des Organs.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523726' target='other'> <mi>dwc_moreinfo</mi></a>","P04523726","P04523726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3640",NA
"36","2016-03-09 18:11:30-03","MNHN","RECOLNAT_MNHN_P","P04523727","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou",NA,"1869","1","1",NA,"Brasil","Rio de Janeiro",NA,"Serra do Orgãos au Frade (Rio. Jan.).",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523727' target='other'> <mi>dwc_moreinfo</mi></a>","P04523727","P04523727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3640",NA
"37","2015-09-04 15:38:50-03","MNHN","RECOLNAT_MNHN_P","P04523728","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.",NA,"1872","10","22",NA,"Brasil","Rio de Janeiro",NA,"Vallé du Rio Soberbo, en haut des Orgaos.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04523728' target='other'> <mi>dwc_moreinfo</mi></a>","P04523728","P04523728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6067",NA
"38","2015-01-19 16:47:00-02","MO","MOBOT","100771706","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Auguste F.M. Glaziou","Glaziou 6067",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","In vicinia Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-02 16:38:31-03","Cenargen","CEN","102275","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M. F. Freitas","A.T. Oliveira Filho",NA,"2000","09","29",NA,"Brasil","MG","CARRANCAS","Chapada das Perdizes","-44.6425018310547","-21.4874992370605","1500","1500","Exsicatas","Doação Herbário - ESAL - Depto. Biologia /UFLA - Lavras - MG (16.262)","CEN00102275","CEN00102275","2018","05",NA,NA,NA,"21143","auto",NA,NA,NA,"1"
"40","2021-03-15 18:29:34-03","USP","SPF","209281","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Antar, GM","Antar, GM; et al.","170","2013","06","19",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Prainha.","-43.894872","-21.709072","1360","1360",NA,"Arvoreta ca. 1 m alt. Folhas discolores com a face abaxial mais clara. Flores alvas ou amarronzadas. Frutos maduros arroxeados.; Campo rupestre. Solo arenoso.","SPF00209281",NA,"2013","07",NA,"-43.894872","-21.709072",NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:29:31-03","USP","SPF","176534","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Freitas, MF","Forzza, RC","2448","2003","10","18",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SPF00176534",NA,"2006",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"42","2019-09-04 18:58:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Rapanea","glazioviana","Rapanea glazioviana",NA,NA,"A. Glaziou","6067",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"43","2020-07-21 15:08:18-03","UNISANTA","HUSC","12411","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","M.F.Freitas","P.S.P. Sampaio","1784","2019","07","16",NA,"Brasil","Minas Gerais","São Thomé das Letras","Pico do Gavião","-44.919525","-21.627092","1400","1400",NA,"Arbusto com 1,5m de altura, botões florais e flores marrom clara.; Campo Rupestre",NA,NA,"2019","08",NA,"-44.919525","-21.627092",NA,NA,NA,NA,NA,NA
"44","2021-02-23 13:22:50-03","MN","R-TIPOS","11645","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.F.M.","3640","1872","10","22",NA,"Brasil","Rio de Janeiro",NA,"Alto da Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R000011645","R000011645_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA
"45","2021-02-23 13:22:50-03","MN","R-TIPOS","11645a","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.",NA,"Glaziou, A.F.M.","3640","1872","10","22",NA,"Brasil","Rio de Janeiro",NA,"Alto da Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R000011645a","R000011645a_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA
"46","2021-02-08 12:45:00-03","UFRGS","ICN","083743","S","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Freitas, MF","Sobral, M; et al.","5636",NA,NA,NA,"América do Sul","Brasil","MG","Lima Duarte","Parque Estadual Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"arbusto 2m, flores brancas; em beira de mata",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"47","2021-02-08 12:45:00-03","UFRGS","ICN","083630","S","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","Freitas, MF","Sobral, M; et al.","5606",NA,NA,NA,"América do Sul","Brasil","MG","Lima Duarte","Parque Estadual Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"arbuato 1-3m, fl. Brancas; em beira de campo arbustivo",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"48","2018-11-05 10:56:08-02","UM","RECOLNAT_UM_MPU","MPU014150","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","glazioviana","Myrsine glazioviana","Warm.","BOULANGEAT","Glaziou, A.",NA,"1883","1","1",NA,"Brésil",NA,NA,"environs de Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014150' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","15190",NA
