"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"919","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104398","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Allemão, Fr.|Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104398' target='other'> <mi>dwc_moreinfo</mi></a>","P03104398",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104398_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"444",NA,NA
"920","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104399","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Claussen",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104399' target='other'> <mi>dwc_moreinfo</mi></a>","P03104399",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104399_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1512",NA,NA
"921","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104401","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Claussen",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104401' target='other'> <mi>dwc_moreinfo</mi></a>","P03104401",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104401_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA
"922","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104402","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Glaziou",NA,"1884","11","13",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104402' target='other'> <mi>dwc_moreinfo</mi></a>","P03104402",NA,NA,"Vogel",NA,"Entre Arraial do Ouro Branco et Queluz.",NA,NA,NA,NA,"P03104402_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14620",NA,NA
"923","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104403","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Mosén",NA,"1875","12","15",NA,"Brasil","São Paulo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104403' target='other'> <mi>dwc_moreinfo</mi></a>","P03104403",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104403_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 67",NA,NA
"924","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104404","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Gounelle, E.",NA,NA,NA,NA,NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104404' target='other'> <mi>dwc_moreinfo</mi></a>","P03104404",NA,NA,"Vogel",NA,"Sertão de L´Etat de Bahia Carrascas.",NA,NA,NA,NA,"P03104404_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104406","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum",NA,NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104406' target='other'> <mi>dwc_moreinfo</mi></a>","P03104406",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104406_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"156",NA,NA
"926","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104407","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","Mato Grosso","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104407' target='other'> <mi>dwc_moreinfo</mi></a>","P03104407",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104407_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230",NA,NA
"927","2015-09-04 02:35:03-03","MNHN","RECOLNAT_MNHN_P","P03104408","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104408' target='other'> <mi>dwc_moreinfo</mi></a>","P03104408",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104408_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3114",NA,NA
"928","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104409","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104409' target='other'> <mi>dwc_moreinfo</mi></a>","P03104409",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104409_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3114",NA,NA
"929","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104410","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Prance, G.T.|Silva, N.T.",NA,"1964","10","27",NA,"Brasil","Goiás","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104410' target='other'> <mi>dwc_moreinfo</mi></a>","P03104410",NA,NA,"Vogel",NA,"Serra do Caiapó. 35 km south of Caiaponia.",NA,NA,NA,NA,"P03104410_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59679",NA,NA
"930","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104417","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104417' target='other'> <mi>dwc_moreinfo</mi></a>","P03104417",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104417_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3317",NA,NA
"931","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104420","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104420' target='other'> <mi>dwc_moreinfo</mi></a>","P03104420",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104420_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104421","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell, A.F.",NA,"1855","1","1",NA,"Brasil","São Paulo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104421' target='other'> <mi>dwc_moreinfo</mi></a>","P03104421",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104421_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 67",NA,NA
"933","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104424","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104424' target='other'> <mi>dwc_moreinfo</mi></a>","P03104424",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104424_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104426","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104426' target='other'> <mi>dwc_moreinfo</mi></a>","P03104426",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104426_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 611 11°",NA,NA
"935","2015-11-24 15:51:55-02","MNHN","RECOLNAT_MNHN_P","P03104427","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Allemão, Fr.|Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104427' target='other'> <mi>dwc_moreinfo</mi></a>","P03104427",NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,"P03104427_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"442",NA,NA
"936","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104439","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104439' target='other'> <mi>dwc_moreinfo</mi></a>","P03104439",NA,NA,"Vogel",NA,"Prope Capella Nova.",NA,NA,NA,NA,"P03104439_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1583",NA,NA
"937","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104441","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Mart. Herb. n°1151 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104441' target='other'> <mi>dwc_moreinfo</mi></a>","P03104441",NA,NA,"Vogel",NA,"Mont. de la Jacobine",NA,NA,NA,NA,"P03104441_01 P03104441_02","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2645",NA,NA
"938","2015-09-04 02:35:21-03","MNHN","RECOLNAT_MNHN_P","P03104442","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Gardner",NA,"1837","1","1",NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104442' target='other'> <mi>dwc_moreinfo</mi></a>","P03104442",NA,NA,"Vogel",NA,"Piauhy, Goyas, &c.",NA,NA,NA,NA,"P03104442_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3116",NA,NA
"939","2015-09-04 02:35:21-03","MNHN","RECOLNAT_MNHN_P","P03104444","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,"1840","1","1",NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104444' target='other'> <mi>dwc_moreinfo</mi></a>","P03104444",NA,NA,"Vogel",NA,"St Antoine (Morais).",NA,NA,NA,NA,"P03104444_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3114",NA,NA
"940","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03327129","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Harley, R.M.|Ferreira, A.|Castro, R.|Souza, R.",NA,"1968","10","26",NA,"Brasil","Mato Grosso","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03327129' target='other'> <mi>dwc_moreinfo</mi></a>","P03327129",NA,NA,"Vogel",NA,"R 12, c. 5 km S. of base camp. .",NA,NA,NA,NA,"P03327129_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10864",NA,NA
"941","2015-09-04 04:03:30-03","MNHN","RECOLNAT_MNHN_P","P03327130","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Ramos, J.",NA,"1967","10","1",NA,"Brasil","Mato Grosso","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03327130' target='other'> <mi>dwc_moreinfo</mi></a>","P03327130",NA,NA,"Vogel",NA,"Near the base camp of the expedition. c. 270 km N of Xavantina.","-51.86667","-12.9",NA,NA,"P03327130_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA,NA
"942","2015-09-04 11:00:41-03","MNHN","RECOLNAT_MNHN_P","P04457718","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Voyage d' Auguste de Saint-Hilaire de 1816 à 1821. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04457718' target='other'> <mi>dwc_moreinfo</mi></a>","P04457718",NA,NA,"Vogel",NA,". Brasil, América do Sul",NA,NA,NA,NA,"P04457718_01","Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104386","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Blanchet",NA,"1845","1","1",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104386' target='other'> <mi>dwc_moreinfo</mi></a>","P03104386",NA,NA,"Vogel","Jacobina",NA,"-40.5182991027832","-11.1806001663208",NA,NA,"P03104386_01","Cardoso","62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104395","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104395' target='other'> <mi>dwc_moreinfo</mi></a>","P03104395",NA,NA,"Vogel","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"P03104395_01","Cardoso","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 66",NA,NA
"945","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104387","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Oliveira, J.E.",NA,"1942","11","20",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104387' target='other'> <mi>dwc_moreinfo</mi></a>","P03104387",NA,NA,"Vogel","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"P03104387_01","Cardoso","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1186",NA,NA
"946","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104400","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell",NA,"1848","11","10",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104400' target='other'> <mi>dwc_moreinfo</mi></a>","P03104400",NA,NA,"Vogel","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"P03104400_01","Cardoso","73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104394","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell",NA,"1848","12","5",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104394' target='other'> <mi>dwc_moreinfo</mi></a>","P03104394",NA,NA,"Vogel","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"P03104394_01","Cardoso","73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 66",NA,NA
"948","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104423","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell",NA,"1848","11","10",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104423' target='other'> <mi>dwc_moreinfo</mi></a>","P03104423",NA,NA,"Vogel","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"P03104423_01","Cardoso","73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 67",NA,NA
"949","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104422","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Regnell, A.F.",NA,"1848","12","5",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104422' target='other'> <mi>dwc_moreinfo</mi></a>","P03104422",NA,NA,"Vogel","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"P03104422_01","Cardoso","73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 67",NA,NA
"950","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104412","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Irwin, H.S.|Santos, R.R.",NA,"1965","9","15",NA,"Brasil","Distrito Federal","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104412' target='other'> <mi>dwc_moreinfo</mi></a>","P03104412",NA,NA,"Vogel","Brasília","Córrego Jeriva, ca. 10 km E of Brasília, D.F.","-47.9296989440918","-15.7797002792358","975",NA,"P03104412_01","Cardoso","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8341",NA,NA
"951","2015-11-03 12:36:27-02","MNHN","RECOLNAT_MNHN_P","P03104440","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Weddell, H.A.",NA,"1844","9","1",NA,"Brasil","Goiás","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104440' target='other'> <mi>dwc_moreinfo</mi></a>","P03104440",NA,NA,"Vogel","Mara Rosa","Sertao d´Amaroleité.","-49.1772003173828","-14.0164003372192",NA,NA,"P03104440_01","Cardoso","69476","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2704",NA,NA
"952","2015-09-25 14:15:30-03","MNHN","RECOLNAT_MNHN_P","P03104376","PreservedSpecimen",NA,"Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Weddell, H.A.",NA,"1844","9","1",NA,"Brasil","Goiás","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03104376' target='other'> <mi>dwc_moreinfo</mi></a>","P03104376",NA,NA,"Vogel","Mara Rosa","Sertão d´ Amaroleité.","-49.1772003173828","-14.0164003372192",NA,NA,"P03104376_01","Cardoso","69476","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2704",NA,NA
"953","2018-06-27 18:18:23-03","MNHN","RECOLNAT_MNHN_P","P01167676","PreservedSpecimen",NA,"Fabaceae","Sweetia","dasycarpa","Sweetia dasycarpa","Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167676' target='other'> <mi>dwc_moreinfo</mi></a>","P01167676",NA,NA,"(Vogel) Benth.",NA,"Cerrados de la région d'Emas",NA,NA,NA,NA,"P01167676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8710",NA,NA
"954","2016-10-27 15:57:49-02","MNHN","RECOLNAT_MNHN_P","P01167677","PreservedSpecimen",NA,"Fabaceae","Sweetia","dasycarpa","Sweetia dasycarpa","Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167677' target='other'> <mi>dwc_moreinfo</mi></a>","P01167677",NA,NA,"(Vogel) Benth.",NA,"Cerrados de la région d'Emas",NA,NA,NA,NA,"P01167677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8700",NA,NA
"955","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P00856396","PreservedSpecimen",NA,"Fabaceae","Sweetia","dasycarpa","Sweetia dasycarpa glabrata","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00856396' target='other'> <mi>dwc_moreinfo</mi></a>","P00856396",NA,NA,"Benth.",NA,"Minas Geraes",NA,NA,NA,NA,"P00856396_01",NA,NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,"12603",NA,NA
"956","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P00856397","PreservedSpecimen",NA,"Fabaceae","Sweetia","dasycarpa","Sweetia dasycarpa glabrata","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00856397' target='other'> <mi>dwc_moreinfo</mi></a>","P00856397",NA,NA,"Benth.",NA,"Minas Geraes",NA,NA,NA,NA,"P00856397_01",NA,NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,"12603",NA,NA
"957","2016-03-09 17:11:54-03","MNHN","RECOLNAT_MNHN_P","P00856398","PreservedSpecimen",NA,"Fabaceae","Sweetia","dasycarpa","Sweetia dasycarpa glabrata","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00856398' target='other'> <mi>dwc_moreinfo</mi></a>","P00856398",NA,NA,"Benth.",NA,"Minas Geraes",NA,NA,NA,NA,"P00856398_01","Mohlenbrock, Jr.",NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,"12603",NA,NA
"958","2020-10-01 14:16:35-03","JBB","HEPH","28673","S","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","Alkimim, W; Bringel Júnior, JBA","82","2009","11","10","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledon","Fabales","(Vogel) Yakovlev","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Trilha Ecológica","-47.835","-15.874167",NA,NA,NA,"Alkimim, W",NA,NA,NA,NA,"-47.835","-15.874167","2009","11","17",NA,NA,NA,NA,NA
"959","2020-10-01 14:20:19-03","JBB","HEPH","1055","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Ferreira, MB","1016","1971","11","17","Southern America","Brasil","Distrito Federal",NA,NA,"Folhas brilhantes na face superior e pilosa e opaca na inferior",NA,"Dicotyledon","Fabales","Vogel","Planaltina","Estação Ecológica de Águas Emendadas, Estação Ecológica de Águas Emendadas","-47.55","-15.516667","100","100",NA,"Schütz Rodrigues, R",NA,NA,NA,NA,"-47.55","-15.516667","2005",NA,NA,NA,NA,NA,NA,NA
"960","2020-10-01 14:20:19-03","JBB","HEPH","12337","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Boaventura, M","348","1996","11","05","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1150",NA,"Martins, MV",NA,NA,NA,NA,"-47.85","-15.866667","2015",NA,NA,NA,NA,NA,NA,NA
"961","2020-10-01 14:20:19-03","JBB","HEPH","16052","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Nóbrega, MGG","1382","2000","10","31","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Brasília","Jardim Botânico de Brasília próximo a portaria principal","-47.85","-15.866667","1102","1102",NA,"Schütz Rodrigues, R",NA,NA,NA,NA,"-47.85","-15.866667","2000",NA,NA,NA,NA,NA,NA,NA
"962","2020-10-01 14:20:19-03","JBB","HEPH","17471","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Nóbrega, MGG","1524","2002","02","06","Southern America","Brasil","Goiás",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Jandaia",NA,"-50.114444","-17.054722",NA,NA,NA,"Nóbrega, MGG",NA,NA,NA,NA,"-50.114444","-17.054722","2002",NA,NA,NA,NA,NA,NA,NA
"963","2020-10-01 14:20:19-03","JBB","HEPH","17764","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Monteiro, RCB","94","2002","05","09","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Brasília","Jardim Botânico de Brasília - Área do antigo Projeto do IBDF - próximo do Modelo Filogenético","-47.85","-15.866667","1102","1102",NA,"Ramos, AE",NA,NA,NA,NA,"-47.85","-15.866667","2002",NA,NA,NA,NA,NA,NA,NA
"964","2020-10-01 14:20:19-03","JBB","HEPH","17775","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Monteiro, RCB","105","2002","05","10","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Brasília","Jardim Botânico de Brasília - Área do antigo Projeto do IBDF - próximo do Modelo Filogenético","-47.85","-15.866667","1102","1102",NA,"Ramos, AE",NA,NA,NA,NA,"-47.85","-15.866667","2002",NA,NA,NA,NA,NA,NA,NA
