"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"312","2019-07-15 13:20:37-03","UPF","RSPF","1062","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"B.M.A. Severo; et al.","1982","12","11","Brasil","Rio Grande do Sul","Passo Fundo","Estrada entre Passo Fundo e Lagoa Vermelha; Granja Dr. A. Amantino BR 285, km 64-65","-52.4067001342773","-28.2628002166748",NA,NA,"Gramineae",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA
"313","2021-01-26 14:12:50-03","CPACT","ECT","4839","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","M.M.Marchi","2011","10","03","M.M.Marchi; C.Mistura | J.Villela | H.Padilha","2011","10","03","Brasil","Rio Grande do Sul","Tapes","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. No caminho. Fora da área 2. Campo nativo, ecossistema de butiazal.","-51.363333","-30.529444","51º21'48''W","30º31'46''S",NA,"ECT0004839","ECT0004839","Embryophyta",NA,NA,"3016",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-01-26 14:12:50-03","CPACT","ECT","4755","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","M.M.Marchi","2013","03","07","M.M.Marchi; C.Mistura | J.Villela","2013","03","07","Brasil","Rio Grande do Sul","Tapes","Fazenda São Miguel, área de conservação do banco de germoplasma in situ da Butia odorata, área 1 de monitoramento. Campo nativo, ecossistema de butiazal.","-51.359722","-30.522778","51º21'35''W","30º31'22''S",NA,"ECT0004755","ECT0004755","Embryophyta",NA,NA,"4368",NA,"40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-01-26 14:12:50-03","CPACT","ECT","4858","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","M.M.Marchi","2013","01","15","M.M.Marchi; C.Mistura | R.Seledes | M.Castro","2013","01","15","Brasil","Rio Grande do Sul","Tapes","Fazenda São Miguel, área de conservação do banco de germoplasma in situ da Butia odorata, área 1 de monitoramento. Campo nativo, ecossistema de butiazal.","-51.359722","-30.522778","51º21'35''W","30º31'22''S",NA,"ECT0004858","ECT0004858","Embryophyta",NA,NA,"4266",NA,"40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-03-01 11:50:44-03","UFPE","UFP","69307","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Longhi-Wagner, H","2001","08",NA,"Wasum, R; Scur, L","2007","02","21","Brasil","Rio Grande do Sul","Candiota",NA,"-53.6725006103516","-31.5580997467041",NA,NA,"No campo.","UFP069307",NA,NA,NA,NA,"4001",NA,"300","300",NA,"28623","auto",NA,NA,NA,NA,NA,NA
"317","2020-09-12 05:00:02-03","US","US","1645643","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii laxa","Jedwabn.",NA,NA,NA,NA,"K. Fiebrig","1908",NA,NA,"Paraguay",NA,NA,"Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,NA,"US00133844",NA,NA,"Cyperales","laxa","5106","South America",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Lectotype; Syntype"
"318","2020-09-12 05:00:02-03","US","US","2850755","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii laxa","Jedwabn.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01164691","US01164691_01",NA,"Cyperales","laxa","20143","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Syntype"
"319","2020-09-12 05:00:02-03","US","US","2767412","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,"US00513322","US00513322_01",NA,"Cyperales",NA,"s.n.","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Type fragment"
"320","2020-09-12 05:00:02-03","US","US","99887","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii laxa","Jedwabn.",NA,NA,NA,NA,"R. C. Mendonça",NA,NA,NA,"Brazil",NA,NA,"South Paulo",NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01164691","US01164691_01",NA,"Cyperales","laxa","684","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Syntype"
"321","2020-09-12 05:00:02-03","US","US","99888","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii laxa","Jedwabn.",NA,NA,NA,NA,"K. Fiebrig",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01164691","US01164691_01",NA,"Cyperales","laxa","5106","South America",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Isolectotype; Syntype"
"322","2020-09-02 16:36:35-03","Cenargen","CEN","105590","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","A. Pott","2000",NA,NA,"Arnildo Pott","2000","10","30","Brasil","MS","CAMPO GRANDE","Reserva da Embrapa Gado de Corte.","-54.726666","-20.424166","-54.726666","-20.424166","Cerradão, beira de estrada. Doação Herbário HMS nº 859.","CEN00105590","CEN00105590",NA,NA,NA,"8328",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1",NA,NA
"323","2020-09-02 16:36:35-03","Cenargen","CEN","7603","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"S. Martins - HAS","1979","08","13","Brasil","RS","PORTO ALEGRE","Jardim Botânico.","-51.2299995422363","-30.0331001281738",NA,NA,"HAS N° 10161.","CEN00007603","CEN00007603",NA,NA,NA,"19",NA,NA,NA,"Exsicatas","29946","auto",NA,NA,NA,"1",NA,NA
"324","2020-09-02 16:36:35-03","Cenargen","CEN","7623","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","T. Strehl",NA,NA,NA,"Teresia Strehl","1982","10","18","Brasil","RS","SAO JERONIMO","Pólo Carboquímico, campo situado a 4 km após a Faz. do Conde, sentido Porto do Conde e Faz. Bugio.","-51.7221984863281","-29.9591999053955",NA,NA,"Lado direito do campo. HAS Nº 17243.","CEN00007623","CEN00007623",NA,NA,NA,"470",NA,NA,NA,"Exsicatas","78415","auto",NA,NA,NA,"1",NA,NA
"325","2020-09-02 16:36:35-03","Cenargen","CEN","32852","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii var. expansiflora","Trin.",NA,NA,NA,NA,"Aurélio Schinini","1998","03","20","Argentina",NA,NA,"Corrientes, Dep. Empedrado - Ea. 3 Marías, cercano al rio Paraná.",NA,NA,NA,NA,"Suelos arenosos, hapludalfes, poco fértiles con pequeñas elevacinos hacia el rio Paraná. Crece en matas. Inflorescencias flexuosas. Escasa. Doação do Instituto de Botanica del Nordeste - Argentina - Corrientes (CTES).","CEN00032852","CEN00032852",NA,NA,"var. expansiflora","34386",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1",NA,NA
"326","2020-09-02 16:36:35-03","Cenargen","CEN","61964","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii var. lindmanii","Trin.","J. F. M. Valls","2016","01",NA,"Taciana Barbosa Cavalcanti","2005","11","26","Brasil","PR","JAGUARIAIVA","BR - 151, estrada Jaguariaíva - Castro, 11 km de Jaguariaíva.","-49.803611","-24.348611","-49.803611","-24.348611","Inflorescência creme a vinácea. Folhas levemente glaucas.","CEN00061964","CEN00061964",NA,NA,"var. lindmanii","3676",NA,"1130","1130","Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA
"327","2020-09-02 16:36:35-03","Cenargen","CEN","5293","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii var. lindmanii","Trin.","J. F. M. Valls","2016","01",NA,"José Francisco Montenegro Valls","1978","12","22","Brasil","RS","SAO GABRIEL","Granja São José. Em campo aliviado.","-54.3199996948242","-30.3363990783691",NA,NA,"Doação - Herbário Depto. Bot. da U.F.R.G.S. - INC (43702). Porto Alegre.","CEN00005293","CEN00005293",NA,NA,"var. lindmanii","4329",NA,NA,NA,"Exsicatas","56206","auto",NA,NA,NA,"1",NA,NA
"328","2019-11-13 11:28:47-03","USP","SPF","189277","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Viana, PL","2008","12",NA,"Viana, PL","2008","03","11","Brasil","Minas Gerais","Aiuruoca","Serra do Papagaio","-44.666667","-22.05","-44.666667","-22.05",NA,"SPF00189277","SPF00189277",NA,NA,NA,"3855",NA,"1900","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-11-13 11:28:47-03","USP","SPF","162616","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Anônimo",NA,NA,NA,"Araújo, AC","1998","03","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"SPF00162616","SPF00162616",NA,NA,NA,"1097",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"330","2019-11-13 11:28:47-03","USP","SPF","117784","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Anônimo",NA,NA,NA,"Longhi-Wagner, HM","1996","01","24","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"SPF00117784","SPF00117784",NA,NA,NA,"3155",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"331","2019-11-13 11:28:47-03","USP","SPF","150583","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Longhi-Wagner, HM","2002","01",NA,"Garcia, RJF","2002","01","19","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Mirante.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00150583","SPF00150583",NA,NA,NA,"2094",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"332","2020-03-05 14:14:00-03","UNEMAT","HPAN","5652","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Schessl, M","2002","05","01","Schessl, M","2002","01","28","Brasil","Mato Grosso","Cáceres","Bairro Vila Real, Capoeira na parte sudoeste do bairro; diferentes estágios de vegetação de capoeira arbustiva e arbórea em '' blocos ''.","-57","-17.105556","-57","-17.105556",NA,NA,NA,"Magnoliidae","Poales",NA,"5621","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2014-04-04 18:28:17-03","PNFM","IRAI","1276","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii","Trin.","Cordeiro, J.","2011","01","01","Miranda, A.C.L.","2009","10","10","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.175","-25.526361","-49.175","-25.526361","Gramínea, 30 cm, campo limpo seco","IRAI00001276",NA,"Magnoliophyta",NA,"neesii","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-10-07 09:21:55-03","UEFS","HUEFS","35543","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii var. expansiflora","Nicora",NA,NA,NA,NA,"Schinini, A.","1998","03","20","Argentina","Corrientes","Empedrado","Ea. 3 Marias, cercado al rio Paraná.","-59","-27.833333","59W","27S50'","Sulelos arenosos, hapludalfes, poco férteis con pequeñas elevaciones hacia el rio Paraná.","HUEFS0035543","HUEFS0035543","Angiospermae","Poales","var. expansiflora","34386",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"335","2019-10-03 14:20:41-03","IAC","IAC","10762","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Bertoni","1945","09","11","Bertoni","1945","09","11","Argentina","Misiones","Corpus",NA,"-55.5167","-27.1167","-55.5167","-27.1167","obtido em 14/06/1949",NA,NA,NA,NA,NA,"1862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-10-03 14:20:41-03","IAC","IAC","10833","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","G.J. Schwarz","1946","04","08","G.J. Schwarz","1946","04","08","Argentina","Misiones","San Ignacio",NA,"-55.5333","-27.25","-55.5333","-27.2500","obtido em 14/06/1949",NA,NA,NA,NA,NA,"2453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-10-03 14:20:41-03","IAC","IAC","19441","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","s/det.","1967","10","20","s/col.","1967","10","20","Uruguai","Salto","Salto",NA,"-57.8333","-31.45","-57.8333","-31.45",NA,NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-01-25 15:44:30-02","IAC","IAC","21679","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","B. Rosengurtt-Gurvich","1970","10","29","A. Krapovickas & C.L. Cristóbal","1970","10","29","Argentina","Corrientes","Santo Tomé","No Parque do Regimento","-56.05","-28.5167","-56.0500","-28.5167",NA,NA,NA,NA,NA,NA,"16378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-06-24 08:11:30-03","IAC","IAC","39659","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","D#?#Ávila et al.","1972","10","20","D#?#Ávila & Fernandes et al.","1972","10","20","Brasil","Rio Grande do Sul","Pelotas","Campus Ipeas Ufpel","-52.3425","-31.7719","-52.3425","-31.7719","obtido do IZ",NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-04-02 09:32:25-03","URICER","HPBR","2854","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","ZANIN, E. M.",NA,NA,NA,"ZANIN, E. M.","1986","12","05","Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531",NA,NA,NA,"HPBR002854","HPBR002854",NA,NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,NA,NA,"1",NA,NA
"341","2020-11-12 17:02:36-03","UEL","FUEL","49900","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Longhi-Wagner, HM","2011","08",NA,"Wasum, RA; Scur, L","2007","02","21","Brasil","Rio Grande do Sul","Candiota","Mina da CRM, no campo","-53.6725006103516","-31.5580997467041",NA,NA,NA,NA,NA,"Tracheophyta","Poales",NA,"4001",NA,"300","300",NA,"28623","auto",NA,NA,NA,NA,NA,NA
"342","2019-11-01 15:16:13-03","UnB","UB","199538","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Vale, GD","2007","06",NA,"Vale, GD; et al.","2007","03","02","Brasil","Distrito Federal","Brasília","Fazenda Sucupira. Ao lado da estrada de terra da entrada","-47.9296989440918","-15.7797002792358",NA,NA,"Presença de botões florais em desenvolvimento; Erva com cerca de 30 cm de altura. Flor marrom; Beira de estrada","UB0025781","UB0025781","Monocotyledonae",NA,NA,"334","Southern America",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"343","2019-11-01 15:16:13-03","UnB","UB","201929","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Vale, GD","2007","06",NA,"Vale, GD; et al.","2007","03","21","Brasil","Distrito Federal","Brasília","Fazenda Sucupira. Próximo ao plantio de Cerejeira","-47.9296989440918","-15.7797002792358",NA,NA,"Participantes: Gabriel Damasco do Vale, João Benedito Pereira, Clarissa Gouveia Fontes, Daniela Vasconcelos de Oliveira.&nf;Patrocinadores: EMBRAPA - CENARGEN; Erva com cerca de 60 cm de altura. Presença d brácteas; Cerrado sentido restr","UB0025779","UB0025779","Monocotyledonae",NA,NA,"375","Southern America",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"344","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","03","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017897","UB0017897","Monocotyledonae",NA,NA,"2256968-7R","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","18","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017913","UB0017913","Monocotyledonae",NA,NA,"2256968-32","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS",NA,NA,NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017911","UB0017911","Monocotyledonae",NA,NA,"2256580-27","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","03","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017909","UB0017909","Monocotyledonae",NA,NA,"2256968-9R","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","03","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017907","UB0017907","Monocotyledonae",NA,NA,"2256968-61","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","18","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017899","UB0017899","Monocotyledonae",NA,NA,"2256968-39","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","03","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017914","UB0017914","Monocotyledonae",NA,NA,"2256968-81","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971",NA,NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017903","UB0017903","Monocotyledonae",NA,NA,"2256968-95","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","18","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017901","UB0017901","Monocotyledonae",NA,NA,"2256968-33","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","18","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017905","UB0017905","Monocotyledonae",NA,NA,"2256968-32","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971",NA,NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017912","UB0017912","Monocotyledonae",NA,NA,"2256968-11","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","11","Brasil","São Paulo","Botucatu","18km north of Botucatu, (14km east of São Manuel)","-48.416667","-22.75","-48.416667","-22.75","Cerrado","UB0017910","UB0017910","Monocotyledonae",NA,NA,"2256968-18","Southern America","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-01 15:16:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Debarba; et al.","1972","10","09","Brasil","Rio Grande do Sul","Pelotas","Campus IPEAS - UFPEL","-52.3424987792969","-31.771900177002",NA,NA,NA,"UB0017894","UB0017894","Monocotyledonae",NA,NA,"26","Southern America",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"357","2020-08-20 14:59:41-03","UFSC","FLOR","47670","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gaio, J.","2013","01","17","Gaio, J.; Grizzon, M.","2013","01","05","Brasil","Rio Grande do Sul","Caxias do Sul","Propriedade Pante.","-50.970556","-28.866944","50º58'14''W","28º52'1''S","Tricomas presentes em toda lâmina, não apenas restrito às margens e panícula contraída","FLOR0047670",NA,NA,"Poales",NA,"261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-08-20 20:41:27-03","UFSC","FLOR","60521","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Ferreira, J.P.R.","2015",NA,NA,"Ferreira, J.P.R.","2015","10","10","Brasil","Rio Grande do Sul","Santana do Livramento","Área de Preservação Ambiental de Ibirapuitã.","-55.569722","-30.74","55º34'11''W","30º44'24''S","Erva","FLOR0060521","FLOR0060521",NA,"Poales",NA,"758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-08-20 14:59:41-03","UFSC","FLOR","63711","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2017","11","21","Schwirkowski, P.","2015","12","23","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Vila Pilz. Linha férrea.","-49.460556","-26.284167","49º27'38''W","26º17'3''S","Erva, folhas pilosas","FLOR0063711",NA,NA,"Poales",NA,"1410",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-08-20 14:59:41-03","UFSC","FLOR","67002","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2019","05","08","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Lemes, G.","2018","12","16","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.635278","-28.141667","49º38'7''W","28º8'30''S","Arbusto. Flores creme Habitat: Campos naturais Habito: Arbusto","FLOR0067002","FLOR0067002",NA,"Poales",NA,"8378",NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-08-20 14:59:41-03","UFSC","FLOR","61946","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii lindmanii","(Hack.) Ekman","Ardissone, R.E.","2011","12","17","Ardissone, R.E.; Silva Filho, P.J. & Trevisan, R.","2011","12","17","Brasil","Rio Grande do Sul","Quaraí","Cerro do Jarau.","-56.510556","-30.200556","56º30'38''W","30º12'2''S",NA,"FLOR0061946","FLOR0061946",NA,"Poales","lindmanii","316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-08-20 14:59:41-03","UFSC","FLOR","50507","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii",NA,"Campestrini, S.","2013","06","12","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","2013","01","22","Brasil","Paraná","Palmas","Interior de Palmas.","-51.943333","-26.431944","51º56'36''W","26º25'55''S","Afloramento rochoso, próximo a lagoa. Erva.","FLOR0050507",NA,NA,"Poales","neesii","369",NA,"1097","1097",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-08-20 14:59:41-03","UFSC","FLOR","53482","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii",NA,"Campestrini, S.","2014","01","23","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","2013","11","24","Brasil","Paraná","Palmas","Fazenda Rodeio, responsável Sr. Luís, localização das UAL1 e 2 da UAP14.","-51.982778","-26.385556","51º58'58''W","26º23'8''S",NA,"FLOR0053482",NA,NA,"Poales","neesii","598",NA,"1046","1046",NA,NA,NA,NA,NA,NA,NA,NA,NA
