"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"22","2021-03-15 16:37:00-03","NY","NYBG","639425","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii","Trin.","S. de Castro Boechat",NA,NA,NA,"R. Reitz","1958","12","15","Brazil","Santa Catarina",NA,"Bom Jardim, S. Joaquim",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639425","NY00639425_01","Magnoliophyta","Poales","neesii","7946","South America","1300","1300","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","639418","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii","Trin.","S. de Castro Boechat",NA,NA,NA,"L. B. Smith","1956","11","06","Brazil","Santa Catarina","Campo Alegre","4 km south of Campo Alegre on the road to Jaraguá do Sul","-49.2656","-26.1925",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639418","NY00639418_01","Magnoliophyta","Poales","neesii","7311","South America","900","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-01 14:03:00-02","NY","NYBG","639421","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii neesii","Trin.","S. de Castro Boechat",NA,NA,NA,"L. B. Smith","1965","01","06","Brazil","Santa Catarina","Sao Joaquim","18 km southwest of Sao Joaquim","-49.98","-28.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639421","NY00639421_01","Magnoliophyta","Poales","neesii","14366","South America","1100","1200","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:09:51-03","UNESP-IBB","BOTU","23741","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Campos, C.J.","2003","01","08","Brasil","São Paulo","Pratânia","Reserva Particular Palmeira da Serra","-48.743278","-22.813944","48°44'35,8w","22°48'50,2s","Cerrado.; Coleção: Biota - Cerrado Pratânia","BOTU023741",NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:30:27-03","UNESP-IBB","BOTU","16953","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Kleinnbing","1972","10","30","Brasil","Rio Grande do Sul","Pelotas","Campus - IPEAS-UFPEL",NA,NA,"9999","9999",NA,"BOTU016953",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:09:51-03","UNESP-IBB","BOTU","11152","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gottsberger, I.S.","1979",NA,NA,"Gottsberger, I.S.","1971","02","16","Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75","48°25'w","22°45's","Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU011152",NA,NA,NA,NA,"16271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:32:01-03","UFRJ","RFA","1557","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,NA,"1911","04",NA,"Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,"RFA30803",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:23-03","EAO","IAN","100337","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Archer, WA","1936","08","11","Brasil","Rio Grande do Sul",NA,"Fazenda of Col. Jose Antonio Pereira Rego, 23 km east of Rio Pardo.",NA,NA,NA,NA,NA,"IAN100337",NA,"Monocotiledônea",NA,NA,"4418","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:23-03","EAO","IAN","38865","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Lima, F","1912","10","18","Brasil","Maranhão","Arumantheus","Praia. (Herb. Museu Paraense 12170).",NA,NA,NA,NA,NA,"IAN038865","IAN038865 IAN038865_e","Monocotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:53:23-03","EAO","IAN","53490","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Black, GA","1949","07","09","Brasil","Pará","Jacundazinho","Praia arenosa.",NA,NA,NA,NA,"Anual, com inflorescência rigidamente espalhada.","IAN053490",NA,"Monocotiledônea",NA,NA,"8013","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:53:23-03","EAO","IAN","65500","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Kuhlmann, M",NA,NA,NA,"sc",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN065500",NA,"Monocotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:53:23-03","EAO","IAN","65501","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Rodrigues, RS; Moreira",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"IAN065501",NA,"Monocotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:53:23-03","EAO","IAN","66439","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Brade, AK","1932","02","28","Brasil","Rio de Janeiro",NA,"Restinga Jacarepaguá.",NA,NA,NA,NA,NA,"IAN066439",NA,"Monocotiledônea",NA,NA,"11832","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:53:23-03","EAO","IAN","66512","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Black, GA","1952",NA,NA,"Viana, E","1941",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"IAN066512",NA,"Monocotiledônea",NA,NA,"152","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:53:23-03","EAO","IAN","66548","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Gallival; Aragone","1937","12",NA,"Uruguai",NA,NA,"Depto. Cerro Lago; Rio Negro; Estancia Palleros.",NA,NA,NA,NA,NA,"IAN066548",NA,"Monocotiledônea",NA,NA,"1818","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:53:23-03","EAO","IAN","67230","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Fagundes, AB",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"IAN067230",NA,"Monocotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:53:23-03","EAO","IAN","87230","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Schurindt, E","1947","01","01","Argentina",NA,NA,"Gob. Misiones. Dep. Candelaria. Localidad Santa Ana.",NA,NA,NA,NA,NA,"IAN087230",NA,"Monocotiledônea",NA,NA,"12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:53:23-03","EAO","IAN","33079","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Black, GA","1948","01","06","Brasil","Pará","Aveiro","Fordlândia, Beira da praia.","-55.3316993713379","-3.6055600643158",NA,NA,"Erva, espiga amarelo-clara, espiquilhas divaricadas.","IAN033079","IAN033079 IAN033079_e","Monocotiledônea",NA,NA,"2323","Southern America",NA,NA,NA,"181858","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:53:23-03","EAO","IAN","51188","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Fróes, RL; Black, GA","1949","06","26","Brasil","Pará","Marabá","Rio Tocantins; Ilha da Praia; terreno arenoso; muito exposto ao so.","-49.1178016662598","-5.36860990524292",NA,NA,"Anual; panícula rígida, ramos verticais, comum.","IAN051188",NA,"Monocotiledônea",NA,NA,"24666","Southern America",NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:23-03","EAO","IAN","68090","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Dutra, AP",NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"IAN068090",NA,"Monocotiledônea",NA,NA,"475","Southern America",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:23-03","EAO","IAN","65499","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Hitchcock, AS",NA,NA,NA,"Dutra, AP",NA,NA,NA,"Brasil","Rio Grande do Sul","São Leopoldo","Quinta S. Manoel.","-51.1472015380859","-29.7602996826172",NA,NA,NA,"IAN065499",NA,"Monocotiledônea",NA,NA,"572","Southern America",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:28:55-03","UFBA","ALCB","030740","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Araújo, AB","1998","11",NA,"Guedes, ML","1997","07","13","Brasil","Bahia","Jacobina","Vila da Barra","-40.5182991027832","-11.1806001663208",NA,NA,"Erva. ca. 10 cm. Espiguetas marrons. Ocasional.; Caatinga","ALCB018827","ALCB018827","Monocotyledon",NA,NA,"5084","Southern America","625","625",NA,"62396","auto",NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:17:25-03","NBC","NL-BOTANY","L.1241046","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Pedersen TM","1976","11","06","Argentina",NA,NA,"Estancia 'Los Angeles'. Depts. Paso de los Libres/San Martín. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1241046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1241046","NL-L1241046",NA,"Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:17:25-03","NBC","NL-BOTANY","L.1241047","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Reitz R","1963","02","03","Brazil",NA,NA,"Santa Catarina. Passo do Socorro, Lajes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1241047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1241047","NL-L1241047",NA,"Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 10:17:25-03","NBC","NL-BOTANY","L.1241048","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Reitz R; Klein RM","1958","12","15","Brazil",NA,NA,"Santa Catarina. Bom Jardim, S. Joaquim.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1241048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1241048","NL-L1241048",NA,"Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 10:17:25-03","NBC","NL-BOTANY","L.1241049","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Fiebrig K","1908","02","01","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban. Caballero-iue.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1241049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1241049","NL-L1241049",NA,"Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-02-08 10:17:25-03","NBC","NL-BOTANY","L.1241050","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Düsen P","1914","05","21","Brazil",NA,NA,"Jaguariahyve.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1241050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1241050","NL-L1241050",NA,"Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
