"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","relationshipType","relatedCatalogItem","class","fieldNumber"
"55","2021-01-14 15:25:45-03","MN","R","212178","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Leme, E.M.C.","722",NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010004915","R010004915 R010004915_1",NA,NA,NA,"19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:25:45-03","MN","R","137720","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Mello Filho, L.E.","3941","1973","09","27","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"R010004620","R010004620",NA,NA,NA,"21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:25:45-03","MN","R","203492","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A.","Carauta, J.P.P.","7311","2003","08","02","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"R010004918","R010004918","2006","12","01","15567",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:25:45-03","MN","R","109100","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A.","Strang, H.E.","109","1959","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Fazenda da Serra","-44.5633010864258","-22.4960994720459",NA,NA,"550","550","R010004921","R010004921","2006","12","01","19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-01-14 15:25:45-03","MN","R","212107","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Castellanos, A.","Emmerich, M.","1994","1964","09","08","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro, matinha no sopé","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"R010004926","R010004926","1965","04","08","23696",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-01-14 15:25:45-03","MN","R","192987","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Moura, R.","Figueiredo, C.","14","1997","10","25","Brasil","Minas Gerais","Juiz de Fora","Parque Estadual de Ibitipoca","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"R010004920,R010071922,R010071923","R010004920 R010071922 R010071923","2001","11","08","36144",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:25:45-03","MN","R","207004","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gomes, I.","Almeida, V.R. 66; Freitas, L.; Assis, J.P. & Aximoff, L.",NA,"2005","09","06","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010004917","R010004917","2010","03","18","19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-31 13:36:31-03","MN","R","36510","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var.distachia","(Vell.) Mez","Fontoura, T.","Rosa, M.","s/n","1943","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010004923","R010004923","1987","04","02","57442",NA,"auto",NA,NA,NA,"var.distachia",NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:25:45-03","MN","R","46415","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Fontoura, T.","Ule, E.H.G.","546","1896",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010004922","R010004922 R010004922_1","1987","04","02","57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-19 08:15:13-03","FPS","FPS","859","MachineObservation","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Schwirkowski, P.","Schwirkowski, P.","1121","2015","03","22","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Trilhos, próximo à URVE","-49.3243","-26.2906","-49.3243","-26.2906",NA,NA,"FPS00859,FURB48494","FPS00859_v01 FPS00859_v02 FPS00859_v03 FURB48494","2015","03","21",NA,"<ll>dwc_commonname:</ll> Bromélia, gravatá",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 48494",NA,NA
"65","2019-12-19 08:15:13-03","FPS","FPS","2400","MachineObservation","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez.","Schwirkowski, P.","Schwirkowski, P.","1836","2016","09","07","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Recanto Buger Strass","-49.366298","-26.325219","-49.366298","-26.325219",NA,NA,"FPS02400,FURB51942","FPS02400_v01 FPS02400_v02 FPS02400_v03 FPS02400_v04 FPS02400_v05 FPS02400_v06 FURB51942","2016","09","07",NA,"<ll>dwc_commonname:</ll> Bromélia, gravatá",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 51942",NA,NA
"66","2019-02-15 11:35:36-02","IPA","IPA","9122","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gehrt, A.","Pickel, B.","4782","1939","07","31","Brasil","São Paulo",NA,"Serra da Cantareira, Epifítico.",NA,NA,NA,NA,NA,NA,"IPA0009122",NA,NA,NA,NA,NA,"Único.",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"67","2019-08-27 13:25:13-03","IAP","PACA-AGP","51283","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Emrich-Rambo","O. Resch",NA,"1950",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA051283",NA,"1954","05","18","29946","EM PERIGO Habitat: culta sed ad fl. Uruguai Fenofase: flor","auto","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,"Liliatae",NA
"68","2019-08-27 13:25:13-03","IAP","PACA-AGP","65057","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. straussiana","(Wittm.) L. B. Smith","R. Reitz","Reitz, R.","780","1953","06","12","Brasil","SC","Araquarí","Barra do Sul","-48.7221984863281","-26.3700008392334",NA,NA,"5","5","PACA065057",NA,"1953",NA,NA,"25329","EM PERIGO&nf;HBR 6336. Fenofase: flor verde-amarelada Ecossistema: Mata Atlântica","auto","Magnoliophyta","Bromeliales",NA,"var. straussiana",NA,NA,NA,NA,"Liliatae",NA
"69","2020-12-20 21:16:23-03","UFV","VIC","33968","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vellozo) Mez","Santos, A.L.","Lima, C.R.; Aguiar, O.T.; Baitello, J.B.","42","2007","08","29","Brasil","São Paulo","Paranapanema","Estação Ecológica, trilha C","-48","-23","-48","-23",NA,NA,"VIC033968",NA,"2008","02","29",NA,"Flores tubulosas, cálice ligeiramente crenado na base, tubo corola é verde com pontos azulados e estames amarelo dourado e brácteas florais vinosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:16:23-03","UFV","VIC","25590","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vellozo) Mez","Goldschmidt, A.","Goldschmidt, A.; Goldschmidt, C.","61","2000","10","14","Brasil","São Paulo","Cotia","Paisagem Renoir II, mata ciliar do lado par da rua","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"VIC025590","VIC025590","2000","10","14","23869","Brácteas escapais róseas, brácteas florais rosa claro. Sépalas verdes com o ápice azul, pétals verdes com o ápice azul. Filetes verdes, anteras laranja intenso. Estilete e estigma verdes.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:16:23-03","UFV","VIC","25151","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vellozo) Mez","Goldschmidt, A.","Goldschmidt, A.; Goldschmidt, C.","58","2000","10","07","Brasil","São Paulo","Cotia","Paisagem Renoir II, mata ciliar do lado par da rua","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"VIC025151","VIC025151","2000","10","07","23869","Brácteas escapais róseas, brácteas florais rosa claro. Sépalas verdes com o ápice azul, pétals verdes com o ápice azul. Filetes verdes, anteras laranja intenso. Estilete e estigma verdes.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-23 19:04:08-03","UFJF","CESJ","73167","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","A.P.G. de Faria","A.P.G. de Faria","240","2020","09","02","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","RPPN Chapadão da Serra Negra","-43.8016","-21.964","-43.8016","-21.964",NA,NA,"CESJ073167",NA,"2020","09","02",NA,"Brácteas da inflorescência róseas, pétalas e sépalas verdes com ápices azulados.",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"73","2019-11-21 14:32:45-03","UFJF","CESJ","42998","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","I.L.R; O.J. Bastos Neto; G.T.B.","s.n.,","2004","10","25","Brasil","Minas Gerais","Juiz de Fora","Borda de mata - Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ042998",NA,"2011","02","15","36144","Apresenta inflorescência com sépalas e pétalas verdes com extremidades azuladas. Brácteas alongadas laranja, gineceu trifido e 6 estames.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"74","2019-11-21 14:32:45-03","UFJF","CESJ","42479","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","A.P.G. de Faria","J.P. Braga","216","2004","04","05","Brasil","Minas Gerais","Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,NA,NA,"CESJ042479",NA,"2010","05","19","10929","Erva cerca de 50 cm. , rupícola, local sombreado, escapo róseo, tépalas pétalas verdes com extremidade azul.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"75","2019-11-21 14:32:45-03","UFJF","CESJ","42652","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","V.R. Almeida","N.L. Abreu","002","2004","08",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ042652",NA,"2004","08",NA,"20815","(Casa de vegetação da UFJF).&nf;Bainha vinácea, face abaxial da folha vinácea com máculas creme, face adaxial da folha verde escuro com máculas creme, indumento alvo, brácteas do escapo rosadas, sépalas e pétalas verde claro com ápice azulado.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"76","2019-11-21 14:32:45-03","UFJF","CESJ","51969","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","J.H.C. Ribeiro; J. Miloski; C.N. Matozinhos; S.M. Dutra; N.L. Abreu","16","2008","08","30","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Marciano.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ051969",NA,"2008","09","22","20815","Erva epífita. Face abaxial das folhas arroxeada. Brácteas vermelhas, sépalas e pétalas amarelo-esverdeadas com a ponta azul. Ambiente úmido.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"77","2019-11-21 14:32:45-03","UFJF","CESJ","60261","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"D.S. Santiago; J. H. Campos","100","2012","08","17","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"CESJ060261",NA,NA,NA,NA,"29865","Herbácea terrestre, frutos verdes, brácteas da inflorescência rosa. No interior da Mata de Araucária (Cambuí).","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"78","2019-11-21 14:32:45-03","UFJF","CESJ","60306","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto; S.G. Furtado","S.G. Furtado; L. Menini Neto","91","2012","08","17","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucária, margem direita do Rio Santo Agostinho.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"CESJ060306",NA,"2012","08","17","29865","Epífita, a ca. 3,5m alt. Face adaxial das folhas de base creme, ca. metade do comprimento vináceo e o restante verde-claro pintalgado de creme. Brácteas do escapo róseas, flores com sépalas e pétalas verde-claro, com ápice azul e anteras amarelas.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"79","2019-11-21 14:32:45-03","UFJF","CESJ","24779","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"L. Krieger; et al.","CESJ24779","1989","05","09","Brasil","Minas Gerais","São Francisco do Prata","Serra das Flores",NA,NA,NA,NA,NA,NA,"CESJ024779",NA,NA,NA,NA,NA,"Na mata de altitude, sobre rochedos de granito e humus. Brácteas rósas, corola esverdeada com bordas azuladas.",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"80","2020-07-02 18:52:16-03","UFJF","CESJ","60642","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto; S.G. Furtado","S.G. Furtado; L. Menini Neto; D.R. Gonzaga","145","2012","10","12","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, entre 1700-1900m.","-45.237611","-22.241583","-45.237611","-22.241583",NA,NA,"CESJ060642",NA,"2012","10","12",NA,"Epífita, a ca. 2m alt., no interior da floresta. Folhas verdes matizadas de vináceo, pintalgadas de creme, bainha vinácea. Brácteas do escapo e florais róseas, sépalas e pétalas verdes com ápice azulado, estames amarelos, estigma verde. Visitada por beij",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"81","2019-11-21 14:32:45-03","UFJF","CESJ","58528","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto","F.E. Alves; L. Menini Neto; B.R. M. Bastos","17","2010","09","11","Brasil","Minas Gerais","Olaria","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","-44.083003","-21.890703","-44.083003","-21.890703","1480","1480","CESJ058528",NA,"2010","09","11",NA,"Epífita em interior de mata, próximo ao curso d'água. A ca. 50 cm do solo. Brácteas róseas, sépala e pétala verde com ápice azul. Antera amarela.",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"82","2019-11-21 14:32:45-03","UFJF","CESJ","60674","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto","D.E.F. Barbosa; L. Menini Neto; G. Alves","75","2012","04","28","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","750","800","CESJ060674",NA,"2012","04","28",NA,"Interior de floresta, próximo ao curso d'água. Epífita facultativa, frequente. Bráctea do escapo rosa, sépalas e pétalas verdes com ápice azul.",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"83","2020-06-30 18:32:06-03","UFJF","CESJ","66359","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","B. Moreira","B. Moreira; L.C.D. Dias","5","2014","10","18","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping","-43.901111","-21.718889","-43.901111","-21.718889","1380","1380","CESJ066359",NA,"2014","11","21",NA,"Coletada no solo, ca. 30cm, brácteas róseas e flores com extremidades azuladas",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"84","2019-11-21 14:32:45-03","UFJF","CESJ","67816","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto","D.E.F. Barbosa; G.A. Basilio","201","2014","07","26","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611","-43.913333","-21.698611","1300","1300","CESJ067816",NA,"2014",NA,NA,NA,"Epífita facultativa, entre 30cm e 90cm. Brácteas do escapo rosa, sépalas e pétalas verdes com ápice azul. Interior de mata.",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"85","2020-11-09 19:01:09-03","UFJF","CESJ","68101","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto; S.G. Furtado","S.G. Furtado; L. Menini Neto","325","2014","09","08","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular próxima a Gruta dos Viajantes","-43.896917","-21.712389","-43.896917","-21.712389","1660","1660","CESJ068101",NA,"2014","09",NA,NA,"Epífita facultativa, interior de floresta Brácteas róseas, pétalas e sépalas verdes com ápice azulado",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"86","2019-11-21 14:32:45-03","UFJF","CESJ","68646","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","B. Moreira","B. Moreira; L.C.D. Dias","312","2015","07","22","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás das casas dos gestores","-43.899167","-21.715278","-43.899167","-21.715278","1340","1340","CESJ068646",NA,"2016",NA,NA,NA,"Erva, coletada no solo. Interior de mata",NA,"Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"87","2019-11-21 14:32:45-03","UFJF","CESJ","40530","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L.C.Pereira","L.C.S. Assis; et al.","845","2003","06","20","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"CESJ040530",NA,"2011","10","11","7934","Erva epífita/saxícola no interior da mata à beira do curso d'água. Brácteas rosas, cálice rosa com ápice roxo, corola amarela com ápice roxo e anteral amarelas.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"88","2019-11-21 14:32:45-03","UFJF","CESJ","16679A","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","G. Martinelli","L. Krieger","CESJ16679A","1977","01","29","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ16679A",NA,"1980","04",NA,"17082","Epífita, na mata, flores esverdeadas com pontas azuladas.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"89","2019-11-21 14:32:45-03","UFJF","CESJ","51423","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; L. Gimenes","153","2008","06","28","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"CESJ051423",NA,"2008","08","19","25710","Saxícola, interior da mata. Pétalas verdes, extremidade azul.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"90","2019-11-21 14:32:45-03","UFJF","CESJ","52070","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","T.M. Machado; A.S.M. Valente; F.S. Souza; M.G. Rezende; P.O. Garcia; R.C.L. Elias","78","2008","09","14","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"CESJ052070",NA,"2008","09","14","25710","Rupícola no interior de mata nebular. Folhas discolores, bainha vinácea. Brácteas do escapo vermelhas, sépalas verde claro com ápice azulado, pétala verde com ápice azulado.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"91","2019-11-21 14:32:45-03","UFJF","CESJ","52071","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","T.M. Machado; A.S.M. Valente; F.S. Souza; M.G. Rezende; P.O. Garcia; R.C.L. Elias","79","2008","09","14","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"CESJ052071",NA,"2008","09","14","25710","Rupícola no interior de mata nebular. Folhas concolores, bainha vinácea. Brácteas do escapo paleaceas. Frutos verdes.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"92","2019-11-21 14:32:45-03","UFJF","CESJ","66140","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L. Menini Neto","L. Menini Neto","s.n.","2008","10",NA,"Brasil","Minas Gerais","Juiz de Fora","Mata do Ibama, Floresta Estacional Semidecidual secundária","-43.3502998352051","-21.7642002105713",NA,NA,"900","900","CESJ066140",NA,"2008","10",NA,"36144","Erva epífita, no interior da floresta, brácteas róseas, flores com sépalas e pétalas verdes, pétalas com o ápice azul.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
