"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","class","identifiedBy","minimumElevationInMeters","individualCount","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified"
"16","2009-07-17 07:39:00-03","MO","MOBOT","2985760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Émile Hassler","Hassler 12032","South America","Paraguay","Regio calcarea cursus super. fluminis Apa.",NA,NA,NA,NA,"1912","1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-27 10:50:00-03","MO","MOBOT","2985899","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Timothy J. Killeen","Killeen 1829","South America","Bolivia","Communidad Puesto Nuevo, 60 km S of Concepción.",NA,NA,NA,NA,"1986","2","21","Santa Cruz","Nuflo de Chavez","-62","-16.4166667",NA,"Tim Killeen","450.00000000","1","750.00000000",NA,NA,NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","2986037","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Timothy J. Killeen","Killeen 879","South America","Bolivia","8km S of Concepción on road to Lomerio. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.",NA,NA,NA,NA,"1985","2","16","Santa Cruz","Nuflo de Chavez","-62","-16.16666",NA,"Tim Killeen","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-27 10:52:00-03","MO","MOBOT","2986209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Timothy J. Killeen","Killeen 1619","South America","Bolivia","Est. Viera, 2 km SE of Concepción.",NA,NA,NA,NA,"1986","1","18","Santa Cruz","Nuflo de Chavez","-62.0833333","-16.1333333",NA,"Tim Killeen","480.00000000","1",NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2986405","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Timothy J. Killeen","Killeen 1852","South America","Bolivia","Pueblo de Concepción, laguna west of town. Eroded tertiary planation surface overlying precambrian shield; disturbed wooded savanna and savanna wetland. Common in wooded savanna.",NA,NA,NA,NA,"1986","3","25","Santa Cruz","Nuflo de Chavez","-62","-16.08333",NA,"Tim Killeen","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-11-24 14:12:09-02","UFLA","ESAL","794","S","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Valls","1.522",NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,NA,NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"22","2017-11-24 14:12:09-02","UFLA","ESAL","1357","S","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Valls","1.522",NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,NA,NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"23","2020-09-02 16:37:47-03","Cenargen","CEN","104039","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"M. C. Peichoto - CTES","253",NA,"Argentina","Misiones, San Ignacio. Por Ruta Nac. 12 a 8 km S de San Ignacio.","Exsicatas","En terrenos altos y pedregosos. Doação Herbario del Instituto de Botanica del Nordeste - CTES.","CEN00104039","CEN00104039","2013","02","10",NA,NA,"-55.542222","-27.330555",NA,"M. C. Peichoto","177","1","177",NA,NA,"2013","-55.542222","-27.330555",NA,NA
"24","2020-09-02 16:37:47-03","Cenargen","CEN","104839","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Cassiano Aimberê Dorneles Welker - UFRGS","596",NA,"Argentina","Corrientes, Ituzaingó, a 3 km W del arco d ela ciudad de Psadas por ruta nacional 12.","Exsicatas","Colmos alongados, pendentes sobre a vegetação. Doação do Herb. Depto. Bot. da UFRGS - Porto Alegre - ICN 191562.","CEN00104839","CEN00104839","2013","01","28",NA,NA,"-56.067777","-27.471944",NA,NA,NA,"1",NA,NA,NA,NA,"-56.067777","-27.471944",NA,NA
"25","2020-09-02 16:37:47-03","Cenargen","CEN","10590","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"José Francisco Montenegro Valls","8283",NA,"Brasil","1,5 km a oeste do rio Areias, ao lngo da rodovia BR - 060, e a leste de Alexânia.","Exsicatas","Lâminas foliares divergentes. Forma touceiras densas com colmos plurinodes comprimidos, e lâminas da metade inferior colocadas em posição quase horizontal.","CEN00010590","CEN00010590","1985","03","13","GO","ALEXANIA","-48.5071983337402","-16.0821990966797",NA,"J. F. M. Valls","920","13","920","32626","auto","2016","-4836667.0","-1611667.0","02",NA
"26","2020-09-02 16:37:47-03","Cenargen","CEN","35212","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"José Francisco Montenegro Valls","14237",NA,"Brasil","400 m ao norte do rio Icamaquã, ao longo da rodovia São Luiz - São Borja (BR-472).","Exsicatas","Poucos afilhos. Restringe-se à borda do corte da estrada, crescendo no barranco, com baixa densidade de vegetação.","CEN00035212","CEN00035212","1998","12","14","RS","SANTO ANTONIO DAS MISSOES","-55.2277984619141","-28.5114002227783",NA,"J. F. M. Valls","110","4","110","51320","auto","2011","-5573528.0","-2861556.0","02",NA
"27","2019-11-13 11:28:38-03","USP","SPF","12551","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","scabriflorus","Andropogon scabriflorus","Rupr. ex Hack.",NA,"Hoehne, W","3055",NA,"Brasil","Via Anhanguera, km 30.",NA,NA,"SPF00012551","SPF00012551","1949","04","08","São Paulo",NA,NA,NA,NA,"Kuhlmann, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-13 11:28:38-03","USP","SPF","12465","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","scabriflorus","Andropogon scabriflorus","Rupr. ex Hack.",NA,"Hoehne, W","3036",NA,"Brasil","Brooklyn Paulista.",NA,NA,"SPF00012465","SPF00012465","1949","03","21","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Hoehne, W",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"29","2019-11-01 15:17:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Welker, CAD; Peichoto, MC","582","Southern America","Argentina","Apóstoles, por ruta nacional 14, a 12km NE del cruce de rutas nacional 14 provincial 105",NA,"campo seco, pedregoso, com solo exposto",NA,NA,"2013","01","27","Misiones",NA,"-56.141667","-28.193611",NA,NA,"148",NA,"148",NA,NA,NA,"-56.141667","-28.193611",NA,NA
"30","2019-11-01 15:17:10-03","UnB","UB","198931","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Amaral, AG; Souza, ACM","3240","Southern America","Brasil","Parque Nacional da Chapada dos Veadeiros. 2500 sul. UA 09.",NA,"Erva. Folha madura, seca. Fruto dispersando. Dispersão anemocórica.; Cerrado sensu stricto.",NA,NA,"2012","04","20","Goiás","Alto Paraíso de Goiás","-47.71453","-14.1093",NA,"Reis, PA",NA,NA,NA,NA,NA,"2013","-47.71453","-14.1093","08",NA
"31","2019-05-06 12:01:47-03","UFU","HUFU","74090","S","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Welker, C.A.D.; Peichoto, M.C.","582","Southern America","Argentina","Por ruta nacional 14, a 12km NE del cruce de rutas nacional y provicial 105",NA,"Campo seco, pedregoso com solo exposto","HUFU00072130","HUFU00072130","2013","01","27","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-05-06 12:01:47-03","UFU","HUFU","74091","S","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Welker, C.A.D.; Peichoto, M.C.","585","Southern America","Argentina","Por ruta provincial 4 hacia Santa Ana, ca. de Bonpland",NA,"Campo seco","HUFU00072129","HUFU00072129","2013","01","27","Misiones","Candelaria","-55.454167","-27.507778",NA,NA,"146",NA,"146",NA,NA,NA,"-55.454167","-27.507778",NA,NA
"33","2019-05-06 12:01:47-03","UFU","HUFU","74092","S","Plantae",NA,NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"Welker, C.A.D.; Peichoto, M.C.","596","Southern America","Argentina","a 3km W del arco de la ciudad de pasadas por ruta naciona 12.",NA,"Campo seco na beira da estrada colmos alongados, pendentes sobre a vegetação.","HUFU00072128","HUFU00072128","2013","10","28","Corrientes","Ituzaingó","-56.067778","-27.471944",NA,NA,NA,NA,NA,NA,NA,NA,"-56.067778","-27.471944",NA,NA
"34","2021-04-05 20:16:45-03","UFSC","FLOR","39529","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Peichoto, M.C.","147",NA,"Argentina","A 31km S del cruce RN 12 y RP 105.",NA,NA,"FLOR0039529",NA,"2009","03","14","Misiones","Capital",NA,NA,NA,"Peichoto, M.C.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA
"35","2021-04-05 20:16:45-03","UFSC","FLOR","39531","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Peichoto, M.C.","144",NA,"Argentina","Por RP 120 a 39km NW de Gob. Virasoro.",NA,NA,"FLOR0039531",NA,"2009","03","14","Corrientes","Santo Tomé",NA,NA,NA,"Peichoto, M.C.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA
"36","2021-04-05 20:16:45-03","UFSC","FLOR","40422","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Peichoto, M.C.","136",NA,"Argentina","Misiones, Apóstoles. Ruta Nacional 14, 12 Km de San José.",NA,NA,"FLOR0040422",NA,"2009","03","01",NA,"Corrientes",NA,NA,NA,"Peichoto, M.C.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA
"37","2021-04-05 20:16:45-03","UFSC","FLOR","40423","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Peichoto, M.C.","137",NA,"Argentina","Ituzaingó, 28 Km N de Virasoro por Ruta Nacional 14.",NA,"Convive com S. bimucronatum e S. elongatum.","FLOR0040423",NA,"2009","03","01",NA,"Corrientes",NA,NA,NA,"Peichoto, M.C.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA
"38","2021-04-05 20:16:45-03","UFSC","FLOR","40427","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Peichoto, M.C.","152",NA,"Argentina","3Km W do Arco de entrada de Posadas, Ituzaingó.",NA,NA,"FLOR0040427",NA,"2009","03","15",NA,"Corrientes",NA,NA,NA,"Peichoto, M.C.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA
"39","2021-04-05 20:16:45-03","UFSC","FLOR","38960","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A.Camus",NA,"Hoehne, W.","3055",NA,"Brasil","Via Anhangüera, km 30.",NA,"Tombo original: 31318a","FLOR0038960",NA,"1949","04","08","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Zanin, A.",NA,NA,NA,"53584","auto","1996",NA,NA,NA,NA
"40","2017-09-11 17:12:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Andropogon","scabriflorus","Andropogon scabriflorus","Rupr.",NA,"Riedel, L","2136","Southern America","Brazil","in campis subhumidis prov. S. Paulo prope Ytú",NA,"Fl. Febr.",NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:54:26-03","UFRGS","ICN","117922","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Valls, JFM; Souza-Chies; Palmieri","14237","América do Sul","Brasil","400m ao norte do rio Iicamaquã ao longo da rodovia são Luiz-São Borja (BR-472). 28o36'56S 55o44'07W",NA,"Erva cespitosa com poucos afilhos. Ocasional. Restringe-se à borda da estrada, crescendo no barranco, com baixa densidade de vagetação. Área de campo natiral, solo pouco profundo. Relevo ondulado.",NA,NA,"1998","12","14","RS","Santo Antônio das Missões","-55.735278","-28.615556",NA,"Peichoto, C","110",NA,"110",NA,NA,NA,"-55.735278","-28.615556",NA,NA
"42","2021-02-08 12:54:26-03","UFRGS","ICN","177874","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Borges, RAX; et al.","1347","América do Sul","Brasil","Cerro do Jarau",NA,"Inflorescência vinácea.; Cerro com amplos afloramentos rochosos, em meio a campo pastejado.",NA,NA,"2013","12","21","RS","Quaraí","-56.513056","-30.188333",NA,"Boldrini, I","212",NA,"212",NA,NA,"2018","-56.513056","-30.188333","11","08"
"43","2021-02-08 12:54:26-03","UFRGS","ICN","181960","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Welker, CAD","CW484","América do Sul","Brasil","BR-285 em direção a São Borja, pouco antes do rio Icamaq",NA,"Amostra de DNA; População grande, conce; Campo seco e p",NA,NA,"2012","03","28","RS","Santo Antônio das Missões","-55.736389","-28.616389",NA,"Welker, CAD",NA,NA,NA,NA,NA,"2014","-55.736389","-28.616389","08",NA
"44","2021-02-08 12:54:26-03","UFRGS","ICN","189259","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Peichoto, MC","224","América do Sul","Argentina","Camino de entrada al Parque Pcial. de la Sierra",NA,"Doação Herbário Del Instituto de Botanica Del Nordeste (CTES)",NA,NA,"2012","02","18","Misiones","Apósteles","-55.624167","-27.845",NA,"Peichoto, MC","155",NA,"155",NA,NA,"2012","-55.624167","-27.845",NA,NA
"45","2021-02-08 12:54:26-03","UFRGS","ICN","191547","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Welker, CAD; Peichoto, MC","582","América do Sul","Argentina","por ruta nacional 14, a 12 km NE del cruce de rutas nacional 14 y provincial 105, camino a Leandro N. Alem",NA,"Coletado para DNA.; campo seco, pedregoso, com solo exposto",NA,NA,"2013","01","27","Misiones","Apóstoles","-55.683056","-27.709722",NA,NA,"148",NA,"148",NA,NA,NA,"-55.683056","-27.709722",NA,NA
"46","2021-02-08 12:54:26-03","UFRGS","ICN","191551","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Welker, CAD; Peichoto, MC","585","América do Sul","Argentina","por ruta provincial 4 hacia Santa Ana, ca. de Bonpland",NA,"Coletado para DNA.; campo seco",NA,NA,"2013","01","27","Misiones","Candelaria","-55.454167","-27.507778",NA,NA,"146",NA,"146",NA,NA,NA,"-55.454167","-27.507778",NA,NA
"47","2021-02-08 12:54:26-03","UFRGS","ICN","191562","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Welker, CAD; Peichoto, MC","596","América do Sul","Argentina","a 3 km W del arco de la ciudad de Posadas por ruta nacional 12",NA,"Coletado para DNA.; colmos alongados, pendentes sobre a vegetação; campo seco na beira da estrada",NA,NA,"2013","10","28","Corrientes","Ituzaingó","-56.067778","-27.471944",NA,NA,"138",NA,"138",NA,NA,NA,"-56.067778","-27.471944",NA,NA
"48","2021-02-08 12:54:26-03","UFRGS","ICN","196821","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Peichoto, MC","270","América do Sul","Argentina","Por ruta peial.74, camino a San Carlos",NA,NA,NA,NA,"2013","02","28","Corrientes","Ituzaingó","-55.908889","-27.781111",NA,"Peichoto, MC","159",NA,"159",NA,NA,"2013","-55.908889","-27.781111",NA,NA
"49","2021-02-08 12:54:26-03","UFRGS","ICN","088004","S","Plantae","Monocotyledon",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Hack.) A.Camus",NA,"Hoehne, W","3055","América do Sul","Brasil","Via Anhanguera km 30",NA,"Doação do herbário SPF",NA,NA,"1949","04","08","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Peichoto, C",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"50","2020-05-19 11:39:26-03","FEPAGRO","BLA","17424","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Schizachyrium","scabriflorum","Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus",NA,"B. Rosengurtt","B 5572",NA,"Paraguai",NA,NA,"Data de coleta 06/1950. Ex BLA 3919b.","BLA017424",NA,NA,NA,NA,"Misiones","San Ignacio",NA,NA,NA,"B. Rosengurtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
