"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","locality","decimalLongitude","decimalLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber"
"11","2019-12-19 08:15:13-03","FPS","FPS","679","MachineObservation","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Schwirkowski, P. & J.F.Bianconcini","932","2015",NA,"Brasil","Santa Catarina",NA,"<ll>dwc_commonname:</ll> Lobélia","FPS00679","FPS00679_v01 FPS00679_v02 FPS00679_v03 FPS00679_v04","Schwirkowski, P.","01","31","São Bento do Sul","Minas de caulim","-49.222126","-26.288067","2015",NA,NA,NA,"01","31","-49.222126","-26.288067",NA,NA,NA,NA,NA,NA
"12","2019-12-19 08:15:13-03","FPS","FPS","3881","MachineObservation","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Schwirkowski, P.","3308","2019",NA,"Brasil","Santa Catarina",NA,"<ll>dwc_commonname:</ll> Lobélia","FPS03881,FURB63665","FPS03881_v01 FPS03881_v02 FPS03881_v03 FPS03881_v04 FPS03881_v05 FPS03881_v06 FPS03881_v07 FPS03881_v08 FURB63665","Schwirkowski, P.","01","23","Joinville","Estrada Rio do Julio","-49.119086","-26.31464","2019",NA,NA,NA,"01","23","-49.119086","-26.31464","voucher","FURB 63665",NA,NA,NA,NA
"13","2019-08-27 13:28:12-03","IAP","PACA-AGP","50930","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"Hatschbach, G.","2098","1951",NA,"Brasil","PR",NA,"Habitat: ad viam ferream in dumetosis Fenofase: flor","PACA050930",NA,"A. O. Vieira","01","07",NA,NA,NA,NA,"2004",NA,NA,"Magnoliatae","10","19",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:33:09-03","UFJF","CESJ","58504","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén.",NA,"F.C.C. Silva; I.R.O. Costa; R.M. Castro","s.n.","2003","América do Sul","Brasil","Minas Gerais",NA,"Erva ca. 3m alt., flores lilases, presença de látex alvo.","CESJ058504",NA,NA,"06","08","Juiz de Fora","UFJF. Campus Universitário, Praça Cívica.","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:27:38-03","UNICAMP","UEC","23639","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Vieira, AOS","12230","1981",NA,"Brazil","Paraná",NA,"Até 1m, lactescente. Bracteas e flores caminu e a margem e a nervura ppal. tb., clareado nas mais velhas, c/ inflorescências laterais.","UEC094712","UEC094712","Vieira, AOS","01","08","São José Dos Pinhaes","BR 277 Km 54- (Curitiba-Paranaguá)",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:27:38-03","UNICAMP","UEC","36826","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Vieira, AOS","16811","1984",NA,"Brazil","Paraná",NA,"Erva ca. 1m, flores arroxeadas.","UEC094709","UEC094709",NA,"01","20",NA,"Serra do Mar, Próximo ao ponto de maior altitude (950m). Estrada Curitiba-Paranaguá, lado esquerdo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:09:14-03","UNICAMP","UEC","62989","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Stellfeld, C; Lange, R","s.n.","1953",NA,"Brazil","Paraná",NA,NA,"UEC094710","UEC094710",NA,"01","23","Morretes","Estrada Graciosa","-48.834400177002","-25.476900100708",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:00:28-03","FURB","FURB","19241","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Dreveck, S.; Carneiro, F.E.","1457","2009",NA,"Brasil","Santa Catarina",NA,"Florística IFFSC 1047 (Erva Terrícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: herbácea; flor botão floral rosa","FURB01214","FURB01214","Gasper, AL de","11","26","Joinville","Comfloresta.","-49.1408333","-26.1872222","2010",NA,NA,NA,"01","25","-49.1408333","-26.1872222",NA,NA,"822","822",NA,NA
"19","2020-10-14 10:00:28-03","FURB","FURB","45939","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Funez, L.A.","3317","2015",NA,"Brasil","Santa Catarina",NA,NA,"FURB21645","FURB21645","Funez, L.A.","01","17","Corupá","RPPN Emilio Fiorentino Battistella.","-49.3541667","-26.3936111","2015",NA,NA,NA,"01","17","-49.3541667","-26.3936111",NA,NA,"660","660",NA,NA
"20","2020-10-14 10:00:28-03","FURB","FURB","9669","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Verdi, M.; Dreveck, S. & Godoy, M.B.","152","2008",NA,"Brasil","Santa Catarina",NA,"Florística IFFSC 1024. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; estepe Habito: flor roxa","FURB21648","FURB21648","Uhlmann, A","01","15","São Bento do Sul","Minas de Caulim.","-49.2286111","-26.2783334","2008",NA,NA,NA,"04","01","-49.2286111","-26.2783334",NA,NA,"1005","1005",NA,NA
"21","2020-10-14 10:00:28-03","FURB","FURB","63665","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Schwirkowski, P.","3308","2019",NA,"Brasil","Santa Catarina",NA,"FOD. Heliófita. Cálice verde, corola roxa Habitat: Borda de mata Habito: Herbácea","FURB63665","FURB63665","Schwirkowski, P.","01","23","Schroeder","Rio do Julio. Estrada Rio do Julio.","-49.1191667","-26.3147222","2019",NA,NA,NA,"01","23","-49.1191667","-26.3147222",NA,NA,"600","600",NA,NA
"22","2020-10-14 10:00:28-03","FURB","FURB","39913","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Caxambu, M.G.; et al.","2117","2008",NA,"Brasil","Paraná",NA,NA,"FURB21646","FURB21646","Caxambu, MG","04","19","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895","2008","12577","auto",NA,"05","20",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:00:28-03","FURB","FURB","9668","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Verdi, M.; Dreveck, S. & Godoy, M.B.","105","2008",NA,"Brasil","Santa Catarina",NA,"Coleta Extra IFFSC.","FURB21647","FURB21647","Uhlmann, A","01","10","Campo Alegre","Rio do Júlio.","-49.2655982971191","-26.1924991607666","2008","37493","auto",NA,"04","01",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:51:16-03","UCS","HUCS","41198","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Dreveck, S.","1457","2009",NA,"Brasil","Santa Catarina",NA,"entorno do fragmento",NA,NA,"; Gasper, A.L.","11","26","Joinville",NA,"-48.8456001281738","-26.3043994903564","2010","37150","auto",NA,"01","25",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-16 08:38:53-03","UTFPR","HCF","4589","S","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"A.R. Silva","118","2006",NA,"Brasil","PR",NA,"herbácea, ereta, heliófita, ca. 1m de altura, Flores roxas (em pré-floração) no ápice do caule. Em solo úmido próxima a um barranco.",NA,NA,"J. Cordeiro & E. Barboza","11","18","Piraquara","Mananciais da Serra","-48.981111","-25.497778","2007",NA,NA,NA,"02",NA,"48°58'52 W","25°29'52 S",NA,NA,"1021","1021",NA,NA
"26","2019-08-16 08:38:53-03","UTFPR","HCF","20825","S","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"J.T. Motta","641","1987",NA,"Brasil","PR",NA,"sub-arbusto, 2 m, flores violetas; fr. verdes. Beira de mata.",NA,NA,"J.T. Motta","01","20","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-16 08:38:53-03","UTFPR","HCF","6741","S","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"M.G. Caxambu","2117","2008",NA,"Brasil","PR",NA,"erva ereta, heliófita. Em solos úmidos. Flores roxas.",NA,NA,"M.G. Caxambu","04","19","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895","2008","12577","auto",NA,"05","20",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:19:56-03","MBM","MBM","384282","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Dunaiski Jr.; A.","1515","2000","Southern America","Brazil","Paraná",NA,"Erva com flores púrpura.","MBM384282","MBM384282","Cordeiro, J.","02","08","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895","2012","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:19:56-03","MBM","MBM","195768","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Silva, J.M.; Cruz, J.M.; Cruz, J.M.","1605","1995","Southern America","Brazil","Paraná",NA,NA,"MBM195768","MBM195768","Hatschbach, G.","12","19","Piraquara","Serra Piramirim, Estrada Itupava","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:19:56-03","MBM","MBM","267109","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Tessmann, G.","3441","1948","Southern America","Brazil","Paraná",NA,NA,"MBM267109","MBM267109","Braga, R.","04","09","São José dos Pinhais","Lavrinha","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:19:56-03","MBM","MBM","342528","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Ribas, O.S.; Silva, J.M.; Valente, L.A.; Silva, J.M.; Valente, L.A.","4259","2002","Southern America","Brazil","Paraná",NA,"Ereta, 2,5m, látex alvo, flor lilás. Campo sujo, úmido","MBM342528","MBM342528","Hatschbach, G.","01","29","São José dos Pinhais","Lavrinha","-49.2064018249512","-25.5347003936768","2002","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:19:56-03","MBM","MBM","220927","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Stellfeld et, C.","4985","1953","Southern America","Brazil","Paraná",NA,NA,"MBM220927",NA,"Braga, R.","01","23",NA,"Alto da Serra - Estrada da Graciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:19:56-03","MBM","MBM","220928","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Stellfeld et, C.","4895","1953","Southern America","Brazil","Paraná",NA,NA,"MBM220928",NA,"Braga, R.","01","23",NA,"Alto da Serra - Estrada da Graciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:19:56-03","MBM","MBM","263926","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Tessmann, G.","3441","1948","Southern America","Brazil","Paraná",NA,NA,"MBM263926","MBM263926","Braga, R.","04","09",NA,"Estrada Curitiba - Paranaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:19:56-03","MBM","MBM","297098","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Dunaiski Jr.; A.; A.","2234","2004","Southern America","Brazil","Paraná",NA,NA,"MBM297098","MBM297098","Hatschbach, G.","01","10","São José dos Pinhais","Colchão dos Muchões","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:56-03","MBM","MBM","79926","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Kummrow, R.","2151","1983","Southern America","Brazil","Paraná",NA,NA,"MBM079926","MBM079926","Hatschbach, G.","01","05","São José dos Pinhais","Rio Pequeno, Serra Azul","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:56-03","MBM","MBM","220926","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Motta, J.T.; et al.; et al.","641","1987","Southern America","Brazil","Paraná",NA,NA,"MBM220926",NA,"Motta, J.T.","01","20","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:56-03","MBM","MBM","210507","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Motta, J.T.; et al.; et al.","835","1987","Southern America","Brazil","Paraná",NA,NA,"MBM210507","MBM210507","Hatschbach, G.; et al.","11","21","Quatro Barras","Corvo","-49.0769004821777","-25.3656005859375",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:56-03","MBM","MBM","79930","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Hatschbach, G.","46062","1983","Southern America","Brazil","Paraná",NA,NA,"MBM079930","MBM079930","Hatschbach, G.","01","26","São José dos Pinhais","Poço da Anta","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:18:28-03","UFPR","UPCB","14335","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"Tessmann, G.",NA,"1948",NA,"Brasil","Paraná",NA,"Erva lacticífera, cálice verde e corola lilás claro. Margem do mato em lugares abertos e pantanosos perto dum córrego..",NA,NA,"Braga, R.","04","09","Morretes","Alto da Serra do Mar, km 48 de Curitiba.","-48.834400177002","-25.476900100708","1956","30514","auto",NA,"03","25",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:18:28-03","UFPR","UPCB","50697","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"Reginato, M.","135","2004",NA,"Brasil","Paraná",NA,"Herbácea, caule e inflorescência roxos, inflorescência jovem..",NA,NA,"Reginato, M.","12",NA,"Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895","2004","12577","auto",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-21 23:34:00-03","MO","MOBOT","2455780","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Per Dusén","Dusén s.n.16","1912","South America","Brazil","Paraná",NA,NA,NA,NA,"Dusén, P. K. H.","2","9",NA,"Ipiranga. Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-06-22 05:25:00-03","MO","MOBOT","2455797","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Pe. Raulino Reitz","Reitz 3710","1951","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1","12",NA,"Campo Alegre. Perto da cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-09 09:35:00-03","MO","MOBOT","2874488","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Per Dusén","Dusén 3329","1904","South America","Brazil","Paraná",NA,NA,NA,NA,NA,"1","23",NA,"Serra do har, Ypiranga ad marginem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2879272","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Per Dusén","Dusén 14415","1914","South America","Brazil","Paraná",NA,NA,NA,NA,"P. Dusén","1","5",NA,"Serra do Mar, Ypiranga, in fruticetis nea non locis graminosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"830.00000000",NA,NA,NA
"46","2020-06-22 14:17:50-03","UNESP-IBILCE","SJRP","17494","PreservedSpecimen","Plantae","Tracheophyta","Campanulales","Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,"Cordeiro, J.",NA,NA,"América do Sul","Brasil","Paraná",NA,"Erva, 1,70 m, flor lilás, látex alvo. Orla da mata, solo úmido.;",NA,NA,"G. Hatschbach",NA,NA,"São José dos Pinhais","Estrada para Usina de Guaricana","-49.2064018249512","-25.5347003936768",NA,"45291","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2427367","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"-- Reitz & Klein, --","10773","1961","South America","Brazil","Santa Catarina",NA,NA,"US02715554","US02715554_01",NA,"1","25",NA,"Serra da Boa Vista, Sao Jose.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1000",NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2427368","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"-- Reitz & Klein, --","10761","1961","South America","Brazil","Santa Catarina",NA,NA,"US02715551","US02715551_01",NA,"1","25",NA,"Serra da Boa Vista.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"700",NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","1481697","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"P. K. Dusén","!2476","1909","South America","Brazil",NA,NA,NA,"US02715556","US02715556_01",NA,"1","4",NA,"Pa [illegible text]a: Ypiranga, in herbosis",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2645251","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"-- Reitz & Klein, --","18093","1968","South America","Brazil","Santa Catarina",NA,NA,"US02715555","US02715555_01",NA,"5","3",NA,"Rio Manso, Jaragua do Sul, beira da estrada.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"800",NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2250641","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"L. B. Smith & R. M. Klein","10584","1957","South America","Brazil","Santa Catarina",NA,NA,"US02715552","US02715552_01",NA,"2","1",NA,"Mun. Campo Alegre: Pinheiralm 4 km south of Campo Alegre on the road to Jaragua do Sul.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"900","1000","1",NA
"52","2020-09-12 05:00:02-03","US","US","1481698","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"P. K. Dusén","14415","1914","South America","Brazil","Paraná",NA,NA,"US02715553","US02715553_01",NA,"1","15",NA,"Serra do Mar, Ypiranga, in fruticetis [interpreted]",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
