"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"150","2020-07-23 12:11:03-03","CEPLAC","CEPEC","71827","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","P. C. M. Ramos","178","1990","10","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Distrito Federal","BRASÍLIA","Parque Nacional Brasília. Próximo ao Córrego Bananal.","-47.933333","-15.883333",NA,NA,NA,"A. Francener",NA,NA,NA,NA,"47W56'0","15S53'0",NA,NA,NA,NA,NA,"04/12/2013",NA
"151","2020-07-23 12:11:03-03","CEPLAC","CEPEC","89721","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","M. L. Fonseca","2246","1999","12","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Distrito Federal","BRASÍLIA","Reserva Ecológica do IBGE. Área do Córrego Taquara.",NA,"-15.931944",NA,NA,NA,"E. P. Queiroz",NA,NA,NA,NA,"47W83'81","15S55'55",NA,NA,NA,NA,NA,"23/03/2011",NA
"152","2020-07-23 12:11:03-03","CEPLAC","CEPEC","68369","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","G. Hatschbach","58257","1992","11","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Goiás","CATALÃO","8-10Km ao N cidade, BR-050. Encosta de colina.","-47.9463996887207","-18.1658000946045",NA,NA,NA,"W. R. Anderson","94621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"153","2020-07-23 12:11:03-03","CEPLAC","CEPEC","71993","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","G. Hatschbach","63620","1995","10","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso","CHAPADA DOS GUIMARÃES","Arredores da cidade.","-55.749698638916","-15.460599899292",NA,NA,NA,"W. R. Anderson","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996",NA
"154","2020-07-23 12:11:03-03","CEPLAC","CEPEC","133020","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","S. M. S. Verardo","23941","1989","01","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso","CHAPADA DOS GUIMARÃES","Sem informação.","-55.749698638916","-15.460599899292",NA,NA,NA,"E. P. Queiroz","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/03/2011",NA
"155","2020-11-12 17:01:10-03","UEL","FUEL","26009","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Souza, LRM; et al.","s.n.","1997","02","17",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Malpighiales","A.Juss.","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,"Elias, SI","107042","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-01 15:02:58-03","UnB","UB","95499","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Oliveira, RC","1371",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Distrito Federal","Gama","Parque Recreativo do Gama","-48.055","-16.033333",NA,NA,NA,"Incógnito",NA,NA,NA,NA,"-48.055","-16.033333",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-01 15:02:58-03","UnB","UB","147660","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Irwin, HS","25576","1970","01","29","Southern America","Brasil",NA,NA,"Sessible subshrub, in small patches. Corolla pink in bud, nearly white in anthesis. Fruit green.; Campo on red clay, with very low generally sparse shrubs",NA,"Dicotyledoneae",NA,"Grisebach","Minas Gerais","Morro das Pedras","Ca. 26km N.E. of Patrocínio. Elev. 1000m.",NA,NA,NA,NA,NA,"Anderson, WR",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-01 15:02:58-03","UnB","UB","94447","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Irwin, HS","10758","1965","11","30","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Goiás","Corumbá de Goiás","Corumbá de Goiás, 14km ao S de Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,"Anderson, WR",NA,NA,NA,NA,"-48.8086","-15.9236",NA,NA,NA,NA,NA,NA,NA
"159","2019-11-01 15:02:58-03","UnB","UB","94448","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Irwin, HS","25281","1970","01","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Goiás",NA,"35km ao NE de Catalão",NA,NA,NA,NA,NA,"Anderson, WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-01 15:02:58-03","UnB","UB","146066","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Freitas, RIP; Freitas, GS","s.n.","1996",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-01 15:02:58-03","UnB","UB","147659","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Araujo, GM","444","1988","12","20","Southern America","Brasil",NA,NA,"Herbáceo, corola rosa.",NA,"Dicotyledoneae",NA,"Grisebach","Minas Gerais","Uberaba","Nascente do rio Uberabinha, Faz. Van Ass.","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Mamede, MCH","73879","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-01 15:03:02-03","UnB","UB","143197","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","14946","1975","08","29","Southern America","Brasil",NA,NA,"Plantinha entre as gramas, rasteira, flores roseas.; Cerrado seco, arborizado, sujeito ao fogo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2008","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-01 15:03:02-03","UnB","UB","151967","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Almeida, SP","547","1983","03","21","Southern America","Brasil",NA,NA,"Erva ca. 10 cm de altura. Inflorecência terminal com botões roseas; Cerrado, solo arenoso",NA,"Dicotyledoneae",NA,"A. Juss.","Goiás","Planaltina","Planaltina, Planaltina, CPAC entre sobradinho e CPAC a direita da rodovia","-47.6142","-15.4528","1175","1200",NA,"Mamede, MCH",NA,NA,"2008","12","-47.6142","-15.4528",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-01 15:03:02-03","UnB","UB","162382","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Silva, MA","24","1984","11","13","Southern America","Brasil",NA,NA,"Erva de 0,40 m, flores róseas com anteras amarelas, muito comum no local.; Cerrado.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Reserva Biológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","1995","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-01 15:03:02-03","UnB","UB","143192","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","15456","1976","02","28","Southern America","Brasil",NA,NA,"Planta esparçamente encontrada, com 20 cm de altura, flores roseas, frutos laranjados quando maduros.; Cerrado seco, arborizado, visitado pelo fogo periodicamente.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Sede do IBDF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-01 15:03:02-03","UnB","UB","136373","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Taxonomy Class of Universidade de Brasília","507","1977","11","16","Southern America","Brasil",NA,NA,"Tiny shrub, petals pink and white.; Cerrado low tree and scrub savanna (the natural vegetation here, white woody layer slughtly opened by fires from the original tree and scrub woodland from). Burned last dry season.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","South side of Campus of Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-01 15:03:02-03","UnB","UB","109823","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Amaral, AG; Eugênio, CUO","2324","2006","12",NA,"Southern America","Brasil",NA,NA,"Coleta de inventário na linha (L) 02, unidade amostral (UA) 02, apelidada em campo como Malpighiaceae pequena; Subarbusto; Campo Sujo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fazenda Água Limpa (FAL)","-47.905556","-15.593056","1050","1050",NA,"Eugênio, CUO",NA,NA,NA,NA,"-47.905556","-15.593056",NA,NA,NA,NA,NA,NA,NA
"168","2019-11-01 15:03:02-03","UnB","UB","109824","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Amaral, AG; Eugênio, CUO","2326","2006","12",NA,"Southern America","Brasil",NA,NA,"Coleta de inventário na linha (L) 03, unidade amostral (UA) 01, apelidada em campo como Byrsonima pequena; Subarbusto; Campo Sujo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fazenda Água Limpa (FAL)","-47.905556","-15.593056","1050","1050",NA,"Fonseca, ML",NA,NA,NA,NA,"-47.905556","-15.593056",NA,NA,NA,NA,NA,NA,NA
"169","2019-11-01 15:03:02-03","UnB","UB","136355","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Kirkbride Junior, JH","4965","1979","12","11","Southern America","Brasil",NA,NA,"Campo sujo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fazenda Água Limpa, Campo Experimental da Universidade de Brasília","-47.933333","-15.983333",NA,NA,NA,"Mamede, MCH",NA,NA,"1995","05","-47.933333","-15.983333",NA,NA,NA,NA,NA,NA,NA
"170","2019-11-01 15:03:02-03","UnB","UB","136366","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ratter, JA","6669","1991","11","05","Southern America","Brasil",NA,NA,"Dwarf subshrub; Cerradão. Solo: Dystrophic soil.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, ca. 18km SSW of Brasília TV Tower","-47.933333","-15.933333",NA,NA,NA,"Mamede, MCH",NA,NA,"1995",NA,"-47.933333","-15.933333",NA,NA,NA,NA,NA,NA,NA
"171","2019-11-01 15:03:02-03","UnB","UB","136852","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alkimim, W; Bringel, JBA","85","2009","11","10","Southern America","Brasil",NA,NA,"Subarbusto. 30 cm. Flor rosa.; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Jardim Botânico, Trilha Ecológica","-47.835","-15.874167",NA,NA,NA,"Alkimim, W",NA,NA,"2009","11","-47.835","-15.874167",NA,"17",NA,NA,NA,NA,NA
"172","2019-11-01 15:03:02-03","UnB","UB","144734","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","s.n.","1968","01",NA,"Southern America","Brasil",NA,NA,"Flores róseas; planta com 10-15 cm de altura, com raízes longas.; Cerrado.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal",NA,"Campo experimental, cerrado.",NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-01 15:03:02-03","UnB","UB","14841","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Martins, CR","257","2004","02","23","Southern America","Brasil",NA,NA,"Planta de 0,08m; Campo sujo antropizado com 40-50% de capim-gordura. Solo: Solo latossolo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Parque Nacional de Brasília. Área ao lado da antiga pista de pouso de ultraleve próxima à administração, submetida a uma queimada controlada no mês de abril de 2003.","-47.926389","-15.731111",NA,NA,NA,"Proença, CEB",NA,NA,NA,NA,"-47.926389","-15.731111",NA,NA,NA,NA,NA,NA,NA
"174","2019-11-01 15:03:02-03","UnB","UB","151689","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","César, HL","44","1980","01","22","Southern America","Brasil",NA,NA,"Campo sujo",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal",NA,"Fazenda Água Limpa.","-47.933333","-15.95",NA,NA,NA,"Mamede, MCH",NA,NA,"1995","05","-47.933333","-15.95",NA,NA,NA,NA,NA,NA,NA
"175","2019-11-01 15:03:02-03","UnB","UB","151690","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","18073","1980","01","12","Southern America","Brasil",NA,NA,"Flores róseas. Fruto braga amarelo quando maduro.; Campo limpo",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal",NA,"Brasília. Próximo da Reserva Ecológica do IBGE.",NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"1995","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-01 15:03:02-03","UnB","UB","151958","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Kirkbride Junior, JH","5508","1983","12","09","Southern America","Brasil",NA,NA,"Subarbusto até 50 cm; pétalas róseas, androceu amarelo; Campo cerrado",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal",NA,"0,5km W de estação de corpo de bombeiros em W5N, asa norte","-47.916667","-15.733333","1030","1030",NA,"Mamede, MCH",NA,NA,"2008","12","-47.916667","-15.733333",NA,NA,NA,NA,NA,NA,NA
"177","2019-11-01 15:03:02-03","UnB","UB","151963","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ratter, JA; Fonseca, SG; Fonseca Filho, J; Ribeiro, JF; Silva, JC","4028","1976","12","13","Southern America","Brasil",NA,NA,"Petals pale pink; Cerrado",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água limpa, near Vargem Bonita, c.18 km SSW of Brasília TV tower","-47.916667","-15.95",NA,NA,NA,"Mamede, MCH",NA,NA,"2008","12","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,NA
"178","2019-11-01 15:03:02-03","UnB","UB","18471","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Proença, CEB; Fank-de-Carvalho, SM; Campos, MBS; Silva, PIT; Araújo, RF; Pereira, T","3036","2005","11","23","Southern America","Brasil",NA,NA,"Pedicelos e cálice rosa-escuro; pétalas unguiculadas, cuculadas, róseas; glândulas do cálice brancas. Foto.; SubArbusto 0,25m. Flor rosa; Cerrado perturbado com muitas invasoras e Melinis minutiflora.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Parque Olhos d'Água. Asa Norte","-47.916667","-15.766667","1150","1150",NA,"Proença, CEB",NA,NA,NA,NA,"-47.916667","-15.766667",NA,NA,NA,NA,NA,NA,NA
"179","2019-11-01 15:03:02-03","UnB","UB","3000","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ramos, PCM","116","1990","10","17","Southern America","Brasil",NA,NA,"Folhas pequenas com nervuras rosadas. Botões grená, cálice verde.; Semi-Arbusto 0,2m; Campo sujo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Parque Nacional de Brasília. Próximo de uma cascalheira","-47.933333","-15.883333","1020","1250",NA,"Mamede, MCH",NA,NA,"2008","12","-47.933333","-15.883333",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-01 15:03:02-03","UnB","UB","94518","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Fonseca, ML","3834","2002","11","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A. Juss.","Goiás","Pirenópolis","Pirenópolis","-48.875","-15.803611",NA,NA,NA,"Fonseca, ML",NA,NA,NA,NA,"-48.875","-15.803611",NA,NA,NA,NA,NA,NA,NA
"181","2019-11-01 15:03:02-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Moura, EO","IFN-11931768Ext","2017","10","24","Southern America","Brasil",NA,NA,"Conglomerado BA-1193. Extra; Arbusto com 1 m de altura. Flor rósea; Cerrado stricto sensu em estágio inicial de regeneração. Solo argiloso","UB0110002","Dicotyledoneae",NA,"A. Juss.","Bahia","Cocos",NA,"-44.829306","-14.400103",NA,NA,NA,"Bijos, NR",NA,NA,"2018","10","-44.829306","-14.400103",NA,"03",NA,NA,NA,NA,NA
"182","2019-11-01 15:03:02-03","UnB","UB","143190","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","14764","1975","07","02","Southern America","Brasil",NA,NA,"Planta rasteira, entre as gramineas, com 30 cm, flores terminais roseo-claro.; Cerrado seco, sujeito ao fogo anualmente.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-01 15:03:02-03","UnB","UB","136348","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Irwin, HS; Souza, R; Santos, RR","10240","1965","11","12","Southern America","Brasil",NA,NA,"Suffrutex; Wet campo with termite mounds.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Ca. 3km SE of Gama","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-01 15:03:02-03","UnB","UB","146155","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Mendes, HV; et al.","35","2005","10","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-01 15:03:02-03","UnB","UB","136351","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","13085","1974","01","04","Southern America","Brasil",NA,NA,"Flor rósea; .",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Chapada da Contagem","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-01 15:03:02-03","UnB","UB","142911","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","8805","1961","10","10","Southern America","Brasil",NA,NA,"Flores avermelhadas.; Cerrado",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-01 15:03:02-03","UnB","UB","136347","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Irwin, HS; Souza, R; Santos, RR","10717","1965","11","27","Southern America","Brasil",NA,NA,"Suffrutex 0,15m; Cerrado.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Immediately west of Setor Industrial","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-01 15:03:02-03","UnB","UB","181128","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Roveratti, J; Dias, EBA; Amaral, JP; Nogueira, LMG","578","2006","11","10","Southern America","Brasil",NA,NA,"Erva; flor rosa.; Cerrado sensu stricto (Cerrado ralo), relevo plano, latossolo.",NA,"Dicotyledoneae",NA,"A. Juss.","Distrito Federal","Brasília","Parque Nacional de Brasília - Entrada descendo no portão 9","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Roveratti, J","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-05-06 11:58:47-03","UFU","HUFU","7142","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Nakajima, J.N.; Romero, R.","740","1994","12","09",NA,"Brasil",NA,NA,"Erva, ca. 0,10m. Glândulas róseas, cálice salmão, corola rósea e anteras amarelas.; Campo sujo.","HUFU00039653",NA,NA,"A.Juss.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Romero, R.","57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-05-06 11:58:47-03","UFU","HUFU","794","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Peron, M.","29","1986","12","05",NA,"Brasil",NA,NA,"Subarbustoca. de 15 cm. Flores brancas e róseas.; Campo sujo.","HUFU00014089",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014089","Elias, S.I.","58223","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-05-06 11:58:47-03","UFU","HUFU","61415","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alves-Silva, E.","s.n.","2010","11","30",NA,"Brasil",NA,NA,"Arbusto.; Cerrado Sentido Restrito.","HUFU00014079",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014079","Francener, A.","58223","auto","2014","12",NA,NA,NA,"22",NA,NA,NA,NA,NA
"192","2019-05-06 11:58:47-03","UFU","HUFU","3749","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","FEEP","425","1992","12","04",NA,"Brasil",NA,NA,"Herbáceo 10 m. Corola rosa.; Campo sujo.","HUFU00014102",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014102","Elias, S.I.","58223","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-05-06 11:58:47-03","UFU","HUFU","59000","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Torezan-Silingardi, H.M.; Abrahão, M.","s.n.","2010","12","10",NA,"Brasil",NA,NA,"Subarbusto com ca. de 0,25 m de altura. Flores rosadas.; Cerrado.","HUFU00014096",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014096",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-05-06 11:58:47-03","UFU","HUFU","36807","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Basílio, R.; et al.","1","2003","12","01",NA,"Brasil",NA,NA,"Arbusto 20 cm. Corola rosa-claro. Cálice rosa-escuro.; Campo cerrado.","HUFU00014086",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014086",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-05-06 11:58:47-03","UFU","HUFU","27014","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Romero, R.","6225","2002","01","26",NA,"Brasil",NA,NA,"Erva, ca. 0,2m. Glândulas vinho-esverdiadas, frutos imaturos verdes.; Cerrado.","HUFU00039652",NA,NA,"A.Juss.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Portaria 3.","-46.846111","-20.146944","1357","1357",NA,"Volpi, R.L.",NA,NA,"2006","03","-46.846111","-20.146944",NA,NA,NA,NA,NA,NA,NA
"196","2019-05-06 11:58:47-03","UFU","HUFU","60766","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Kirkbride Júnior, J.H.","5508","1983","12","09",NA,"Brasil",NA,NA,"Subarbusto até 50 cm alt. Pétalas róseas, androceu amarelo.; Campo cerrado.","HUFU00014095",NA,NA,"A.Juss.","Distrito Federal","Brasília","Estação de Corpo de Bombeiros em W5N, Asa Norte","-47.916667","-15.733333",NA,NA,"HUFU00014095","Mamede, M.C.H.",NA,NA,"2008","12","-47.916667","-15.733333",NA,NA,NA,NA,NA,NA,NA
"197","2019-05-06 11:58:47-03","UFU","HUFU","1327","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Castro, N.M.; Barbosa, A.A.A.","240","1987","11","20",NA,"Brasil",NA,NA,"Erva. Flores de pétala rosa, glândula com cor rósea.; Cerrado cortado para cultivo.","HUFU00014094",NA,NA,"A.Juss.","Goiás","Alto Paraíso de Goiás","Fazenda Nova Veneza, Rodovia GO - 118 Alto Paraíso - Brasília, a 42 km de Alto Paraíso.","-47.5099983215332","-14.1324996948242",NA,NA,"HUFU00014094","Mamede, M.C.H.","44724","auto","1994","03",NA,NA,NA,"22",NA,NA,NA,NA,NA
"198","2019-05-06 11:58:47-03","UFU","HUFU","11536","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Klein, V.L.G.; et al.","2993","1995","12","07",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Cálice verde com glândulas alvas, corola rosa e estames amarelos.; Afloramento rochoso.","HUFU00014084",NA,NA,"A.Juss.","Goiás","Pirenópolis","Alto da Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,"HUFU00014084","Elias, S.I.","40887","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
