"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"103","2019-11-07 11:16:03-03","UFMG","BHCB-SL","81063","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2003","04",NA,"Salino, A; Carvalho, FA; Viani, RAG; Gusson, E; Cavallari, M","8537","2003","04","16","Brasil","São Paulo","Eldorado","Parque Estadual Intervales","-48.374444","-24.3075","-48.374444","-24.3075","790","790",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-07 11:16:03-03","UFMG","BHCB-SL","38090","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","1997","09",NA,"Salino, A","3374","1997","08","30","Brasil","Minas Gerais","Catas Altas","Parque Natural do Caraça","-43.479167","-20.096111","-43.479167","-20.096111",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-07 11:16:03-03","UFMG","BHCB-SL","68559","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Carvalho, FA","2001","12",NA,"Salino, A; Carvalho, FA; Morais, PO; Viana, PL","7132","2001","07","11","Brasil","Minas Gerais","Nova Lima","Estação Ecológica de Fechos, Estação Ecológica de Fechos. Área de Mata de Galeria.","-43.959083","-20.066","-43.959083","-20.066",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-07 11:16:03-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2015","09",NA,"Rolim, LB; Almeida, TE; Silva, JL","347","2006","04","03","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi; Serrinha","43.406806","20.479167","43.406806","20.479167","1020","1020","Terrestre no interior de mata, próximo ao rio Mainart. Floresta estacional Semidecidual Montana.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-12-19 16:19:07-03","UFMG","BHCB-SL","196466","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert",NA,NA,NA,NA,"Dittrich, VAO; Pereira, BPS","2200","2017","08","27","Brasil","Minas Gerais","Olaria",NA,"-43.895833","-21.946667","-43.895833","-21.946667","1050","1050","Terrícula em paredão à margem de riacho em beira de estrada, em área muito úmida no domínio da Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-07 11:16:03-03","UFMG","BHCB-SL","124378","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Souza, FS","2011","10",NA,"Salino, A; Heringer, G; Megale, ME","13824","2008","09","12","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, /RPPN Águas do Caparaó - Cachoeira Alta. Floresta Ombrófila Densa Montana ao longo do córrego do Veadinho.","-41.78125","-20.597","-41.78125","-20.597","1000","1050","Terrestre no interior de floresta. Caule ereto. Pecíolo 65cm compr., lâmina 153cm compr.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-07 11:16:03-03","UFMG","BHCB-SL","180574","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2016","01","21","Salino, A; Moura, LC; Moura, IO","16164","2016","01","21","Brasil","Espírito Santo","Divino de São Lourenço","Trilha para Pedra Escorada, no entorno do Parque Nacional do Caparaó. Floresta Ombrófila Densa.","-41.6857986450195","-20.6200008392334",NA,NA,"1010","1010","Terrícola, á beira de trilha. Dried in alcohol 70%.",NA,NA,NA,NA,"América",NA,NA,NA,"16004","auto",NA,NA,NA
"110","2019-11-07 11:16:03-03","UFMG","BHCB-SL","51966","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2000","05",NA,"Salino, A","5499","2000","02","26","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"16385","auto",NA,NA,NA
"111","2019-12-19 16:20:38-03","UFMG","BHCB-SL","56943","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2000","11",NA,"Salino, A","5821","2000","11","11","Brasil","Minas Gerais","Catas Altas","Parque Natural do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Terrestre na mata, caule com 30cm de altura.","BHCB000644","BHCB000644",NA,NA,"América",NA,NA,NA,"11966","auto",NA,NA,NA
"112","2019-11-07 11:16:03-03","UFMG","BHCB-SL","73911","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A",NA,NA,NA,"Mota, RC; Silva, CR; Viana, PL; Carvalho, FA","1507","2002","08","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"60318","auto",NA,NA,NA
"113","2019-11-07 11:16:03-03","UFMG","BHCB-SL","473","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert",NA,NA,NA,NA,"Schwacke, CAW","s.n.","1904",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"44599","auto",NA,NA,NA
"114","2019-11-07 11:16:03-03","UFMG","BHCB-SL","475","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A",NA,NA,NA,"Badini, J","s.n.","1960",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"44599","auto",NA,NA,NA
"115","2019-11-07 11:16:03-03","UFMG","BHCB-SL","51694","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2001","12",NA,"Badini, J","89","1937",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"44599","auto",NA,NA,NA
"116","2021-02-23 13:22:06-03","MN","R-TIPOS","1335","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","Stolze, R.G.","1971",NA,NA,"Ule, E.H.G.","s.n.","1898","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000001335","R000001335_001",NA,NA,NA,NA,NA,NA,NA,NA,"Holotypus de Hemitelia uleana A. Samp.",NA,NA
"117","2021-02-23 13:22:06-03","MN","R-TIPOS","15730","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","Stolze, R.G.","1971",NA,NA,"Brade, A.C.","6901","1914","02",NA,"Brasil","São Paulo","Campo Grande",NA,NA,NA,NA,NA,"800","800",NA,"R000015730","R000015730_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus de Hemitelia maxonii Rosenst.",NA,NA
"118","2021-02-23 13:22:06-03","MN","R-TIPOS","109529","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","Stolze, R.G.","1971",NA,NA,"Wacket, H.","s.n.",NA,NA,NA,"Brasil","São Paulo","Serra do Mar","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"R000109529","R000109529_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus de Hemitelia maxonii Rosenst.",NA,NA
"119","2021-03-04 15:46:59-03","IF","SPSF","32199","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana",NA,NA,NA,NA,NA,"A.Salino","6231","2001","03","08","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Pteridophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","26795","auto",NA,NA,NA
