"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","04004804","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert",NA,NA,NA,NA,"H. H. van der Werff","21071","2006","04","28","Peru","Cusco","La Convención","Above Quillouno","-72.5014","-12.4472",NA,NA,"2300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4305915' target='other'> <mi>dwc_moreinfo</mi></a>","NY04004804",NA,"Pteridophyta","Cyatheales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 09:58:59-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04934","S","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) Tryon","Fernandes, I.",NA,NA,NA,"Oliveira, W.","007","1989","12","06","Brasil","Minas Gerais","Santa Bárbara","serra do caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"GEOGRAFIA: terrestre;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","33136","auto",NA,NA,NA
"13","2021-04-05 09:58:59-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10274","S","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) Tryon",NA,NA,NA,NA,"B.C.Kurtz","090","1990","04","30","Brasil","Rio de Janeiro","Nova Friburgo","reserva ecológica municipal","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"GEOGRAFIA: feto com caule de 30 cm, frondes verdes;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","33190","auto",NA,NA,NA
"14","2021-04-05 09:58:59-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11561","S","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) Tryon","M.R Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1767","1995","05","21","Brasil","São Paulo","Cubatão","rodovia SP-150, serrra do mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"GEOGRAFIA: região de mata atlântica;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","15123","auto",NA,NA,NA
"15","2020-02-08 10:41:12-03","NBC","NL-BOTANY","U.1006547","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M.Tryon",NA,NA,NA,NA,"Wacket M",NA,"1906","01","01","Brazil",NA,NA,"Brasilia austr.: vs. Sâo Paulo. Alto da Serra.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006547","NL-U1006547",NA,"Cyatheales","Southern America",NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"16","2019-02-15 11:37:17-02","IPA","IPA","2537","S","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","Fernandes, I.","1998","06","08","Brade, A.C.","9252","1929","09","18","Brasil","Rio de Janeiro","Teresópolis","beira de cascata.","-42.9655990600586","-22.4122009277344",NA,NA,"1000","1000",NA,"IPA0002537",NA,"Plantae",NA,"Southern America",NA,NA,NA,"38539","auto",NA,NA,NA
"17","2019-08-27 13:34:58-03","IAP","PACA-AGP","85065","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) Tryon","I. Fernandes",NA,NA,NA,"I. Fernandes","1286","1994","07","01","Brasil","MG","Ouro Preto","Parque Estadual do Itacolomi - no Vale da direita da estrada p/ Embratel","-43.5080986022949","-20.2875003814697",NA,NA,"1280","1280","caule decumbente Habitat: grota escura interior da mata alta","PACA085065",NA,"Pteridophyta","Polypodiales",NA,NA,NA,"Filicopsida","44599","auto",NA,NA,NA
"18","2019-08-27 13:35:01-03","IAP","PACA-AGP","94546","PreservedSpecimen","Plantae","Cyatheaceae","Hemitelia","uleana","Hemitelia uleana","Sampaio","Brade",NA,NA,NA,"L. Damazio","314","1903","07",NA,"Brasil","MG","Minas",NA,NA,NA,NA,NA,NA,NA,NA,"PACA094546",NA,"Pteridophyta","Polypodiales",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"19","2020-12-20 21:16:44-03","UFV","VIC","003333","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert.",NA,NA,NA,NA,"Damazio, L.","314","1903","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC003333","VIC003333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:52:03-03","UFJF","CESJ","70021","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2017","08",NA,"V.A.O. Dittrich; B.P.S. Pereira","2200","2017","08","27","Brasil","Minas Gerais","Olaria",NA,"-43.895917","-21.946667","-43.895917","-21.946667","1050","1050","Terrícola em paredão à margem de riacho em beira de estrada, em área muito úmida no domínio da Floresta Ombrófila Densa Montana","CESJ070021",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-30 18:33:16-03","UFJF","CESJ","27367","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2013","07",NA,"J.E.Z. Oliveira; P.B. Pita","382A","1993","10","09","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata da Cerca descendo o Rio á direita do trilho uns 100m. Nos bordos do rio à esquerda.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Higrófila e ciófita (1200msm). Rupícula sobre paredão. Hábito herbáceo, ocorre isolada. Ráquis e pecíolo com escamas grandes, marrons com bordos brancos.","CESJ027367",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,"30417","auto",NA,NA,NA
"22","2019-11-21 14:52:03-03","UFJF","CESJ","3328","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2013","08",NA,"C.A.W. Schwacke","s.n.","1896","08",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"CESJ003328",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,"44599","auto",NA,NA,NA
"23","2019-11-21 14:52:03-03","UFJF","CESJ","57326","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2012","12",NA,"A. Salino; et al.","5499","2000","05","26","Brasil","MInas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Trilha para o Pico do Boné. Floresta estacional semidecidual altomontana. Caule ereto e terrestre em interior de floresta.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"CESJ057326",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,"16385","auto",NA,NA,NA
"24","2019-11-21 14:52:03-03","UFJF","CESJ","57190","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2013","07",NA,"A. Salino; et al.","5499","2000","05","26","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, tRILHA PARA O pICO DO bONÉ.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Floresta estacional semidecidual altomontana.ereto. Terrestre. Interior de floresta.","CESJ057190",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,"16385","auto",NA,NA,NA
"25","2019-11-21 14:52:03-03","UFJF","CESJ","39851","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","V.A.O. Dittrich","2013","07",NA,"R.C. Mota; C.R.Silva, PLViana, F","1507","2002","08","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"Planta coletada em beira de córrego de mata de galeria; terrestre.","CESJ039851",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,"60318","auto",NA,NA,NA
"26","2021-03-01 16:43:35-03","UNICAMP","UEC","17723","S","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","Samp.","Salino, A","1991","09","04","Davis, PH; Giulietti, AM; et al.","D60475","1976","09","03","Brazil","São Paulo","Panapiacaba","On Santos - Santo André road.",NA,NA,NA,NA,"800","800","No trunk (?).&nf;Leaves 1m or more.; Steep rain forest.","UEC076804","UEC076804","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-05 16:47:17-03","UFOP","OUPR","7521","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Silva, J.L.","s.n.","1998","09","30","Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-05 16:47:17-03","UFOP","OUPR","10533","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Godoy, J.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Terreno pedregoso",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"29","2019-11-05 16:47:17-03","UFOP","OUPR","10531","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Badini, J.","s.n.","1938",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Erva. Beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"30","2019-11-05 16:47:17-03","UFOP","OUPR","10530","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto. Beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"31","2019-11-05 16:47:17-03","UFOP","OUPR","10532","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Badini, J.","s.n.","1986","05","29","Brasil","Minas Gerais","Ouro Preto","Campo Grande, Boca de mina.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Erva. Beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"32","2019-11-05 16:47:17-03","UFOP","OUPR","10527","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"33","2019-11-05 16:47:17-03","UFOP","OUPR","7523","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Baeta-Neves, A.T.","s.n.","1910","06","21","Brasil","Minas Gerais","Ouro Preto","Sala de Jantar","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"34","2019-11-05 16:47:17-03","UFOP","OUPR","10528","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Badini, J.","s.n.","1975","06","16","Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"35","2019-11-05 16:47:17-03","UFOP","OUPR","10529","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A.","2013","04","17","Badini, J.","s.n.","1975","06","16","Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto. Beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"36","2020-10-14 10:00:52-03","FURB","FURB","38000","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A","2012","02","01","Caglioni, E.; Uhlmann, A. & Gasper, A.L. de","112","2012","01","03","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","-49.0783334","-27.0591667","320","320",NA,"FURB00064","FURB00064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:39:04-03","UTFPR","HCF","21211","S","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","P.B. Schwartsburd","2008","06",NA,"P.B. Schwartsburd","1661","2008","05","27","Brasil","MG","Ouro Preto","São Sebastião, Camarinhas","-43.507778","-20.37","43°30'28 W","20°22'12 S","1370","1370","terrestre, do interior da mata, próximo a córrego. Frondes ca. 2 m compr. Caule ca. 0,5 m comprimento. Campo rupestre e mata associada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:21:48-03","MBM","MBM","339528","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(A. Sampaio) R.M. Tryon","Labiak, P.","2008","01",NA,"Labiak, P.; et al.; et al.","4421","2008","01","10","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha para os Três Picos.","-44.5633010864258","-22.4960994720459",NA,NA,"1220","1220","Rupícola, às margens de riacho. Floresta Atlântica","MBM339528","MBM339528",NA,NA,"Southern America",NA,NA,NA,"19648","auto",NA,NA,NA
"39","2020-12-21 16:21:50-03","MBM","MBM","386725","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Schwartsburd, P.B.","2008","06",NA,"Schwartsburd, P.B.; Hirai, R.Y.; Luis, J.; Hirai, R.Y.; Luis, J.","1661","2008","05","27","Brazil","Minas Gerais","Ouro Preto","São Sebastião, Camarinhas","-43.507778","-20.37","-43.507778","-20.37","1370","1370","Terrestre. Frondes com ca. 2m compr., caule com ca. 0,5m compr.; Campo rupestre e mata associada. Do interior da mata, próximo a córrego.","MBM386725","MBM386725",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:21:50-03","MBM","MBM","430143","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Völtz, R.R.","2020","04","09","Völtz, R.R.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.","2168","2019","08","05","Brazil","Rio de Janeiro","Nova Friburgo","Trilha para o Pico do Faraó","-42.538889","-22.431944","-42.538889","-22.431944","1105","1105","Erva com estipe ca. 0,7 m alt; frondes ca. 1,7 x 0,8 m; escamas marrons no centro com margem alvacenta; soros negros; interior de Floresta Ombrófila Densa Montana, junto ao córrego.; Floresta Ombrófila Densa Montana.","MBM430143",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-05 08:05:20-03","MNHN","RECOLNAT_MNHN_P","P00625617","PreservedSpecimen",NA,"Pteridophyta","Cnemidaria","uleana","Cnemidaria uleana abitaguensis","(Domin) Stolze","Stolze",NA,NA,NA,"Spruce, R.",NA,"1858",NA,NA,"Equateur",NA,NA,"In Andibus",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00625617' target='other'> <mi>dwc_moreinfo</mi></a>","P00625617","P00625617_01",NA,NA,NA,"hb","abitaguensis",NA,NA,NA,"isotype","5364",NA
"42","2015-09-04 17:51:34-03","MNHN","RECOLNAT_MNHN_P","P01529666","PreservedSpecimen",NA,"Pteridophyta","Cnemidaria","uleana","Cnemidaria uleana uleana","(Samp.) R.M.Tryon",NA,NA,NA,NA,"Glaziou, A.",NA,"1868","5","21","Brésil",NA,NA,"Picade Trannin, Alto Macahé. R.J.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01529666' target='other'> <mi>dwc_moreinfo</mi></a>","P01529666","P01529666_01",NA,NA,NA,"hb","uleana",NA,NA,NA,NA,"2420",NA
"43","2020-09-29 14:53:15-03","UFPR","UPCB","61235","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Matos, F.B.","2016","09",NA,"Labiak, P.H. et al.","4421","2008","01","10","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, trilha para os Três Picos.","-44.600556","-22.430278","-44.600556","-22.430278","1220","1220","Rupícola, às margens de riacho. Floresta Atlântica..","UPCB0003353","UPCB0003353 UPCB0003353_1","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-29 14:53:15-03","UFPR","UPCB","80009","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Sylvestre, L.","2012","08","10","Sylvestre, L.","2256","2012","07","25","Brasil","Rio de Janeiro","Santa Maria Magdalena","Parque Estadual do Desengano. Rio Macapá.","-41.912","-21.876","-41.912","-21.876",NA,NA,"Em barranco às margens do Rio. Floresta Ombrófila Densa Montana. Rupícola..","UPCB0003352","UPCB0003352 UPCB0003352_1","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-08-03 05:22:00-03","MO","MOBOT","100475202","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","R. Villegas (LPB)",NA,NA,NA,"T. E. Boza E.|E. Renjifo|R. Villegas","Boza Espinoza 2688","2012","3","3","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Apolobamba, Comunidad Mojos, Fuertecillo, entre la senda Keara – Sumpulo.","-68.93125","-14.5977777",NA,NA,"1845.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1"
"46","2017-11-18 05:19:00-02","MO","MOBOT","1851338","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","Jiménez I.",NA,NA,NA,"Iván Jiménez","Jiménez Pérez 1048","2001","12","11","Bolivia","La Paz","Franz Tamayo",NA,"-68.91666","-14.6",NA,NA,"1660.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-08-12 05:57:00-03","MO","MOBOT","22408","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","R. G. Stolze",NA,NA,NA,"Benjamin Øllgaard|H. Balslev","Øllgaard 9292","1976","9","4","Ecuador","Tungurahua",NA,"Road Baños-Mera, 35 km from Baños. Clearing and rain forest along line from Television Plant to antenna (along Río Cashaurco).","-78.16666","-1.41666",NA,NA,"1450.00000000","1550.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-08-07 03:32:00-03","MO","MOBOT","3154412","PreservedSpecimen","Plantae","Cyatheaceae","Cnemidaria","uleana","Cnemidaria uleana","(Samp.) R.M. Tryon","M. Lehnert",NA,NA,NA,"M. Kessler|et al.","Kessler 7413","1996","7","18","Bolivia","Cochabamba","Carrasco","137 km antigua carretera Cochabamba-Villa Tunari","-65.58333","-17.1",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
