"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","685146","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"L. A. Mattos Silva","509","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685146","1979","06","15","Magnoliophyta","Oxalidales","K.Schum.","J. A. Kallunki","Bahia","Camamu","Rodovia Travessão/Camamu, km 33. Ramal à direita para a Fazenda Brahma.","-39.22","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","540711","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. W. Thomas","10528","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540711","1994","09","17","Magnoliophyta","Oxalidales","K.Schum.","J. A. Kallunki","Bahia","Ilhéus","Mata da Esperança, forest N of dam and reservoir.","-39.0692","-14.7819","0.0","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","540717","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"S. C. de Sant'Ana","470","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540717","1993","11","29","Magnoliophyta","Oxalidales","K.Schum.",NA,"Sergipe","Santa Luzia do Itanhi","Cerca de 500 m S do Distrito de Crasto (passando pelo Cemitério)","-37.4481","-11.3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00996303","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"E. P. Heringer","5412","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996303","1980","09","01","Magnoliophyta","Oxalidales","K.Schum.","A. Vicentini","Distrito Federal","Brasília","Córrego Rajadinha, afluente do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00996303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","540719","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"D. A. Bell","8886","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540719","1988","03","10","Magnoliophyta","Oxalidales","K.Schum.","S. F. Smith",NA,NA,"Tambopata Reserved Zone. Plot # 6","-69.28","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01095648","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. W. Thomas","11728","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095648","1998","02","07","Magnoliophyta","Oxalidales","K.Schum.",NA,"Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17","300","450","NY01095648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996286","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J. M. Pires","9493","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996286","1963","04","27","Magnoliophyta","Oxalidales","K.Schum.","D. A. Castaneda","Distrito Federal","Brasília","zona do calcáreo, córrego Maranhão.","-47.9294","-15.7797",NA,NA,"NY00996286_01 NY00996286_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","471876","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. Silveira","1472","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471876","1996","11","17","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Acre","Manoel Urbano","Rio Purus, margem direira, seringal Samaúma Nova, colocaçao do Sr. Narciso da Silva.","-69.2594","-8.8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 08:19:00-03","NY","NYBG","540718","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"D. Clarke","1457","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540718","1996","03","27","Magnoliophyta","Oxalidales",NA,"H. D. Clarke","Potaro-Siparuni",NA,"Region: Siparuni-Potaro, Iwokrama Rainforest Reserve; Turtle Pond transect, Essequibo River, km 0.1","-58.75","4.75","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996292","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. G. da Silva","3352","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996292","1977","07","15","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Mato Grosso",NA,"Rio Juruena, Igarapé Chuini.","-58.3804411","-11.0249185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00996287","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"R. de Lemos Fróes","24282","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996287","1949","05","14","Magnoliophyta","Oxalidales","K.Schum.","C. E. Smith, Jr.","Maranhão","São Luís","Granja Barreto, high land.","-44.3028","-2.5297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","823070","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. W. Thomas","13379","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823070","2003","03","16","Magnoliophyta","Oxalidales","K.Schum.","P. Fiaschi","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Lower forest, northern portion of reserve","-39.5306","-15.1533","275","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","472449","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"D. C. Daly","9269","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472449","1997","03","06","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Acre","Senador Guiomard","Basin of Rio Purus, Rio Iquiri, downstream from intersection with BR-364 highway.","-67.53","-10.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","471882","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. Silveira","1532","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471882","1996","11","23","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Acre","Manoel Urbano","Rio Purus, seringal Terra Nova, colocaçao Terra Nova.","-69.7947","-9.1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","540710","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. W. Thomas","9437","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540710","1992","11","14","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Bahia","Una","Reserva Biológica do Mico-IeÔo (IBAMA), 46 km north on BA-001 between Ilhéus and Una","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02714777","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J. G. Jardim","167","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474417' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714777","1993","07","13","Magnoliophyta","Oxalidales","K.Schum.","B. Clifton","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15",NA,NA,"NY02714777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","519469","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"S. C. de Sant'Ana","427","South America","Brazil","fluid-preserved",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00519469","1993","10","09","Magnoliophyta","Oxalidales","K.Schum.","K. R. B. Garden","Sergipe","Santa Luzia do Itanhi","Cerca de 2,0 km do Distrito de Crasto, na estrada p/ Santa Luzia do Itanhi","-37.4481","-11.3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","868286","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"B. A. Krukoff","5548","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868286",NA,NA,NA,"Magnoliophyta","Oxalidales","K.Schum.","C. E. Smith, Jr.","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","868287","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"B. A. Krukoff","5783","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868287",NA,NA,NA,"Magnoliophyta","Oxalidales","K.Schum.","C. E. Smith, Jr.","Acre","Sena Madureira","Basin of Rio Purus, near mouth of Rio Macaua, tributary of Rio Iaco.","-68.72","-9.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00996290","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"N. A. Rosa","2026","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996290","1977","05","28","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Mato Grosso",NA,"Rio Juruena, margem direita de Cachoeira Salto Augusto.","-58.5550234","-8.8856653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1039328","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. A. Nadruz Coelho","2304","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485503' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039328","2009","04","28","Magnoliophyta","Oxalidales","K.Schum.","M. A. Nadruz Coelho","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Barragem.","-42.9656","-22.4122",NA,NA,"NY01039328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","540714","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"R. Reitz","3207","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540714","1956","05","03","Magnoliophyta","Oxalidales","K.Schum.","R. Reitz","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1017725","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. Aparecida da Silva","4199","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017725","1999","03","28","Magnoliophyta","Oxalidales","K.Schum.",NA,"Tocantins","Pium","Ilha do Bananal. Parque do Araguaia. Próximo a Ponta da Ilha. Fazenda Velha do Rio Merces.","-50.1936","-9.8836","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00996291","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"M. G. da Silva","3352","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996291","1977","07","15","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Mato Grosso",NA,"Rio Juruena, Igarapé Chuini.","-58.3804411","-11.0249185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00996288","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"P. W. Richards","6503","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996288","1968","07","24","Magnoliophyta","Oxalidales","K.Schum.","D. A. Castaneda","Mato Grosso",NA,"Fazenda Patizal, São Félix.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","884893","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J. M. A. Braga","7303","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884893","2003","12","03","Magnoliophyta","Oxalidales","K.Schum.","M. A. Nadruz Coelho","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Aceiro Catelã.","-40.0136","-19.1039","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","202258","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. L. Balée","2342","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00202258","1986","06","10","Magnoliophyta","Oxalidales","K.Schum.","M. J. E. Coode","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","540712","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"G. G. Hatschbach","48578","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540712","1984","11","22","Magnoliophyta","Oxalidales","K.Schum.","G. G. Hatschbach","Paraná","Curitiba","Capanema","-49.2731","-25.4281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","540716","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"S. C. de Sant'Ana","427","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=569854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540716","1993","10","09","Magnoliophyta","Oxalidales","K.Schum.","K. R. B. Garden","Sergipe","Santa Luzia do Itanhi","Cerca de 2,0 km do Distrito de Crasto, na estrada p/ Santa Luzia do Itanhi","-37.4481","-11.3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01873858","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"W. W. Thomas","11728","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761117' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873858","1998","02","07","Magnoliophyta","Oxalidales","K.Schum.",NA,"Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17","300","450","NY01873858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:19:35-03","UFRJ","RFA","10304","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"G.G. Hatschbach","14375",NA,"Brasil",NA,NA,"Arvoreta","RFA40086","1966","05","19",NA,NA,"K.Schum.","G.G. Hatschbach","Paraná","Morretes","Estrada Graciosa, Vista Cavalcante","-48.834400177002","-25.476900100708","500","500",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:30:08-03","UFRJ","RFA","4464","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"E. Pereira","4142",NA,"Brasil",NA,NA,"Arbusto com fruto","RFA40097","1958","09","03",NA,NA,"K.Schum.","A.S.P. Boeira","Rio de Janeiro","Rio de Janeiro","Sumaré","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","2009","12","18",NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:19:35-03","UFRJ","RFA","26101","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"F.M.B.Pereira","46/57",NA,"Brasil",NA,NA,"Arbusto, 4m de altura, 9cm de DAP, folha verde, flor palha, rara no local","RFA29842","2000","12","15",NA,NA,"K.Schum.","M. Nadruz","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519722","-20.2075","575","575",NA,NA,NA,"2001","12","05","42º31'11''W","20º12'27''S",NA,NA,NA,NA
