"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","recordNumber","locality","occurrenceRemarks","order","continentOcean","typeStatus","preparationType","individualCount","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","sex"
"11","2020-09-02 16:34:44-03","Cenargen","CEN","39705","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1998","10","28","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00039705","CEN00039705 CEN00039705_1","auto","2000","12","795","Campo as margens do córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul.","Área anteriormente queimada. Observadas mais de 150 plantas em floração. Pseudobulbos completamente enterrados. Em plena floração. Sépalos uniformemente marrom-esverdeados ou com pintas mais escuras próximas a base. Lobos laterais e bordas do lobo central do labelo avermelhados, centro e calo amarelados. Flora do Brasil - Brasília - Distrito Federal.",NA,NA,NA,"Unicata","1",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-02 16:34:44-03","Cenargen","CEN","33576","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1999","03","18","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00033576","CEN00033576","auto","2000","10","925","Campo as margens do Córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul.","Erva em bolsão de campo sujo entre mata ciliar e campo limpo úmido. Solo acinzentado, argilo-arenoso, seco. Área queimada durante a seca. Abundante no local. Pseudobulbos completamente enterrados. Coletada afim de documentar a parte vegetativa e fruto da espécie. Floração da mesma população ocorreu no final de outubro a começo de novembro de 1998.",NA,NA,NA,"Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-02 16:34:44-03","Cenargen","CEN","58119","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","2003","10","00","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00058119","CEN00058119","auto","2004","10","795","RA-I. Campo as margens do córrego do Gama, atrás do aeroporto, do lado do córrego oposto ao aeroporto, a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul.","Pseudobulbos completamente enterrados, externamente vinosos. Ovário e pedicelo marrom escuro. Sépalas com a base clara, verde-amarronzada, para o ápice marrom escuro. Pétalas da base até aproximadamente o meio, castanhas, do meio para o ápice marrom mais escuro. Labelo com os lobos laterais e as margens do lobo central alaranjados a vermelho-alaranjado. OBS.: A partir de material coletado no local e mantido em cultivo no CENARGEN em Brasília.2ª floração em cultivo. Demais informações na exsicata",NA,NA,NA,"Exsicatas","2",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-02 16:34:44-03","Cenargen","CEN","45585","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","2002","10","05","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00045585","CEN00045585","auto","2002","10","1310","RA-VIII, Núcleo Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do Zoo. Área próx. as chácaras ao lado da pista (DF-003) para o Núcleo Bandeirante, do lado oposto a sede do santuário.","Área anteriormente queimada, talvez a cerca de 2 meses. Pseudobulbos completamente enterrados, externamente vinosos. Comum em dois pontos do local, na parte mais baixa do campo, próximo a pista de terra. Em plena floração. Pétalas da base até aproximadamente o meio castanhas, do meio para o ápice marrom mais escuro. Mesmo local e população do tipo da espécie, L. B.Bianchetti et al 1515. Restante das informações na Exsicata. Doação Flora do Brasil - Distrito Federal - Brasília.",NA,NA,NA,"Exsicatas","3",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-02 16:34:44-03","Cenargen","CEN","21169","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1994","11","26","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00021169","CEN00021169","auto","2010","12","430","Santuário do Riacho Fundo.","Pseudo-bulbos completamente enterrados. Parte vegetativa coletada de exemplar que não floresceu. Outros exemplares da população floresceram, este ano, principalmente entre a 2ª e 3ª semanas de outubro. Exemplar coletado afim de documentar o pleno desenvolvimento das folhas na espécie. Exatamente mesmo local e população de coleta dos nºs: Salles 1514 HEPH 6885). Bianchetti&Salles 956 (CEN), Bianchetti & Alli, Batista 339 (CEN) e Oliveira 012 (UB 4415-6).",NA,NA,NA,"Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-02 16:34:44-03","Cenargen","CEN","39749","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","L. B. Bianchetti & J. A. N. Batista","Luciano de Bem Bianchetti","1994","10","15","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00039749","CEN00039749","auto","2000","06","1515","Santuário Ecológico do Riacho Fundo.","HOLOTYPUS. Base das pétalas e sépalas creme. Ápice manchado de marrom-vinoso. Labelo com mancha central amarela, expansões laterais e margem do labelo vermelho-alaranjado. Pseudo-bulbos enterrados.",NA,NA,"HOLOTYPUS","Exsicatas","4","1020","1020",NA,NA,NA,NA,NA,NA
"17","2020-09-02 16:34:44-03","Cenargen","CEN","37153","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista","João Aguiar Nogueira Batista","2001","01","11","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00037153","CEN00037153","auto","2001","01","1169","Santuário Ecológico do Riacho Fundo.","Área anteriormente não queimada, observando vários exemplares concentrados em dois pontos do campo, pseudobulbos completamente enterrados, em pleno desenvolvimento vegetativo, não observado inflorescências secas ou frutos, Flora do Brasil - Distrito Federal - Brasília.",NA,NA,NA,"Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-02 16:34:44-03","Cenargen","CEN","18226","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1992","10","18","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00018226","CEN00018226 CEN00018226_1","auto","2000","12","339","Santuário Ecológico do Riacho Fundo.","Observado uma população relativamente grande no local. A maior parte das plantas, restritas a um ponto específico do campo. Todas as plantas crescendo em área anteriormente queimada.",NA,NA,NA,"Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-02 16:34:44-03","Cenargen","CEN","14921","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","J. A. N. Batista & L. B. Bianchetti","Luciano de Bem Bianchetti","1990","09","26","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00014921","CEN00014921","auto","2000","12","956","Santuário Ecológico do Riacho Fundo.","Pétalas e sépalas com base creme e ápice manchado de marrom vinoso; labelo com a parte central amarelo vivo; margem e expansão laterais vermelho amarronzado. Pseudo-bulbos enterrados.",NA,NA,NA,"Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-07 09:19:55-03","UEFS","HUEFS","78844","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.",NA,"Batista, J.A.N.","1998","10","28","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","HUEFS0078844",NA,"auto",NA,NA,"795","Campo as margens do córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra a QI17 do lago do sul.",NA,"Asparagales",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"21","2019-10-07 09:19:55-03","UEFS","HUEFS","78847","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.",NA,"Batista, J.A.N.","2002","10","05","Brasil","Distrito Federal",NA,NA,NA,NA,"HUEFS0078847",NA,NA,NA,NA,"1310","Núcleo Bandeirante. RA - VII. Santuário ecológico do Riacho Fundo. Entre o Balão do aeroporto e o núcleo Bandeirante. Atrás do zoológico.",NA,"Asparagales",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"22","2015-02-26 09:30:04-03","NHMLondon","NHM-LONDON-BOT","BM000901055","S","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianchetti & J.A.N.Bat.",NA,"Collaboration; J.A.N. Batista, L. deB-Bianchetti","2004","10",NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"795B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","NHMUK:ecatalogue:4655076",NA,NA
"23","2019-11-21 10:13:06-03","IBt","SP","369180","S","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","Bianchetti, LB; Batista, JAN","Bianchetti, LB; Batista, JAN","1994","10","15","Brasil","Distrito Federal","Brasília","-47.95","-15.85",NA,"SP002029","SP002029",NA,"2000","06","1515","Santuário Ecológico do Riacho Fundo. Campo sujo recém-queimado","Erva terrestre com pseudobulbos completamente enterrados. Base das pétalas e sépalas creme, ápice manchado de marrom-vinoso. Labelo com mancha central amarela, expansões laterais e margem do labelo vermelho-alaranjado",NA,NA,"Isotype",NA,NA,"1020","1020",NA,"-47.95","-15.85",NA,NA,NA
"24","2019-11-21 10:13:06-03","IBt","SP","369180a","Extra","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","Bianchetti, LB; Batista, JAN","Bianchetti, LB; Batista, JAN","1994","10","15","Brasil","Distrito Federal","Brasília","-47.95","-15.85",NA,"SP002030","SP002030",NA,"2000","06","1515","Santuário Ecológico do Riacho Fundo. Campo sujo recém-queimado","Erva terrestre com pseudobulbos completamente enterrados. Base das pétalas e sépalas creme, ápice manchado de marrom-vinoso. Labelo com mancha central amarela, expansões laterais e margem do labelo vermelho-alaranjado",NA,NA,"Isotype",NA,NA,"1020","1020",NA,"-47.95","-15.85",NA,NA,NA
"25","2019-11-21 10:13:06-03","IBt","SP","369173","S","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","Bianchetti, LB; Batista, JAN","Batista, JAN; Bianchetti, LB","1998","10","28","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570",NA,NA,"auto","2000","12","795","Campo as margens do Córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul. Bolsão de campo sujo entre mata ciliar e campo limpo úmido. Solo acinzentado, argilo-aren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 10:13:06-03","IBt","SP","369183","S","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianch. & J.A.N.Bat.","Bianchetti, LB; Batista, JAN","Batista, JAN","2002","10","05","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570",NA,NA,"auto","2002","10","1310","RA-VIII, Núcleo Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do zoológico. Área próxima as chácaras ao lado da pista (DF - 003) para o Núcleo Bandeirante, do lado oposto a sede do santuári",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2010-08-16 16:42:58-03","AMES","HU-HERB","AMES 00217472","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyrtopodium","latifolium","Cyrtopodium latifolium","Bianchetti & J. A. N. Bat.",NA,"L. B. Bianchetti & J. A. N. Batista","1994","10","15","Brazil","Distrito Federal",NA,"-48","-15.9",NA,NA,NA,NA,NA,NA,"1515","Brasilia, Santuário Ecológico do Riacho Fundo, campo Sujo, recem queimado",NA,NA,"South America","Isotype","Sheet",NA,"1020",NA,NA,NA,NA,NA,"1515","undetermined"
