"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"18","2020-09-23 10:41:46-03","E","E","105317","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Gottsberger, I.S. & Gottsberger, G.K.",NA,"E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:114920","<a href=http://data.rbge.org.uk/herb/E00105317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00105317","1975","03","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","495614","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. Gardner","1751","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495614","1836",NA,NA,"Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Brasilia","NY00495614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00994813","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","J. M. Pires","9192","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994813","1963","04","18","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Entre UNB e Parq. Flor.","NY00994813_01","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00994835","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","E. P. Heringer","2284","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994835","1979","10","09","Magnoliophyta","Ericales","Mart.","J. J. Pipoly",NA,"NY00994835_01","Goiás","Alto Paraíso de Goiás","-47.5097","-14.1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00994828","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","B. D. Sucre","600","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994828","1965","06","17","Magnoliophyta","Ericales","Mart.",NA,"Cerrada da Chapada do Rio Preto.","NY00994828_01","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00994827","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","B. D. Sucre","600","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994827","1965","06","17","Magnoliophyta","Ericales","Mart.",NA,"Cerrada da Chapada do Rio Preto.","NY00994827_01","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00994832","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","L. Riedel","575et 626","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994832","1829","10",NA,"Magnoliophyta","Ericales","Mart.",NA,"Brasilia","NY00994832_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00994814","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","H. S. Irwin","9626","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994814","1965","10","28","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Chapada da Contagem, ca. 20 km N.E. of Brasília","NY00994814_01","Distrito Federal","Brasília","-47.78471","-15.6555","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02862417","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. Martinelli","18072","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3272160' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862417","2013","02","20","Magnoliophyta","Ericales","Mart.",NA,"Parque Nacional da Serra das Confusões. localidade do Baixão do Sobrado.","NY02862417_01","Piauí","Caracol","-43.5","-9.2138889","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00994854","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","J. A. Ratter","R.2084","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994854","1968","07","04","Magnoliophyta","Ericales","Mart.",NA,"Close to the Base Camp of the Expedition. (Base Camp c. 270 km N. of Xavantina on the Xavantina - São Felix road.)","NY00994854_01","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00994845","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","R. C. de Mendonça","250","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994845","1983","10","02","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Reserva Ecológica do IBGE. Prente para BR-251.","NY00994845_01","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","495607","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. T. Prance","29455","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495607","1985","07","10","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Trail up lower slopes of Western Massif of Serra Aracá","NY00495607_01","Amazonas",NA,"-63.3745909","0.9016571","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","632149","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","W. Ganev","414","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632149","1992","06","04","Magnoliophyta","Ericales","Mart.","Y. B. Harvey","Gerais do Pastinho","NY00632149_01","Bahia","Abaíra","-41.66","-13.25","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00749553","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","P. Fiaschi","2814","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749553","2005","03","17","Magnoliophyta","Ericales","Mart.","P. Fiaschi","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à serra das Lontras","NY00749553_01","Bahia","Arataca","-39.4080556","-15.2027778","600","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2699617","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. T. Prance","29710","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994181' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699617","1985","07","20","Magnoliophyta","Ericales","Mart.",NA,"Middle slopes of Western Massif of Serra Aracá",NA,"Amazonas",NA,"-63.3745909","0.9016571","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00994841","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","L. Riedel","575et 625","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994841","1829","10",NA,"Magnoliophyta","Ericales","Mart.",NA,"In collibus siccis.","NY00994841_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00994848","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. G. Hatschbach","41694","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994848","1978","10","25","Magnoliophyta","Ericales","Mart.","S. F. Smith",NA,"NY00994848_01","Goiás","Cristalina","-47.6133","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01166003","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","C. R. Sperling","5835","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01166003","1982","05","26","Magnoliophyta","Ericales","Mart.",NA,"Serra dos Carajás. Serra Norte, 2 Km west of AMZA camp N-5","NY01166003_01","Pará",NA,"-50.13","-6.08","600","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","495608","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","R. M. Harley","15298","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495608","1974","01","19","Magnoliophyta","Ericales","Mart.",NA,"Serra Do Rio De Contas. 10 km. N. of town of Rio de Contas on road to Mato Grosso","NY00495608_01","Bahia",NA,"-41.83","-13.47","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00994864","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","P. Clausen","248","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994864","1838",NA,NA,"Magnoliophyta","Ericales","Mart.",NA,NA,"NY00994864_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01166013","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. Davidse","17667","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305817' target='other'> <mi>dwc_moreinfo</mi></a>","NY01166013","1980","03","31","Magnoliophyta","Ericales","Mart.",NA,"Ca. 9 km southeast of Vigia along highway (PA-140) to Belém.","NY01166013_01","Pará","Vigía","-48.066667","-0.916667","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00994815","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","H. S. Irwin","12189","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994815","1966","02","02","Magnoliophyta","Ericales","Mart.","J. J. Pipoly",NA,"NY00994815_01","Distrito Federal","Brasília","-47.9167","-15.7833","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00994844","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","D. Philcox","4359","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994844","1968","02","26","Magnoliophyta","Ericales","Mart.",NA,"Road between Base Camp and main road.","NY00994844_01","Mato Grosso",NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00994822","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","H. S. Irwin","23716","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994822","1969","02","23","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Serra do Espinhaço, Serra dos Três Irmãos, ca. 25 km west of Montes Claros, road to Agua Boa.","NY00994822_01","Minas Gerais",NA,"-43.64425","-16.78765","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00994825","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","W. W. Thomas","4201","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994825","1985","10","04","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Muns. Sinop & Colider: Cerrado and adjacent forest of Serra Formosa along BR 080, 65 km E of junction with BR 163.","NY00994825_01","Mato Grosso",NA,"-54.43","-10.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00994833","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. T. Prance","19215","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994833","1973","10","19","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Between Buriti and Chapada dos Guimarães.","NY00994833_01","Mato Grosso",NA,"-55.7608333","-15.4436","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00994840","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","L. Riedel","576","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994840","1829","10",NA,"Magnoliophyta","Ericales","Mart.",NA,"In collibus siccis.","NY00994840_01","Minas Gerais","Brasília de Minas","-44.4331","-16.2067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02099187","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","J. G. Jardim","860","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263354' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099187","1996","07","23","Magnoliophyta","Ericales","Mart.","J. M. Ricketson","Serra da Onça. Estrada Santa Luzia/Una, entrada ao 11.3 km a E da sede do município. Ca. 4.5 km da entrada.","NY02099187_01","Bahia","Santa Luzia","-39.2569077","-15.3417536","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00994820","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","H. S. Irwin","23122","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994820","1969","02","11","Magnoliophyta","Ericales","Mart.","J. J. Pipoly","Serra do Espinhaço, ca. 33 km N.E. of Francisco Sá, on road to Salinas","NY00994820_01","Minas Gerais",NA,"-43.2439","-16.4147","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
