"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"454","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","13914","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","G. Hatschbach",NA,"América do Sul","Brasil",NA,NA,"Arbusto 1,5 m, flor creme esverdeada com forte cheiro de mel;",NA,NA,NA,NA,"Tracheophyta","Primulales","Mart.","A. Schinini","serra do cabral",NA,"Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"455","2020-08-31 08:50:58-03","INPA","INPA","99170","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Irwin, HS","12189","Southern America","Brasil",NA,NA,NA,"INPA0099170","1966","02","02","Dicotyledon","Ericales","Mart.","Pipoly III, JJ",NA,"INPA0099170 INPA0099170_e INPA0099170_e1","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","950","950","70570","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-01-10 20:41:53-03","INPA","INPA","101490","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Martinelli, G","6861","Southern America","Brasil",NA,NA,NA,"INPA0101490","1980","06","08","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","Campos de Ariramba, Campos do Ariramba, campinas inundáveis da margem do rio Jaramacurá","INPA0101490 INPA0101490_e INPA0101490_e1","Pará","Oriximinã","-55.759129","1.164599","80","80",NA,NA,"1984","-55.759129","1.164599",NA,NA,NA,NA,NA,NA,NA,NA
"457","2021-01-10 20:41:53-03","INPA","INPA","12077","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Ducke, A","MG12077","Southern America","Brasil",NA,NA,NA,"INPA0012077","1909","03","12","Dicotyledon","Ericales","Mart.",NA,"Tapajós","INPA0012077 INPA0012077_e INPA0012077_e1","Pará","Santarém","-55.166667","-2.733333",NA,NA,NA,NA,NA,"-55.166667","-2.733333",NA,NA,NA,NA,NA,NA,NA,NA
"458","2021-01-10 20:41:53-03","INPA","INPA","130358","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Maury, CM","344","Southern America","Brasil",NA,NA,NA,"INPA0130358","1982","12","07","Dicotyledon","Ericales","Mart.","Freitas, MF de","Reserva Biológica de Águas Emendadas","INPA0130358 INPA0130358_e","Distrito Federal",NA,"-47.616667","-15.633333","1000","1000",NA,NA,"2014","-47.616667","-15.633333","03","18",NA,NA,NA,NA,NA,NA
"459","2020-08-31 08:50:58-03","INPA","INPA","147189","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Prance, GT","29455","Southern America","Brasil",NA,NA,NA,"INPA0147189","1985","07","10","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","Serra do Aracá, Tail up lower slopes of Western Massif of Serra Aracá. Medium forest.","INPA0147189 INPA0147189_e INPA0147189_e1","Amazonas","Barcelos","-63.35","0.833333","600","600",NA,NA,"1986","-63.35","0.833333",NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-08-31 08:50:58-03","INPA","INPA","151019","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Thomas, WW","4488","Southern America","Brasil",NA,NA,NA,"INPA0151019","1985","10","21","Dicotyledon","Ericales","Mart.","Carrijo, T","Chap. dos Guimarães, Véu da Noiva, R. Coxipoinho., Chapada dos Guimarães, Véu da Noiva falls, along Rio Coxipozinho at base of falls. Gallery forest.","INPA0151019 INPA0151019_1 INPA0151019_e INPA0151019_e1 INPA0151019_nd","Mato Grosso","Cuiabá","-55.833333","-15.4",NA,NA,NA,NA,NA,"-55.833333","-15.4",NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-08-31 08:50:58-03","INPA","INPA","205883","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Rezende, AV","23","Southern America","Brasil",NA,NA,NA,"INPA0205883","1990","11","07","Dicotyledon","Ericales","Mart.",NA,"Fazenda Jatobá","INPA0205883 INPA0205883_e","Bahia","Correntina","-45.766667","-13.233333",NA,NA,NA,NA,NA,"-45.766667","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-08-31 08:50:58-03","INPA","INPA","206350","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Kirkbride Junior, JH","4525","Southern America","Brasil",NA,NA,NA,"INPA0206350","1981","10","26","Dicotyledon","Ericales","Mart.",NA,"Na Fazenda Vale Verde, perto do Córrego Açude","INPA0206350 INPA0206350_e","Distrito Federal",NA,"-47.466667","-15.65",NA,NA,NA,NA,NA,"-47.466667","-15.65",NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-08-31 08:50:58-03","INPA","INPA","206353","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Kirkbride Junior, JH","5220","Southern America","Brasil",NA,NA,NA,"INPA0206353","1983","04","13","Dicotyledon","Ericales","Mart.","Proença, CEB","1.5 km W da Escola Fazendária","INPA0206353 INPA0206353_e","Distrito Federal",NA,"-47.816667","-15.85","1100","1100",NA,NA,"1994","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-08-31 08:50:58-03","INPA","INPA","213844","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Alarcón, JGS","23","Southern America","Brasil",NA,NA,NA,"INPA0213844","2003","12","01","Dicotyledon","Ericales","Mart.","Santos, JL dos","Caicubi, Parcela N° 42.","INPA0213844 INPA0213844_e","Roraima","Caracaraí","-62.089167","-1.028611",NA,NA,NA,NA,"2004","-62.089167","-1.028611","01",NA,NA,NA,NA,NA,NA,NA
"465","2020-08-31 08:50:58-03","INPA","INPA","214154","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Jansen-Jacobs, MJ","3436","Southern America","Guyana",NA,NA,NA,"INPA0214154","1994","01","28","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","Rupununi Distr., Kanuku Mts., Two-Head Mt. Cloud forest.","INPA0214154 INPA0214154_e",NA,NA,"-59.116667","3.15","760","760",NA,NA,"1999","-59.116667","3.15",NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-08-31 08:50:58-03","INPA","INPA","233324","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Proença, CEB","3564","Southern America","Brasil",NA,NA,NA,"INPA0233324","2008","10","29","Dicotyledon","Ericales","Mart.","Proença, CEB","Memorial das Idades do Brasil. Em frente à ML11. Cerrado.","INPA0233324 INPA0233324_e","Distrito Federal",NA,"-47.804444","-15.78","1053","1053",NA,NA,NA,"-47.804444","-15.78",NA,NA,NA,NA,NA,NA,NA,NA
"467","2021-01-10 20:41:53-03","INPA","INPA","245655","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Lourenço, LR","13","Southern America","Brasil",NA,NA,NA,"INPA0245655","2007","06","06","Dicotyledon","Ericales","Mart.","Proença, CEB","FAL - Fazenda Água Limpa - Estação Experimental da UnB","INPA0245655 INPA0245655_e","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"468","2020-08-31 08:50:58-03","INPA","INPA","245767","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Proença, CEB","3564","Southern America","Brasil",NA,NA,NA,"INPA0245767","2008","10","29","Dicotyledon","Ericales","Mart.","Proença, CEB","Memorial das Idades do Brasil. Em frente à ML11.","INPA0245767 INPA0245767_e","Distrito Federal",NA,"-47.804444","-15.78","1053","1053",NA,NA,NA,"-47.804444","-15.78",NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-08-31 08:50:58-03","INPA","INPA","89007","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Vieira, MGG","682","Southern America","Brasil",NA,NA,NA,"INPA0089007","1979","10","26","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","16 Km próximo de Vilhena","INPA0089007 INPA0089007_e INPA0089007_e1","Rondônia","Vilhena","-60.166667","-12.75",NA,NA,NA,NA,"1983","-60.166667","-12.75",NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-08-31 08:50:58-03","INPA","INPA","99187","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Irwin, HS","27477","Southern America","Brasil",NA,NA,NA,"INPA0099187","1970","03","14","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","18 Km E of Diamantina","INPA0099187 INPA0099187_e INPA0099187_e1","Minas Gerais",NA,NA,NA,"1000","1000",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2021-01-10 20:41:53-03","INPA","INPA","272098","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Pires, JM","52152","Southern America","Brasil",NA,NA,NA,"INPA0272098","1962","07","13","Dicotyledon","Ericales","Mart.","Carijo, T","Rio Pedreira, Along edge of igarape road to Amapá, vic, km 108, rio Pedreira.",NA,"Amapá",NA,"-52.916667","-0.916667",NA,NA,NA,NA,"2010","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA
"472","2021-01-10 20:41:53-03","INPA","INPA","139712","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Maury, CM","344","Southern America","Brasil",NA,NA,NA,"INPA0139712","1982","12","07","Dicotyledon","Ericales","Mart.","Freitas, MF de","Reserva Biológica de Águas Emendadas",NA,"Distrito Federal",NA,"-47.616667","-15.633333","1000","1000",NA,NA,"2014","-47.616667","-15.633333","03","18",NA,NA,NA,NA,NA,NA
"473","2020-08-31 08:50:58-03","INPA","INPA","206351","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Violatti, LG","243","Southern America","Brasil",NA,NA,NA,"INPA0206351","1991","03","04","Dicotyledon","Ericales","Mart.",NA,"Fazenda Jatobá. Estrada da fazenda Salgada, caapão de mato","INPA0206351 INPA0206351_e","Bahia","Correntina","-46.25","-13.233333",NA,NA,NA,NA,NA,"-46.25","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-08-31 08:50:58-03","INPA","INPA","131387","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Davidse, G","17544","Southern America","Brasil",NA,NA,NA,"INPA0131387","1980","03","29","Dicotyledon","Ericales","Mart.","Pipoly III, JJ","36 Km southeast of Vigia, along Highway PA-140 to Belém","INPA0131387 INPA0131387_e INPA0131387_nd","Pará","Vigía","-48.116667","-1.05","50","50",NA,NA,"1982","-48.116667","-1.05",NA,NA,NA,NA,NA,NA,NA,NA
"475","2017-11-24 14:12:13-02","UFLA","ESAL","3954","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Castro Neto, P","s.n.",NA,"Brasil",NA,NA,"arbusto; 1,0; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Campo do Meio","-45.8302993774414","-21.1067008972168",NA,NA,"15418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-12-17 13:53:24-03","UFLA","ESAL","32279","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Santos, RM","45",NA,"Brasil",NA,NA,"Arbórea",NA,"2019","08","15",NA,NA,"Mart.","Santos, RM","Mata do Parque das Águas, Borda da cidade 1 (BC1)",NA,"Minas Gerais","Cambuquira","-45.2957992553711","-21.8521995544434",NA,NA,"15166","auto","2019",NA,NA,"08","15",NA,NA,NA,NA,NA,NA
"477","2017-11-24 14:12:13-02","UFLA","ESAL","3482","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Pereira, SC","s.n.",NA,"Brasil",NA,NA,"arbusto; 2,0; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Campo do Meio","-45.8302993774414","-21.1067008972168",NA,NA,"15418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2017-11-24 14:12:13-02","UFLA","ESAL","14281","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Simone Mendes","s.n.",NA,"Brasil",NA,NA,"sub-arbusto; 0,5; amarela;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"Minas Gerais","Divinópolis","-44.8838996887207","-20.1389007568359",NA,NA,"24731","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2017-11-24 14:12:13-02","UFLA","ESAL","10546","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Oliveira, FM de","53",NA,"Brasil",NA,NA,"arbusto; 1,0; amarela;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Bairro Belvedere",NA,"Minas Gerais","Divinópolis","-44.8838996887207","-20.1389007568359",NA,NA,"24731","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2017-11-24 14:12:13-02","UFLA","ESAL","2790","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Carvalho, DA","s.n.",NA,"Brasil",NA,NA,"arbusto; 1,20; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Campo do Meio","-45.8302993774414","-21.1067008972168",NA,NA,"15418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2017-11-24 14:12:13-02","UFLA","ESAL","3284","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Castro Neto, P","s.n.",NA,"Brasil",NA,NA,"arbusto; 1,0; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Pimenta","-45.798900604248","-20.4839000701904",NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2017-11-24 14:12:13-02","UFLA","ESAL","2672","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Carvalho, DA","s.n.",NA,"Brasil",NA,NA,"arbusto; 1,5; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Pimenta","-45.798900604248","-20.4839000701904",NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2017-11-24 14:12:13-02","UFLA","ESAL","2702","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Carvalho, DA","s.n.",NA,"Brasil",NA,NA,"arbusto; 2,0; ;; cerrado",NA,NA,NA,NA,NA,NA,"Mart.","D. A. C.",NA,NA,"Minas Gerais","Pimenta","-45.798900604248","-20.4839000701904",NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-12-19 11:19:47-03","UFG","UFG","18344","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Proença, C.; Garofalo, C.R.","1337",NA,"Brasil",NA,NA,"Arbusto de 1,8m de altura, flor creme-rosada, fruto verde, ovário vináceo, filetes rosados, pétalas creme, flor sem perfume. Ocasional.",NA,"1995","11","20",NA,NA,"Mart.","Proença, C.","Reserva Ecológica do Jardim Botânico de Brasília, Cerrado.",NA,"Distrito Federal","Brasília","-47.833333","-15.866667","1070","1070",NA,NA,"1995","-47.833333","-15.866667","11","20",NA,NA,NA,NA,NA,NA
"485","2019-12-19 11:19:47-03","UFG","UFG","24076","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Walter, B.M.T.; Silva, G.P.; Xavier, S.; Costa, F.; Santos, H.; Silva, S.; Tavares, G. & Mendonç","1409",NA,"Brasil",NA,NA,"Árvore co 9m de atura, frutos imaturos verdes, maduros vermelhos.",NA,"1992","04","15",NA,NA,"Mart.","Cordovil, S.P.","Serra Negra, Base (quarto inferior) da Serra Negra, área dentro da fazenda Niquel-Tocantins. Próximo ao rio Bagagem. Mata mesofítica (seca), em processo de exploração de madeireira. Solo areno-argiloso com afloramentos de rocha frequentes. Relevo aci",NA,"Goiás","Niquelândia","-48.316667","-14.033333","450","450",NA,NA,"1995","-48.316667","-14.033333","07",NA,NA,NA,NA,NA,NA,NA
"486","2019-06-10 10:11:30-03","FZB-BH","BHZB","6750","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Ordones, J. et al.","1392",NA,"Brasil",NA,NA,"Nº 236. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C.",NA,"2008","01","23",NA,NA,NA,NA,"FZBBH/ Camelo",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2019-06-10 10:11:30-03","FZB-BH","BHZB","4082","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Faria, F.","47",NA,"Brasil",NA,NA,"Folha coriácea.",NA,"2002","10","11",NA,NA,NA,"M.F, Freitas","FZBBH/",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto","2012",NA,NA,"12","07",NA,NA,NA,NA,NA,NA
"488","2019-06-10 10:11:30-03","FZB-BH","BHZB","6533","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Ordones, J. et al.","1172",NA,"Brasil",NA,NA,"Nº 333. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C.",NA,"2008","03","26",NA,NA,NA,"MF, Freitas","FZBBH/ Praça Nacional",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-06-10 10:11:30-03","FZB-BH","BHZB","10551","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Santos, S.A.",NA,NA,"Brasil",NA,NA,NA,NA,"2014","05","28",NA,NA,NA,NA,"FZBBH- Próximo ao caminho dos pedestres , portaria II",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-06-10 10:11:13-03","FZB-BH","BHZB","11571","S","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Silva,L.V.C.","1477",NA,"Brasil",NA,NA,"com duplicata",NA,"2016","04","25",NA,NA,NA,NA,"Sítio Aeroportuário de Confins",NA,"MG","Confins",NA,"-19.614167","812","812",NA,NA,NA,"43W 58' 15 ,","19S 36' 51",NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-06-10 10:11:30-03","FZB-BH","BHZB","88","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Fernandes, M.G.C.",NA,NA,"Brasil",NA,NA,"Duplicata doada para Herbário RB em nov 2012",NA,"2000","10","17",NA,NA,NA,"Confirmada Maria de Fatima Freitas","FZB-BH",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto","2012",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"492","2019-06-10 10:11:30-03","FZB-BH","BHZB","5438","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Fernandes, M.G.C.",NA,NA,"Brasil",NA,NA,NA,NA,"2005","10","20",NA,NA,NA,"M.F. Freitas","FZB/BH",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto","2012",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"493","2019-06-10 10:11:30-03","FZB-BH","BHZB","4089","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Faria, F.","54",NA,"Brasil",NA,NA,"Duplicata.doada para jbrj em Nov 2012.",NA,"2002","10","24",NA,NA,NA,"Maria de Fátima Freitas","FZBBH/",NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto","2012",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"494","2020-11-18 11:49:54-03","UERJ","HRJ","288","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","L.C. Lobato","s.n.",NA,"Brasil",NA,NA,NA,"HRJ00000288","1985","02","26",NA,NA,"Mart.",NA,NA,NA,"Pará","Colares","-48.2817001342773","-0.936667025089264",NA,NA,"18785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2021-03-01 11:51:10-03","UFPE","UFP","76691","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Eiten, G; Eiten, LT","9191",NA,"Brasil",NA,NA,"This n°: shrub 1 1/4 m tall. Tepals and filaments light green, anthers buff turning to light brown. All specimens of this n° from on individual.; Cerradão (just outside of gallery forest).","UFP076691","1968","10","09",NA,NA,"Mart.","Pipoly, JJ",NA,NA,"Mato Grosso","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,"-51.75","-12.85",NA,NA,NA,NA,NA,NA,NA,NA
"496","2020-09-12 05:00:02-03","US","US","1484183","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Riedel, --","575/626","South America - Neotropics","Brazil",NA,NA,NA,"US03114527","1829","10",NA,NA,"Primulales","Mart.",NA,"In collibus ficcis M. Ger.","US03114527_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"497","2020-09-12 05:00:02-03","US","US","2862652","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","14632","South America - Neotropics","Brazil",NA,NA,NA,"US03114492","1966","4","12",NA,"Primulales","Mart.",NA,"Planalto do Brasil. Drainage of the Rio Corrente, Western Bahia.","US03114492_01","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"498","2020-09-12 05:00:02-03","US","US","2436481","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","E. P. Heringer","5122","South America","Brazil",NA,NA,NA,"US03114517",NA,NA,NA,NA,"Primulales","Mart.",NA,"Hôrto Florestal de Paraopeba - MG. Cerrado bom.","US03114517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"499","2020-09-12 05:00:02-03","US","US","3370589","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","G. Hatschbach, M. M. Hatschbach & V. Nicolack","54247","South America - Neotropics","Brazil",NA,NA,NA,"US03114506","1990","6","13",NA,"Primulales","Mart.",NA,"Rio Santa Clara (mun. Cristália).","US03114506_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"500","2020-09-12 05:00:02-03","US","US","3149331","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","D. Andrade-Lima","70-5878","South America - Neotropics","Brazil",NA,NA,NA,"US03114536","1970","5","17",NA,"Primulales","Mart.",NA,"CE - Crato. Sombra das capoeiras e matas da Serra do Araripe.","US03114536_01","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"501","2020-09-12 05:00:02-03","US","US","3060566","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","E. P. Heringer, T. S. Filgueiras, F. R. Mendonca & B. A. S. Pereira","6973","South America - Neotropics","Brazil",NA,NA,NA,"US03114483","1981","5","20",NA,"Primulales","Mart.",NA,"BR-251, próximo do trevo DF-11.","US03114483_01","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"502","2020-09-12 05:00:02-03","US","US","2436440","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","E. P. Heringer","9089/1283","South America - Neotropics","Brazil",NA,NA,NA,"US03114488",NA,NA,NA,NA,"Primulales","Mart.",NA,"Parque do Guará, Brasília. Planta de Cerrado.","US03114488_01","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"503","2020-09-12 05:00:02-03","US","US","3149325","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Academia Brasileira de Ciências","1141","South America - Neotropics","Brazil",NA,NA,NA,"US03114535","1971","12","2",NA,"Primulales","Mart.",NA,"CE - Crato. Cerradão no inícioda estrada para Araripina. Alto da serra do Araripe. Á meia sombra.","US03114535_01","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"504","2020-09-12 05:00:02-03","US","US","3422636","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","G. Hatschbach, M. M. Hatschbach & J. M. Silva","73807","South America - Neotropics","Brazil",NA,NA,NA,"US03114504","2002","8","23",NA,"Primulales","Mart.",NA,"Serra do Cabral, subida Buenópolis para Estrada Real (Mun. Buenópolis).","US03114504_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"505","2020-09-12 05:00:02-03","US","US","3107658","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","D. Alvarenga & E. C. Lopes","435","South America - Neotropics","Brazil",NA,NA,NA,"US03114507","1989","9","19",NA,"Primulales","Mart.",NA,"Reserva Ecológica do IBGE. Cerrado Sul.","US03114507_01","Distrito Federal",NA,"-47.8814","-15.9561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"506","2020-09-12 05:00:02-03","US","US","2544304","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","E. P. Heringer","9386","South America","Brazil",NA,NA,NA,"US03114515",NA,NA,NA,NA,"Primulales","Mart.",NA,"Hôrto Florestal de Paraopeba, MG. Mata.","US03114515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"507","2020-09-12 05:00:02-03","US","US","1932660","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","L. O. Williams & V. Assis","6104","South America - Neotropics","Brazil",NA,NA,NA,"US03114521","1945","3",NA,NA,"Primulales","Mart.",NA,"In campo. Bento Pires, near Belo Horizonte.","US03114521_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
