"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"11","2015-12-13 18:35:07-02","ASU","ASU-PLANTS","ASU0082720","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","J.E.Q. Faria; M.E.L. Lima","3038","2012","11","21",NA,"Brazil","Sao Paulo","Santo André","Santo Andre: Paranapiacaba, em frente a cachoeira da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba.","-46.287222","-23.768333",NA,"Árvore ca. 5 m de altura, botóes floráis verdes e flores brancas, (coletado material em sílica gel)",NA,NA,NA,"886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-06-02 14:13:53-03","ASU","ASU-PLANTS","ASU0082997","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","J.E.Q. Faria; M.E.L. Lima","2990","2012","10","26",NA,"Brazil","Sao Paulo",NA,"Santo André, Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Agua Fria frente a cacheira da Agua Fria","-46.286944","-23.768056",NA,"Arvore ca 6 m de altura, boltoes florais verdes e flores brancas",NA,NA,NA,NA,"886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:36:31-03","UNICAMP","UEC","107855","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Batista, ER; Penha, AS; Monico, IM; Matsukuma, CK; Oki, VK","71","1999","01","08",NA,"Brazil","São Paulo","Cananéia","Parque estadual da Ilha do Cardoso.","-47.083333","-25.066667",NA,"Árvore, flores alvas.; Floresta ombrófila densa. Floresta de encosta.","UEC156915","UEC156915","Meireles, LD",NA,NA,NA,NA,NA,"2017","-47.083333","-25.066667",NA,NA,NA,NA
"14","2019-08-20 10:21:21-03","UNICAMP","UEC","125641","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Meireles, LD","1049","2002","04","22",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 7m , frutos verdes","UEC038637","UEC038637","Sobral, M",NA,NA,NA,"22140","auto","2002",NA,NA,"09",NA,NA,NA
"15","2019-08-20 10:21:21-03","UNICAMP","UEC","120908","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Meireles, LD","609","2001","09","20",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 9m, frutos castanhos-claro.","UEC038639","UEC038639","Sobral, M",NA,NA,NA,"22140","auto","2002",NA,NA,"09",NA,NA,NA
"16","2019-08-20 10:21:21-03","UNICAMP","UEC","120169","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Meireles, LD","378","2001","06","29",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 15m, frutos acizentados","UEC038640","UEC038640","Sobral, M",NA,NA,NA,"22140","auto","2002",NA,NA,"09",NA,NA,NA
"17","2021-03-01 16:36:31-03","UNICAMP","UEC","50885","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G; Koczicki, C","30670","1972","11","17",NA,"Brazil","Paraná","Paula Freitas",NA,"-50.9380989074707","-26.2082996368408",NA,"Arvoreta 5 m, flor alva.","UEC051104","UEC051104",NA,NA,NA,NA,"23054","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:36:31-03","UNICAMP","UEC","199303","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Castro, ER","129","2002","06","09",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Árvore com cerca de 12 metros. Frutos maturos de cor roxa; Floresta de Planície","UEC160563","UEC160563","Meireles, LD",NA,NA,NA,"37574","auto","2014",NA,NA,"04",NA,NA,NA
"19","2020-12-21 16:37:04-03","MBM","MBM","104340","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.; et al.; et al.","49937","1985","10","18","Southern America","Brazil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,"MBM104340","MBM104340","Landrum, L.R.",NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:37:04-03","MBM","MBM","171339","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61504","1995","01","15","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,"MBM171339","MBM171339","Landrum, L.R.; Kawasaki, M.L.",NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:37:04-03","MBM","MBM","59586","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.; et al.; et al.","30670","1972","11","17","Southern America","Brazil","Paraná","Paula Freitas","Paula Freitas","-50.9380989074707","-26.2082996368408",NA,NA,"MBM059586","MBM059586","Landrum, L.R.",NA,NA,NA,"23054","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:37:04-03","MBM","MBM","59594","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.","30712","1972","11","19","Southern America","Brazil","Paraná","General Carneiro","Passo da Galinha","-51.315601348877","-26.4274997711182",NA,NA,"MBM059594","MBM059594","Landrum, L.R.",NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-10-01 14:24:09-03","JBB","HEPH","32400","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Maruyama, A; Cicco, L","636","2016","11","14","Southern America","Brasil","São Paulo","Cunha",NA,"-45.015","-23.228056",NA,NA,NA,NA,"Faria, JEQ; Maruyama, A","1084","1084",NA,NA,NA,"2016","-45.015","-23.228056","11","14",NA,NA
"24","2020-12-11 11:39:19-03","UFMG","BHCB","24457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:39:19-03","UFMG","BHCB","32413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G; Silva, JM","61504","1995","01","15","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal, Mata pluvial.","-41.1347007751465","-20.3397006988525",NA,"Arvoreta, 4m, fruto nigrescente.","BHCB011942","BHCB011942",NA,"100","100",NA,"15909","auto","1995",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:39:19-03","UFMG","BHCB","109889","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Kollmann, L; Fontana, AP","8507","2005","12","02","Southern America","Brasil","Espírito Santo","Santa Teresa","Santo Henrique, Terreno do Frei.","-40.6002998352051","-19.9356002807617",NA,"Árvore 8m, DAP 13cm, Fuste 3m. Flores brancas.","BHCB011943","BHCB011943",NA,NA,NA,NA,"23813","auto","2007",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:39:19-03","UFMG","BHCB","93009","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Meireles, LD; et al.","1049","2002","04","22","Southern America","Brasil","Minas Gerais","Camanducaia","Serra da Mantiqueira.","-46.1446990966797","-22.7553005218506",NA,"Árvore, 7m, frutos verdes.",NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-02-11 17:20:43-03","UFPR","UPCB","17029","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.","49937","1985","10","18",NA,"Brasil","Espírito Santo","Conceição do Castelo","BLOQUEADO",NA,NA,NA,"Arbusto, 3m, flor alva. Mata pluvial..",NA,NA,"Landrum, L.R.","800","800",NA,NA,NA,"1987","9999","9999","01","01",NA,NA
"29","2018-06-22 05:25:00-03","MO","MOBOT","2476720","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","Pe. Raulino Reitz|Roberto M. Klein","Reitz 11937","1962","1","10","South America","Brazil","Santa Catarina",NA,"Otacillo Costa 8Encruzilhada)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-07-09 17:05:00-03","MO","MOBOT","3204898","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","Gert G. Hatschbach","Hatschbach 49937","1985","10","18","South America","Brazil","Espírito Santo",NA,"Alto Bananal (mun. Conceição do Castelo). Mata pluvial.",NA,NA,NA,NA,NA,NA,"L.R. Landrum","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-12-04 16:48:00-02","MO","MOBOT","3204931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","Gert G. Hatschbach|C. Koczicki","Hatschbach 30670","1972","11","17","South America","Brazil","Paraná",NA,"Paula Freitas.",NA,NA,NA,NA,NA,NA,"L.R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-12-04 16:24:00-02","MO","MOBOT","3205031","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","Gert G. Hatschbach|J.M. Silva","Hatschbach 61504","1995",NA,NA,"South America","Brazil","Espírito Santo",NA,"Alto Bananal (mun. Venda Nova do Imigrante). Mata pluvial.",NA,NA,NA,NA,NA,NA,"L. Landrum","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 09:07:49-03","INPA","INPA","156165","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, GG","49937","1985","10","18","Southern America","Brasil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,"INPA0156165","INPA0156165 INPA0156165_e","Landrum, LR","800","800",NA,"17824","auto","1987",NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","25361",NA,"Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","L. Kollmann; et al","8507","2005","12","02",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Árvore 8m, DAP 13m, fuste 3m. Flores brancas.","MBML025361","MBML025361","M. Sobral/2008",NA,NA,NA,NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA
"35","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","28207",NA,"Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","R. C. Britto","70","2006","03","08",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Árvore com 20 metros de altura. Frutos verdes.","MBML028207","MBML028207","M. Sobral/2008",NA,NA,NA,NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2931567","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","G. Hatschbach & C. Koczicki","30670","1972","11","17","South America - Neotropics","Brazil","Paraná","Paula Freitas",NA,"-50.9380989074707","-26.2082996368408",NA,NA,"US01891738","US01891738_01 US01891738_02",NA,NA,NA,"Dicotyledonae","23054","auto",NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","3172539","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D. Legrand","G. Hatschbach & J. M. Silva","49937","1985","10","18","South America - Neotropics","Brazil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,"US01891737","US01891737_01 US01891737_02",NA,"800",NA,"Dicotyledonae","17824","auto",NA,NA,NA,NA,NA,"1",NA
"38","2019-12-09 17:30:23-03","UFPR","EFC","11323","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Saueressig, D.; Henke, J.M.","1675","2011","11","29",NA,"Brasil","Paraná","Mallet","Serra da Pedra","-50.8210983276367","-25.877799987793",NA,"árvore de 15 metros, 40 cm de DAP __COMMOM_NAME__: guamirim","EFC011323",NA,"Ribeiro, C.L.",NA,NA,NA,"25088","auto","2016",NA,NA,"08","22",NA,NA
"39","2019-11-13 11:26:55-03","USP","SPF","122148","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Ferretti, AR","76","1996","12","14",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-45.042472","-23.257083",NA,NA,"SPF00122148",NA,"Mazine, FF",NA,NA,NA,NA,NA,"2011","-45.042472","-23.257083","03",NA,NA,NA
"40","2019-11-13 11:26:55-03","USP","SPF","122156","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Souza, JP","776","1996","12","12",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,"SPF00122156",NA,"Mazine, FF",NA,NA,NA,"38855","auto","2011",NA,NA,"03",NA,NA,NA
"41","2019-11-13 11:26:55-03","USP","SPF","122145","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Ferretti, AR","29","1996",NA,NA,NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,"SPF00122145",NA,"Mazine, FF",NA,NA,NA,"38855","auto","2011",NA,NA,"03",NA,NA,NA
"42","2019-10-07 09:35:29-03","UEFS","HUEFS","29055","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Hatschbach, G.","61504","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,"Mata pluvial","HUEFS0029055","HUEFS0029055",NA,"1000","1000","Rosanae","15909","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-07-23 12:16:02-03","CEPLAC","CEPEC","69164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata",NA,"G. Hatschbach","61504","1995","01","15",NA,"Brasil","Espírito Santo","venda nova do imigrante","Alto Bananal.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"L. R. Landrum",NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1995"
"44","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6603","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Faria, JEQ; Lima, MEL","2990","2012","10","26",NA,"Brasil","São Paulo",NA,"Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, em frente á cachoeira da Água Fria","-46.286944","-23.768056",NA,"Árvore ca. 6 m de altura, botões florais verdes e flores brancas","HUFSJ006603",NA,NA,NA,NA,NA,NA,NA,NA,"-46.286944","-23.768056",NA,NA,NA,NA
"45","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6625","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Faria, JEQ; Lima, MEL","3038","2012","11","21",NA,"Brasil","São Paulo",NA,"Paranapiacaba, em frente a cachoeira da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba","-46.287222","-23.768333",NA,"Árvore ca. 5 m de altura, botões florais verdes e flores brancas. (coletado material em sílica gel)","HUFSJ006625",NA,NA,NA,NA,NA,NA,NA,NA,"-46.287222","-23.768333",NA,NA,NA,NA
"46","2020-11-04 17:30:01-03","UEM","HUEM","7104","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","Moraes, PLR; Lima, HC; Diniz, CC; Farias, DS","955","1994","04","23",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Subosque.","-47.9900016784668","-23.8700008392334",NA,"Árvore; ca. 8m de alt.; frutos verdes.","HUEM000008898","HUEM000008898","Sobral, M",NA,NA,NA,"27904","auto","2009",NA,NA,"08","01",NA,NA
"47","2019-11-01 15:05:57-03","UnB","UB","193172","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","Legrand","Lucas, EJ; et al.","349","2006","11","16","Southern America","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, estrada municipal, ca. de 5km da sede","-45.060833","-23.276111",NA,"Árvore 12m. Botões alvos; Floresta ombrófila densa, alto-montana",NA,NA,"Meireles, LD","1024","1024",NA,NA,NA,"2017","-45.060833","-23.276111","10",NA,NA,NA
"48","2019-11-01 15:05:57-03","UnB","UB","193613","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","Legrand","Batista, ER; Penha, AS; Monico, IM; Matsukuma, CK; Oki, VK","71","1999","01","08","Southern America","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso.","-47.083333","-25.066667",NA,"Árvore. Flores alvas.; Floresta Ombrófila Densa. Floresta de encosta.",NA,NA,"Sobral, M; Mazine-Capelo, FF",NA,NA,NA,NA,NA,"2003","-47.083333","-25.066667","02",NA,NA,NA
"49","2019-11-01 15:05:57-03","UnB","UB","199054","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","Legrand","Faria, JEQ; Lima, MEL","2990","2012","10","26","Southern America","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, em frente á cachoeira da Água Fria","-46.286944","-23.768056",NA,"Árvore ca. 6 m de altura, botões florais verdes e flores brancas; Floresta ombrófila densa montana, borda de córrego",NA,NA,"Faria, JEQ",NA,NA,NA,NA,NA,"2013","-46.286944","-23.768056",NA,NA,NA,NA
"50","2019-11-01 15:05:57-03","UnB","UB","199100","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","Legrand","Faria, JEQ; Lima, MEL","3038","2012","11","21","Southern America","Brasil","São Paulo","Santo André","Paranapiacaba, em frente a cachoeira da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba","-46.287222","-23.768333",NA,"Árvore ca. 5 m de altura, botões florais verdes e flores brancas. (coletado material em sílica gel); Floresta ombrófila densa",NA,NA,"Faria, JEQ","886","886",NA,NA,NA,"2012","-46.287222","-23.768333","11",NA,NA,NA
"51","2021-03-04 15:45:30-03","IF","SPSF","20479","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata",NA,"G. Hatschbach & J.M.Silva","61504","1995","01","15","América do Sul","Brasil","ES","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta, 4 m, fruto nigrescente; GEOGRAFIA: mata pluvial&nf;;",NA,NA,"L. Landrum","1000","1000","Magnoliopsida","15909","auto","1995",NA,NA,"04","17",NA,NA
