"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00959527","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"A. P. Duarte","6400","1961","10","South America","Brazil","Minas Gerais","Serra do Cipó, km 134 antigo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959527","NY00959527_01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00959529","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"G. A. Black","51-11866","1951","04","South America","Brazil","Minas Gerais","Serra do Cipó, entre os kms. 130 e 132","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959529","NY00959529_01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00959504","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","R. C. Barneby","J. R. Pirani","CFSC12338","1991","05","South America","Brazil","Minas Gerais","km 124 da Rodovia Belo Horizonte- Conceiçao do Mato Dentro. Alto do Palácio. Curva da estrada ao Sul da Estátua do Velho Juca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959504","NY00959504_01","31","Santana do Riacho","-43.7142","-19.1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00959501","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18969","1963","03","South America","Brazil","Minas Gerais","Jaboticatubas, Serra da Caatinga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959501","NY00959501_01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:39:35-03","EAO","IAN","107593","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Magalhães, MG","5993","1951","04","Southern America","Brasil","Minas Gerais","Serra do Cipó. Capoeira na margem da estrada, Km 145 para Morro do Pilar.",NA,NA,"IAN107593",NA,"05",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:39:35-03","EAO","IAN","1020","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel",NA,"Sellow, F","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN001020","IAN001020_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:39:35-03","EAO","IAN","116323","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Sampaio, AJ de","65786","1900",NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,"IAN116323",NA,NA,"Serra do Cipó",NA,NA,NA,NA,"1958","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:39:35-03","EAO","IAN","153955","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Irwin, HS; Maxwell, HS","20195","1968","02","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Gallery margin. Gallery forest and adjacent cerrado and campo slopes, Serra do Cipó, Km 132 (ca. 153Km N of Belo Horizonte).",NA,NA,"IAN153955",NA,"16",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:39:35-03","EAO","IAN","69691","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Black, GA; Magalhães, MG","11866","1951","04","Southern America","Brasil","Minas Gerais","Serra do Cipó. Entre os Km 130 e 132.",NA,NA,"IAN069691",NA,"05",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:39:35-03","EAO","IAN","104559","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Magalhães, MG","2378","1942","11","Southern America","Brasil","Minas Gerais","...Serra do Charco. Capoeirinha na base da...",NA,NA,"IAN104559",NA,"23","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"1974",NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:39:35-03","EAO","IAN","105485","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Irwin, HS","Magalhães, MG","4719","1949","03","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 140. Capoeira, mata secundária.",NA,NA,"IAN105485",NA,"30","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"1974",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:39:35-03","EAO","IAN","14152","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Barreto, M","Magalhães, MG","1274","1942","01","Southern America","Brasil","Minas Gerais","Entre rochas no Morro Cachorro.",NA,NA,"IAN014152","IAN014152 IAN014152_e IAN014152_e1","30","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:39:35-03","EAO","IAN","104314","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","dentata","Cassia dentata","Vogel","Barreto, M","Magalhães, MG","1274","1942","01","Southern America","Brasil","Minas Gerais","Entre rochas no Morro Cachorro.",NA,NA,"IAN104314",NA,"30","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:06:09-03","NBC","NL-BOTANY","U.1301413","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Cassia","dentata","Cassia dentata","Vogel",NA,"Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","02","Southern America","Brazil",NA,"Serra do Espinhaco, Gallery forest and Adjacent cerrado and campo slopes, Serra do Cipo, Minas Gerais, km 132 (ca. 153 km N. of Belo Horizonte).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301413","NL-U1301413","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:08:52-03","ESALQ","ESA","105828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata",NA,"Rando, J.G.","Groppo Jr., M.","1441.0","2007","06",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA105828","ESA105828","16","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:08:52-03","ESALQ","ESA","93653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Rando, J.G.","Savassi-Coutinho, A.P. et al.","976.0","2006","01",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA093653","ESA093653","11","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:08:52-03","ESALQ","ESA","73444","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Rando, J.G.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25193.0","2001","07",NA,"Brasil","Minas Gerais","Serra do Cipó. Próximo à estátua do Juquinha. 19o15'30S, 43o33'04W. 1500 m.s.m. Campo rupestre.",NA,"Arvoreta, ca. 3 m alt.; cálice vinho; corola amarela passando a laranja. Viscosíssima.","ESA073444","ESA073444","05","Santana do Riacho","-43.7144012451172","-19.1688995361328","1500","1500","2007","12","26557","auto",NA,"10","-43,551,111","-19,258,333",NA,NA,NA,NA
"28","2020-11-04 11:08:52-03","ESALQ","ESA","15032","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Souza, V.C. ; Sakuragui, C.M.","1978.0","1992","09",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA015032","ESA015032","05","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"2001","01","26557","auto",NA,"03",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:08:52-03","ESALQ","ESA","78142","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Rando, J.G.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28644.0","2002","02",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 117. Próximo à èstátua do Juquinha",NA,"Arbusto, ca. 2 m alt.; flores amarelas.","ESA078142","ESA078142","28","Santana do Riacho","-43.7144012451172","-19.1688995361328","1250","1250","2007","12","26557","auto",NA,"10","-43,547,778","-19,271,111",NA,NA,NA,NA
"30","2021-01-14 15:28:44-03","MN","R","161476","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel","Irwin, H,S.; Barnaby, R.C.","Irwin, H.S.; Maxwell,H. & Wasshausen, D.C.","20195","1968","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"16","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1974",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:28:44-03","MN","R","6706","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel","Irwin, H,S.; Barnaby, R.C.","Barbosa, H.","1129",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1974",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:28:44-03","MN","R","171520","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel",NA,"Pfeiffer, W.C.","59","1963",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:28:44-03","MN","R","32654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel","Irwin, H,S.; Barnaby, R.C.","Mello Barreto, H.L.; Brade, A.C.","1222","1935","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"15","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"1974",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:28:44-03","MN","R","65786","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel",NA,"Sampaio, A.J.","s.n.","1934","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"02","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-22 11:44:17-03","IPA","IPA","12144","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Magalhães, M.","1274","1942","01","Southern America","Brasil","Minas Gerais","Morro do cachorro, entre pedras",NA,"Arbusto 3m. Flor amarela. Muito frequênte","IPA0012144",NA,"30","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-22 11:44:17-03","IPA","IPA","11836","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Duarte, A.","2030","1949","12","Southern America","Brasil","Minas Gerais","Serra do Cipó, km-131. Palácio",NA,"Pequena árvore de 4-5m","IPA0011836",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-22 11:44:17-03","IPA","IPA","41773","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Barreto, M.; Brade, A.C.; Brade, A.C.","14870","1935","04","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,"IPA0041773",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-07-26 11:40:07-03","IPA","IPA","39863","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Sellow","39863",NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,"IPA0039863",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-22 11:44:17-03","IPA","IPA","12145","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Barreto, M.","Magalhães, M.","2578","1942","11","Southern America","Brasil","Minas Gerais","Base da Serra do Charco. Capoeirinha",NA,"Árvore 4m. Flores amarelas. Muito frequênte","IPA0012145",NA,"23","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:17:14-03","UFV","VIC","32506","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Valente, G.E.","Valente, G.E.; et al.","2522","2009","04",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha de Acesso às Vellozia gigantea. Campo rupestre.",NA,"Planta ca. 6m alt., ocorrendo no meio da população de Vellozia gigantea, de folhas pêndulas, cálice verde a verde amarelado e corola amarela. Extremamente resinosa e pegajosa com glândulas distribuídas por toda a parte aérea da planta","VIC032506","VIC032506","04",NA,"-43.509639","-19.246944",NA,NA,"2009","04",NA,NA,NA,"04","-43.509639","-19.246944",NA,NA,NA,NA
"41","2020-12-20 21:17:14-03","UFV","VIC","34587","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Rando, J.G.","Souza, V.C.; et al.","25193","2001","07",NA,"Brasil","Minas Gerais","Serra do Cipó, Próximo à estátua do Juquinha. Campo rupestre.",NA,"Arvoreta, c.a. de 3,0 metros de altura; cálice vinho; corola amarela passando a laranja. Viscosíssima. Prensado em álcool.","VIC034587","VIC034587","05","Santana do Riacho","-43.551111","-19.258333",NA,NA,"2007","12",NA,NA,NA,"10","-43.551111","-19.258333",NA,NA,NA,NA
"42","2020-12-20 21:17:14-03","UFV","VIC","38587","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Coutinho, Í.A.C.","Coutinho, Í.A.C.; Moura, M.N.","126","2013","01",NA,"Brasil","Minas Gerais","Serra do Cipó, Próximo as Vellozia gigantea",NA,"Cerca de 3 a 4 metros de altura, cálice avermelhado, corola amarela, folhas resinosas, planta com cheiro resinoso. População em plena floração. Solo pedregoso arenoso, tipico de campo rupestre.","VIC038587","VIC038587","18",NA,NA,NA,NA,NA,"2013","01",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:17:14-03","UFV","VIC","36419","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Dutra, V.F.","147","2003","11",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calais",NA,"Arbusto, ca. 2,5 metros, corola amarela, presença de tricomas secretores, de resina pegajosa em todo caule e botões florais.","VIC036419","VIC036419","01","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:17:14-03","UFV","VIC","28952","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Francino, D.M.T.","s.n.","2004","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calais.",NA,"Árvores flores marelas, Quartizto.","VIC028952","VIC028952","23","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:17:14-03","UFV","VIC","28293","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Dutra, V.F.","Dutra, V.F.","145","2003","11",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calais.",NA,"Arbusto 2m, corola amarela, botão floral vermelho, presença de tricomas secretores de resina pegajosa em todo caule e botões florais, em campo rupestre.","VIC028293","VIC028293","01","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2003","09","44599","auto",NA,"01",NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:17:14-03","UFV","VIC","28292","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Dutra, V.F.","Dutra, V.F.","163","2004","01",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calais.",NA,"Arbusto, 2,5m, cálice avermelhado, corola amarela, frutosmaduros amarronzados, em afloramento rochoso.","VIC028292","VIC028292","20","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","01","44599","auto",NA,"20",NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:17:14-03","UFV","VIC","28291","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Dutra, V.F.","Dutra, V.F.","178","2004","02",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calais.",NA,"Arbusto 2,5m, flores amarelas, frutos marrons.","VIC028291","VIC028291","05","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","02","44599","auto",NA,"05",NA,NA,NA,NA,NA,NA
