"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"101","2020-01-27 18:24:44-03","IAC","IAC","32951","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","M.B.R. Caruzo","N.L. Silva Filho & M.L. Silva Neto","s/nº","1979","11","04",NA,"Brasil","Minas Gerais","Poços de Caldas","estrada águaS da PRATA, Poços de CALDAS","-46.5614","-21.7878",NA,NA,NA,NA,NA,NA,NA,NA,"2004","04","04","-46.5614","-21.7878",NA,NA,NA,NA,NA,NA
"102","2020-01-27 18:24:44-03","IAC","IAC","39911","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","M.B.R. Caruzo","S.S. Constancio; T. Spinelli & Y.J. Ahn","177","1999","10","25",NA,"Brasil","São Paulo","Campinas","Sítio São Francisco","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,"2004","04","25","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"103","2020-01-27 18:24:44-03","IAC","IAC","39918","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","M.B.R. Caruzo","T. Spinelli; Y.J. Ahn & S.S. Constancio","217","2000","01","31",NA,"Brasil","São Paulo","Campinas","Sítio São Francisco","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"104","2020-01-27 18:24:44-03","IAC","IAC","40962","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","L.R. Lima","L.C. Bernacci; G.A.D.C. Franco; G.F. Árbocz; E. Furlan & G. Durigan","2943","2000","11","08",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Zézinho","-47.091717","-23.761081",NA,NA,NA,NA,NA,NA,NA,NA,"2008","09","08","-47.091717","-23.761081",NA,NA,NA,NA,NA,NA
"105","2020-01-27 18:24:44-03","IAC","IAC","44601","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","J.A.M.A. Gomes & J. Pena Filho","J.A.M.A. Gomes & J. Pena Filho","30","2003","10","16",NA,"Brasil","São Paulo","Campinas","Bosque dos Jeuqitibás","-47.05","-22.916667",NA,"Altitude 652 a 681 m. Ind. 89 fitossoc.",NA,NA,NA,NA,NA,NA,"2003","10","16","-47.050000","-22.916667",NA,NA,NA,NA,NA,NA
"106","2020-01-27 18:24:44-03","IAC","IAC","4652","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","M.B.R. Caruzo","O.T. Mendes","146","1938","11","09",NA,"Brasil","São Paulo","Pindorama","propriedade de Ricieri Zirondi","-48.9072","-21.1858",NA,NA,NA,NA,NA,NA,NA,NA,"2004","04","09","-48.9072","-21.1858",NA,NA,NA,NA,NA,NA
"107","2020-01-27 18:24:44-03","IAC","IAC","49488","S","Plantae",NA,NA,"Euphorbiaceae-3.Crotonoideae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","A.C.O. Souza","A.C.O. Souza & L.C. Bernacci","13","2008","01","23",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, mata","-47.06861","-22.86361",NA,"Individuo 171",NA,NA,NA,NA,NA,NA,"2008","02","20","-47.06861","-22.86361",NA,NA,NA,NA,NA,NA
"108","2020-11-19 14:06:09-03","Unimontes","MCMG","3731","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Hotel Casa Alpina, Itamonte MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-19 14:06:09-03","Unimontes","MCMG","5799","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg","Santos, R. M","Magalhães,M.D.V.",NA,"2010",NA,NA,NA,"Brasil","Minas Gerais","Bonito de Minas",NA,"-44.7543983459473","-15.3233003616333",NA,NA,NA,NA,NA,NA,"95199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-19 14:06:09-03","Unimontes","MCMG","2070","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Mull Arg.","Santos,R. M","Rodrigues, R. H. |",NA,"2011",NA,NA,NA,"Brasil","Minas Gerais","Jaíba","Reserva Biológica da Jaíba","-43.6744003295898","-15.3382997512817",NA,NA,NA,NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-12 17:01:03-03","UEL","FUEL","25745","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Kulhmann, M","Kulhmann, M","1606","1947","11","20",NA,"Brasil","São Paulo","Jardinópolis","Árvore do Parque Rio Pardo;","-47.7599983215332","-21.0100002288818",NA,NA,"OK",NA,NA,NA,"24259","auto","1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-04 15:44:37-03","IF","SPSF","01210","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"D.Bento Pickel",NA,"1943","12","08","América do Sul","Brasil","SP","Helvetia",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: na mata&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"113","2021-03-04 15:44:37-03","IF","SPSF","14665","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"D.V.Toledo Filho",NA,"1990","12","17","América do Sul","Brasil","SP","Águas da Prata",NA,"-46.7099990844727","-21.9300003051758",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"13435","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"114","2021-03-04 15:44:37-03","IF","SPSF","25995","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"J.E.A.Bertoni","449","1998","03","12","América do Sul","Brasil","SP","Porto Ferreira","proximo ao parque estadual","-47.4700012207031","-21.8500003814697",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"115","2021-03-04 15:44:37-03","IF","SPSF","46825","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Mull.Arg.","M.B.R.Caruso",NA,NA,NA,NA,NA,"América do Sul","Brasil","SP","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,"COLETA: O material reprodutivo apresentava-se com cor esverdeada.; GEOGRAFIA: Mata Mesófila Semidecídua.;",NA,NA,NA,NA,"21773","auto","2013","01","25",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"116","2017-09-11 17:09:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Helmreichen","40",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia meridionali prope S. Carlos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:09:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Warming, JEB","1636",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in prov. Minas Geraes prope Lagoa Santa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:09:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Regnell, AF","1076",NA,NA,NA,"Southern America","Brazil",NA,NA,"inter Canna Verde et Casa branca ejusdem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:09:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"inter Canna Verde et Casa branca ejusdem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:09:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Peckolt, T","4",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Cantagalo","Habitat prope Canta Gallo prov. Rio de Janeiro.","-42.3681","-21.9811",NA,NA,NA,NA,NA,NA,"33898","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:04:04-03","IBt","SP","44988","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Gehrt, A","Heringer, EP","446","1940","11","15",NA,"Brasil","Minas Gerais","Coronel Pacheco","Estação Experimental Coronel Pacheco","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,NA,"10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:04:04-03","IBt","SP","226978","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Stehmann, JR; et al.","s.n.","1988","03","05",NA,"Brasil","Minas Gerais","Pedrinópolis",NA,"-47.4622001647949","-19.2278003692627",NA,NA,NA,NA,NA,NA,"19929","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:04:04-03","IBt","SP","318971","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Cordeiro, I","Catharino, ELM","2167","1997","10","13",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso, mata mesófila semi-decídua.","-42.8958015441895","-20.2446994781494",NA,"Árvore grande, ca. 20m alt. GlÔndula vermelha. Estilete alvo.",NA,NA,NA,NA,"14517","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:04:04-03","IBt","SP","1639","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Croizat, L","Vecchi, O","s.n.","1918","03",NA,NA,"Brasil","São Paulo","Araras","Loreto","-47.3800010681152","-22.3500003814697",NA,NA,NA,NA,NA,NA,"22739","auto","1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:04:04-03","IBt","SP","75856","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Kuhlmann, M","1606","1947","11","20",NA,"Brasil","São Paulo","Jardinópolis","Mata a beira do Rio Pardo.","-47.7599983215332","-21.0100002288818",NA,"Árvore do Parque Rio Pardo.",NA,NA,NA,NA,"24259","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:04:04-03","IBt","SP","43924","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Gehrt, A","Mendes, OT","s.n.","1938","11","09",NA,"Brasil","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:04:04-03","IBt","SP","13829","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Croizat, L","s.col.","34","1899","06","21",NA,"Brasil","São Paulo","Queluz",NA,"-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,NA,NA,"14382","auto","1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2010-08-16 16:38:43-03","A","HU-HERB","A 00257977","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müller Argoviensis",NA,"Helmreichen","40","1873",NA,NA,"South America","Brazil",NA,NA,"Prope S. Carlos",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype","40",NA,"undetermined"
"129","2014-09-23 10:57:31-03","G","G","G00434645","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","Smith, B. A.","Warming, J. E. B.","1636",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00434645",NA,NA,NA,NA,NA,"2000","01","01","-45.44222222","-18.78777778",NA,NA,"SYNTYPUS of Croton piptocalyx Müll. Arg.",NA,NA,NA
