"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","sex"
"17","2019-10-09 11:28:54-03","UFBA","ALCB","83578","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Guedes, ML; Gomes, FS; Prates, ARS","14338","2008","04","28","Southern America","Brasil","Bahia","Serra Geral, Brejinho das Ametistas, Bloco III","-42.537222","-14.350833","1015","1015",NA,"cespitosas, eretas, bainhas foliares com pelos. Inflorescência com três ramos com espiguetas marrons.","ALCB021035","ALCB021035","Guedes, ML","Caetité","2008","06","-42.537222","-14.350833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:17:08-03","NBC","NL-BOTANY","L.1245377","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Balansa B",NA,"1877","02","01","Southern America","Paraguay",NA,"Bords du Rio- Paraguay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1245377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1245377","NL-L1245377",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505709","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Lindeman JC",NA,"1967","07","12","Southern America","Brazil",NA,"in opem vegetation in high dunes E of Fortaleza Caerá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505709","NL-U1505709",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0209035",NA,NA,NA,NA,NA
"20","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505710","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","03","14","Southern America","Brazil",NA,"Estado de Bahia, Coastal Zone. Itabuna, in the grounds of CEPLAC (Centrro de Pesquisas do Cacau), by the research station building).","-39.25","-14.25",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505710","NL-U1505710",NA,NA,NA,NA,"-39.25","-14.25",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505711","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","08","26","Southern America","Brazil",NA,"Estado de Bahia. 49km N. of Senhor de Bonfim on the BA 130 highway to JUazeiro. Dry hillside.","-40.216667","-10.083333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505711","NL-U1505711",NA,NA,NA,NA,"-40.216667","-10.083333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505712","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","03","01","Southern America","Brazil",NA,"Estado de Bahia. Serra da Jacobina.West of Estiva, ca. 12km N. of Senhor do Bonfim on the BA 130 highway to JUazeiro. Lower west facing slopes of serra with television mas. Humid gallery forest among rocks with small stream. Growing in open, on edge of gallery forest.","-40.25","-10.3",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505712","NL-U1505712",NA,NA,NA,NA,"-40.25","-10.3",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505713","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","03","14","Southern America","Brazil",NA,"Estado de Bahia. Coastal Zone. Itabuna, in the grounds of CEPLAC (Centro de Posquisasa do Cacau), by the research station building.","-39.25","-14.25",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505713","NL-U1505713",NA,NA,NA,NA,"-39.25","-14.25",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505714","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","03","26","Southern America","Brazil",NA,"Estado de Bahia, Coastal Zone. Belmonte, on S.W. outskirts of town. Disturbed rastinga, riverside pasture and roadsides.","-38.883333","-15.866667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505714 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505714","NL-U1505714",NA,NA,NA,NA,"-38.883333","-15.866667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505715","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley RM; et al.",NA,"1974","02","18","Southern America","Brazil",NA,"Estado de Bahia. 6km from Filadelfia on the BA 385 to Itiuba. Caatinga vegetation on sand.","-40.066667","-10.75",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505715","NL-U1505715",NA,NA,NA,NA,"-40.066667","-10.75",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:17:08-03","NBC","NL-BOTANY","U.1505716","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","nuda","Digitaria nuda","Schumach.","Black GA; Ledoux P",NA,"1950","08","23","Southern America","Brazil",NA,"Amazonia, Estado do Pará. Belém; arrozal do Guama; IAN. Anual; reptante.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505716","NL-U1505716",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:33:00-03","MN","R","235071","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.","3186","1999","04","07",NA,"Brasil","Pernambuco","Baía do Sueste.","-32.4108009338379","-3.84028005599976",NA,NA,NA,NA,"R010037639",NA,NA,"Fernando de Noronha",NA,NA,NA,NA,"8269","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:33:00-03","MN","R","235070","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.","3495","1999","06","10",NA,"Brasil","Pernambuco","Próximo ao IBAMA.","-32.4108009338379","-3.84028005599976",NA,NA,NA,NA,"R010037638",NA,NA,"Fernando de Noronha",NA,NA,NA,NA,"8269","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-12 01:36:08-03","UFPI","TEPB","9697","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","M.F.Lima",NA,"1986","03","19",NA,"Brasil","Piauí","Fazenda Verdejante",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-12 01:36:08-03","UFPI","TEPB","9711","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Micoforado",NA,"1985","08","07",NA,"Brasil","Piauí","Fazenda Verdejante",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-22 17:46:24-03","UFPI","TEPB","9958","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","M.S.Bona Nascimento","625","1994","03","23",NA,"Brasil","Maranhão","Fazenda Brejo Comprido","-46.035556","-7.5325","247","247",NA,"Área situada em relevo plano, utilizada como pastagem cultivada, solo argilo-arenoso com mediana drenagem. Erva decumbente, disponível na estação de chuvas. Pastada por bovinos, ovinos, caprinos e equinos que comem caule e folhas. Ambiente: Transição caat",NA,NA,NA,"Balsas",NA,NA,"46°02'08W","07°31'57S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-22 17:46:24-03","UFPI","TEPB","9977","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","M.S.Bona Nascimento","23","1994","06","29",NA,"Brasil","Piauí","Boqueirão","-41.776667","-2.904722","222","222",NA,"Área situada em relevo ondulado, utilizada como pastagem natural, solo arenoso com boa drenagem. Erva decumbente, disponível na estação de chuvas. Pastada por bovinos, ovinos, caprinos, asininos e equinos que comem frutos, flores, caule e folhas.. Ambient",NA,NA,"C. Jeffrey","Parnaíba","1905","06","41°46'36W","02°54'17S",NA,NA,NA,NA,"05",NA,NA,NA,NA
"33","2021-03-22 17:46:24-03","UFPI","TEPB","9942","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","M.S.Bona Nascimento","111","1994","04","20",NA,"Brasil","Piauí","Fazenda Sol Posto","-42.168611","-4.827778","247","247",NA,"Área situada em relevo plano, utilizada como pastagem natural, solo arenoso com boa drenagem. Erva estolonífera, disponível na estação de seca e chuvas. Pastada por bovinos, ovinos, caprinos, asininos e equinos que comem frutos, flores, caule e folhas.. A",NA,NA,NA,"Campo Maior",NA,NA,"42°10'07W","04°49'40S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:47:40-02","IPA","IPA","21802","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","24525","1935","03",NA,"Southern America","Brasil","Ceará","Granjeiro. Tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0021802",NA,"Ataíde, M.","Crato","1975","08",NA,NA,"30071","auto",NA,NA,"19",NA,NA,NA,NA
"35","2019-02-15 11:47:40-02","IPA","IPA","23351","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","26735","1935","07","04","Southern America","Brasil","Ceará","Lagoa Encantada, Tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0023351",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"36","2019-02-15 11:47:40-02","IPA","IPA","59570","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1412","1998","05","13","Southern America","Brasil","Piauí","Margem da estrada para Ilha da Batata localizada em área de relevo plano, sujeita a maré, sendo usada atualmente como área de pastagem natural. S2º 53' 00, O41º 48' 62. Alt.: 40 m.","-41.8213996887207","-2.8583300113678",NA,NA,NA,"Vegetação de mata e campo. Solo muito argiloso. Decumbente: Porte herbáceo. Anual, espécime disponível somente durante a estação das chuvas. Uso no local: Plantas forrageiras sendo comestiveis as folhas, flores, frutos e caule. Alta a","IPA0059570",NA,"Renvoize, S.A.","Ilha Grande","1998","05",NA,NA,"13228","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:47:40-02","IPA","IPA","14034","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","28056","1935","11",NA,"Southern America","Brasil","Ceará","Grangeiro. Taboleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0014034",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"38","2019-02-15 11:47:40-02","IPA","IPA","23348","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","26786","1935","07","04","Southern America","Brasil","Ceará","Rio Granjeiro, tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,"Até 1 m de altura.","IPA0023348",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"39","2019-02-15 11:47:40-02","IPA","IPA","20336","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Tenório, E.C.","1069","1969","09","13","Southern America","Brasil","Pernambuco","Estrada entre Buique - Águas Belas, ao lado.","-37.1231002807617","-9.11139011383057",NA,NA,NA,NA,"IPA0020336",NA,"Costa e Silva, M.B.","Águas Belas","2006","08",NA,NA,"36545","auto",NA,NA,"03",NA,NA,NA,NA
"40","2019-02-15 11:47:40-02","IPA","IPA","20324","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Tenório, E.C.","1055","1969","09","13","Southern America","Brasil","Pernambuco","Capoeira.","-36.9407997131348","-8.49693965911865",NA,NA,NA,NA,"IPA0020324",NA,"Costa e Silva, M.B.","Pedra","2006","08",NA,NA,"45483","auto",NA,NA,"03",NA,NA,NA,NA
"41","2019-07-26 11:40:56-03","IPA","IPA","46894","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Angélica, M.","46894","1976",NA,NA,"Southern America","Brasil","Pernambuco","Campos do CPATSA.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"IPA0046894",NA,"Costa e Silva, M.B.","Petrolina","2006","08",NA,NA,"90462","auto",NA,NA,"17",NA,NA,NA,NA
"42","2019-02-15 11:47:40-02","IPA","IPA","16626","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Castellanos, A.","63","1966","03","19","Southern America","Brasil","Bahia","90 m ao N de Bonfim, Mina Caraíba.",NA,NA,NA,NA,NA,"Centro de Pesquisas Florestais e Conservação da Natureza nº 6866.","IPA0016626",NA,"Costa e Silva, M.B.",NA,"2007","01",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"43","2019-02-15 11:47:40-02","IPA","IPA","18779","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Tenório, E.C.","677","1969","02","18","Southern America","Brasil","Pernambuco","Vegetação de restinga. Regossolo.",NA,NA,NA,NA,NA,NA,"IPA0018779",NA,"Costa e Silva, M.B.","Ilha de Itamaracá","2006","08",NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"44","2019-02-15 11:47:40-02","IPA","IPA","32610","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Harley, R.M.","17046","1974","03","14","Southern America","Brasil","Bahia","Coastal Zone. Itabuna, inthe grounds of CEPLAC (Centro de Pesquisas do Cacau), by the research station building.","-39.25","-14.25","30","30",NA,"Stoloniferous annual grass.","IPA0032610",NA,NA,NA,NA,NA,"-39.25","-14.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:47:40-02","IPA","IPA","45993","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Andrade-Lima","8912","1980","11","09","Southern America","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"IPA0045993",NA,"Costa; Silva, M.B.","Ilha de Fernando de Noronha","2006","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:47:40-02","IPA","IPA","57653","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T.","498","1997","12","25","Southern America","Brasil","Mato Grosso do Sul","Posto da Polícia Federal, terrenos.",NA,NA,NA,NA,NA,"Planta pequena, bainhas foliares, pouco pilosas.","IPA0057653",NA,"Canto-Dorow, T.",NA,"1998","06",NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA
"47","2019-02-15 11:47:40-02","IPA","IPA","57716","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Bona-Nascimento, M.S.","111","1995","04","29","Southern America","Brasil","Piauí","Fazenda Sol Posto.","-42.168611","-4.827778","125","125",NA,"Campo. A área está situada em relevo plano, numa situação de meia-encosta. atualmente é utilizada como pastagem natural. Solo arenoso, apresentando boa drenagem. Presença de piçarra na superficie do solo. Erva: estolonífera. Folhas si","IPA0057716",NA,"Costa e Silva, M.B.","Campo Maior","2003","04","-42.168611","-4.827778",NA,NA,NA,NA,"04",NA,NA,NA,NA
"48","2019-02-15 11:47:40-02","IPA","IPA","57758","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Bona-Nascimento, M.S.","23","1994","06","29","Southern America","Brasil","Piauí","Boqueirão, Floresta.","-41.776667","-2.904722","5","5",NA,"Transição. Caatinga/cerrado e mata. A área está situada em relevo ondulado, numa situação de topo. Atualmente é utilizada como cultura. Solo arenoso, apresentando boa drenagem.Erva: decumbente. Folhas simples. Espécime somente disponí","IPA0057758",NA,"Costa e Silva, M.B.","Parnaíba","2003",NA,"-41.776667","-2.904722",NA,NA,NA,NA,NA,NA,NA,NA,NA
