"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","locality","phylum","order","scientificNameAuthorship","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","01096237","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","H. C. de Lima",NA,NA,NA,"H. C. de Lima","1987","06","28","Brazil","Rio de Janeiro","Santa Maria Madalena","-41.9667","-21.9667",NA,NA,"NY01096237","NY01096237_01","3040","680","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235700' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Estadual do Desengano, Serra da Rifa, Estrada para Fazenda da Rifa.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","684730","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1945","09","13","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00684730","NY00684730_01","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880456' target='other'> <mi>dwc_moreinfo</mi></a>","Jardim Botanico","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1738416","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"P. da C. Gadelha Neto","2012","03","22","Brazil","Paraíba",NA,"-35.2656","-6.6264",NA,NA,"NY01738416","NY01738416_01","3217","220",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007504' target='other'> <mi>dwc_moreinfo</mi></a>","Jacaraú. Floresta Estacional Semidecidual das Terras Baixas. Mata da Pitanga: Fragmento Pb 162.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1015466","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"H. C. de Lima","2005","03","14","Brazil","Rio de Janeiro","Volta Redonda","-44.0811","-22.4467",NA,NA,"NY01015466","NY01015466_01","6259",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106404' target='other'> <mi>dwc_moreinfo</mi></a>","APA. Fazenda Santa Cecilia do Ingá, morro atrás do Centro de Monitoramento","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1075255","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris","L. S. Coêlho",NA,NA,NA,"J. P. Santos","1989","08","14","Brazil","Acre","Senador Guiomard","-67.7358","-10.1511",NA,NA,"NY01075255","NY01075255_01","50",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424182' target='other'> <mi>dwc_moreinfo</mi></a>","BR-364 km 61, P.A.O. Peixoto, toward Rondônia","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","684731","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","A. E. Burkart",NA,NA,NA,"G. G. Hatschbach","1968","09","23","Brazil","Paraná","Laranjeiras do Sul","-53.008927","-25.537385",NA,NA,"NY00684731","NY00684731_01","19830",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880457' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Iguaçu, Salto Osório.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1188749","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris",NA,NA,NA,NA,"D. C. Daly","2008","07","05","Brazil","Acre","Sena Madureira","-68.5947","-9.4422",NA,NA,"NY01188749","NY01188749_01","13200","200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188921' target='other'> <mi>dwc_moreinfo</mi></a>","Basin of Rio Iaco (tributary of Rio Purus), Fazenda São Jorge I, property of Acre Brasil Verde, timber concession of Laminados Triunfo Ltda., 107 km NW of Rio Branco on BR-364, then ca. 22 km E on Toco Preto access road.","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1099459","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris","J. F. Ramos",NA,NA,NA,"C. A. Cid Ferreira","1987","04","24","Brazil","Rondônia","Porto Velho","-63.65","-10.583333",NA,NA,"NY01099459","NY01099459_01","8916",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373228' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Balateiro a 07 km da Vila Campo Novo","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1099464","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris","R. C. Barneby",NA,NA,NA,"F. E. Miranda","1983","09","01","Brazil","Pará","Tucuruí","-49.802752","-3.856206",NA,NA,"NY01099464","NY01099464_01","369",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373226' target='other'> <mi>dwc_moreinfo</mi></a>","Área de desmatamento, margem direita.","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00935739","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris","H. S. Irwin",NA,NA,NA,"B. Maguire","1963","08","12","Brazil","Tocantins","Barrolândia","-48.7253","-9.8358",NA,NA,"NY00935739","NY00935739_01","56115","152","244","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993476' target='other'> <mi>dwc_moreinfo</mi></a>","100 km south of Guara, along Belem-Brasilia Highway","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00959281","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","M. T. K. Arroyo",NA,NA,NA,"G. T. Prance","1964","08","09","Brazil","Maranhão","Estreito","-47.4508","-6.5608",NA,NA,"NY00959281","NY00959281_01","58618",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030319' target='other'> <mi>dwc_moreinfo</mi></a>","Road Carolina to Estreita, 2-15 km. from Estreita.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00935735","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa molaris",NA,NA,NA,NA,"B. M. T. Walter","1992","08","04","Brazil","Goiás","Niquelândia","-48.98","-14.45",NA,NA,"NY00935735","NY00935735_01","1834","440","440","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993343' target='other'> <mi>dwc_moreinfo</mi></a>","Pequeno corrego afluente da margem esquerda do rio Acaba Saco. Próximo deste com o rio Maranhao. Bacia de inundaçao da UHE Serra da Mesa","Magnoliophyta","Fabales","(Spruce ex Benth.) Koeppen","South America","sheet","molaris",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1519541","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","I. B. de Lima",NA,NA,NA,"D. M. Cavalcanti Ferreira","2010","01","27","Brazil","Pernambuco","Goiana","-34.8206","-7.6061",NA,NA,"NY01519541","NY01519541_01","108",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1783151' target='other'> <mi>dwc_moreinfo</mi></a>","RPPN Fazenda Tabatinga. Borda do fragmento.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02686774","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"L. de S. Leoni","2001","09","08","Brazil","Minas Gerais","Faria Lemos","-42.0297012329102","-20.8083000183105",NA,NA,"NY02686774","NY02686774_01","4724","600",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2960824' target='other'> <mi>dwc_moreinfo</mi></a>","Fazenda Santa Rita","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,"14353","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02682985","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"S. J. da Silva Neto","2001","09","19","Brazil","Rio de Janeiro","Duque de Caxias","-43.266667","-22.55",NA,NA,"NY02682985","NY02682985_01","1489",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946766' target='other'> <mi>dwc_moreinfo</mi></a>","Ponto Quadrante 100. Reserva da Petrobras","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02714003","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"S. J. da Silva Neto","2001","09","19","Brazil","Rio de Janeiro","Duque de Caxias","-43.266667","-22.55",NA,NA,"NY02714003","NY02714003_01","1489",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005665' target='other'> <mi>dwc_moreinfo</mi></a>","Ponto Quadrante 100. Reserva da Petrobras","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00959282","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","M. T. K. Arroyo",NA,NA,NA,"G. T. Prance","1964","10","23","Brazil","Goiás","Jataí","-51.7142","-17.8817",NA,NA,"NY00959282","NY00959282_01","59572",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030350' target='other'> <mi>dwc_moreinfo</mi></a>","52 km south of Caiaponia. Serra do Caiapó","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","573324","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","R. C. Barneby",NA,NA,NA,"S. C. de Sant'Ana","1993","09","16","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,"NY00573324","NY00573324_01","361",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424171' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00959265","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","R. C. Barneby",NA,NA,NA,"T. B. Cavalcanti","1996","09","20","Brazil","Goiás","Ipameri","-48.1594","-17.7219",NA,NA,"NY00959265","NY00959265_01","2065",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030387' target='other'> <mi>dwc_moreinfo</mi></a>","Bacia de Inundaçao da AHE-Corumba","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00959287","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","R. S. Cowan",NA,NA,NA,"E. P. Heringer","1965","03","18","Brazil","Distrito Federal","Brasília","-48.0638","-16.01719",NA,NA,"NY00959287","NY00959287_01","10099",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030374' target='other'> <mi>dwc_moreinfo</mi></a>","Parque do Gama.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","573329","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"L. Riedel","1833","08",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.212076","-22.951842",NA,NA,"NY00573329","NY00573329_01","1126",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424177' target='other'> <mi>dwc_moreinfo</mi></a>","Corcovado","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","573327","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","A. C. de Lima",NA,NA,NA,"J. S. Blanchet","1839",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"NY00573327","NY00573327_01","2567",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424179' target='other'> <mi>dwc_moreinfo</mi></a>","Serra de Jacobina","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","573330","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","H. de F. Leitão Filho",NA,NA,NA,"J. P. Lanna Sobrinho","1967","10","17","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00573330","NY00573330_01","1589",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424166' target='other'> <mi>dwc_moreinfo</mi></a>","Guanabara, Jacarepaguá, caminho do Sertao","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","573328","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"L. Riedel","1832","09",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00573328","NY00573328_01","1126",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","573332","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"B. Costa","1962","04","18","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00573332","NY00573332_01","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424176' target='other'> <mi>dwc_moreinfo</mi></a>","Americana","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","573331","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"J. P. Lanna Sobrinho","1962","09","05","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00573331","NY00573331_01","241",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424184' target='other'> <mi>dwc_moreinfo</mi></a>","Guanabara, Estrada das Furnas","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00935743","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"G. M. Araújo","1990","07","27","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00935743","NY00935743_01","736",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993988' target='other'> <mi>dwc_moreinfo</mi></a>","Fazenda Experimental do Glória, U.F.U., Uberlândia","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1015064","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"H. C. de Lima","1993","01","12","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,"NY01015064","NY01015064_01","4599",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099287' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica de Poço das Antas, Estrada para Juturnaiba, entre o portao e a trilha Morro do Calcario.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00959285","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","R. C. Barneby",NA,NA,NA,"B. M. T. Walter","1992","06","11","Brazil","Goiás","Niquelândia","-48.32","-14.03",NA,NA,"NY00959285","NY00959285_01","1622","470","470","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030351' target='other'> <mi>dwc_moreinfo</mi></a>","Faz. Serra Negra (Niqueltocantins). Serra Negra; p/o lado do bagagem. Ao lado da linha de transmissao (elet.) Area de influencia da UHE Serra da Mesa. Local da futura ilha de Serra Negra","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1144323","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"A. M. Giulietti","1998","08","16","Brazil","Bahia","Abaíra","-41.6633","-13.2497",NA,NA,"NY01144323","NY01144323_01","1459",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287583' target='other'> <mi>dwc_moreinfo</mi></a>","Estrada para Catolés, 1 km antes de Ouro Verde.","Magnoliophyta","Fabales","(Vogel) J.F.Macbr.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
