"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"785","2020-12-02 09:07:23-03","UNITINS","HUTO","7644","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Simon, M.F.","3351","2018","08","21",NA,"Brasil",NA,NA,"Monitoramento da flora. Indivíduo 103.; Árvore 4 m. Frutos imaturos. Frequente.; Cerrado sensu stricto","HUTO007644",NA,NA,"A. Juss.",NA,"Goiás","P. N. Chapada dos Veadeiros, parcela de monitoramento da Biodiversidade - ICMBio. Acesso na entrada para a escola Bona Espero, 13 km N. Relevo plano",NA,"Alto Paraíso de Goiás","-47.638889","-14.067778","1200","1200",NA,"-47.638889","-14.067778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2020-12-02 09:07:23-03","UNITINS","HUTO","429","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Santos, E.R.","176","2005","12","08",NA,"Brasil",NA,NA,"Arbusto escadente. Cálice ferrugíneo corola amarela; Mata de galeria","HUTO000429",NA,NA,"A. Juss.",NA,"Tocantins","Sub-bacia do Ribeirão São João","HUTO000429","Palmas","-48.188333","-10.351667",NA,NA,NA,"-48.188333","-10.351667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2020-12-02 09:07:23-03","UNITINS","HUTO","7175","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Lemos, H.L.","171","2017","08","26",NA,"Brasil",NA,NA,"Árvore com cerca de 5 m de altura. Flores amarelas.; Cerrado.","HUTO007175",NA,NA,"A. Juss.",NA,"Tocantins","Bacia do rio Tocantins. Sub-bacia do rio Gameleira",NA,"Dianópolis","-47.026667","-11.724444",NA,NA,NA,"-47.026667","-11.724444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2019-10-07 09:31:58-03","UEFS","HUEFS","64679","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Gomes, B.M.","77","2000","08","04",NA,"Brasil",NA,NA,"Cerrado sensu strictu.","HUEFS0064679","Angiospermae","Malpighiales","A.Juss.",NA,"Distrito Federal","Parque Recreativo do Gama. Centro Oeste.","HUEFS0064679","Gama","-48.05","-16.05","850","850",NA,"48W3'","16S3'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"789","2019-10-07 09:31:59-03","UEFS","HUEFS","227317","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Almeida, R.F.","723","2014","11","15",NA,"Brasil",NA,NA,NA,"HUEFS0227317","Angiospermae","Malpighiales","A.Juss.",NA,"Bahia","Br-242, Fazenda Coités",NA,"Seabra","-41.7703018188477","-12.4186000823975",NA,NA,NA,NA,NA,NA,NA,NA,"57155","auto","Rosanae",NA,NA,NA,NA,NA
"790","2019-10-07 09:31:59-03","UEFS","HUEFS","227312","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Almeida, R.F.","718","2014","12","10",NA,"Brasil",NA,NA,NA,"HUEFS0227312","Angiospermae","Malpighiales","A.Juss.",NA,"Minas Gerais","REBIO Mata Escura",NA,"Jequitinhonha","-41.0032997131348","-16.4339008331299",NA,NA,NA,NA,NA,NA,NA,NA,"48921","auto","Rosanae",NA,NA,NA,NA,NA
"791","2019-10-07 09:31:58-03","UEFS","HUEFS","25084","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Harley, R.M.","28392","1996","09","09",NA,"Brasil",NA,NA,NA,"HUEFS0025084","Angiospermae","Malpighiales","A.Juss.","D.Zappi","Bahia","Estrada entre Catolés e a estrada do Marques.","HUEFS0025084","Catolés","-41.8","-13.316667","1082","1082",NA,"41W48'","13S19'","1998","04",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"792","2019-10-07 09:31:58-03","UEFS","HUEFS","120942","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Conceição, A.A.","2129","2007","06","02",NA,"Brasil",NA,NA,NA,"HUEFS0120942","Angiospermae","Malpighiales","A.Juss.","P.D.Carvalho","Bahia","Pé do morro.","HUEFS0120942","Brotas de Macaúbas","-42.730556","-12.009444","712","712",NA,"42W43'50''","12S0'34''","2007","07",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"793","2019-10-07 09:31:58-03","UEFS","HUEFS","150648","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Mendes, M.S.","473","2008","04",NA,NA,"Brasil",NA,NA,"Caatinga.","HUEFS0150648","Angiospermae","Malpighiales","A.Juss.",NA,"Bahia","Região de Brejinhos das Ametistas, Área da Bahia Mineração.","HUEFS0150648","Caitité","-42.556944","-14.323333","980","980",NA,"42W33'25''","14S19'24''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"794","2019-10-07 09:31:58-03","UEFS","HUEFS","104005","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Conceição, A.A.","1604","2005","11","10",NA,"Brasil",NA,NA,NA,"HUEFS0104005","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Afloramento arenito-quatzito. Morro do Flamengo.","HUEFS0104005","Jaguarari","-40.216667","-10.033333",NA,NA,NA,"40W13'","10S2'","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"795","2019-10-07 09:31:58-03","UEFS","HUEFS","100700","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Carneiro-Torres, D.S.","538","2005","06","26",NA,"Brasil",NA,NA,"Caatinga. Solo argiloso.","HUEFS0100700","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","40 Km da cidade na estrada de chão sentido Barra.","HUEFS0100700","Xique-Xique","-42.981389","-11.062222","400","400",NA,"42W58'53''","11S3'44''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"796","2019-10-07 09:31:58-03","UEFS","HUEFS","102073","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Cardoso, D.","848","2005","09","30",NA,"Brasil",NA,NA,"Caatinga arbóreo-arbustiva densa.","HUEFS0102073","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia",NA,"HUEFS0102073","Campo Alegre de Lourdes","-43.044444","-9.503611","480","480",NA,"43W2'40''","9S30'13''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"797","2019-10-07 09:31:58-03","UEFS","HUEFS","102649","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Rapini, A.","1262","2005","09","08",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0102649","Angiospermae","Malpighiales","A.Juss.","F.H.F.Nascimento","Bahia",NA,"HUEFS0102649","Pilão Arcado","-42.730556","-9.951667","413","413",NA,"42W43'50''","9S57'6''","2010","03",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"798","2019-10-07 09:31:58-03","UEFS","HUEFS","104799","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Santos, A.K.A.","689","2006","01","13",NA,"Brasil",NA,NA,"Mata Seca.","HUEFS0104799","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Minas Gerais","estrada para o Mirante da Serra da Ferrugem, Torre de TV.","HUEFS0104799","Conceição do Mato Dentro","-43.403889","-19.026111","980","980",NA,"43W24'14''","19S1'34''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"799","2019-10-07 09:31:58-03","UEFS","HUEFS","111921","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Mattos-Silva, L.A.","4950","2005","10","09",NA,"Brasil",NA,NA,NA,"HUEFS0111921","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Coleta realizada na estrada para a lagoa de Boa Vista.","HUEFS0111921","Seabra","-41.916667","-12.383333",NA,NA,NA,"41W55'","12S23'","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"800","2019-10-07 09:31:58-03","UEFS","HUEFS","113845","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Carvalho, P.D.","365","2006","11","03",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0113845","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada de terra para Caetité.","HUEFS0113845","Licínio de Almeida","-42.521111","-14.545","758","758",NA,"42W31'16''","14S32'42''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"801","2019-10-07 09:31:58-03","UEFS","HUEFS","12418","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Ganev, W.","1354","1992","10","26",NA,"Brasil",NA,NA,NA,"HUEFS0012418","Angiospermae","Malpighiales","A.Juss.","W.R.Anderson","Bahia",NA,"HUEFS0012418","Abaíra","-41.883333","-13.3","1300","1450",NA,"41W53'","13S18'","1998","03",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"802","2019-10-07 09:31:58-03","UEFS","HUEFS","127845","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Conceição, A.A.","2526","2007","10","11",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0127845","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia",NA,"HUEFS0127845 HUEFS0127845_01","Ibitiara","-42.268333","-12.626667","1000","1000",NA,"42W16'6''","12S37'36''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"803","2019-10-07 09:31:58-03","UEFS","HUEFS","131114","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Silva, F.B.L.","40","2007","11","11",NA,"Brasil",NA,NA,NA,"HUEFS0131114","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada para Barracão.","HUEFS0131114","Morro do Chapéu","-41.208611","-11.421944","1106","1106",NA,"41W12'31''","11S25'19''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"804","2019-10-07 09:31:58-03","UEFS","HUEFS","131764","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Conceição, A.A.","2787","2007","12","18",NA,"Brasil",NA,NA,"Transição caatinga / cerrado.","HUEFS0131764","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada para Chapada de Cima.","HUEFS0131764 HUEFS0131764_01","Oliveira dos Brejinhos","-42.9","-12.366667","870","870",NA,"42W54'","12S22'","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"805","2019-10-07 09:31:58-03","UEFS","HUEFS","131787","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Conceição, A.A.","2810","2007","12","18",NA,"Brasil",NA,NA,"Transição caatinga / cerrado.","HUEFS0131787","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada para Chapada de Cima.","HUEFS0131787","Oliveira dos Brejinhos","-42.9","-12.366667","870","870",NA,"42W54'","12S22'","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"806","2019-10-07 09:31:58-03","UEFS","HUEFS","151755","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Melo, E.","6568","2009","09","24",NA,"Brasil",NA,NA,NA,"HUEFS0151755","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","BR-324, estrada para Piauí.","HUEFS0151755","Remanso","-42.321389","-9.414722","467","467",NA,"42W19'17''","9S24'53''","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"807","2019-10-07 09:31:58-03","UEFS","HUEFS","15183","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Salgado, O.A.","171","1981","09","19",NA,"Brasil",NA,NA,NA,"HUEFS0015183","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Minas Gerais",NA,"HUEFS0015183","Augusto de Lima","-44.083333","-18.066667","650","650",NA,"44W5'","18S4'","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"808","2019-10-07 09:31:58-03","UEFS","HUEFS","158950","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Guedes, M.L.S.","16035","2009","09","23",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0158950","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Baixo Médio São Francisco, Ponto n° 1.","HUEFS0158950","Remanso","-41.917778","-9.472222","430","430",NA,"41W55'4''","9S28'20''","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"809","2019-10-07 09:31:58-03","UEFS","HUEFS","14756","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Ganev, W.","2169","1993","08","30",NA,"Brasil",NA,NA,NA,"HUEFS0014756","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia",NA,"HUEFS0014756","Rio de Contas","-42.333333","-13.833333","1200","1200",NA,"42W20'","13S50'","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"810","2019-10-07 09:31:58-03","UEFS","HUEFS","113836","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Carvalho, P.D.","356","2006","11","03",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0113836","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada de terra para Caetité.","HUEFS0113836","Licínio de Almeida","-42.513056","-14.991944","852","852",NA,"42W30'47''","14S59'31''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"811","2019-10-07 09:31:58-03","UEFS","HUEFS","159460","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Gomes, F.S.","382","2009","12","11",NA,"Brasil",NA,NA,"Caatinga/cerrado.","HUEFS0159460","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Lagoa da Vereda.","HUEFS0159460","Licínio de Almeida","-42.466389","-14.569722","738","738",NA,"42W27'59''","14S34'11''","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"812","2019-10-07 09:31:58-03","UEFS","HUEFS","165302","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Queiroz, L.P.de","14918","2010","10","27",NA,"Brasil",NA,NA,"Transição cerrado/ campo rupestre.","HUEFS0165302","Angiospermae","Malpighiales","A.Juss.","A.M.Amorim","Minas Gerais","Estrada para o Pico da Formosa ca. 12Km SE de Monte Azul.","HUEFS0165302","Monte Azul","-42.808333","-15.199444","1090","1090",NA,"42W48'30''","15S11'58''","2011","07",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"813","2019-10-07 09:31:59-03","UEFS","HUEFS","166554","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Harley, R.M.","56153","2010","09","26",NA,"Brasil",NA,NA,"Capoeira","HUEFS0166554","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Beira da estrada da cidade para o Pico das Almas, 50 m após uma casa alta, ca. 4.5 km da cidade","HUEFS0166554","Rio de Contas","-41.841111","-13.558333","1084","1084",NA,"41W50'28''","13S33'30''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"814","2019-10-07 09:31:59-03","UEFS","HUEFS","167312","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Melo, E.","8780","2010","11","22",NA,"Brasil",NA,NA,"Catinga.","HUEFS0167312","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Piauí","Área de entorno de lagoa.","HUEFS0167312","Caracol","-43.497222","-9.213333","533","533",NA,"43W29'50''","9S12'48''","2015","02",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"815","2019-10-07 09:31:59-03","UEFS","HUEFS","170280","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Guedes, M.L.","16117","2009","10","25",NA,"Brasil",NA,NA,"Mata Ciliar.","HUEFS0170280","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Barra do Mendes, Barra do Mendes divisa com Ipupiara. Morrão.","HUEFS0170280","Irecê","-42.234722","-11.8075","738","738",NA,"42W14'5''","11S48'27''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"816","2019-10-07 09:31:59-03","UEFS","HUEFS","180059","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Melo, E.","10871","2011","12","12",NA,"Brasil",NA,NA,NA,"HUEFS0180059","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Paraíba","Brejo Paraibano. Mata do Urucu. Beira da Estrada.","HUEFS0180059","Alagoa Nova","-35.709722","-7.041944","521","521",NA,"35W42'35''","7S2'31''","2015","02",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"817","2019-10-07 09:31:59-03","UEFS","HUEFS","190306","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Melo, E.","11688","2012","10","27",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0190306","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada para Lajedo do Tabocal.","HUEFS0190306","Maracás","-40.3975","-13.457222","883","883",NA,"40W23'51''","13S27'26''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"818","2019-10-07 09:31:59-03","UEFS","HUEFS","190309","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Melo, E.","11691","2012","10","27",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0190309","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Estrada para Lajedo do Tabocal.","HUEFS0190309","Maracás","-40.3975","-13.457222","883","883",NA,"40W23'51''","13S27'26''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"819","2019-10-07 09:31:59-03","UEFS","HUEFS","200211","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Marinho, L.C.","505","2013","10","30",NA,"Brasil",NA,NA,NA,"HUEFS0200211","Angiospermae","Malpighiales","A.Juss.",NA,"Bahia","Serra do Periperi, Avenida do Contorno com acesso pela Avenida Luís Eduardo Magalhães.","HUEFS0200211","Vitória da Conquista","-40.8","-14.833333","900","1000",NA,"40W48'0''","14S50'0''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"820","2019-10-07 09:31:59-03","UEFS","HUEFS","200534","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Oliveira, A.C.P.","1817","2012","11","06",NA,"Brasil",NA,NA,"Fitofisionomia Savana Estépica Solo Neossolo Quartzarênico Órtico.","HUEFS0200534","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Pernambuco","Povoado Igrejinha","HUEFS0200534","Ibimirim","-37.599167","-8.526944","471","471",NA,"37W35'57''","8S31'37''","2015","02",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"821","2019-10-07 09:31:59-03","UEFS","HUEFS","200537","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Silva, F.F.S.","496","2011","11","14",NA,"Brasil",NA,NA,"Fitofisionomia Savana Estépica. Solo Neossolo Quartzarênico Órtico.","HUEFS0200537","Angiospermae","Malpighiales","A.Juss.","A.Francener","Pernambuco","Serra do Mangue","HUEFS0200537","Inajá","-37.865","-8.782778","536","536",NA,"37W51'54''","8S46'58''","2014","03",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"822","2019-10-07 09:31:59-03","UEFS","HUEFS","186859","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Rando, J.G.","1031","2011","10","15",NA,"Brasil",NA,NA,"Cerrado adjacente à mata de galeria.","HUEFS0186859","Angiospermae","Malpighiales","A.Juss.","C.Pessoa","Minas Gerais","Serra do Cipó. Trilha dos escravos, início da trilha e na borda.","HUEFS0186859","Santana do Riacho","-43","-19.314444",NA,NA,NA,"43W","19S18'52''","2016","12",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"823","2019-10-07 09:31:59-03","UEFS","HUEFS","180935","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Lua, S.","8","2011","11","12",NA,"Brasil",NA,NA,NA,"HUEFS0180935","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Barranco - 2 km da entrada de Campo de São João à esquerda.","HUEFS0180935","Palmeiras",NA,"-12.429722",NA,NA,NA,"41W29'81''","12S25'47''","2013","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"824","2019-10-07 09:31:59-03","UEFS","HUEFS","206392","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Santos, E.R.","176","2005","12","08",NA,"Brasil",NA,NA,"mata de galeria.","HUEFS0206392","Angiospermae","Malpighiales","A.Juss.",NA,"Tocantins","Sub-bacia Ribeirão São João.","HUEFS0206392","Palmas",NA,"-52.945",NA,NA,NA,"14W51'68''","52S56'42''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"825","2019-10-07 09:31:59-03","UEFS","HUEFS","237150","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Chagas, D.B.das","134","2016","08","10",NA,"Brasil",NA,NA,"Cerrado stricto sensu","HUEFS0237150","Angiospermae","Malpighiales","A.Juss.",NA,"Tocantins","Faz. Providência - Porto Nacional - TO","HUEFS0237150","Porto Nacional","-48.4","-10.55","220","220",NA,"48W24'","10S33'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"826","2019-10-07 09:31:59-03","UEFS","HUEFS","237228","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Chagas, D.B.das","212","2017","06","14",NA,"Brasil",NA,NA,"Cerrado stricto sensu","HUEFS0237228","Angiospermae","Malpighiales","A.Juss.",NA,"Tocantins","Faz. Canaã - Porto Nacional -TO","HUEFS0237228","Porto Nacional","-48.333333","-10.666667","279","279",NA,"48W20'","10S40'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"827","2019-10-07 09:31:58-03","UEFS","HUEFS","24950","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Harley, R.M.","28258","1996","09","05",NA,"Brasil",NA,NA,NA,"HUEFS0024950","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","Cabrália- 7 km em direção a Piatã.","HUEFS0024950 HUEFS0024950_01","Piatã","-41.85","-12.9","1158","1158",NA,"41W51'","12S54'","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"828","2019-10-07 09:31:58-03","UEFS","HUEFS","31726","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Ferrucci, M.S.","1007","1996","08","11",NA,"Brasil",NA,NA,"Borde ruta.","HUEFS0031726","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia","7km de Cocos en la ruta de Santa Maria da Vitória a Cocos.","HUEFS0031726",NA,NA,NA,NA,NA,NA,NA,NA,"2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"829","2020-02-28 13:42:04-03","UEFS","HUEFS","254611","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Gontijo, F.D.","347","2014","10","04",NA,"Brasil",NA,NA,"Floresta estacional semidecidual.","HUEFS0254611","Angiospermae","Malpighiales","A.Juss.",NA,"Minas Gerais",NA,NA,"Conceição do Mato Dentro","-43.394444","-19.584722","928","928",NA,"43W23'40''","19S35'5''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"830","2019-10-07 09:31:58-03","UEFS","HUEFS","4258","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Noblick, L.R.","3477","1984","11","16",NA,"Brasil",NA,NA,NA,"HUEFS0004258","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia",NA,"HUEFS0004258","Morro do Chapéu","-41.15","-11.55",NA,NA,NA,"41W9'","11S33'","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"831","2019-10-07 09:31:58-03","UEFS","HUEFS","4260","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Noblick, L.R.","3479","1984","11","16",NA,"Brasil",NA,NA,NA,"HUEFS0004260","Angiospermae","Malpighiales","A.Juss.","C.S.Pessoa","Bahia",NA,"HUEFS0004260","Morro do Chapéu","-41.15","-11.55",NA,NA,NA,"41W9'","11S33'","2014","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"832","2019-10-07 09:31:58-03","UEFS","HUEFS","50218","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Souza, E.R.de","85","2000","10","24",NA,"Brasil",NA,NA,NA,"HUEFS0050218","Angiospermae","Malpighiales","A.Juss.","P.D.Carvalho","Bahia","Reserva do Projeto Sempre-Viva, beira do rio do Tomboro.","HUEFS0050218","Mucugê","-41.341667","-12.991667","955","955",NA,"41W20'30''","12S59'30''","2006","07",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
