"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordedBy","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1161236","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1962","07","13","Brazil","Amapá",NA,NA,NA,NA,NA,"NY01161236","NY01161236_01 NY01161236_02","H. S. Irwin; R. C. Barneby","J. M. Pires","52155","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372331' target='other'> <mi>dwc_moreinfo</mi></a>","Coastal Region. Road to Amapá, vic. Km 108, Rio Pedreira.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01839642","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1987","12","04","Brazil","Amazonas","Santa Isabel do Rio Negro","-65.0192","-0.413889",NA,NA,"NY01839642","NY01839642_01 NY01839642_02","R. C. Barneby","H. C. de Lima","3373","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1385045' target='other'> <mi>dwc_moreinfo</mi></a>","Alto Rio Negro, acima do igarapé Maraiuara, Livramento",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01839209","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris unifaria","H.S.Irwin & Barneby",NA,"1991","11","09","Bolivia","Santa Cruz","José Miguel de Velasco","-60.92","-14.55",NA,NA,"NY01839209","NY01839209_01","R. C. Barneby","R. B. Foster","13776","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2103180' target='other'> <mi>dwc_moreinfo</mi></a>","Serrania de Huanchaca. Farallon Sur Oeste: Estación Los Fierros. Parque Nacional Noel Kempff M. Camino a 6 km Sur Oeste de la estación.","200","300","Magnoliophyta","Fabales","unifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01160967","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1968","07","02","Brazil","Rondônia",NA,"-64.9859172","-9.6361122",NA,NA,"NY01160967","NY01160967_01 NY01160967_02","H. S. Irwin; R. C. Barneby","G. T. Prance","5451","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374380' target='other'> <mi>dwc_moreinfo</mi></a>","3-4 Km SW of Mutumparaná on railroad to Abunã.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01160867","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1971","07","15","Brazil","Amazonas",NA,"-65.7102156","-8.8972404",NA,NA,"NY01160867","NY01160867_01","H. S. Irwin; R. C. Barneby","G. T. Prance","14233","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374333' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Curuquetê, vicinity of Cachoeira Santo Antonio.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01160953","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1975","09","14","Brazil","Rondônia",NA,NA,NA,NA,NA,"NY01160953","NY01160953_01",NA,"M. dos R. Cordeiro","793","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370585' target='other'> <mi>dwc_moreinfo</mi></a>","Sub-base Proj. RADAM, Sc-20-VD - Ponto 64 - Nova Minas, Ig. Rio Branco, afl. do R. Jaci",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01160962","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1976","04","28","Brazil","Rondônia","Guajará-Mirim","-65.3394","-10.7828",NA,NA,"NY01160962","NY01160962_01","H. S. Irwin; R. C. Barneby","M. dos R. Cordeiro","918","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370545' target='other'> <mi>dwc_moreinfo</mi></a>","Sub-base Proj. RADAM, Estrada do Palheta, Front. Brasil-Bolívia, Ponto 23, SC-20-VB.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01839716","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1986","09","22","Peru","Pasco","Oxapampa","-75.14805","-10.185",NA,NA,"NY01839716","NY01839716_01",NA,"W. Pariona","938","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2095726' target='other'> <mi>dwc_moreinfo</mi></a>","Trees of the Palcazu Valley Distrito Iscozacín.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01160849","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1973","08","17","Brazil","Amazonas","São Paulo de Olivença","-69.3417549","-3.6151907",NA,NA,"NY01160849","NY01160849_01","H. S. Irwin; R. C. Barneby","E. Lleras","P17388","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374350' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Solimões, Bairro de Odorio.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01160900","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1850","06",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,"NY01160900","NY01160900_01 NY01160900_02","H. S. Irwin; R. C. Barneby","R. Spruce","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371425' target='other'> <mi>dwc_moreinfo</mi></a>","in vicinibus Santarem.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4894","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris velutina","H.S.Irwin & Barneby",NA,"1962","05","02","Brazil","Maranhão","Lorêto","-45.1408","-7.0844",NA,NA,"NY00004894","NY00004894_01",NA,"G. Eiten","4490","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=581902' target='other'> <mi>dwc_moreinfo</mi></a>","Ilha de Balsas region, between Rios Balsas and Parnaíba. Ca 4 km N of main house of Fazenda Morros, about 35 km S of Lôreto. Alt. 350 m.",NA,NA,"Magnoliophyta","Fabales","velutina","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00981248","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris bifaria","H.S.Irwin & Barneby",NA,"1966","06","28","Brazil","Goiás","Caiapônia","-51.77","-17.28",NA,NA,"NY00981248","NY00981248_01","H. S. Irwin; R. C. Barneby","H. S. Irwin","17904","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098047' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 45 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","900","900","Magnoliophyta","Fabales","bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01160923","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1980","07","16","Brazil","Pará","Oriximiná","-56.5784955","-1.3418401",NA,NA,"NY01160923","NY01160923_01","R. C. Barneby","C. A. Cid Ferreira","1551","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374336' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Trombetas, margem esquerda do lago Erepecu, ao longo do lago",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01839632","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1926","10","04","Bolivia","Santa Cruz","Ichilo",NA,NA,NA,NA,"NY01839632","NY01839632_01","R. C. Barneby; H. S. Irwin","J. Steinbach","7560","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2073184' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Japacani.","350","350","Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00755211","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1965","07","08","Brazil","Acre",NA,NA,NA,NA,NA,"NY00755211","NY00755211_01","H. S. Irwin; R. C. Barneby","J. M. Pires","10029","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=909432' target='other'> <mi>dwc_moreinfo</mi></a>","Ilha Amapá - perto de Rio Branco.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01160850","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1967","04","28","Brazil","Amazonas","Manaus","-60.025","-3.10194",NA,NA,"NY01160850","NY01160850_01","H. S. Irwin; R. C. Barneby","M. G. da Silva","991","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370675' target='other'> <mi>dwc_moreinfo</mi></a>","Margem direita do Rio Negro, arredores de Manaus, praia do Hotel Amazonas",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01081206","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris sapindifolia","(Vogel) H.S.Irwin & Barneby",NA,"1987","05","11","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,NA,"NY01081206","NY01081206_01 NY01081206_02",NA,"H. C. de Lima","2944","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221672' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Comboios, entre Barra do Riacho e Vila do Riacho, próx. a Fábrica de asfalto da Aracruz Celulose.",NA,NA,"Magnoliophyta","Fabales","sapindifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01839664","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1962","10","08","Peru","Amazonas","Bagua","-77.642908","-4.401261",NA,NA,"NY01839664","NY01839664_01","R. C. Barneby; H. S. Irwin","J. J. Wurdack","2233","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085569' target='other'> <mi>dwc_moreinfo</mi></a>","Along Río Santiago 3-5 km. above mouth","250","300","Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00981386","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris bifaria","H.S.Irwin & Barneby",NA,"1968","04","11","Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,"NY00981386","NY00981386_01","H. S. Irwin; R. C. Barneby","J. A. Ratter","R980","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098260' target='other'> <mi>dwc_moreinfo</mi></a>","8 km NE of the Base Camp of the Expedition. (close to the Xavantina-São Felix road.)",NA,NA,"Magnoliophyta","Fabales","bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00981650","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris sapindifolia","(Vogel) H.S.Irwin & Barneby",NA,"1984","12","08","Brazil","Bahia","Nova Viçosa","-39.3717","-17.8919",NA,NA,"NY00981650","NY00981650_01","R. C. Barneby","G. G. Hatschbach","48742","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099529' target='other'> <mi>dwc_moreinfo</mi></a>","Costa Atlantica",NA,NA,"Magnoliophyta","Fabales","sapindifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01839623","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris guaranitica","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,NA,"12",NA,"Paraguay",NA,NA,NA,NA,NA,NA,"NY01839623","NY01839623_01","R. C. Barneby; H. S. Irwin","E. Hassler","5889","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2073170' target='other'> <mi>dwc_moreinfo</mi></a>","In altaplanitie prope flumen Corrientes",NA,NA,"Magnoliophyta","Fabales","guaranitica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00981302","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris bifaria","H.S.Irwin & Barneby",NA,"1996","05","30","Brazil","Goiás","Niquelândia","-48.4194","-14.3583",NA,NA,"NY00981302","NY00981302_01","R. C. Barneby","M. Aparecida da Silva","2995","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098097' target='other'> <mi>dwc_moreinfo</mi></a>","Morro ao lado esquerdo do trevo para Macedo Velho",NA,NA,"Magnoliophyta","Fabales","bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01839635","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1985","08","31","Bolivia","Pando","Manuripi","-68.25","-12.02",NA,NA,"NY01839635","NY01839635_01","R. C. Barneby","M. H. Nee","31673","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712143' target='other'> <mi>dwc_moreinfo</mi></a>","along Rio Madre de Dios, Humaita","150","150","Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00981312","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1971","01","22","Brazil","Minas Gerais",NA,"-43.4927778","-20.1263",NA,NA,"NY00981312","NY00981312_01","H. S. Irwin; R. C. Barneby","H. S. Irwin","28881b","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098271' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","1400","1400","Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01160897","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1995","07","01","Brazil","Pará",NA,NA,NA,NA,NA,"NY01160897","NY01160897_01","R. C. Barneby","S. M. de Faria","SMF997","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371453' target='other'> <mi>dwc_moreinfo</mi></a>","Porto Trombetas, estrada P. Trombetas - Terra Santa.",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00981225","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris bifaria","H.S.Irwin & Barneby",NA,"1966","06","22","Brazil","Goiás","Piranhas","-51.93","-16.47",NA,NA,"NY00981225","NY00981225_01","H. S. Irwin; R. C. Barneby","H. S. Irwin","17611","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098024' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 85 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","700","700","Magnoliophyta","Fabales","bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00981276","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris bifaria","H.S.Irwin & Barneby",NA,"1965","01","09","Brazil","Goiás","Posse","-46.3692","-14.0933",NA,NA,"NY00981276","NY00981276_01","H. S. Irwin; R. C. Barneby","R. P. Belém","133","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098077' target='other'> <mi>dwc_moreinfo</mi></a>","Rodovia Brasilia-Fortaleza; 220 km de Formosa",NA,NA,"Magnoliophyta","Fabales","bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01160910","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1994","01","27","Brazil","Pará",NA,"-56.3784832","-1.4737221",NA,NA,"NY01160910","NY01160910_01",NA,"S. M. de Faria","SMF651","South America","sheet",NA,"Não foi observada a nodulcação. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371444' target='other'> <mi>dwc_moreinfo</mi></a>","Porto Trombetas, Área de reflorestamento",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01839639","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1968","07","10","Bolivia","Pando",NA,"-65.371241","-9.706585",NA,NA,"NY01839639","NY01839639_01 NY01839639_02","R. C. Barneby; H. S. Irwin","G. T. Prance","5801","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2075344' target='other'> <mi>dwc_moreinfo</mi></a>","W. bank of Rio Madeira opposite Abuña",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01160934","PreservedSpecimen","Plantae","Fabaceae","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S.Irwin & Barneby",NA,"1979","10","14","Brazil","Amapá",NA,"-51.21","-0.02",NA,NA,"NY01160934","NY01160934_01","R. C. Barneby","D. F. Austin","7025","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374360' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Florestal de Macapá",NA,NA,"Magnoliophyta","Fabales","silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
