"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","individualCount","coordinatePrecision","geoFlag","monthIdentified","relatedCatalogItem"
"11","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","14060",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","V. Demuner; et al","1543","2000","11","30",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333",NA,"Arbusto 2m, inflorescência de cor verde claro. Área sombreada, meio úmida.","MBML014060",NA,"Yuncker","E.F.Guimarães & D.Monteiro/04",NA,NA,NA,NA,"40W35'38","19S58'24",NA,NA,NA,NA,NA
"12","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","18458",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; et al","5774","2002","11","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,"Arbusto 40cm, na sombra. Espigas brancas.","MBML018458",NA,"Yuncker","E.F.Guimarães & D.Monteiro/04",NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA
"13","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","21703",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; et al","6326","2003","12","27",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,"Arbusto 1m na sombra. Espigas brancas.","MBML021703",NA,"Yuncker","M. A. Jaramillo/12-06-2005",NA,NA,NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA
"14","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","25502",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; et al","8820","2006","03","24",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944",NA,"Arbusto 1,5m.","MBML025502",NA,"Yuncker","E. F. Guimarães/Jan.2008",NA,NA,NA,NA,"40W34'23","19S50'13",NA,NA,NA,NA,NA
"15","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","28163",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann","7853","2005","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 1,5m. Frutos verdes.","MBML028163",NA,"Yuncker","E. F. Guimarães/Jan.2008",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"16","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","29046",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","M. A. Jaramillo","931","2005","06","10",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,"Sufrutice hasta 1m de alto. Común en el sotobosque. Hojas verde intenso en el haz y pálidas em el envés. Inflorescencias péndulas y verdes.","MBML029046",NA,"Yuncker",NA,NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA
"17","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","29189",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann","9587","2007","03","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,"Arbusto 1m na sombra, espiga verde.","MBML029189",NA,"Yuncker","E. F. Guimarães/Jan.2008",NA,NA,NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA
"18","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","33637",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; et al","10631","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,"Planta 1m na sombra, espigas brancas. Material prensado em álcool.","MBML033637",NA,"Yuncker","E.F. Guimarães/Out.2008",NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA
"19","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","14093",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; et al","3641","2001","05","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro","-40.626944","-20.35",NA,"Arbusto 2m na sombra. Espigas verdes.","MBML014093",NA,"Yuncker","E.F.Guimarães & D.Monteiro/04",NA,NA,NA,NA,"40W37'37","20S20'60",NA,NA,NA,NA,NA
"20","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","8576",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann; E. Bausen","1509","1999","01","07",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Planta 1m. Espigas brancas.","MBML008576",NA,"Yuncker","Elsie F. Guimarães/2000",NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"21","2020-07-10 09:48:53-03","MBML","MBML-HERBARIO","29192",NA,"Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann","9541","2007","03","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","California","-40.5297012329102","-20.1005992889404",NA,"Arbusto 1m na sombra, espigas novas verdes.","MBML029192",NA,"Yuncker","E. F. Guimarães/Jan.2008",NA,NA,NA,NA,NA,NA,NA,"23799","auto",NA,NA
"22","2019-11-13 11:28:26-03","USP","SPF","231359","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","Monteiro, D","747","2012","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Prof. Mello Leitão","-40.599444","-19.938889",NA,NA,"SPF00231359","SPF00231359","Yunck.","Monteiro, D","677","677",NA,"2012","-40.599444","-19.938889",NA,NA,NA,"07",NA
"23","2020-07-23 12:18:12-03","CEPLAC","CEPEC","62598","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","D. Lorenzoni","23","1989","01","16",NA,"Brasil","Espírito Santo","SANTA TERESA","Valão de São Lourenço. Estação Biológica da caixa D'Agua.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"E. F. Guimarães",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,"30/12/1991"
"24","2020-07-23 12:18:12-03","CEPLAC","CEPEC","125145","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","L. Kollmann","10631",NA,NA,NA,NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"E. F. Guimarães",NA,NA,NA,NA,NA,NA,NA,"18507","auto",NA,NA
"25","2019-11-21 10:14:25-03","IBt","SP","334852","S","Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","Assis, MC; Mello-Silva, R; Stannard, B; Nic Lughadha, EM","580","1999","02","14",NA,"Brasil","Espírito Santo","Itarana","Fazenda do Sr. Frederico Sideler, em mata em cima do morro.","-40.875301361084","-19.8738994598389",NA,NA,"SP011236","SP011236","Yunck.","Monteiro, D","710","710",NA,"2011",NA,NA,NA,"23320","auto","06",NA
