"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus"
"54","2019-11-13 11:21:34-03","USP","SPF","130676","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Bionia","bella","Bionia bella","Mart. ex Benth.","Anônimo","Vasconcelos, MF","s.n.","1998","02","11",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"SPF00130676",NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-05-08 11:11:47-03","UEFS","HUEFS","161948","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","bella","Bionia bella","Mart. ex Benth.","L.P.de Queiroz","Goldenberg, R.","1420","2009","04","08",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Brejo próximo a sede.","-41.081389","-20.514722","1100","1100",NA,"Floresta Ombrófila Densa Altomontana.","HUEFS0161948",NA,NA,NA,"2011","04",NA,"41W4'53''","20S30'53''","Rosanae",NA
"56","2020-05-08 11:11:47-03","UEFS","HUEFS","23727","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Leoni, L.S.","2793","1995","02",NA,NA,"Brasil","Minas Gerais",NA,"Carangola, Serra da Araponga.",NA,NA,"1300","1300",NA,NA,"HUEFS0023727","HUEFS0023727",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"57","2020-05-08 11:11:47-03","UEFS","HUEFS","89590","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Martius, K.F.P.von","6305",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0089590",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Holótipo"
"58","2020-05-08 11:11:47-03","UEFS","HUEFS","89625","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Bentham",NA,"1855",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0089625",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"59","2020-05-08 11:11:52-03","UEFS","HUEFS","41060","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","R.Fortunato","Martius, K.F.P.von","845",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Habitat in sylvis Capões locis, morro umbrosis.",NA,NA,NA,NA,NA,NA,"HUEFS0041060",NA,NA,NA,"1993","11",NA,NA,NA,"Rosanae","Holótipo"
"60","2020-05-08 11:11:52-03","UEFS","HUEFS","32958","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.",NA,"Queiroz, L.P.de","4977","1998","03","18",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, vale verde, ao longo do corrego caparó.","-41.8683013916016","-20.4333000183105","1200","1200",NA,"Floresta estacional simi-decimal montana.","HUEFS0032958","HUEFS0032958","21645","auto",NA,NA,NA,NA,NA,"Rosanae",NA
"61","2020-05-08 11:11:52-03","UEFS","HUEFS","198623","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","L.P.Queiroz","Kollmann, L.","2127","1999","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do 25 de Julho, propriedade de Furlani (pesque e pague).","-40.6002998352051","-19.9356002807617","850","850",NA,NA,"HUEFS0198623",NA,"23813","auto","2016","10",NA,NA,NA,"Rosanae",NA
"62","2020-05-08 11:11:52-03","UEFS","HUEFS","198624","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","L.P.Queiroz","Vervloet, R.R.","2022","2003","03","20",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, linha da divisa, lado esquerdo, seguindo córrego.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"HUEFS0198624",NA,"23813","auto","2016","10",NA,NA,NA,"Rosanae",NA
"63","2019-09-04 17:50:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Bionia","bella","Bionia bella",NA,NA,"C. F. P. von Martius","845",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"ad Vila Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype"
