"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","fieldNumber","dayIdentified","class","individualCount","previousCatalogNumber"
"15","2015-09-19 07:14:55-03","MNHN","RECOLNAT_MNHN_P","P00437512","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Funck, N.|Schlim",NA,NA,"1",NA,NA,"Colombie",NA,NA,"Nouvelle-Grenade, prov. de Pamplona : La Beja",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437512' target='other'> <mi>dwc_moreinfo</mi></a>","P00437512","P00437512_01 P00437512_02",NA,NA,NA,NA,NA,NA,"1432",NA,NA,NA,NA
"16","2015-09-03 19:29:47-03","MNHN","RECOLNAT_MNHN_P","P00437759","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Herb. L. Claude et A. Richard",NA,"1841","11",NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437759' target='other'> <mi>dwc_moreinfo</mi></a>","P00437759","P00437759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2017-06-13 15:00:42-03","MNHN","RECOLNAT_MNHN_P","P00437760","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Hort. Bot. Parisiensis",NA,"1841","10",NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437760' target='other'> <mi>dwc_moreinfo</mi></a>","P00437760","P00437760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:20:57-03","UFPR","UPCB","89807","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Caglioni, E.","Caglioni, E. | Caglioni, M.","638","2016","04","28",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.943338","-26.803894","340","340",NA,"Floresta Ombrófila Densa. Epífito com fruto, coletado em subosque de floresta em estágio avaçado de conservação..","UPCB0029640","UPCB0029640 UPCB0029640_1","-48.943338","-26.803894","2016",NA,NA,"04",NA,"28",NA,NA,NA
"19","2021-02-11 17:20:59-03","UFPR","UPCB","22851","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.","Waechter, J.L.","Negrelle, R.R.B.","A853","1993","03","05",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (Tabuleiro em frente à sede)","-48.6161003112793","-26.1168994903564",NA,NA,NA,"Epífita, flor amarela com máculas marrons..","UPCB0033097","UPCB0033097",NA,NA,"1994","18121","auto","03",NA,"29",NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","2706764","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum",NA,NA,"G. Hatschbach","25755","1970","12","3","South America","Brazil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895","1200","1200",NA,NA,"US00009383","US00009383_01",NA,NA,NA,"12577","auto",NA,NA,NA,"Monocotyledonae","1",NA
"21","2021-03-25 13:53:02-03","UNIVILLE","JOI","16604","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Baptistonia","venusta","Baptistonia venusta","(Drapiez) Chiron","Mancinelli, W.S.","Mancinelli, W.S.","1548","2015","11","02",NA,"Brasil","Santa Catarina","Joinville","Morro da Tampa.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"; HABITO: Epífita","JOI016604",NA,NA,NA,"2015","37150","auto","11",NA,"02",NA,NA,NA
"22","2016-08-23 09:46:23-03","NHMLondon","NHM-LONDON-BOT","BM000534487","S","Plantae",NA,"Asparagales","Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","John Miers; b.1789; d.1879; Miers","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651923"
"23","2020-08-20 20:37:49-03","UFSC","FLOR","2633","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Baptistonia","venusta","Baptistonia venusta","(Drapiez) Chiron","Pabst, G.","Klein, R.M.; Bresolin, A.","10962","1973","03","27",NA,"Brasil","Santa Catarina","Imaruí","águas mornas.","-48.8199996948242","-28.3414001464844","350","350",NA,"epífito, flor amarelo-sujo com manchas marron. exemplar único.","FLOR0002633",NA,NA,NA,"2011","29971","auto",NA,NA,NA,NA,NA,NA
"24","2020-08-20 14:54:42-03","UFSC","FLOR","2450","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Baptistonia","venusta","Baptistonia venusta","(Drapiez) Chiron","Pabst, G.","Klein, R.M.; Bresolin, A.","9399","1971","05","18",NA,"Brasil","Santa Catarina","Palhoça","morro do cambirela.","-48.6678009033203","-27.645299911499","500","500",NA,"epífita, flor amarela","FLOR0002450",NA,NA,NA,"2011","31105","auto","10",NA,"31",NA,NA,NA
"25","2020-08-20 20:37:49-03","UFSC","FLOR","2632","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Baptistonia","venusta","Baptistonia venusta","(Drapiez) Chiron","Pabst, G.","Klein, R.M.","10918","1973","03","26",NA,"Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531","300","300",NA,"epífito, flor amarelada com pontos roxos. exemplar único.","FLOR0002632",NA,NA,NA,"2011","23385","auto",NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","dimorphum","Oncidium dimorphum","Regel",NA,"Gautier","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,"Habitat in insula S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","dimorphum","Oncidium dimorphum","Regel",NA,"Gautier","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,"Habitat in insula S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","galeatum","Oncidium galeatum","Scheidw.",NA,"Incógnit","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia",NA,NA,NA,NA,NA,"secundum Scheidw. loc. cit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","galeatum","Oncidium galeatum","Scheidw.",NA,"Incógnit","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia",NA,NA,NA,NA,NA,"secundum Scheidw. loc. cit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat supra arbores in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Pedro Bonito",NA,NA,NA,NA,NA,"Floret Septembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat supra arbores in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Pedro Bonito",NA,NA,NA,NA,NA,"Floret Septembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","venustum","Oncidium venustum","Drapiez",NA,"Van der Maelen","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","venustum","Oncidium venustum","Drapiez",NA,"Van der Maelen","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:52:15-03","UFRGS","ICN","185830","S","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W. Chase & N.H. Williams","Castro, JB","Castro, JB","80","2016","03","02","América do Sul","Brasil","RS","Maquiné","caminho para cascata do Garapiá","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"ICN00040023",NA,NA,NA,"2017","28094","auto","05",NA,"25",NA,NA,NA
"37","2021-02-08 12:52:19-03","UFRGS","ICN","015104","S","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.","Dutra, J","Dutra, J","1104",NA,NA,NA,"América do Sul","Brasil","RS","Osório","Conceição do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,"Margem da Lagoa dos Quadros","ICN00040761",NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:52:19-03","UFRGS","ICN","014918","S","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.",NA,"Dutra, J","918","1927","02",NA,"América do Sul","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00040760",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:52:19-03","UFRGS","ICN","044114","S","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium","trulliferum","Oncidium trulliferum","Lindl.","Waechter","Waechter, JL","1192","1979","02","22","América do Sul","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epifítico; flores amarelas maculadas de pardo.; em interior de mata paludosa, entre 2 e 4m de altura, sobre tronco em decomposição.","ICN00040762",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:13:20-03","IBt","SP","28783","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Mamede, MCH","Zoéga, F","s.n.","1932","02","10",NA,"Desconhecido",NA,NA,"Sem notas de localidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,"03",NA,NA,NA,NA,NA
"41","2019-11-21 10:13:20-03","IBt","SP","316431","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Amaral Jr, A","1395","1973","01","23",NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,"2017","40412","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:13:20-03","IBt","SP","185732","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Mamede, MCH","Barros, F","699","1982","03","11",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"2011","37574","auto","05",NA,NA,NA,NA,NA
"43","2019-11-21 10:13:20-03","IBt","SP","374611","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Mamede, MCH","Romanini, RP","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15749, fl. 2-III-2005","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"2011","37574","auto","05",NA,NA,NA,NA,NA
"44","2019-11-21 10:13:20-03","IBt","SP","8254","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Mamede, MCH","Gehrt, A","s.n.","1923","03","29",NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,NA,"2011","15123","auto","05",NA,NA,NA,NA,NA
"45","2019-11-21 10:13:20-03","IBt","SP","27334","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Mamede, MCH","Gehrt, A","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Praia Grande","Cultivada em São Paulo, Pirajussara","-46.4000015258789","-24",NA,NA,NA,NA,NA,NA,NA,NA,"2011","22363","auto","05",NA,NA,NA,NA,NA
"46","2019-11-21 10:13:20-03","IBt","SP","27340","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Marques, MW","27","1927","02","15",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,NA,"2017","25482","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:13:20-03","IBt","SP","361388","S","Plantae",NA,NA,"Orchidaceae","Gomesa","venusta","Gomesa venusta","(Drapiez) M.W.Chase & N.H.Williams",NA,"Pinheiro, F; Cunha, MR","40","2000","01",NA,NA,"Brasil","São Paulo","Ubatuba","Vila do Ipiranguinha, próxima à estação da Sabesp","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
