"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","396832","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","I. Mimura","151","1961","12","20","South America","Brazil","São Paulo","6-6.5 km ao SW ao longo da rodovia Pres. Dutra da saida para Sao José. 100-500 m ao lado SE da rodovia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396832","NY00396832_01","-45.88","-23.1703","600","600","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","949682","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","H. S. Irwin","22046","1969","01","15","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949682","NY00949682_01","-43.69275","-18.4205","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00895736","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","M. L. M. Azevedo","926","1990","08","28","South America","Brazil","Distrito Federal","Area do Cristo Redentor","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895736","NY00895736_01","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00895711","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","E. Onishi","795","1968","10","30","South America","Brazil","Distrito Federal","Fazenda Vargem Bonita arredores do Açude","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895711","NY00895711_01","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","949657","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","J. Vidal","III-24","1949","10",NA,"South America","Brazil","Minas Gerais","Poços de Caldas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949657","NY00949657_01","-46.5614","-21.7881",NA,NA,"Poços de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","949675","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","A. P. Duarte","3576","1952","10","25","South America","Brazil","Minas Gerais","Hermilio Alves, Fazenda da Cachoeira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949675","NY00949675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","949666","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","G. Schüch","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949666","NY00949666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00895707","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","H. S. Irwin","19657","1968","02","09","South America","Brazil","Minas Gerais","Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895707","NY00895707_01","-43.8","-20.2","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00895710","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","V. L. Gomes-Klein","3298","1997","10","26","South America","Brazil","Goiás","Reserva Biológica Prof. José Angelo Rizzo- Serra Dourada, área próximo ao alojamento","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895710","NY00895710_01","-50.215","-16.1269",NA,NA,"Mossâmedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","949680","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","R. Goodland","62","1965","10","22","South America","Brazil","Minas Gerais","Lagoa Santa, Jaguara.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949680","NY00949680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00895733","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","E. P. Heringer","2578","1979","10","22","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895733","NY00895733_01","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","949676","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","E. Pereira","3177","1957","04","26","South America","Brazil","Minas Gerais","entre São João del Rei e Piedade","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949676","NY00949676_01","-44.220006","-21.297509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","799215","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","P. G. Delprete","L. B. Smith","14900","1965","01","20","South America","Brazil","Paraná","Summit of sandstone cliffs, Vila Velha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799215","NY00799215_01","-50.03","-25.22","800","920","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","396834","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","H. Luederwaldt","11699","1907","05","25","South America","Brazil","São Paulo","Ipiranga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396834","NY00396834_01","-46.63","-23.5403",NA,NA,"Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","949665","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","A. F. M. Glaziou","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949665","NY00949665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","949681","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","A. C. Brade","15970","1937","12",NA,"South America","Brazil","Minas Gerais","Barbacena.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949681","NY00949681_01","-43.7733","-21.2258",NA,NA,"Barbaçena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00895709","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","E. P. Heringer","2093","1979","09","27","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895709","NY00895709_01","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","396823","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","R. Reiss","7A","1934","08","11","South America","Brazil","Paraná",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396823","NY00396823_01","-50.488585","-24.686032",NA,NA,"Tibagi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","396830","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","J. Vidal","III177","1949","10","01","South America","Brazil","São Paulo","Butantan","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396830","NY00396830_01","-46.724373","-23.565521",NA,NA,"Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","396821","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","C. M. Taylor","A. Rodriguez","466","1995","10","26","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado, 1 km SE del campamento Las Gamas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=710348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396821",NA,"-60.8128","-13.8947","850","850","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","949667","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","H. A. Weddell","1070","1843","11",NA,"South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949667","NY00949667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","949674","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","A. P. Duarte","466","1946","11","14","South America","Brazil","Minas Gerais","Carandai","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949674","NY00949674_01","-43.8064","-20.9536",NA,NA,"Carandaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","396833","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","I. Mimura","121","1961","11","24","South America","Brazil","São Paulo","Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Ca. 9 km SSE em linha reta da praça principal de Sao José Dos Campos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396833","NY00396833_01","-45.88","-23.1703","660","660","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","396828","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","M. Emmerich","s.n.","1972","04","10","South America","Brazil","São Paulo","Campos do Jordao ce do Mirante","sheet","simple specimen voucher and preserved in FAA (leaves trifoliate) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396828","NY00396828_01","-45.59","-22.73","1700","1700","Campos do Jordao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00895730","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","H. S. Irwin","8561","1965","09","22","South America","Brazil","Distrito Federal","Ca. 15 km E. of Brasília, on road to Paranoá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895730","NY00895730_01","-47.77671","-15.7833","1000","1000","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","949678","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","R. Goodland","114","1965","10","27","South America","Brazil","Minas Gerais","Jaguara, Lagoa Santa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949678","NY00949678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","396820","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","L. B. Smith","S. Machado","79","1959","09","20","South America","Brazil","São Paulo","Km 120 estrada S. Paulo-Itapetininga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=710349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396820","NY00396820_01","-47.45","-23.5",NA,NA,"Sorocaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","396836","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","J. H. Kirkbride Jr.","1736","1972","04","27","South America","Brazil","São Paulo","Serra da Bocaina (burned last year)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396836","NY00396836_01","-44.5697","-22.64","1700","1700","Sao José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-11-01 12:35:00-02","NY","NYBG","396839","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","A. C. Brade","12863","1933","12","01","South America","Brazil","São Paulo","Vila Ema","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396839","NY00396839_01","-46.543068","-23.587347",NA,NA,"Piracicaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00895706","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","H. S. Irwin","11190","1965","12","11","South America","Brazil","Distrito Federal","Campo slope immediately E of Lagoa Paranoá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895706","NY00895706_01","-47.9296989440918","-15.7797002792358","975","975","Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","396838","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","J. H. Kirkbride Jr.","A. C. Brade","20698","1951","04","23","South America","Brazil","São Paulo","Serra da Bocaina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396838","NY00396838_01","-44.684548","-23.029725",NA,NA,"Sao José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
