"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","infraspecificEpithet","previousCatalogNumber","typeStatus","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","645638","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","21149","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645638","NY00645638_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645635","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20346","1915","07","22","Brazil","Rio de Janeiro",NA,"Ilha Grande, Distrito Federal, Rio de Janeiro","-44.234582","-23.150897",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645635","NY00645635_01 NY00645635_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","645641","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43440","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,NA,NA,"Cultivated from original, Rose 21159 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645641","NY00645641_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","645636","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20346","1915","07","22","Brazil","Rio de Janeiro",NA,"Ilha Grande, Distrito Federal, Rio de Janeiro","-44.234582","-23.150897",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645636","NY00645636_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","645634","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"Collector unspecified","s.n.","1919","12","03","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645634","NY00645634_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","645647","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.",NA,NA,NA,NA,"J. N. Rose","43167","1915",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20874. Fruit June 1920 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645647","NY00645647_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","645640","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43440","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,NA,NA,"Cultivated from original, Rose 21159 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645640","NY00645640_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","645639","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20818","1915","08","12","Brazil","Rio de Janeiro",NA,"Organ Mountains, Rio de Janeiro","-43.073169","-22.496706",NA,NA,"1000","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645639","NY00645639_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02636692","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","A. M. Calvente",NA,NA,NA,"P. Fiaschi","1778","2003","11","02","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra.","-39.5361","-14.7703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475234' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636692","NY02636692_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:19:18-03","UFRJ","RFA","22617","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","W.C. Cardoso","2016","08","01","C.M. Rizzini","447","1988","11","21","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Picada no morro Mololô.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Início de frutificação Habitat: Mata de Restinga","RFA18587",NA,NA,NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:29:43-03","UFRJ","RFA","43093","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","W.C. Cardoso","2019","04","08","R.R. Vervolet; E.Bausen; W.Pizziolo","1847","2003","02","18","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, trilha da divisa, saída para Goiapaba-açu, lado direito.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita a 2m do solo, hábito pendular, frutos imaturos de cor verde.","RFA47415",NA,NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:18-03","UFRJ","RFA","6335","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","J.A. Lombardi","1989",NA,NA,"P. Occhioni","2193","1961","00","00","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Jardim Botânico.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Epífita","RFA26337",NA,NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:29:43-03","UFRJ","RFA","43092","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","W.C. Cardoso","2019","04","08","L. Kollmann","7273","2005","01","21","Brasil","Espírito Santo","Santa Teresa","Parque do Museu de Biologia Professor Mello Leitão. Perto da antiga garagem.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita, na sombra. Tépalas amareladas, estames brancos, 'folha' verde, frutos verdes.","RFA47431",NA,NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:24:59-03","PUCPR","HUCP","21595","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.",NA,NA,NA,NA,"Keller, H","074","2009","06",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00009701","HUCP00009701","Eudicotiledonea",NA,"30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:24:59-03","PUCPR","HUCP","13055","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Soller, A","2011","03","16","Libsch, D","208","2001","06","17","Brasil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00009502","HUCP00009502","Eudicotiledonea",NA,"30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:12:21-03","UFBA","ALCB","043185","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.",NA,NA,NA,NA,"Grupo Verde; Bolson, M; Lombardi, JA; Marcusso, GM; Melo, PHA; Royer, CA","144","2015","08","25","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha do Hotel.","-44.608056","-22.438611","-44.608056","-22.438611",NA,NA,"epífita em frente ao hotel. Clasdódios avermelhados. Frutos imaturos esverdeados. Amostra em sílica.","ALCB068323","ALCB068323","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476872","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","03","22","Brazil",NA,NA,"Plantas de Santa Catarina. Braco Joaquim, Luis Alves, Itajai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476872","NL-L2476872",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180501","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb.","Lombardi JA",NA,NA,NA,"Martinelli G; Simonis JE",NA,"1983","02","01","Brazil","Rio de Janeiro",NA,"Brasil, Estado do Rio de Janeiro, Municipio de Teresopolis, Parque Nacional da Serra dos Orgaos, caminho para campo das Antas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180501","NL-U1180501",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0226133",NA,NA,NA,NA,NA
"29","2020-11-04 11:04:12-03","ESALQ","ESA","79870","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","473.0","2002","04","25","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha do Rio Taquaral 2. Floresta Ombrófila Densa Montana/ Floresta Estacional Semidecidual.","-475.921","-24.03","-475,921","-24.03",NA,NA,"Epífita. Corola amarelada e translúcida; estames e estigma branco.","ESA079870","ESA079870","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:04:12-03","ESALQ","ESA","16165","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Souza, V.C. ; Sakuragui, C.M.","1614.0","1990","01","01","Brasil","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"ESA016165","ESA016165","Magnoliophyta",NA,"23719",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:04:12-03","ESALQ","ESA","16539","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica",NA,NA,NA,NA,NA,"Souza, V.C. ; Sakuragui, C.M.",NA,"1993","12","03","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016539",NA,"Magnoliophyta",NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:04:12-03","ESALQ","ESA","96528","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Oriani, A. et al.","539.0","2005","03","23","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA096528","ESA096528","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:04:12-03","ESALQ","ESA","95217","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Braidotti, J.C. et al.","69.0","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095217","ESA095217","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:04:12-03","ESALQ","ESA","7932","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Taylor, N.P.",NA,NA,NA,"Almeida, A.C.",NA,"1992","10","14","Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"ESA007932","ESA007932","Magnoliophyta",NA,"27258",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:04:12-03","ESALQ","ESA","50485","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","eliptica","Rhipsalis eliptica",NA,NA,NA,NA,NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","81.0","2005","03","27","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha Mirante do Angico.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"epífita.Botão floral creme com bordas rosadas. Ramificação acrotômica (ramifica no final do segmento). 1 a 4 flores por gema. 6m. Pendente.","ESA050485",NA,"Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:04:12-03","ESALQ","ESA","33644","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.",NA,NA,NA,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9125.0","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Pendente em rochas. Frutos imaturos verdes. Beira de Mata Atlântica.","ESA033644","ESA033644","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:04:12-03","ESALQ","ESA","107968","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","eliptica","Rhipsalis eliptica",NA,NA,NA,NA,NA,"Santos, M.B.","81.0","2005","03","27","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA107968","ESA107968","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:04:12-03","ESALQ","ESA","124143","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica",NA,"Mello, F.N.A.","2013","04","16","Polisel, R.T. ; Diogo, I.","1205.0","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","-47.37897","-24.03882","324","324","Epífita. Flores avermelhadas.","ESA124143","ESA124143","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:04:12-03","ESALQ","ESA","84629","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","107.0","2003","04","21","Brasil","São Paulo","Iporanga","Núcleo Bulha D'água, Trilha da caverna do Sr. Bento. Vegetação Secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos regenerados de antigas áreas de cultivo","-482.958","-242.018","-482,958","-242,018","550","550","Epífita","ESA084629","ESA084629","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:04:12-03","ESALQ","ESA","84634","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","147.0","2003","04","17","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro; vegetação secundária de Floresta Ombrófila Densa Montana","-48.265","-241.627","-48,265","-241,627","820","820","Epífita, botões florais creme","ESA084634","ESA084634","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:04:12-03","ESALQ","ESA","79881","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Savassi, A.P.; Silva, F.D. Campos, L.M. Duarte, A.R. Arango, B. Rodrigues, R.R. Souza, V.C. Tamashiro, J.Y. Franco, G.C. Forster, W. Ivanauskas, N.M.","364.0","2002","04","24","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Rio Taquaral 2.","-475.913","-240.344","-475,913","-240,344",NA,NA,"Epífita a 2, 5m de altura sobre árvore, coletada na borda da trilha. Flores com cálice branco-amarelado; corola amarelada, estames e estigmas brancos. Frutos imaturos verdes e maduros vináceos.","ESA079881","ESA079881","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
