"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","02423702","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","F. F. F. Mazziero",NA,NA,NA,"F. F. F. Mazziero","919","2011","12","04","Brazil","São Paulo",NA,"Iporanga/Apiai. Parque Estadual Turistico do Alto Ribeira (PETAR). Nucleo Santana.","-48.6933","-24.5394",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679974' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423702","NY02423702_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01091664","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"C. M. Mynssen","676","2004","09","01","Brazil","Rio de Janeiro","Angra dos Reis","Reserva da Eletronuclear.","-44.47","-22.98",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091664","NY01091664_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2422990","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"C. M. Mynssen","1421","2014","07","16","Brazil","Rio de Janeiro","Angra dos Reis","Mambucaba, Reserva da Eletronuclear, trilha Porá","-44.4767","-22.9975",NA,NA,"150",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679903' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422990","NY02422990_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","886676","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","F. B. Matos",NA,NA,NA,"F. B. Matos","1269","2006","10","28","Brazil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha da Rede.","-48.68","-25.3",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886676",NA,"Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","674845","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"A. C. Brade","6461","1913","06",NA,"Brazil","Rio de Janeiro",NA,"Itatiaya.","-44.637876","-22.374281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674845","NY00674845_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:07-03","UFRJ","RFA","43158","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Buzzani, A.",NA,NA,NA,"Buzzani, A.; Bertanha, V.H.P.; Lopes, M.V.","4","2018","12","18","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha para a Cachoeira das Almas. Parque Nacional da Tijuca","-43.894167","-22.948611","43º53'39''W","22º56'55''S","529","529","Proximo a margem de riacho, sombreado, trilha da cachoeira das almas, peciolo articulado ao caule Habitat: Floresta Ombrófila Densa Sub Montana Habito: Rupícula","RFA43846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:43-03","UFRJ","RFA","40721","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Vidal, K.A; Silveira, G.S & Sylvestre L.S.","2015","01","28","Vidal, K.A; Silveira, G.S & Sylvestre L.S.","s.n.","2015","01","23","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha do Bom Retiro ao Pico Archer.","-43.289167","-22.951667","43º17'21''W","22º57'6''S","592","592",NA,"RFA44034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:20:43-03","UFRJ","RFA","43172","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Cosentino, M.A.C., Carvalho, B.A. & Sylvestre, L.","2018","12","20","Cosentino, M.A.C.; Carvalho, B.A.","s.n.","2018","12","18","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha para a cachoeira das almas. Parque Nacional da Tijuca","-43.894167","-22.948611","43º53'39''W","22º56'55''S","529","529",NA,"RFA43845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:32:06-03","UFRJ","RFA","43145","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Kato, T. Y. G.","2018","12","20","Kato, T. Y. G.; Lins, J. T.","1","2018","12","18","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha para a Cachoeira das Almas. Parque Nacional da Tijuca","-43.894167","-22.948611","43º53'39''W","22º56'55''S","587","587","Crescendo em uma rocha à margem de um córrego. Planta em contato com a água. Habitat: Floresta Ombrófila Densa Submontana Habito: Rupícula","RFA43847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:32:08-03","UFRJ","RFA","21899","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Sylvestre, L.",NA,NA,NA,"Barros, A.A.M. de; K. Tanizaki 14 & Kleber","128","1987","10","17","Brasil","Rio de Janeiro","Magé","Campo Escola dos Escoteiros","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"Terrestre ca. 2m. de altura","RFA57812",NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA
"23","2021-04-05 09:59:08-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03467","S","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl.","Athayde, F.P.F.",NA,NA,NA,"B. Ollgaard et Windisch","4650","1985","10","12","Brasil","São Paulo","São Sebastião","praia de baraqueçaba","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"GEOGRAFIA: ladeira íngreme e arborizada, encosta, sobre uma rocha;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"41977","auto","Polypodiopsida",NA,NA,NA,NA
"24","2021-04-05 09:59:08-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22850","S","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl.","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","640","2000","06","07","Brasil","São Paulo","Ubatuba","PEIA","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"34265","auto","Polypodiopsida",NA,NA,NA,NA
"25","2021-04-08 20:48:38-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12612","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1501","1994","11","13","Brasil","Goiás","Jataí","estrada secundária Caçú até Butecão","-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,"GEOGRAFIA: região de cerrado com capões de mata alta, formação ciliar e mata paludosa;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"75073","auto","Polypodiopsida",NA,NA,NA,NA
"26","2021-04-08 20:48:38-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","09419","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1237","1994","02","21","Brasil","Mato Grosso","Alto Taquari","6 km sentido Alto Araguaia","-53.2821998596191","-17.826099395752",NA,NA,NA,NA,"GEOGRAFIA: mata de galeria com buritizal e com nascente de regato;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"35743","auto","Polypodiopsida",NA,NA,NA,NA
"27","2021-04-08 20:48:38-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24646","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","780","2000","11","25","Brasil","Mato Grosso","Nova Xavantina","reserva biol. mário viana","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"GEOGRAFIA: vereda, terrestre em área alagada;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"79739","auto","Polypodiopsida",NA,NA,NA,NA
"28","2021-04-05 09:59:14-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02216","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","R.F.N. Camargo",NA,NA,NA,"R.F.N. Camargo","20750","1985","07","09","Brasil","Minas Gerais","Juiz de Fora","faz. da cachoeirinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"GEOGRAFIA: no chão da mata, perto de córrego;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"36144","auto","Polypodiopsida",NA,NA,NA,NA
"29","2021-04-05 09:59:14-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22640","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","446","2000","05","05","Brasil","São Paulo","Paraíso","sentido Azul Paulista","-48.7700004577637","-21.0100002288818",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar relativamente seca;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"9942","auto","Polypodiopsida",NA,NA,NA,NA
"30","2021-04-08 20:48:38-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","26721","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","1149","2003","01","23","Brasil","São Paulo","Tanabi","sentido Ibiporanga","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: interior da mata paludosa;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"33016","auto","Polypodiopsida",NA,NA,NA,NA
"31","2021-04-08 20:48:38-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","26722","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","1149","2003","01","23","Brasil","São Paulo","Tanabi","sentido Ibiporanga","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: interior da mata paludosa;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"33016","auto","Polypodiopsida",NA,NA,NA,NA
"32","2021-04-05 09:59:14-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18844","S","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","315","1997","12","29","Brasil","São Paulo","Ubatuba","estrada do farol","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"GEOGRAFIA: vegetação bastante conservada, região com afloramento rochoso;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"34265","auto","Polypodiopsida",NA,NA,NA,NA
"33","2021-03-30 12:50:59-03","EAO","IAN","162446","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","Pietrobom, MR","2003","07","17","Luetzelberg, P von","1237","1871","07",NA,"Brasil","Rio de Janeiro",NA,"Organ Mountains; in moist shady forests. See xerox of original label in packet. Braik. Fil. U.S. Explor. Exped. XVI. 39.",NA,NA,NA,NA,NA,NA,NA,"IAN162446",NA,"Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:50:59-03","EAO","IAN","162446","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","Pietrobom, MR","2003","07","17","Luetzelberg, P von","1237","1871","07",NA,"Brasil","Rio de Janeiro",NA,"Organ Mountains; in moist shady forests. See xerox of original label in packet. Braik. Fil. U.S. Explor. Exped. XVI. 39.",NA,NA,NA,NA,NA,NA,NA,"IAN162446",NA,"Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:50:59-03","EAO","IAN","82216","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","Pietrobom, MR","2003","07","17","Mexia, Y","4892","1930","07","22","Brasil","Minas Gerais","Viçosa","Agricultural College. Corrigo Riberro. Shady streamside.","-42.8819007873535","-20.7539005279541",NA,NA,"675","675","Fern, epiphytic or in humus. Frequent locally.","IAN082216",NA,"Fern",NA,"Southern America",NA,"13937","auto",NA,NA,NA,NA,NA
"36","2021-03-30 12:50:59-03","EAO","IAN","82216","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","Pietrobom, MR","2003","07","17","Mexia, Y","4892","1930","07","22","Brasil","Minas Gerais","Viçosa","Agricultural College. Corrigo Riberro. Shady streamside.","-42.8819007873535","-20.7539005279541",NA,NA,"675","675","Fern, epiphytic or in humus. Frequent locally.","IAN082216",NA,"Fern",NA,"Southern America",NA,"13937","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:26:17-03","PUCPR","HUCP","20145","S","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C. Presl","Matos, F","2008",NA,NA,"Michelon, C","313","2008","09","22","Brasil","Paraná","Morretes","Morro Alto","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP000013896",NA,"Monilofita",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"38","2019-10-09 11:26:06-03","UFBA","ALCB","11112","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"Do Rio, Minas, S. Paulo e Paraná",NA,NA,NA,NA,NA,NA,NA,"ALCB013330","ALCB013330","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:44:37-03","NBC","NL-BOTANY","L.3517779","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Witte H",NA,NA,NA,NA,"Brazil",NA,NA,"Decurrens Ism.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3517779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3517779","NL-L3517779",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"40","2020-02-08 10:44:37-03","NBC","NL-BOTANY","L.3517774","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Smith HH",NA,"1898","01","01","Colombia",NA,NA,"Plants of Santa Maria, U.S. of Colombia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3517774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3517774","NL-L3517774",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"41","2020-02-08 10:44:37-03","NBC","NL-BOTANY","L.3517775","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3517775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3517775","NL-L3517775",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"42","2020-02-08 10:44:37-03","NBC","NL-BOTANY","U.1035697","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl","Sanín D","2014","12","01","Smith HH",NA,NA,NA,NA,"Colombia","Magdalena",NA,"Colombia, Santa Marta.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035697","NL-U1035697",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida","U 0228611",NA,NA,NA
"43","2020-11-04 11:17:41-03","ESALQ","ESA","125808","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens",NA,"Salino, A.","1905","07","05","Salino, A.","15631.0","1905","07","05","Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,NA,"ESA125808",NA,"Magnoliophyta",NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA
"44","2020-11-04 12:15:57-03","ESALQ","ESA","136464","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi.) C Presl","G.A. Nobrega","2014","10","08","T.M. Scarponi",NA,"2014","08","20","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,"ESA136464",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA
"45","2021-01-14 15:33:13-03","MN","R","232791","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl",NA,NA,NA,NA,"Damasceno, E.R.; Wenderroschy, N.G.","580","2013","04","23","Brasil","Rio de Janeiro","Cachoeiras de Macacu","Parque Estadual dos Três Picos","-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,"R010043295,R010043296,R010043297",NA,NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA
"46","2019-10-25 11:09:31-03","IAP","PACA-AGP","101073","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","Nonato","2000","08","08","F. P. F. Athayde","640","2000","06","07","Brasil","SP","Ubatuba","Parque estadual da Ilha Anchieta (PEIA).","-45.065","-23.539389","45º03'54.0W","23º32'21.8S",NA,NA,"HASU 11058","PACA101073",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
