"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","class","yearIdentified","monthIdentified","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","previousCatalogNumber","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"49","2020-09-12 05:00:02-03","US","US","2573551A","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"B. Skortzov",NA,"1905","5","South America - Neotropics","Brazil","Cultived in the Botanical Garden in Sao Paulo",NA,NA,"US01914979","US01914979_01 US01914979_02","19","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2565362","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"G. Hatschbach",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01914985","US01914985_01 US01914985_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","1617016","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"F. C. Hoehne & A. Gehrt",NA,"1926","4","South America - Neotropics","Brazil",NA,NA,NA,"US01914980","US01914980_01 US01914980_02","18","Rio de Janeiro","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"32671","auto",NA,"1",NA
"52","2019-10-07 09:18:15-03","UEFS","HUEFS","206160","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Neto Lira, J.A.","663","1997","08",NA,"Brasil","Reserva da Petrobras. Estrada para represa da CEDAE.",NA,NA,"HUEFS0206160","HUEFS0206160","25","Rio de Janeiro","Duque de Caxias","-43.233333","-22.516667","60","Asteranae",NA,NA,NA,"43W14'0''","22S31'0''","60",NA,NA,NA,NA,NA,NA,NA
"53","2015-03-07 09:01:43-03","F","FMNH-SEEDPLANTS","V0128340F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0128340F","V0128340F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-03-07 09:01:43-03","F","FMNH-SEEDPLANTS","V0128341F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0128341F","V0128341F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-23 12:23:14-03","CEPLAC","CEPEC","74056","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,"L. L. Giacomin","M. M. Arbo","7755","1997","01",NA,"Brasil","Rio Jucu, 6Km ao N da cidade, caminho a Melgaço.",NA,NA,NA,NA,"27","Espírito Santo","domingos martins","-40.65","-20.316667",NA,NA,NA,NA,NA,"40W39'","20S19'",NA,NA,NA,NA,NA,NA,NA,"30/09/2013"
"56","2016-08-23 09:46:11-03","NHMLondon","NHM-LONDON-BOT","BM000935452","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","L.L.Giacomin","John Forbes; b.1798; d.1823; Forbes","s.n.","1822","05",NA,"Brasil",NA,NA,NA,NA,NA,"01",NA,NA,"-53.08982","-10.773109",NA,NA,"2013","01",NA,"-53.08982","-10.773109",NA,"NHMUK:ecatalogue:5451325",NA,NA,NA,NA,NA,NA
"57","2016-08-23 09:46:11-03","NHMLondon","NHM-LONDON-BOT","BM000935451","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","L.L.Giacomin","John Forbes; b.1798; d.1823; Forbes","s.n.","1822","05",NA,"Brasil",NA,NA,NA,NA,NA,"01",NA,NA,"-53.08982","-10.773109",NA,NA,"2013","01",NA,"-53.08982","-10.773109",NA,"NHMUK:ecatalogue:5451324",NA,NA,NA,NA,NA,NA
"58","2020-02-06 10:42:04-03","IBt","SP","17413","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Carvalho, LAF","Hoehne, FC; Gehrt, A","s.n.","1926","04",NA,"Brasil","Japuiba",NA,NA,"SP116092","SP116092","18","Rio de Janeiro",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:19:31-03","IBt","SP","15304","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Carvalho, LAF","Loefgren, A","CGG3078","1895","07",NA,"Brasil","Beira do rio Itutinga.",NA,"Subarborescens, fl. alba, fol. dorso albescens.","SP008624","SP008624","17","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA
"60","2020-02-06 10:42:04-03","IBt","SP","8002","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Carvalho, LAF","Hoehne, FC","s.n.","1922","10",NA,"Brasil","Piaçaguéra",NA,NA,"SP116091","SP116091","02","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA
"61","2020-02-06 10:42:04-03","IBt","SP","303622","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin, LL","Simão Bianchini, R; et al.","523","1994","09",NA,"Brasil","Estrada de manutenção da Petrobrás",NA,NA,"SP116155","SP116155","06","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA
"62","2019-12-05 09:46:16-03","IBt","SP","224840","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin, LL","Kirizawa, M; Sugiyama, M","2079","1988","09",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Picada 17 que sai da 1.",NA,NA,"SP116095","SP116095","29","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"63","2020-02-06 10:42:04-03","IBt","SP","130001","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Carvalho, LAF","Mattos, J; Mattos, N","15718","1971","12",NA,"Brasil","Ilha de São Sebastião",NA,NA,"SP116094","SP116094 SP116094_01","27","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA
"64","2020-02-06 10:42:04-03","IBt","SP","289498","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin, LL","Ponte, ACE; et al.","29799","1993","11",NA,"Brasil","Morro do Puruba",NA,NA,"SP116096","SP116096","11","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"65","2014-09-23 10:59:46-03","G","G","G00074339","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","in Hb. G","Gaudichaud-Beaupré, C.","505","1833",NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=116623&base=img&lang=en","G00074339","G00074339","00","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,"TYPUS of Solanum jubatum var. gigantifolium Dunal","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA
