"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","355345","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","indecora","Mespilodaphne indecora intermedia","Meisn.",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"Com. ex Herb. Horti Imp. Petropolit. 1860. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355345","NY00355345_01","isotype","South America","sheet",NA,"Magnoliophyta","Laurales","intermedia",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","355344","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","indecora","Mespilodaphne indecora cannella","Meisn.",NA,NA,NA,NA,"Schott","4347",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355344","NY00355344_01","isotype","South America","sheet",NA,"Magnoliophyta","Laurales","cannella",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","355346","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","indecora","Mespilodaphne indecora laxa","Meisn.",NA,NA,NA,NA,"L. Riedel","481?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Ad pedem montis Corcovado.","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355346","NY00355346_01","isotype","South America","sheet",NA,"Magnoliophyta","Laurales","laxa",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","355344","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","indecora","Mespilodaphne indecora cannella","Meisn.",NA,NA,NA,NA,"Schott","4347",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355344","NY00355344_01","isotype","South America","sheet",NA,"Magnoliophyta","Laurales","cannella",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","469497","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"R. Reitz","3015","1949","10","02","Brazil","Santa Catarina","Brusque","Mata do Hoffman, Brusque","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469497","NY00469497_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469503","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"A. F. M. Glaziou","19791",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469503","NY00469503_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","469500","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","B. Coe-Teixeira",NA,NA,NA,"F. C. Hoehne","s.n.","1932","07","12","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico (parque do Estado)","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469500","NY00469500_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","469513","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","J. G. Rohwer",NA,NA,NA,"A. F. M. Glaziou","20445","1892","07","04","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469513","NY00469513_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02423551","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"M. L. Brotto","740","2011","07","16","Brazil","Paraná","Guaratuba","Área da COPEL, rio Cubatão","-48.807397","-25.828292",NA,NA,"158",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668868' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423551","NY02423551_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","469501","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","B. Coe-Teixeira",NA,NA,NA,"O. Handro",NA,"1934","06","15","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469501","NY00469501_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","469512","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"R. Kummrow","2297","1983","04","14","Brazil","Paraná","Guaratuba","Rio Itararé","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469512","NY00469512_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","469511","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","43004","1980","05","27","Brazil","Paraná","Morretes","Estr. da Graciosa, Alto da Serra","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469511","NY00469511_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1039338","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"M. V. Peron","923","1992","02","07","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Trilha para Mariquitas. Área FP8.","-42.883","-22.483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485562' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039338","NY01039338_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469506","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"S. de V. A. Pessôa","497","1989","08","31","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecologica Municipal de Macaé de Cima, Pedra Bicuda","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469506","NY00469506_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","776839","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"J. G. Jardim","3808","2001","09","12","Brazil","Bahia","Jussari","Jussarí: Entrada 7.5 km da Rod. Jussari/Palmira. Fazenda Teimoso 1.7 km da entrada, Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso. Parcela 40","-39.5311","-15.1544",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776839","NY00776839_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","469517","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","I. de Vattimo",NA,NA,NA,"O. Silva",NA,"1940",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469517","NY00469517_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","469510","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","47829","1984","04","26","Brazil","Paraná","Morretes","Barro Branco","-48.8342","-25.4769",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469510","NY00469510_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469516","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","I. de Vattimo",NA,NA,NA,"Pessoal do Horto Florestal",NA,"1927","06","27","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade do Rio de Janeiro, Horto Florestal","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469516","NY00469516_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02423596","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"M. L. Brotto","732","2011","07","12","Brazil","Paraná","Nova Cantu","Próximo ao rio Canta","-52.5431","-24.77",NA,NA,"380",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669245' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423596","NY02423596_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","469509","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","43919","1981","06","01","Brazil","Paraná","Balsa Nova","S. Luis do Puruna","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469509","NY00469509_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469499","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","B. Coe-Teixeira",NA,NA,NA,"F. C. Hoehne","s.n.","1932","07","12","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico (parque do Estado)","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469499","NY00469499_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","777051","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","S. Dala Rosa",NA,NA,NA,"S. Dala Rosa","77","2000","02","08","Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.9","-25.43",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777051","NY00777051_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-05-17 10:21:00-03","NY","NYBG","02681763","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans",NA,NA,NA,NA,NA,"J. M. A. Braga","3999","1997","05","06","Brazil","Rio de Janeiro","Duque de Caxias","Trilha ao redor do lago da barragem. Reserva da Petrobras","-43.266667","-22.55",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943227' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681763","NY02681763_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1018292","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"Pessoal do Horto Florestal","s.n.","1927","06","27","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1253826' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018292","NY01018292_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469518","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","I. de Vattimo",NA,NA,NA,"O. Silva",NA,"1940",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469518","NY00469518_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1018276","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"Antenor","1594","1927","10","15","Brazil","Rio de Janeiro","Rio de Janeiro","Virada do Sanatório, rumo ao Horto Florestal.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1253800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018276","NY01018276_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","469508","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"P. L. Rodrigues de Moraes","895","1994","02","12","Brazil","Bahia","Una","33 km apos Olivença, Rodovia Ilhéus/Una, Fazenda apos a 2a. ponte apos Reserva de Una","-39.0753","-15.2933",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469508",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","469507","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","H. H. van der Werff",NA,NA,NA,"J. G. Jardim","534","1994","07","28","Brazil","Bahia","Una","Reserva Biologica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469507",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","469498","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","O. C. Schmidt",NA,NA,NA,"F. C. Hoehne","29829","1932","07","12","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469498","NY00469498_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","469502","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","B. Coe-Teixeira",NA,NA,NA,"E. Schwebel","1281","1917","12",NA,"Brazil","São Paulo","Sao Paulo","Alto da Serra","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469502","NY00469502_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1015504","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"G. Martinelli","16162","2007","06","19","Brazil","Piauí","Cristino Castro","Localidade de Japecanga, 10 km do povoado de Japecanga, em direção ao Parque Nacional da Serra das Confusões.","-43.8575","-8.9458",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015504","NY01015504_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02423595","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"M. L. Brotto","732","2011","07","12","Brazil","Paraná","Nova Cantu","Próximo ao rio Canta","-52.5431","-24.77",NA,NA,"380",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423595","NY02423595_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1145522","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez",NA,NA,NA,NA,"H. C. de Lima","4818","1993","10","21","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Ilha.., próx. ás margens do rio Aldeia Velha, limites c/a Faz. Arizona. Área FP010.","-42.283","-22.525",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145522","NY01145522_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","469514","PreservedSpecimen","Plantae","Lauraceae","Ocotea","elegans","Ocotea elegans","Mez","J. G. Rohwer",NA,NA,NA,"P. K. H. Dusén","5074","1904","10","12","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469514","NY00469514_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
