"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2020-09-23 10:42:27-03","E","E","127637","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,NA,"Dusen, P.","7502",NA,NA,NA,"BR","Paraná",NA,"Roca Nova",NA,NA,NA,NA,NA,NA,"E00127637",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00127637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:136573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","621852","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. R. Pirani","G. L. Esteves","22-19990","1990","09","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó: in the upper part of the valley of Ribeirao Soberbo, 1.5 km. SSE Pensao Chapeu-de-Sol (NNE Cardeal Mota), 38 km. E-ESE Baldim","-43.58","-19.32",NA,NA,"1050","1150","NY00621852","NY00621852_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33445' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","498515","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","L. B. Smith","R. Reitz","9147","1959","09","18","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Blumenau","-49.132229","-27.025081",NA,NA,"900","900","NY00498515","NY00498515_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33450' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","498521","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii angustifolius","Pilg.","J. T. Buchholz; N. E. Gray","P. K. H. Dusén","15428","1914","08","23","Brazil","Paraná","Ipiranga","Casa Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"NY00498521","NY00498521_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768448' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales","angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","498520","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"A. F. M. Glaziou","211",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00498520","NY00498520_01",NA,NA,NA,"donné par Mme Simard, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33455' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","498524","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii angustifolius","Pilg.","E. A. Cope","D. R. Hunt","6334","1966","07","17","Brazil","Santa Catarina","Ilhota","Morro Baú","-48.930642","-26.799966",NA,NA,"900","900","NY00498524","NY00498524_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768451' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales","angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","498512","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","A. C. Cervi","A. C. Cervi","6102","1995","12","21","Brazil","Paraná","Quatro Barras","Morro Sete","-49.07","-25.35",NA,NA,NA,NA,"NY00498512","NY00498512_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33448' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","872441","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. M. Pires","B. Maguire","56811","1963","09","24","Brazil","Mato Grosso","Comodoro","35 km east of Vilhena.","-59.7856","-13.6633",NA,NA,NA,NA,"NY00872441","NY00872441_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945011' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2063495","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"A. P. Cardozo","21","2011","11","04","Brazil","Paraná","Piraquara","Morro do Bruninho.","-48.989552","-25.530782",NA,NA,NA,NA,"NY02063495","NY02063495_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499687' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","498514","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"A. P. Duarte","5303","1960","09","20","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, morro Queimado","-43.257781","-22.96306",NA,NA,NA,NA,"NY00498514","NY00498514_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33456' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","498516","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","L. B. Smith","R. M. Klein","2204","1957","01","26","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"700","700","NY00498516","NY00498516_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33449' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","498517","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","N. A. Rosa","N. A. Rosa","3898","1980","11","26","Brazil","São Paulo",NA,"Sto. André, reserva Biológica do alto da serra Paranapiacaba","-46.3","-23.75",NA,NA,"750","890","NY00498517","NY00498517_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33447' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","872440","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","E. A. Cope","B. Maguire","56811","1963","09","24","Brazil","Mato Grosso","Comodoro","35 km east of Vilhena.","-59.7856","-13.6633",NA,NA,NA,NA,"NY00872440","NY00872440_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945009' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1032307","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","D. R. Hunt","H. S. Irwin","12432","1966","02","09","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167",NA,NA,"1000","1000","NY01032307","NY01032307_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196510' target='other'> <mi>dwc_moreinfo</mi></a>","South America","wood sample",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","621853","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. R. Pirani","G. L. Esteves","52-19990","1990","09","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó: south of the main road on the Córrego Vitalino near Fazenda Serra do Cipó, 3 km. NNE-NE Pensao Chapeu-de-Sol (NNE Cardeal Mota), 39 km. E Baldim","-43.58","-19.28",NA,NA,"1100","1150","NY00621853","NY00621853_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33446' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1262254","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. A. Kallunki","J. G. Jardim","5027","2007","05","04","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança; trilha para o Pico do Urubu, parte inicial.","-39.7161","-13.5928",NA,NA,"450","650","NY01262254","NY01262254_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1419452' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","498510","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","L. B. Smith; S. F. Smith","G. G. Hatschbach","15932","1967","02","03","Brazil","Paraná","Sao José dos Pinhais","Col. S. Andrade","-49.2064","-25.5347",NA,NA,NA,NA,"NY00498510","NY00498510_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33444' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","622053","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","A. K. Farjon","R. M. Harley","H51221","1992","01","08","Brazil","Bahia","Abaíra","Tijuquinho","-41.9","-13.27",NA,NA,"1650","1800","NY00622053","NY00622053_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33453' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","622052","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","A. K. Farjon","B. L. Stannard","H52824","1992","03","24","Brazil","Bahia","Abaíra","Garimpo do Bicota","-41.85","-13.33",NA,NA,"1400","1750","NY00622052","NY00622052_01 NY00622052_02",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33452' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","498513","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. T. Buchholz; N. E. Gray","A. F. M. Glaziou","s.n.","1872","03",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00498513","NY00498513_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33443' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","498518","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"G. T. Prance","10462","1969","04","02","Brazil","São Paulo","Sao Paulo","Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo","-46.63","-23.5403",NA,NA,"800","800","NY00498518","NY00498518_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33457' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02703995","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"A. Furlan","CFSC7224","1981","04","19","Brazil","Minas Gerais","Santana do Riacho","Km 116 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Córrego Indequicé.","-43.7142","-19.1692",NA,NA,NA,NA,"NY02703995","NY02703995_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989555' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","498519","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","J. T. Buchholz; N. E. Gray","F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00498519","NY00498519_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33442' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","498525","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii angustifolius","Pilg.","E. A. Cope","R. Reitz","9210","1959","10","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Blumenau","-49.132229","-27.025081",NA,NA,"900","900","NY00498525","NY00498525_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768450' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales","angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","498523","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii angustifolius","Pilg.","E. A. Cope","R. Reitz","5999","1958","01","09","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim, Campo Alegre","-49.2656","-26.1925",NA,NA,"900","900","NY00498523","NY00498523_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768449' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales","angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","498511","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","G. G. Hatschbach","G. G. Hatschbach","24068","1970","03","25","Brazil","Paraná","Campina Grande do Sul","Rio Tucum","-49.0553","-25.3058",NA,NA,"900","900","NY00498511","NY00498511_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33451' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","498522","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"N. A. Rosa","864",NA,NA,NA,"Brazil","Rondônia",NA,"S. Pacas Novos","-63.82","-10.87",NA,NA,"600","700","NY00498522","NY00498522_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33454' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02282988","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"N. A. Rosa","864",NA,NA,NA,"Brazil","Rondônia",NA,"S. Pacas Novos","-63.82","-10.87",NA,NA,"600","700","NY02282988","NY02282988_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2458651' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","822843","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","A. K. Farjon","G. G. Hatschbach","16227","1967","03","30","Brazil","Paraná",NA,"Serra do Mar, Upper Rio do Corvo.","-48.906339","-25.339275",NA,NA,"1000","1000","NY00822843","NY00822843_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928400' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02282987","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"N. A. Rosa","864",NA,NA,NA,"Brazil","Rondônia",NA,"S. Pacas Novos","-63.82","-10.87",NA,NA,"600","700","NY02282987","NY02282987_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2458650' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Pinophyta","Podocarpales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:30-03","UNESP-IBB","BOTU","3859","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","selowii","Podocarpus selowii","Klotzsch ex Endl.","Garcia, R.J.F.","Amaral Jr., A.","1197","1972","10","27","Brasil","São Paulo","Itatinga",NA,NA,NA,"9999","9999",NA,NA,"BOTU003859",NA,"1997","05",NA,"Mata de galeria secundária; árvore de 4m de altura, com inflorescências masculinas, planta bastante ramificada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","18431","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","selowii","Podocarpus selowii","Klotzsch ex Endl.","Paschoal, M.E.S.","Amaral Jr., A.","20-4","1991","10","09","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.6","-19.533333","43°36'w","19°32's",NA,NA,"BOTU018431",NA,"2014","11","05","Mata ciliar do rio Palácio; 1100m altitude; árvore de 5m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","3860","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","selowii","Podocarpus selowii","Klotzsch ex Endl.",NA,"Amaral Jr., A.","1543","1973","08","26","Brasil","São Paulo","Santo André",NA,"-48.3","-23.75","48°18'w","23°45' s",NA,NA,"BOTU003860",NA,NA,NA,NA,"800-830m altitude; mata pluvial tropical secundária, densa, muito úmida; árvore de 5m de alt., estéril",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
