"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","coordinatePrecision","geoFlag","individualCount"
"15","2015-09-04 20:59:04-03","MNHN","RECOLNAT_MNHN_P","P05319660","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Glaziou, A.",NA,"1888","1","29",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319660' target='other'> <mi>dwc_moreinfo</mi></a>","P05319660","P05319660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16902","38539","auto",NA
"16","2020-12-11 11:38:26-03","UFMG","BHCB","168632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Goldenberg, R; Michelangeli, FA; Caddah, MK; Reginato, R; Machado, N","1536","2011","02","10","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","Alto do Desengano.","-55.125","-21.910556","1754",NA,"Arbusto 1,5 m de altura; frutos verde-cinéreos, costados. O cálice 8-mero é caduco no fruto.; Vegetação arbustiva, no cume.","BHCB012455",NA,NA,"-55.125","-21.910556","1754",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-11 17:20:05-03","UFPR","UPCB","87799","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Völtz, R.R. | Brotto, M. L.","1008","2015","04","03",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Pico do Desengano","-41.911111","-21.899444","1730",NA,"Arvoreta 2m alt.; frutos; fisionomia herbáceo-arbustiva de topo de morro..","UPCB0023557","UPCB0023557",NA,"-41.911111","-21.899444","1730","Goldenberg, R.","2016","10",NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:20:05-03","UFPR","UPCB","91500","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Baez, C. | Abrantes, I.","1215","2017","01","01",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Pico do Desengano. Cume.","-41.911111","-21.899722","1760",NA,"Campos de altitude.. Arbusto, terrícola, heliófila. Folhas marcadamente discolores. Frutos alvascentos. Altura: 110 cm.","UPCB0034169","UPCB0034169",NA,"-41.911111","-21.899722","1760","Guimarães, P.","2017",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:20:05-03","UFPR","UPCB","92524","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Baez, C. | Abrantes, I.","1215","2017","01","01",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Pico do Desengano. Cume.","-41.911111","-21.899722","1760",NA,"Campos de altitude.. Arbusto, terrícola, heliófila. Folhas marcadamente discolores. Frutos alvascentos. Altura: 110 cm.","UPCB0034169","UPCB0034169",NA,"-41.911111","-21.899722","1760","Guimarães, P.","2017",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:05-03","UFPR","UPCB","71811","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Goldenberg, R.","1536","2011","02","10",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Alto do Desengano","-42.0080986022949","-21.9552993774414","1754",NA,"Arbusto 1,5m. Frutos verde-cinéreos, costados. O cálice 8-mero é caduco no fruto. Vegetação arbustiva, no cume.","UPCB0016480","UPCB0016480",NA,NA,NA,"1754",NA,NA,NA,NA,NA,NA,"30526","auto",NA
"21","2014-03-21 15:06:00-03","MO","MOBOT","100684039","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Renato Goldenberg|Fabián A. Michelangeli|Mayara K. Caddah|Marcelo Reginato|Machado, N.","Goldenberg 1536","2011","2","10","South America","Brazil","Rio de Janeiro",NA,"Santa Maria Madalena, Alto do Desengano","-54.1083333","-21.8858333","1754.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"22","2013-08-07 11:27:00-03","MO","MOBOT","100618627","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Auguste F.M. Glaziou","Glaziou 13845",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA,"1"
"23","2020-09-12 05:00:02-03","US","US","279861","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn. in Mart.","A. F. M. Glaziou","8677",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00386299","US00386299_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","3248334","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn. in Mart.","J. F. A. Baumgratz & et al.",NA,"1990","8","19","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Macae de Cima, Pedra Bicuda, crescendo na pedra","-42.5311012268066","-22.2819004058838","1400",NA,NA,"US01917960","US01917960_01 US01917960_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto","1"
"25","2020-09-12 05:00:02-03","US","US","290243","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn. in Mart.","A. F. M. Glaziou","588",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US00386298","US00386298_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,"1"
"26","2020-10-15 09:53:55-03","UFPR","EFC","15268","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Völtz, R.R.; Brotto, M.L.","1008","2015","04","03",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Pico do Desengano","-41.9111","-21.8994","1730",NA,"Arvoreta 2 m alt.; frutos; fisionomia herbáceo-arbustiva de topo de morro.","EFC015268",NA,NA,"-41.9111","-21.8994","1730","Goldenberg, R.","2016","10","06",NA,NA,NA,NA,NA
"27","2021-02-23 13:22:45-03","MN","R-TIPOS","9582","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Glaziou, A.F.M.","13845","1883","01","06",NA,"Brasil","Rio de Janeiro","Petrópolis","Pico do Retiro","-43.1786003112793","-22.5049991607666",NA,NA,NA,"R000009582","R000009582_001",NA,NA,NA,NA,"Goldenberg, R.","2010",NA,NA,"Isosyntypus",NA,"36524","auto",NA
"28","2021-02-23 13:22:45-03","MN","R-TIPOS","9532","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","penduliflora","Miconia penduliflora","Cogn.","Glaziou, A.F.M.","13845","1883","01","06",NA,"Brasil","Rio de Janeiro","Petrópolis","Retiro","-43.1786003112793","-22.5049991607666",NA,NA,NA,"R000009532","R000009532_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,"36524","auto",NA
