"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","615558","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"J. L. Hage","1543","1981","12","08","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D","-39.22095","-14.7739696",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615558","NY00615558_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615541","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. L. Kawasaki","J. R. Pirani","2336","1988","02","16","Brazil","Bahia","Ibicaraí","A 3 km W da cidade na Rodovia Itabuna - Vitória da Conquista (BA 265)","-39.63","-14.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615541","NY00615541_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","777092","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. L. Kawasaki","R. Simão-Bianchini","1464","2000","09","10","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Lagoa","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777092","NY00777092_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615542","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral","G. G. Hatschbach","58085","1992","10","15","Brazil","Espírito Santo","Sao Mateus","Ligaçao Rod. BR-101 a Ponta do Ipiranga","-39.8589","-18.7161",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615542","NY00615542_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","405483","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.",NA,"Martii Herbar. Florae Brasil.","686","1839",NA,NA,"Brazil","Bahia","Ilhéus",NA,"-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405483","NY00405483_01","Magnoliophyta","Myrtales","South America","sheet","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","26005","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Ghoddosi, S.M.","Grippa, C.R.","665","2007","04","16","Brasil","Santa Catarina","GaSão Pauloar","Gaspar Alto Central","-49.037778","-27.028333","49°02'16w","27°01'42s",NA,NA,NA,"BOTU026005",NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:39-03","UFRJ","RFA","4618","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","strigipes","Marlierea strigipes","(Mart.) Berg","D. Legrand","P. Occhioni","681","1946","09","11","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Árvore mediana. Flor branca","RFA25185",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:24-03","UFRJ","RFA","25928","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","G. M. Barroso","A. Quinet","38/56","2000","12","10","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.201944","42º31'24''W","20º12'7''S","460","460","Árvore, 3 m de altura, 8 cm de DAP, flores brancas, folha verde discolor, rara no local.","RFA42103",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"12","20",NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:39-03","UFRJ","RFA","4357","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","P. Occhioni","P. Occhioni","1053","1947","07","07","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Árvore pequena. Flores alvas","RFA25069",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:24-03","UFRJ","RFA","25894","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","G. M. Barroso","A. Quinet","abr-56","2000","12","07","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.53","-20.2075","42º31'48''W","20º12'27''S","491","491","Árvore, 9 m de altura, 19 cm de DAP, flores amarelas, folha verde discolor, comum no local.","RFA42106",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"12","20",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:39-03","UFRJ","RFA","6621","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","D. Legrand","P.R. Reitz","2244","1948","00","00","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Árvore de 50m de altura. Fruto maduro preto; 13x10mm Habitat: mata","RFA26494",NA,NA,NA,NA,NA,NA,"1956","19684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:53-03","UTFPR","DVPR","3848","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Cordeiro, J","Siqueira, EL; et al.","529","2012","05","19","Brasil","Paraná","Pontal do Paraná","Balneário de Canoas","-48.28105","-25.40371","-48.28105","-25.40371","13","13","arbusto ca. 2m, semi-ciófilo. Botões florais alvos.; Relevo :plano. Vegetação: Floresta Ombrófila Densa das Terras Baixas","DVPR003848",NA,"Magnoliophyta",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:45:56-03","EAO","IAN","93953","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","spathulata","Marlierea spathulata","Berg",NA,"Glaziou, AFM","1277",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093953",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:45:56-03","EAO","IAN","93898","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","spathulata","Marlierea spathulata","Berg",NA,"Glaziou, AFM","9424",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093898",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:45:56-03","EAO","IAN","188602","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Staggemeier, VG; Souza, MC de; Craveiro, T; Siqueira, GS","912","2012","10","30","Brasil","Espirito Santo","Linhares","Companhia Vale do Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore de 7 m na beira de um alagado, em inicio de botão floral. Caule liso, bege-esverdeado.","IAN188602",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:25:31-03","PUCPR","HUCP","23473","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Dunaiski, A","Dunaiski, A","3379","2007","05","15","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"HUCP00015265","HUCP00015265","Eudicotiledonea",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:25:31-03","PUCPR","HUCP","18083","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Bonaldi, R","Selusniaki, M","940","2006","04","21","Brasil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00015172","HUCP00015172","Eudicotiledonea",NA,NA,NA,NA,"2007","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:25:31-03","PUCPR","HUCP","3624","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Silva, SM","Souza, WS","1018",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Brasília.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015098","HUCP00015098","Eudicotiledonea",NA,NA,NA,NA,"1987","24916","auto","07","31",NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:31-03","PUCPR","HUCP","3625","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Silva, SM","Souza, WS; Britez, RM","1030/1765",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015165","HUCP00015165","Eudicotiledonea",NA,NA,NA,NA,"1987","24916","auto","08","28",NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:25:31-03","PUCPR","HUCP","20093","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Bonaldi, R","Bonaldi, R","433","2009","01","10","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015068","HUCP00015068","Eudicotiledonea",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:31-03","PUCPR","HUCP","18292","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Bonaldi, R","Bonaldi, R","136","2006","07","22","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015211","HUCP00015211_1 HUCP00015211_2","Eudicotiledonea",NA,NA,NA,NA,"2007","24916","auto","11","22",NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:31-03","PUCPR","HUCP","17920","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Bonaldi, R","Bonaldi, R","219","2007","07","14","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015113","HUCP00015113","Eudicotiledonea",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:08:58-03","CPAN-UFMS","COR","12569","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Rodrigo de Castro","6","2001","04","24","Brasil","São Paulo","Cananéia","Mata Atlântica, Ilha do Cardoso. Planície.; ;.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Ripária, ca. 5m, fruto carnoso.; Com Fruto: Maduro preto e imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-25 16:51:17-03","UFBA","ALCB","138328","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Stadnik, A","Stadnik, A; Vasconcelos, T; Faria, J","378","2016","07","13","Brasil","Rio de Janeiro","Paraty","Margem da BR101 entre Paraty e Ubatuba. Serra do Mar.","-44.903611","-23.33","-44.903611","-23.33","24","24","ca. 5m. Tronco rugoso. Folhas discolores. Inflorescência verdes. Hipanto verde. Corola e estames alvos.","ALCB069167","ALCB069167","Dicotyledon",NA,"Southern America",NA,NA,"2016",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2521797","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","strigipes","Marlierea strigipes","(Mart.) O.Berg",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521797","NL-L2521797",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2521798","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","strigipes","Marlierea strigipes","(Mart.) O.Berg",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521798","NL-L2521798",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1450882","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Kawasaki ML","Custodio Filho A",NA,"1980","07","01","Brazil","São Paulo",NA,"Brasil. Estado de Sao Paulo: Cunha, Reserva Florestal.","-44.933333","-23.25","-44.933333","-23.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450882","NL-U1450882",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123634",NA,NA,NA,NA
"43","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1450883","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Lindeman JC; Haas JH de",NA,"1967","07","20","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, Restinga forest along road Pontal do Sul-Est. Paranaguá.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450883","NL-U1450883",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1450884","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Reitz R",NA,"1948","01","01","Brazil",NA,NA,"Santa Catarina, Carapuruna, Azambuja, Brusque, Mata, Árvore.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450884","NL-U1450884",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:06:43-03","NBC","NL-BOTANY","WAG.1116034","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Hatschbach GG; Hatschbach M; Silva JM",NA,"1989","05","06","Brazil",NA,NA,"Coroados (mun. Guaratuba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116034","NL-WAG1116034",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 10:06:43-03","NBC","NL-BOTANY","WAG.1116035","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Hatschbach GG; Hatschbach M; Silva JM",NA,"1989","05","06","Brazil",NA,NA,"Coroados (mun. Guaratuba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116035","NL-WAG1116035",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 10:06:43-03","NBC","NL-BOTANY","WAG.1116036","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Hatschbach GG",NA,"1967","09","13","Brazil",NA,NA,"Rio de Cedro (mun. Guaraqueçaba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116036","NL-WAG1116036",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
