"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"382","2021-02-11 17:20:42-03","UFPR","UPCB","39051","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Silva, S.M.","Gatti, A.L.S.","240","1999","05","27","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha do Salto","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arvoreta 3m, flores brancas. Floresta ombrófila densa submontana, floresta secundária, local sombreado..","UPCB0030383",NA,NA,NA,NA,NA,NA,"1999","37295","auto","08",NA,NA,NA,NA,NA,NA,NA
"383","2021-02-11 17:20:42-03","UFPR","UPCB","41784","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Sobral, M.","Canha, A.M.",NA,"2000","04","27","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore 5m, fruto, situada em terreno periodicamente alagado na planície costeira..",NA,NA,NA,NA,NA,NA,NA,"2000","18121","auto","01","13",NA,NA,NA,NA,NA,NA
"384","2021-02-11 17:20:42-03","UFPR","UPCB","23909","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Sobral, M.","Labiak, P.H.","105","1994","04","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore, 5m, flor branca, fruto verde..","UPCB0030385","UPCB0030385",NA,NA,NA,NA,NA,"1995","18121","auto","01","01",NA,NA,NA,NA,NA,NA
"385","2021-02-11 17:20:42-03","UFPR","UPCB","23010","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.",NA,"Negrelle, R.R.B.","A882","1993","08",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore, ca. 2,5m, flor branca perfumada, fruto verde com manchas avermelhadas. Beira do rio Braço do Norte..","UPCB0030382","UPCB0030382 UPCB0030382_1",NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-02-11 17:20:42-03","UFPR","UPCB","21465","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Sobral, M.","Negrelle, R.R.B.","A132","1992","03","11","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore, ca. 4m, botão esbranquiçado..","UPCB0030536","UPCB0030536",NA,NA,NA,NA,NA,"1993","18121","auto","07",NA,NA,NA,NA,NA,NA,NA
"387","2021-02-11 17:20:42-03","UFPR","UPCB","21464","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Sobral, M.","Negrelle, R.R.B.","A185","1992","03","14","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore, ca. 3m, flor e botão globular esbranquiçado..","UPCB0030534","UPCB0030534",NA,NA,NA,NA,NA,"1993","18121","auto","07",NA,NA,NA,NA,NA,NA,NA
"388","2021-02-11 17:20:42-03","UFPR","UPCB","21463","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Camb.","Sobral, M.","Negrelle, R.R.B.","A826","1993","03","03","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Árvore, ca. 3m, flor e botão brancos. Beira do Rio Saí..","UPCB0030535","UPCB0030535",NA,NA,NA,NA,NA,"1993","18121","auto","07",NA,NA,NA,NA,NA,NA,NA
"389","2012-03-29 10:51:00-03","MO","MOBOT","100461935","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","spathulata","Marlierea spathulata","O. Berg",NA,"F. Sellow","Sellow s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"390","2012-03-29 10:49:00-03","MO","MOBOT","100461933","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"A. Saint-Hilaire","Saint-Hilaire s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"391","2008-05-27 22:02:00-03","MO","MOBOT","308130","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. I. Kawasaki","Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","Gentry 58931","1987","9","3","Brazil","São Paulo",NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 5","-46.93333","-24.25",NA,NA,"560.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-201","3",NA
"392","2008-05-27 22:02:00-03","MO","MOBOT","308332","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. I. Kawasaki","Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","Gentry 59022","1987","9","4","Brazil","São Paulo",NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 10","-46.93333","-24.25",NA,NA,"560.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-208","3",NA
"393","2008-05-27 22:02:00-03","MO","MOBOT","309212","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. L. Kawasaki","A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4581","1987","2","4","Brazil","São Paulo",NA,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 4","-46","-23.58333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-5","1",NA
"394","2015-02-08 13:45:00-02","MO","MOBOT","3203762","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral","André M. Amorim|Sérgio C. de Sant'Ana|Talmon S. dos Santos|Edgar B. dos Santos|H.S. Brito","Amorim 449","1991",NA,NA,"Brazil","Bahia",NA,"Ramal a esquersa na estrada Ubaitaba/ Itacaré, 4 km do loteamento da Marambaia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2008-05-27 22:02:00-03","MO","MOBOT","3203822","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","G. Hatschbach, 2/85","Gert G. Hatschbach","Hatschbach 48557","1984","10","25","Brazil","Paraná",NA,"Bôa Vista (mun. Guaratuba). Mata pluvial da planicie litoranea.",NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2008-05-27 22:02:00-03","MO","MOBOT","3203861","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","G. Hatschbach","Gert G. Hatschbach","Hatschbach 45256","1982","9","3","Brazil","Paraná",NA,"Mergulhão (mun. Antonina) Mata pluvial, base de morros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2018-05-07 15:40:00-03","MO","MOBOT","101044463","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","L. Lima","José L. Hage","Hage 1543","1981","12","8","Brazil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415).","-39.0494003295898","-14.7889003753662",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"1",NA
"398","2018-07-16 16:51:32-03","UNIOESTE","UNOP","1587","S","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Lima, D.F.","Lima, D.F.; Gerlach, A.; Fendrich, T.G.; Gerlach, A.; Fendrich, T.G.","73","2010","09","17","Brasil","Paraná","Antonina","Reserva Natural do Rio Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"DESINFETADA COM QUEROSENE E NAFTALINA. Floresta Ombrófila Densa. Beira de Rio do Turvo. Arbórea 5m. Frutos imaturos verdes e maduros vermelhos a negros.",NA,NA,NA,NA,NA,NA,NA,"2010","38300","auto","10",NA,NA,NA,NA,NA,NA,NA
"399","2018-09-12 14:48:21-03","UNIOESTE","UNOP","5987","S","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Meireles, J.","Kellermann, B.D.; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenb; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenberg, R.","54","2009","09","11","Brasil","Paraná","Antonina","SPVS - Reserva Natural do Cachoeira, FODSM.","-48.681889","-25.319556","-48.681889","-25.319556","50","50","Árvore, ca. 3 m alt.",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"400","2020-08-31 09:07:47-03","INPA","INPA","211576","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Monteiro, JRB","2444","1984","10","14","Brasil","Mato Grosso","Chapada dos Guimarães","Fazenda 20 de Dezembro, Fazenda 20 de Dezembro.","-55.8","-15.2","-55.8","-15.2",NA,NA,NA,"INPA0211576",NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2020-08-31 09:07:47-03","INPA","INPA","203646","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Kawasaki, ML","Barbosa, E","124","1998","09","18","Brasil","Paraná","Paranaguá","Morro do Inglês.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"INPA0203646","INPA0203646 INPA0203646_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,"1999","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"402","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","6760",NA,"Plantae","Myrtaceae","Marlierea","strigipes","Marlierea strigipes","O.Berg","G. M. Barroso/Agosto.1993","S. A. Mori; et al","12731","1979","08","14","Brasil","Bahia","Santa Cruz de Cabrália",NA,NA,NA,NA,NA,NA,NA,"Árvore, 8m X 10cm, em botão.","MBML006760","MBML006760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","10854",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2001","L. Kollmann; E. Bausen","2686","1999","06","24","Brasil","Espírito Santo","Santa Teresa","Vinte e Cinco de Julho","-40.604167","-19.780833","40W36'15","19S46'51",NA,NA,"Beira de estrada. Arbusto 3m. Botões cinzas.","MBML010854","MBML010854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","13086",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2001","C. N. de Fraga; et al","645","2000","07","15","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis","-40.678056","-19.814167","40W40'41","19S48'51",NA,NA,"Mata Atlântica de encosta. Vegetação rupestre, inflorescências brancas, sépalas verde claro. Folha verde escuro, nervuras verde claro.","MBML013086","MBML013086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","13191",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2001","V. Demuner; et al","1336","2000","08","03","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis","-40.678056","-19.814167","40W40'41","19S48'51",NA,NA,"Arbusto 4m, frutos jovens esverdeados. Mata secundária, lado esquerdo da cachoeira.","MBML013191","MBML013191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","14434",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2001","L. Kollmann; et al","3833","2001","06","07","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10",NA,NA,"Arvoreto 4m. Beira rio no sol. Botões acinzentados.","MBML014434","MBML014434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","24190",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2005","L. Kollmann; et al","7822","2005","06","12","Brasil","Espírito Santo","Santa Teresa","Estrada do 25 de Julho","-40.615","-19.861111","40W36'54","19S51'40",NA,NA,"Arvoreto 6m. Botões brancos.","MBML024190","MBML024190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","32845",NA,"Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral/2008","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1289","2006","09","05","Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300","Arbusto 3m de alt. Frutos verdes. Mata.","MBML032845","MBML032845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2021-01-09 21:48:41-03","UNICENTRO","HUCO","4117","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Stival-Santos, A.","Stival- Santos, A.","902","2009","09","19","Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"FURB 14545","HUCO004117",NA,NA,NA,NA,NA,NA,"2009","34291","auto","10","10",NA,NA,NA,NA,NA,NA
"410","2021-01-09 21:48:41-03","UNICENTRO","HUCO","4097","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Uller, H.F.","Uller, H.F.","238","2009","08","17","Brasil","Santa Catarina","Gaspar",NA,"-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,"FURB 36468; Arvoreta, Fruto roxo; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arvoreta, Fruto roxo","HUCO004097",NA,NA,NA,NA,NA,NA,"2011","19036","auto","11","17",NA,NA,NA,NA,NA,NA
"411","2021-01-09 21:48:41-03","UNICENTRO","HUCO","3686","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Aguiar, O. .T.","Miashike, R.L.; et al.","45","2009","12","06","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"SPSF 43658; FOD Aluvial; HABITAT: FOD Aluvial",NA,NA,NA,NA,NA,NA,NA,"2010","38740","auto","01","11",NA,NA,NA,NA,NA,NA
"412","2021-01-09 21:48:41-03","UNICENTRO","HUCO","3682","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Aguiar, O. .T.","Godoy, J.R.L.","523","2009","09","30","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"SPSF 43670; FOD Submontana; HABITAT: FOD Submontana",NA,NA,NA,NA,NA,NA,NA,"2010","38740","auto","01","11",NA,NA,NA,NA,NA,NA
"413","2021-03-04 11:05:54-03","UFRB","HURB","23783","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","A. Stadnik","Stadnik, A.; Vasconcelos, T. & Faria, J.","378","2016","07","13","Brasil","Rio de Janeiro","Paraty","Margem da BR 101; Entre Paraty e Ubatuba. Serra do Mar","-44.903611","-23.33","44º54'13W","23º19'48S","24","24","arvoreta, ca. 5m, tronco rugoso, folhas discolores, inflorescência verdes, hipanto verde, corola e estames alvos.","HURB000023783","HURB000023783",NA,NA,NA,NA,NA,"2016",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"414","2020-06-17 15:25:19-03","UNESP-RC","HRCB","31456","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Marcos Sobral","Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"415","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9410","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Kazue Matsumoto","Cunha, N. M. L.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"416","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9309","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Kazue Matsumoto","Garcia, F. C. P.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"417","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9264","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Kazue Matsumoto","Garcia, F. C. P.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"418","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9174","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Kazue Matsumoto","Ribeiro, J. E. L. S.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"419","2020-06-17 15:25:19-03","UNESP-RC","HRCB","42459","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ",NA,"Ressel, K.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-06-17 15:25:19-03","UNESP-RC","HRCB","16259","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Kazue Matsumoto","Sanchez, M.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"421","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9164","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Dra. Graziela M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9114","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Dra. Graziela M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-06-17 15:25:19-03","UNESP-RC","HRCB","8681","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Dra. Graziela M. Barroso","Costa, R.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"424","2020-06-17 15:25:19-03","UNESP-RC","HRCB","20674","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","M. A. de Assis","Assis, M. A. de",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"425","2020-06-17 15:25:19-03","UNESP-RC","HRCB","17678","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ",NA,"Assis, M. A. de",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"426","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10808","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","Dra. Graziela M. Barroso","Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"427","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10053","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ","G. M. Barroso","Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-06-17 15:25:19-03","UNESP-RC","HRCB","42457","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess. ",NA,"Ressel, K.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"429","2020-06-25 16:06:21-03","FUVATES","HVAT","4467","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M. Sobral","I. R. Sapelli; F. Schmoeller","370","2012","05","30","Brasil","Santa Catarina","Joinville","Perini.","-48.845556","-26.304444","-48º50'44''W","-26º18'16''S",NA,NA,"Doação do Herbário JOI, registro JOI 12404; Altura 0.8m, herbacea, flor alaranjada; Borda da mata","HVAT00004467",NA,NA,NA,NA,NA,NA,"2012",NA,NA,"11","01",NA,NA,NA,NA,NA,NA
"430","2021-01-26 13:56:42-03","IMA","MAC","52207","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","E.C.O.Chagas","Chagas-Mota","10494","2011","03","24","Brasil","Alagoas","Flexeiras","Estação Ecológica de Murici, Fazenda Triunfo.","-35.7807998657227","-9.19750022888184",NA,NA,NA,NA,"Árvore ca. 10 m de altura. Estéril.; Mata Atlântica.","MAC0052207",NA,NA,NA,NA,NA,NA,"2011","21617","auto","03","24",NA,NA,NA,NA,NA,NA
"431","2021-01-26 13:56:47-03","IMA","MAC","52600","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","E.C.O.Chagas","Chagas-Mota","10690","2011","03","29","Brasil","Alagoas","Ibateguara","Coimbra, Grota da Burra.","-36.451944","-9.6425","-36.451944","-9.6425",NA,NA,"Árvore ca. 20 m de altura. Estéril.; Mata Atlântica.","MAC0052600","MAC0052600",NA,NA,NA,NA,NA,"2011",NA,NA,"03","29",NA,NA,NA,NA,NA,NA
"432","2020-11-18 11:41:00-03","UERJ","HRJ","12406","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","M.C. Souza","L. P. G. Rosa; S. J. Silva Neto, W. Silva, C.L. Oliveira","s.n.","2012","07","21","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"509","509",NA,"HRJ00012574",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-11-18 11:41:00-03","UERJ","HRJ","11409","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"HRJ00011409",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
