"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","617830","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"S. A. Mori","1978","09","19","South America","Brazil","Fazenda Pau-brasil, ca. 5 km a NW de itamaraju. Folha SE-24 (17-40d)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617830","10683","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,"Bahia","Itamarajú","-39.5676631","-16.9808834",NA,NA,"NY00617830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617831","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"J. Ball","1992","07","21","South America","Brazil","Ex umbrosis Brasiliae juxta Tijuca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617831","s.n.","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro","Rio de Janeiro","-43.274528","-22.95583",NA,NA,"NY00617831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","778048","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"J. L. Paixão","1998","12","16","South America","Brazil","Area do CEPEC, km 22 na Rod. Ilhéus/Itabuna (BR 415)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778048","110","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend","M. Weigend","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,"NY00778048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01092737","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"J. L. Paixão","1998","11","18","South America","Brazil","Área do CEPEC, km 22 da Rod. Ilhéus/Itabuna (BR 415). Quadra do Arboreto.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092737","84","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend","M. Weigend","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,"NY01092737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","03188778","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Carlos D. M. Ferreira","2015","08","08","South America","Brazil","Jacarepaguá. Crescendo sobre afloramento rochoso próx. A cachoeira do campo. Parque Estadual da Pedra Branca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3437924' target='other'> <mi>dwc_moreinfo</mi></a>","NY03188778","111","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"NY03188778_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01095460","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"W. W. Thomas","2004","09","25","South America","Brazil","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828414' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095460","14278","Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend","M. Weigend","Bahia","Mun. Guaratinga","-39.9136111","-16.5986111","300","300","NY01095460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:04-03","UFRJ","RFA","7796","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"V. C. Wilberg","1965",NA,NA,NA,"Brasil","Mata da Urca",NA,NA,"Planta arbustiva de consistência herbácea colhida á beira mar","RFA44366",NA,NA,NA,"DC.","M. G. Bovini","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2013-07-03 11:07:56-03","EBDA","BAH","918","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Clotildes F. da Costa","1954","06","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"DC.","Clotildes F. da Costa","Bahia","Amargosa","-39.6047","-13.0303",NA,NA,NA,"22699","auto","1955","08",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:18:21-03","UFBA","ALCB","92429","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","07","12","Southern America","Brasil","Litoral Sul, Mata da Botinha",NA,NA,"rupícola, com pêlos urticantes. folhas membranáceas. Inflorescência com flores de pétalas brancas. Frutos imaturos verdes.",NA,"16300","Dicotyledon",NA,"(Schrad. ex DC.) Weigend","Guedes, ML","Bahia","Itagibá","-39.708611","-14.181389",NA,NA,NA,NA,NA,"2010","01","-39.708611","-14.181389",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:18:21-03","UFBA","ALCB","86580","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Ramos, C.H.A.; Guedes, ML; et al.","2008","10","28","Southern America","Brasil","Litoral Sul, Mata da Botinha",NA,NA,"crassas com pelos urticantes. Folhas membranáceas, concolor. Frutos imaturos verdes.",NA,"547","Dicotyledon",NA,"(Schrad. ex DC.) Weigend","Guedes, ML","Bahia","Itacaré","-39.7075","-14.181389",NA,NA,NA,NA,NA,"2009","01","-39.7075","-14.181389",NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2449425","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Silva LAM; Hage JL; Ribeiro AJ","1979","07","03","Southern America","Brazil","Regiao Cacaueira da Bahia. Municipios de Itamaraju. Fazenda Pau-brasila, ca. 5 km ao NW de Itamaraju. Regiao de Mata Higro fila Sul Baiana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449425",NA,NA,"Cornales","Schrad. ex DC.",NA,NA,NA,"-39.55","-17.016667",NA,NA,"NL-L2449425",NA,NA,NA,NA,"-39.55","-17.016667","Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2449426","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hage JL; Santos EB dos","1979","08","23","Southern America","Brazil","Regiao Cacaueira da Bahia. Municipio de Ilheus. Area do Cepec (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilheus/Itabuna - BR-415. Regiao de Mata Higrofila Sul Baiana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449426",NA,NA,"Cornales","Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"NL-L2449426",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2449427","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Mori SA; Mattos Silva LA; Santos TS dos","1978","09","19","Southern America","Brazil","Regiao Cacaueira da Bahia. Municipios de Itamaraju. Fazenda Pau-brasila, ca. 5 km a NW de Itamaraju. Regiao de Mata Higro fila Sul Baiana, perturbada.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449427",NA,NA,"Cornales","Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"NL-L2449427",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2449428","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Occhioni P","1947","03","20","Southern America","Brazil","Estado do Rio: Parque Nacional do Itatiaia, lote 96.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449428",NA,NA,"Cornales","Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"NL-L2449428",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 08:58:54-03","NBC","NL-BOTANY","L.2449429","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Herb Persoon",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449429",NA,NA,"Cornales","Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"NL-L2449429",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2021-03-31 13:40:25-03","MN","R","198806","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Stawiarski, V.","1957","03","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Costa, J.A.F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:25-03","MN","R","22520","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Brade, A.C.","1929","04",NA,NA,"Brasil",NA,NA,NA,NA,NA,"10466",NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:40:25-03","MN","R","47632","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Mello Filho, L.E.","1946","12","19",NA,"Brasil",NA,NA,NA,NA,NA,"534",NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:40:25-03","MN","R","54116","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Palacios, R. 2803; Balegno, B.","1948","12","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:40:25-03","MN","R","85675","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Smith, L.B. 6336; Segadas-Vianna, F.","1952","04","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03","432049W","230013S",NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:40:25-03","MN","R","90356","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Schwacke, C.A.W.","1876",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:40:25-03","MN","R","90360","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,NA,"1886",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:40:25-03","MN","R","90366","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Diogo, J.C.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"137",NA,NA,"Schrad.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-31 13:40:25-03","MN","R","90377","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Freire, C.V.","1935","03","08",NA,"Brasil",NA,NA,NA,NA,NA,"602",NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-31 13:40:25-03","MN","R","90381","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Siqueira, E.T.","1878",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1966","03",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:40:25-03","MN","R","90384","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Freire, C.V.","1933","09",NA,NA,"Brasil",NA,NA,NA,NA,NA,"380",NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"2002","02",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:40:25-03","MN","R","90385","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Pereira, E.","1942","03","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-31 13:40:25-03","MN","R","90395","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Saint-Hilaire, A.F.C.P.","1816",NA,NA,NA,"Brasil",NA,NA,NA,"Herb. J. de Saldanha.",NA,NA,NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1965","03",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:40:25-03","MN","R","38991","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Vidal, J.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Vidal, J.","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,"20726","auto","1943","05",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:31:25-03","MN","R","90387","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hoehne, F.C.","1913","06",NA,NA,"Brasil",NA,NA,NA,NA,NA,"21",NA,NA,"Schrad.",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-31 13:40:25-03","MN","R","90368","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Schwacke, C.A.W.","1886","08","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Bovini, M.G.","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","2001","05",NA,NA,NA,"24",NA,NA,NA,NA
"42","2021-03-31 13:40:25-03","MN","R","15682","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Lutz, B.M.J.","1926","05","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Schrad.","Segadas-Vianna, F.","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","1965","03",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:40:25-03","MN","R","121271","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Lutz, A.","1916","05","14",NA,"Brasil",NA,NA,NA,NA,NA,"1018",NA,NA,"Schrad.","Sleumer","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","1917",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-24 17:10:04-03","UFES","SAMES","1674","PreservedSpecimen","Plantae","Solanaceae","Aosa","parviflora","Aosa parviflora",NA,"Pinto Junior, H.V.; Covre, C.","2016","03","21",NA,"Brasil","Pedra do Elefante. Vertente leste da Pedra do Elefante.",NA,NA,"Erva habitando ilha de vegetação em afloramento rochoso; folhas verdes com tricomas; flores brancas; fruto redondo; sol.","SAMES01674","261",NA,NA,"(Schrad. ex DC.) Weigend","Forzza, R.C.","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,NA,"42400","auto","2016","06",NA,NA,NA,"01",NA,NA,NA,NA
"45","2021-03-24 17:09:18-03","UFES","SAMES","8227","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Pinto Junior,H.V.; W.S.Justiuno.;T.Sperandio.;Menezes,L.F.T.","2018","03","22",NA,"Brasil","PEDRA DO VIADINHO.",NA,NA,"Folhas verdes com tricomas, caule com tricomas urticantes, flores brancas, sombra abundante, habitando ilha de vegetação inselberg.","SAMES08227","405",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Espírito Santo","Vila Pavão","-40.611400604248","-18.6149997711182",NA,NA,NA,"19647","auto",NA,NA,"-405558333.0","-186230556.0",NA,NA,NA,NA,NA,NA
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024057","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"G. Hatschbach; M. Hatschbach & J.T. Motta","1995","8","14",NA,"Brazil","Rod. BR-101, próximo de Itapebi, Bahia, Brazil",NA,NA,"PMC -DPP 004; Decumbente, urticante; pétalas e estames alvos.",NA,"63300","Magnoliophyta","Cornales",NA,"M. Weigend","Bahia",NA,"-39.533802","-15.952551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:32:54-03","UNICAMP","UEC","68337","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Salino, A; et al.","1993","11","11",NA,"Brazil","Morro do Puruba",NA,NA,"Herbácea reptante, flores brancas, cálice verde, frutos imaturos verdes.; Mata de encosta; local sombreado.","UEC135295","29936","Magnoliopsida",NA,"(DC) Weigend","Acuña Castillo, R","São Paulo","Ubatuba","-44.966667","-23.35",NA,NA,"UEC135295",NA,NA,"2018",NA,"-44.966667","-23.35",NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:16:55-03","UNICAMP","UEC","85859","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Goldenberg, R; Rezende, AV","1994","12","13",NA,"Brazil","Ilha Anchieta, trilha da Prainha",NA,NA,"Herbácea, 050 cm de altura. Flores com pétalas brancas, urticante, sobre rocha","UEC125340","32395","Magnoliopsida",NA,"(DC) Weigend","Acuña Castillo, R","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC125340","34265","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
