"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet"
"97","2020-07-23 12:10:01-03","CEPLAC","CEPEC","16689","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"L. A. Mattos-Silva","1979","07","03",NA,"Brasil","Faz. Pau-brasil. Ca. 5Km NW cidade.",NA,NA,NA,NA,"552",NA,NA,NA,"T. S. dos Santos","Bahia","ITAMARAJÚ","-39.55","-17.016667",NA,NA,NA,NA,NA,NA,NA,"39W33'0","17S1'0",NA,NA,NA,NA,"13/12/1979",NA
"98","2020-07-23 12:10:01-03","CEPLAC","CEPEC","90683","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"J. G. Jardim","2001","09","15",NA,"Brasil","Entrada 7,5Km da Rod. Jussari/Palmira.Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso.Sede da Reserva. Linha mestra das parcelas trilha que leva ao topo da serra.",NA,NA,NA,NA,"3931",NA,NA,NA,"A. M. Amorim","Bahia","JUSSARÍ",NA,"-15.160278",NA,NA,NA,NA,NA,NA,NA,"39W31'74","15S9'37",NA,NA,NA,NA,"30/12/2003",NA
"99","2020-07-23 12:10:01-03","CEPLAC","CEPEC","82093","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"W. W. Thomas","1999","02","01",NA,"Brasil","Serra do Teimoso,7,5Km ao N depois ao W de Jussari Rod. Para Palmira,depois 2Km ao S p/ Faz. Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,"11913",NA,NA,NA,"A. M. Amorim","Bahia","JUSSARÍ","-39.516667","-15.15",NA,NA,NA,NA,NA,NA,NA,"39W31'","15S9'",NA,NA,NA,NA,"30/12/2003",NA
"100","2020-07-23 12:10:01-03","CEPLAC","CEPEC","81226","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"J. L. da Paixão","1983","07","22",NA,"Brasil","Area do CEPEC. Quadra do arboreto.",NA,NA,NA,NA,"84",NA,NA,NA,"A. M. de Carvalho","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999",NA
"101","2020-07-23 12:10:01-03","CEPLAC","CEPEC","23807","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"J. L. Hage","1981","04","08",NA,"Brasil","Quadra D do CEPEC.",NA,NA,"<ll>dwc_commonname:</ll> Cansancao-tomate",NA,"584",NA,NA,NA,"J. L. Hage","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/1982",NA
"102","2020-07-23 12:10:01-03","CEPLAC","CEPEC","24256","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"J. L. Hage","1981","08","04",NA,"Brasil","Quadra E' do CEPEC.",NA,NA,NA,NA,"1151",NA,NA,NA,"A. M. de Carvalho","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"30/03/1982",NA
"103","2020-07-23 12:10:01-03","CEPLAC","CEPEC","26340","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"L. A. Mattos-Silva","1981","12","16",NA,"Brasil","Quadra I' do CEPEC.",NA,NA,NA,NA,"1560",NA,NA,NA,"C. I. S. Aguiar","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"30/12/1982",NA
"104","2020-07-23 12:10:01-03","CEPLAC","CEPEC","3152","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"J. P. Lanna","1967","06","25",NA,"Brasil","Parque Nacional de Monte Pascoal.",NA,NA,NA,NA,"1525",NA,NA,NA,"T. S. dos Santos","Bahia","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,NA,"68835","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"13/12/1979",NA
"105","2020-07-23 12:10:01-03","CEPLAC","CEPEC","22665","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"L. A. Mattos-Silva","1979","10","23",NA,"Brasil","Area do arboreto do CEPEC.",NA,NA,"<ll>dwc_commonname:</ll> Cansancao-tomate, Urtigao",NA,"353",NA,NA,NA,"H. S. Sleumer","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"01/05/1981",NA
"106","2020-07-23 12:10:01-03","CEPLAC","CEPEC","11926","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"T. S. dos Santos","1977","10","31",NA,"Brasil","Área do CEPEC.",NA,NA,"<ll>dwc_commonname:</ll> Cansancao-tomate, Urtigao",NA,"3153",NA,NA,NA,"T. S. dos Santos","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"13/12/1979",NA
"107","2020-07-23 12:10:01-03","CEPLAC","CEPEC","81530","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"A. M. Amorim","1998","05","10",NA,"Brasil","Entrada a 11,3Km a E da cidade Serra da Onça, ca. 4,5Km da estrada.",NA,NA,NA,NA,"2443",NA,NA,NA,"A. M. de Carvalho","Bahia","santa luzia","-39.3342018127441","-15.4294004440308",NA,NA,NA,"33804","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999",NA
"108","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Sello, HL",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"633",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Glaziou, AFM",NA,NA,NA,NA,"?","prope Praya Grande",NA,NA,NA,NA,"8317",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Pohl, JBE",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Glaziou, AFM",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"12025",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Mendonça, CV",NA,NA,NA,NA,"?","in sylvis primaevis densis et in humidiusculis ad rivulos montium",NA,NA,NA,NA,"185",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Beyrich, HC",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Sello, HL",NA,NA,NA,NA,"?","prope Tocaja",NA,NA,"Erro INB revisado.",NA,"L462",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Schenck, A",NA,NA,NA,NA,"?","in sylvis primaevis densis et in humidiusculis ad rivulos montium",NA,NA,NA,NA,"1815",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Mikan, JC",NA,NA,NA,NA,"?","prope Tocaja",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Luschnath, B",NA,NA,NA,NA,"?","prope Praya Vermelha",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Glaziou, AFM",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"193",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Maly, FP",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Wawra, H",NA,NA,NA,NA,"?","loco non adnotato",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Martius, C",NA,NA,NA,NA,"?","in sylvis primaevis densis et in humidiusculis ad rivulos montium",NA,NA,NA,NA,"123",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Saint-Hilaire, AFCP",NA,NA,NA,"Southern America","Brazil","in prov. Minas Geraes in parte dicta Minas Novas prope S. Miguel ad flumen Jequitinhonha",NA,NA,NA,NA,"B1544",NA,NA,"Schrad. ex DC.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Wied-Neuwied, MAP Prince",NA,NA,NA,"Southern America","Brazil","in prov. Bahia ad Ilheos",NA,NA,NA,NA,"83",NA,NA,"Schrad. ex DC.",NA,"Bahia",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Riedel, L",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"728",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Schott, HW",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"5822",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Gardner, G",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"51",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Saint-Hilaire, AFCP",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"A392",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Vellozo, JMC",NA,NA,NA,"Southern America","Brazil","prope Tocaja",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Riedel, L",NA,NA,NA,"Southern America","Brazil","prope Praya Grande",NA,NA,"Erro INB revisado.",NA,"564",NA,NA,"Schrad. ex DC.",NA,NA,NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Regnell, AF",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"80",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"1037",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Anderson, NJ",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Widgren, JF",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"s.n.",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Schott, HW",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"5821",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Casaretto, G",NA,NA,NA,"Southern America","Brazil","Habitat in Brasiliae austro-orientalis prov. Rio de Janeiro",NA,NA,NA,NA,"1551",NA,NA,"Schrad. ex DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"P13P3N0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:43:03-03","UFRGS","ICN","201960","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Külkamp, J; Santos, PML","2019","08","29","América do Sul","Brasil","Parque Nacional da Tijuca. Mata do Jardim Botânico. Trilha para a cachoeira dos primatas. Margem da trilha sobre pedra de 15 metros de altura com incidência de luz.",NA,NA,"Doação Herbário RB; Erva muito ramificada com 40cm de altura, tricomas urticantes em toda a planta, flores brancas com estames amarelados, frutos verdes.; Floresta ombrófila densa, interior da mata úmida em escosta, sobre com fina camada de solo, com",NA,"1081","Dicotyledon",NA,"(Schrad. ex DC.) Weigend","Külkamp, J","RJ","Rio de Janeiro","-43.230278","-22.960278","200","200",NA,NA,NA,"2019","09","-43.230278","-22.960278",NA,"02",NA,NA,NA,NA
"137","2014-09-23 11:01:44-03","G","G-DC","G00323756","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora","LECTOTYPUS of Loasa parviflora DC.","Anon.",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00323756",NA,NA,NA,"DC.","CAT.HERB.PRODR.",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"2013","01","-53.08972222","-10.77305556",NA,"01",NA,NA,NA,NA
"138","2020-02-13 09:37:16-03","IBt","SP","334924","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Amorim, AM; et al.","1998","05","10",NA,"Brasil",NA,NA,NA,NA,NA,"2443",NA,NA,"(DC.) Weigend",NA,"Bahia","Santa Luzia","-39.3342018127441","-15.4294004440308","510","510",NA,"33804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-02-13 09:37:16-03","IBt","SP","490959","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Folli, DA","2012","07","25",NA,"Brasil","Floresta Nacional de Goitacazes",NA,NA,NA,NA,"6883",NA,NA,"(DC.) Weigend","Cordeiro, I","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","30","30",NA,"48094","auto","2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-02-13 09:37:16-03","IBt","SP","490958","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Folli, DA","2012","12","07",NA,"Brasil",NA,NA,NA,NA,NA,"6992",NA,NA,"(DC.) Weigend","Cordeiro, I","Espírito Santo","Montanha","-40.3633003234863","-18.1268997192383","350","350",NA,"28642","auto","2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-02-13 09:37:16-03","IBt","SP","14197","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"s.col.","1840",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"s.n.",NA,NA,"DC.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-02-13 09:37:16-03","IBt","SP","285848","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Salino, A; et al.","1993","11","11",NA,"Brasil","Morro do Puruba",NA,NA,NA,NA,"29936",NA,NA,"DC.","Pacheco, AMF","São Paulo","Ubatuba","-44.966667","-23.35",NA,NA,NA,NA,NA,"2002",NA,"-44.966667","-23.35",NA,NA,NA,NA,NA,NA
"143","2020-02-13 09:37:16-03","IBt","SP","24625","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hoehne, FC","1914","03",NA,NA,"Brasil","Morro de São João",NA,NA,NA,NA,"279",NA,NA,"DC.","Hoehne, FC","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2015-09-04 06:06:32-03","UM","RECOLNAT_UM_MPU","MPU012015","PreservedSpecimen",NA,"Loasaceae","Loasa","parviflora","Loasa parviflora pinnatifido-lobatis","isotype","Hassler, E.",NA,NA,NA,NA,"Paraguay","Ad ripam lacus Ypacaray","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu012015' target='other'> <mi>dwc_moreinfo</mi></a>","MPU012015",NA,NA,NA,"Hassl.","Chodat",NA,NA,NA,NA,NA,NA,"MPU012015_01",NA,NA,NA,NA,NA,NA,NA,NA,"3301",NA,NA,"pinnatifido-lobatis"
